# _root_ Pro investora se připravují informace o podnicích v odvětví , o situaci na trhu , představuje se lokalita a infrastruktura a poskytují se i další nezbytná data .
#goldHeads=4,1,4,21,4,10,6,7,8,5,10,11,12,13,21,21,16,19,16,19,0,21,22,27,27,27,22,0,
#predictedHeads=4,1,4,0,4,5,6,7,8,21,10,11,12,13,21,21,16,19,16,19,0,21,22,27,27,27,22,0,
(14,13),(13,19),-1.00054 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-1.18989 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-1.81253 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-1.17295 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-2.20606 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-2.60243 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-1.45471 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-1.92038 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-1.5544 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-2.21616 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-1.54294 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-1.30898 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.97211 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.37949 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.80248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.598249 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.509877 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.567973 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.276703 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-1.01341 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.22354 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.700919 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.785043 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-1.79156 # DEPENDENCYPART_GRANDPAR
(14,16),(16,27),-0.895206 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.545023 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-1.58059 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-1.30124 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-2.05774 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-2.46157 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-2.85909 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-2.16559 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-1.60436 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-2.46137 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-1.78521 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-1.51099 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-2.21606 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-2.01108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.36417 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.658881 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.761004 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-1.08439 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-1.22872 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.341928 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.684843 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.812746 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-1.46404 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-1.83075 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-1.13721 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-1.30124 # DEPENDENCYPART_GRANDPAR
(14,21),(21,2),-2.05774 # DEPENDENCYPART_GRANDPAR
(14,21),(21,4),-2.46157 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-2.85909 # DEPENDENCYPART_GRANDPAR
(14,21),(21,6),-1.65671 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),-2.16559 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-1.60436 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-2.46137 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-1.78521 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-1.51099 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-2.21606 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-1.49134 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-2.01108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),0.36417 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.658881 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.761004 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-1.08439 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.360793 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-1.52978 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.684843 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.961429 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.812746 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-1.46404 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),-1.83075 # DEPENDENCYPART_GRANDPAR
(14,21),(21,27),-1.13721 # DEPENDENCYPART_GRANDPAR
(14,21),(21,28),-1.27913 # DEPENDENCYPART_GRANDPAR
(14,24),(24,14),-1.98119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,24),(24,15),0.32852 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),-0.719455 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),-1.07446 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-1.51966 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.670399 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-1.05238 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-1.68091 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-2.04058 # DEPENDENCYPART_GRANDPAR
(14,24),(24,27),-1.24854 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.0851555 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.174938 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.217781 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.124316 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.0999727 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.0354519 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.222761 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),0.222634 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.118685 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),0.1772 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.0190281 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),0.335309 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.258713 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),0.204173 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.0470192 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.125399 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.12042 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.046533 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),0.22287 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),0.0610597 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),0.121582 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),-0.0227831 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-2.0272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,19),-0.728177 # DEPENDENCYPART_GRANDPAR
(15,4),(4,20),-1.21843 # DEPENDENCYPART_GRANDPAR
(15,4),(4,21),-0.81994 # DEPENDENCYPART_GRANDPAR
(15,4),(4,24),-0.992303 # DEPENDENCYPART_GRANDPAR
(15,4),(4,27),-1.35286 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),0.128811 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.121282 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),0.199818 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.151828 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.309563 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),0.0117307 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.0427817 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),0.328261 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),0.273081 # DEPENDENCYPART_GRANDPAR
(15,5),(5,16),-0.64015 # DEPENDENCYPART_GRANDPAR
(15,5),(5,22),-0.952324 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.241263 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.0171474 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.0829955 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.557193 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),0.120082 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.275015 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),0.0338792 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.1204 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.0803959 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.038211 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.239619 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.182148 # DEPENDENCYPART_GRANDPAR
(15,7),(7,16),-0.639471 # DEPENDENCYPART_GRANDPAR
(15,7),(7,21),-0.845757 # DEPENDENCYPART_GRANDPAR
(15,7),(7,22),-0.951645 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.0154186 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.0496036 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.0257584 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.0594467 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.167017 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),0.0412327 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.0476915 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.242658 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.239869 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.107055 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.182425 # DEPENDENCYPART_GRANDPAR
(15,9),(9,16),-0.639471 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.753993 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-0.845757 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.0367091 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.353283 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.205986 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.501756 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.0720142 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.275806 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.381792 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.354487 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.123815 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.297437 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.216105 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.388504 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.11838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.596109 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.73604 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.908056 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.234331 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.118783 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.0055216 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.95465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,19),-0.557193 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.648956 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.185786 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.0224274 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.15737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.639592 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-1.13735 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.754025 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.845788 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.951766 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-0.838441 # DEPENDENCYPART_GRANDPAR
(15,12),(12,25),-1.54388 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.224642 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.254183 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.0162654 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.041834 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.00531099 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.95515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,18),-0.9799 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.559253 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.0837581 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.639472 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-1.13716 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.753943 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.845706 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-0.837892 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.73723 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-1.09863 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.427363 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.889354 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.21917 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.6665 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-1.02105 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-1.20873 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-1.09484 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.690558 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.647803 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.916065 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.816312 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.990638 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.38525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0956839 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0527505 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.192536 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.18423 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.100772 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.212218 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.152103 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.522142 # DEPENDENCYPART_GRANDPAR
(15,16),(16,27),-0.325673 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0773845 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.256777 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.0773845 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.0817338 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.394265 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-0.42584 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-0.889266 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),-0.0171098 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.116893 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.247218 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.122165 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.14795 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.50754 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.436851 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.331275 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),0.262145 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),0.258917 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),0.159499 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.0430327 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.015329 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),0.52833 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),0.0399255 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.274571 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.046807 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.145971 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.214643 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.141671 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.369272 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.533954 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.43718 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.39932 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.415825 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),0.376035 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.0131209 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.378957 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),-0.219803 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.384714 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),0.801835 # DEPENDENCYPART_GRANDPAR
(16,4),(4,19),-0.380942 # DEPENDENCYPART_GRANDPAR
(16,4),(4,20),-0.313935 # DEPENDENCYPART_GRANDPAR
(16,4),(4,21),-0.547294 # DEPENDENCYPART_GRANDPAR
(16,4),(4,24),-0.768764 # DEPENDENCYPART_GRANDPAR
(16,4),(4,27),-0.650568 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),0.0682595 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),0.110473 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),0.103984 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.292665 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.268699 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.0315073 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.0329207 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),0.252134 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),0.0247308 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-2.2329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,22),-0.930922 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.0536144 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.0865466 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.0548931 # DEPENDENCYPART_GRANDPAR
(16,6),(6,19),-0.575208 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),0.0379667 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.0192453 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.393522 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.0513912 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.00169081 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.0540741 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.24168 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),0.00526039 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-2.2321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,21),-0.578967 # DEPENDENCYPART_GRANDPAR
(16,7),(7,22),-0.930125 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.182259 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),0.13639 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.21913 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.190993 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.289587 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.387372 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.0728231 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.112164 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.239681 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.0512125 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.00326873 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-2.23239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,19),-0.412905 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.579257 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.097477 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.186672 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.60669 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.304288 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.434913 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.346943 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.241713 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.340473 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.109931 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.25957 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.116982 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.284911 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.756781 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-2.58995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,21),-0.78966 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-1.28774 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.0430879 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.025175 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.0368197 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.495791 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.575208 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.74156 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.000127813 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.0189543 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.460353 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-2.23249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,18),0.167119 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.412851 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.579202 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.930515 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-0.649496 # DEPENDENCYPART_GRANDPAR
(16,12),(12,25),-1.43705 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.0649997 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.0352491 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.274523 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.00386216 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.0489069 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.541577 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.305721 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.576277 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0182992 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.2322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),0.167388 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.412696 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.579047 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.648873 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.097477 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.186672 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.60669 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.304288 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.434913 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.346943 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.241713 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.340473 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.133395 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.0859202 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.290893 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.180686 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.291934 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.58995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.540503 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.769655 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-1.28774 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.408757 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.369243 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.688829 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-1.03506 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-1.11651 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-1.13863 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-1.20176 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.958375 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-1.1919 # DEPENDENCYPART_GRANDPAR
