# _root_ Dochovala se v podobě překrásného iluminovaného rukopisu , v němž jsou nejen popsány , ale i vyobrazeny scény ze středověkého městského dění .
#goldHeads=0,1,1,3,7,7,4,11,11,9,7,13,15,15,11,17,15,11,18,22,22,19,0,
#predictedHeads=0,1,1,3,7,7,4,15,13,9,13,13,15,15,7,17,15,17,18,22,22,19,0,
(16,11),(16,23),-0.0330767 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0482709 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.136448 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0360779 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0319874 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.154163 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.102187 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.112577 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.154309 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.047369 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.171237 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.00197124 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0991966 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00567386 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.00831984 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0402429 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.00552848 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.019281 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.159627 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0141276 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0754586 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.131765 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0719484 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0726757 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.00401764 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0113775 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.122903 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0671378 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0526824 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.109629 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0788389 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.00335465 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0187182 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.109465 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.00191907 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0353903 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0795128 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0163136 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0165493 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.150121 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0112109 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0142001 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0873209 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.111805 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0918591 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.150236 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.0348634 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.00614831 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.0111661 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.091809 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.0348634 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.213644 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0272397 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.091809 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.0302843 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0285327 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0148652 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0936605 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0169301 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.0128575 # DEPENDENCYPART_SIBL
(17,1),(17,23),-0.0386911 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.000529101 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.00541535 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.30923 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0298916 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0183971 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.0316983 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.30923 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0186017 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.00654923 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0112773 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0444633 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0720285 # DEPENDENCYPART_SIBL
(17,3),(17,22),0.0231827 # DEPENDENCYPART_SIBL
(17,3),(17,23),-0.104338 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.190166 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.154214 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.00658365 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.0873343 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0287271 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.154214 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0255206 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0059239 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0337859 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.00909352 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0293684 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.0278937 # DEPENDENCYPART_SIBL
(17,4),(17,23),-0.0147704 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.147262 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.00730331 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.0873606 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0286888 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.147262 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0254811 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.00588444 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0394512 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0237545 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0387982 # DEPENDENCYPART_SIBL
(17,7),(17,22),-0.033559 # DEPENDENCYPART_SIBL
(17,7),(17,23),-0.0185716 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.0387731 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.133608 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0230742 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.174704 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.0319033 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.056868 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.000604101 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0493859 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0274263 # DEPENDENCYPART_SIBL
(17,8),(17,22),-0.0032738 # DEPENDENCYPART_SIBL
(17,8),(17,23),-0.0253276 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.0183971 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0316983 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.30923 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0186017 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.00654923 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0112773 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0444633 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0720285 # DEPENDENCYPART_SIBL
(17,9),(17,22),0.0231827 # DEPENDENCYPART_SIBL
(17,9),(17,23),-0.104338 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0158109 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0812967 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0033044 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.00360058 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.00419578 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0073805 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.0202153 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.0021881 # DEPENDENCYPART_SIBL
(17,11),(17,23),0.00243704 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.082211 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0181079 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.000992338 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0808544 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.102628 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.00456462 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0788449 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.140167 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0319033 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.056868 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.000604101 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0493859 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0274263 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0032738 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0253276 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.154372 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0198639 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0690221 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0552126 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0084871 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.092892 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.00412437 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0101248 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0216113 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.015637 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.122342 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0267707 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0182768 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.114616 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.129794 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0295957 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0803188 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.130742 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.106925 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.15051 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.131069 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.235958 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0594285 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0512019 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.051272 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0243823 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0483881 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.102681 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.118585 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.118577 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0688353 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.04074 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0444342 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0444193 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.016412 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.160926 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.109139 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0294186 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.15404 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0294355 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.154052 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.207651 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0638625 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0638562 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0950052 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0683675 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.238096 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.681994 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.178172 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.681997 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.178173 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.379396 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.14952 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0429356 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.00608884 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0542334 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.066124 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0444005 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.104666 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0533698 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.104626 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.132501 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.066599 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.145362 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0206488 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.119329 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.119323 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0693636 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.329122 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0200595 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.0293238 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0295073 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0487867 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.129608 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.00748532 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.00749685 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.00306646 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0517017 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0518117 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0805475 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.000418773 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.115038 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.116136 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.148651 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0219078 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0904402 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.436341 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.575974 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.287261 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.186109 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.107336 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.116406 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.131287 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.336015 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.373548 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.34034 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.219489 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.714301 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),-0.299354 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.122649 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.482902 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.261668 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.665083 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0629794 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.507646 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.668708 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.808341 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.623676 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.322086 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.370272 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.589874 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.645853 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.834509 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.116532 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-1.19552 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.113911 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.491019 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.613378 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-1.03177 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.792639 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.44712 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.535506 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.12219 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),-0.808293 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.665571 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.0629668 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.565112 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.500872 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.579796 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.719429 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.327941 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.360934 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.600804 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.645187 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.845438 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.121271 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.610883 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-1.20645 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.889475 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.304056 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.443956 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.665697 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.80533 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.612888 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.0520359 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.514559 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.31461 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.163909 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.314579 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.481671 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.248097 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.197062 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.844424 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.153127 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.255666 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.438076 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.476202 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.615836 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.631609 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.199126 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.38491 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.451728 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.128178 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.244459 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.388939 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.325493 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.486942 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.250971 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.748964 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.715318 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),-0.330836 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),0.168383 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.856208 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.168798 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.292854 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.540353 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.679986 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.486387 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.199351 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.298041 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.12345 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.492436 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.33231 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.377253 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.336635 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.215784 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.714366 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.295649 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.889475 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.470621 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.133161 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.248097 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.197062 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.344083 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.617012 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.735922 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.0545133 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.489592 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.490252 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.797246 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.936879 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.675506 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.115958 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.618836 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.141786 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.532741 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.286715 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.265863 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.315982 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.28052 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.519871 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.862568 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.911133 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.954311 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.598813 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),0.0801892 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.839909 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.189701 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.310063 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.503595 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.2098 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.318944 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.107152 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.504295 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.359705 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.411698 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.337283 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.219489 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.714301 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.773481 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.299354 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),0.0671295 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.494231 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.241684 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.28317 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.996095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.478122 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.47805 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.45486 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.605678 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.0317101 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.134406 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.10385 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.149572 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.147631 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.0567655 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),0.272132 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.343715 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),0.486567 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.136905 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0247144 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.82142 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.131369 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.034304 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.0848836 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),0.16864 # DEPENDENCYPART_GRANDPAR
