# _root_ Místo toho jsou jen profesionálně velmi slušně odvedeným , poutavým , leč značně konfekčním řemeslem .
#goldHeads=3,1,0,8,8,7,8,12,12,12,12,15,14,12,3,0,
#predictedHeads=3,1,0,5,3,7,8,9,15,9,12,3,14,15,3,0,
(3,14),(14,15),-0.286551 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.600964 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),0.128573 # DEPENDENCYPART_GRANDPAR
(3,15),(15,4),0.38387 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),0.0415252 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),0.106102 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),0.601561 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.0507227 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),0.313957 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),0.0141601 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),0.00213303 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.173855 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.0779818 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.4663 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.158515 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.38478 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.224985 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),-0.265613 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.575076 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-1.1699 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.238665 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.76386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,12),-0.934714 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.339174 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.471895 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.44608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.126375 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.183379 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.154935 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.398678 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.491034 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.55604 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.546749 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.682021 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.33453 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.64009 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.616025 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.692942 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.663166 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.746936 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.258638 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.24417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.190008 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.198388 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.460007 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.398094 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.546285 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.471567 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.663166 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.746936 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.258637 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.24417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.242028 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0165714 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.460006 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.398132 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.617369 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.546284 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.71372 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.47158 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.765668 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.84531 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.41308 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.55422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.0837562 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.368619 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.364807 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.595286 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.643758 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.597155 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.644778 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.426913 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.727808 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.814718 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.738808 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.765668 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.41308 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.55422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,6),-0.368619 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.364807 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.595286 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.329291 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.752648 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.426913 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.727808 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.814718 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.320909 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.05351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.541142 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.947818 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.382614 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.163113 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.683252 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.197981 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.0433215 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0072789 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.96862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.456547 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.801827 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.742939 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.66678 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.753472 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.682234 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.700082 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.881503 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.851717 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.725165 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.685915 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.27546 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0478799 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.512751 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.04849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.881264 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.753174 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.768628 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.618498 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.310211 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.947825 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.330927 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.51834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.494341 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.3883 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.398834 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.618492 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.310175 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.94781 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.330907 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.50714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0528636 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.389946 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.361016 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.400479 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.294266 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.326619 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.247912 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.589445 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.306555 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.969915 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.51634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.0227445 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.356374 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.415206 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.452805 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.43066 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.324152 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.576017 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.33008 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.757307 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.428449 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.12464 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.392299 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.76154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.226534 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.594558 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.497781 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.551036 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.609131 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.483568 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.743122 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.649281 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.571913 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.566624 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-1.03084 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.129942 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.490169 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.145396 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.471412 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.349233 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.229763 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.333818 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.604253 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.577113 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.0965227 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.0428724 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.91161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,15),-1.14422 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0956729 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.00912379 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.62296 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.172526 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.179296 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.180495 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.106885 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.82702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.396297 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.605503 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.558932 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.736629 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.625169 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.63979 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.738432 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.85095 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.921571 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.565913 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.249647 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.174426 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.225797 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0110388 # DEPENDENCYPART_GRANDPAR
(6,4),(4,7),-0.475735 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.645326 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.711564 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.211031 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.163075 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.204477 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0176978 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.89002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.459153 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.667526 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.620938 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.562588 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.607271 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.589462 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.532463 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.660653 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.50314 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.422737 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.31906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.254347 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.256329 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.385473 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.234803 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.520527 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.129625 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.560415 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.528843 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.682758 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.401472 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.34918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0477011 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.313715 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.438789 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.379953 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.265432 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.4342 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.524978 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.560415 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.401472 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.34918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.0477011 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.130282 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.159578 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.379953 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.265432 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.4342 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.524978 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.321352 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.26879 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.21518 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.0218211 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.769784 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.373643 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0814244 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.516658 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.348457 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0088605 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0890354 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.0652398 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.116744 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.81852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.28297 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.423604 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.597173 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.4786 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.533511 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.795932 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.763235 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.547154 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.46383 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.425871 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.00423855 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.503788 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.162084 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.89793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.509971 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.564967 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.386991 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.00737694 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.482203 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.108511 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.214821 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.88142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.345041 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.485655 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.456358 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.505234 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.378879 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.0123824 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.478171 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.12462 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.227065 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.88208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.345052 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.659255 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.739449 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.358673 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.961038 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.576128 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.333237 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.37304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.171999 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.296433 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.226994 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.157557 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.490422 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.149108 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.90731 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.480567 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.11577 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.473987 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.644166 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.401274 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.61102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.0375794 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.394667 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.405469 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.316977 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.657531 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.56073 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.39093 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.344515 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.739449 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.576128 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.333237 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.37304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.198333 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0241608 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.226994 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.157557 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.490422 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.149108 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.215434 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.02156 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.113134 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.333847 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.0581379 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.385768 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.260579 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.0487416 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.111657 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.416586 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.36248 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.507559 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.266318 # DEPENDENCYPART_GRANDPAR
(7,15),(15,8),0.223058 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.153015 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.0911457 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.20801 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.127133 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.543304 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.257208 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.129696 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.518453 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.488398 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.675381 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.264083 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.0466832 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-1.11408 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.233779 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.0138413 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.332907 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.335314 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-1.05482 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.115564 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.344992 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.0717635 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.449355 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.48289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.0328771 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.32731 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.251367 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.335794 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.729904 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.464269 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.86753 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.608707 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.406593 # DEPENDENCYPART_GRANDPAR
