# _root_ Proto chystáme pro vojáky v záloze na říjen výběrové řízení , které proběhne ve spolupráci s okresními vojenskými správami v Českém Krumlově , " říká plukovník Kubeš .
#goldHeads=25,1,2,3,4,5,2,7,10,2,13,13,10,13,14,15,19,19,16,13,22,20,1,1,0,27,25,0,
#predictedHeads=2,25,2,3,4,5,6,7,10,8,13,13,10,13,14,13,19,19,16,19,22,20,2,2,0,27,25,0,
(14,19),(19,22),0.445515 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.459594 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.477284 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),0.0856451 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-1.6642 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-1.34225 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.496753 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.43281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,15),-2.84688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-1.32551 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-1.5868 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-2.17868 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.54076 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.11438 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.46822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.33539 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.52262 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.07789 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-1.24189 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),0.316835 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),0.0875575 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),-0.469492 # DEPENDENCYPART_GRANDPAR
(15,16),(16,27),-0.374656 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.473173 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.701582 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.00346831 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.170065 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.231947 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.375851 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.170065 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-2.19653 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-1.32355 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-1.02853 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.19613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,17),-0.288843 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.47612 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.100757 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-1.26499 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.3045 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.0386537 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.215751 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.529157 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-1.08642 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-0.992346 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.179325 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-1.20664 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.3327 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.108769 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.457271 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),-0.289076 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.476352 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.351289 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-1.19593 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.215751 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.529157 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-1.09107 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.996999 # DEPENDENCYPART_GRANDPAR
(15,25),(25,1),-0.471273 # DEPENDENCYPART_GRANDPAR
(15,25),(25,2),-1.68087 # DEPENDENCYPART_GRANDPAR
(15,25),(25,3),-1.06547 # DEPENDENCYPART_GRANDPAR
(15,25),(25,4),-2.14748 # DEPENDENCYPART_GRANDPAR
(15,25),(25,5),-1.41869 # DEPENDENCYPART_GRANDPAR
(15,25),(25,6),-1.92408 # DEPENDENCYPART_GRANDPAR
(15,25),(25,7),-1.29642 # DEPENDENCYPART_GRANDPAR
(15,25),(25,8),-1.60817 # DEPENDENCYPART_GRANDPAR
(15,25),(25,10),-1.91714 # DEPENDENCYPART_GRANDPAR
(15,25),(25,11),-1.44611 # DEPENDENCYPART_GRANDPAR
(15,25),(25,12),-1.20672 # DEPENDENCYPART_GRANDPAR
(15,25),(25,13),-1.71422 # DEPENDENCYPART_GRANDPAR
(15,25),(25,14),-1.14813 # DEPENDENCYPART_GRANDPAR
(15,25),(25,15),-1.52897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,25),(25,16),0.263814 # DEPENDENCYPART_GRANDPAR
(15,25),(25,17),-0.650518 # DEPENDENCYPART_GRANDPAR
(15,25),(25,18),-0.837749 # DEPENDENCYPART_GRANDPAR
(15,25),(25,19),-0.267686 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),-0.0289567 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),-1.55705 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),-0.039225 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),0.471442 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.357063 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.532466 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),-0.440294 # DEPENDENCYPART_GRANDPAR
(15,25),(25,28),-0.327128 # DEPENDENCYPART_GRANDPAR
(15,27),(27,22),0.294342 # DEPENDENCYPART_GRANDPAR
(15,27),(27,24),0.0205779 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),-0.490462 # DEPENDENCYPART_GRANDPAR
(15,27),(27,28),-0.304584 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.376663 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-1.9139 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.461808 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-1.70071 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-1.10501 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.602105 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.542863 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.505204 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.303746 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.986832 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.56247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),0.53241 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.0897832 # DEPENDENCYPART_GRANDPAR
(16,10),(10,25),-0.612259 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.765602 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-1.01348 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-1.65824 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-1.82657 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-1.61324 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-1.43023 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-1.41789 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.892395 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.594421 # DEPENDENCYPART_GRANDPAR
(16,11),(11,23),-0.70437 # DEPENDENCYPART_GRANDPAR
(16,11),(11,24),-0.892517 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-1.36044 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),0.45622 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),0.428007 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.3929 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.210009 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.57595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.519118 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.103074 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),0.61214 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.637477 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.979411 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.625509 # DEPENDENCYPART_GRANDPAR
(16,15),(15,27),-1.69133 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.39146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.335898 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),1.37797 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.395822 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.223576 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),1.01812 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.395822 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-2.07942 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.850795 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.618079 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-2.40117 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),1.1493 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.527085 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.102964 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.66176 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.105246 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),0.0220005 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.123985 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),0.12436 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-1.31818 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.817029 # DEPENDENCYPART_GRANDPAR
(16,22),(22,17),1.14907 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.526855 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.276423 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-1.00425 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.123985 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),0.12436 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-1.32284 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.821682 # DEPENDENCYPART_GRANDPAR
(16,23),(23,1),-1.29649 # DEPENDENCYPART_GRANDPAR
(16,23),(23,2),-1.54975 # DEPENDENCYPART_GRANDPAR
(16,23),(23,3),-1.18035 # DEPENDENCYPART_GRANDPAR
(16,23),(23,4),-3.05506 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),-1.24463 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-1.36591 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.936395 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-2.85285 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-1.56817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),0.755385 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.133201 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),1.48795 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.57535 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-1.39749 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.102288 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.290136 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.399823 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-1.22649 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.73783 # DEPENDENCYPART_GRANDPAR
(16,26),(26,21),-1.00381 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),-0.0140803 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),-0.821731 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),-0.0703033 # DEPENDENCYPART_GRANDPAR
(16,27),(27,22),0.426435 # DEPENDENCYPART_GRANDPAR
(16,27),(27,24),-0.0140364 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),-0.786875 # DEPENDENCYPART_GRANDPAR
(16,27),(27,28),-0.0769023 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.528534 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.605393 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.468449 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.0435729 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.0067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.516031 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-1.07707 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-1.05684 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-1.41277 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.696736 # DEPENDENCYPART_GRANDPAR
(17,16),(16,26),-1.44742 # DEPENDENCYPART_GRANDPAR
(17,16),(16,27),-1.23703 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.38755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,20),0.0155669 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-2.18071 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-1.31643 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-1.05468 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.833728 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.25459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.235909 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.0247955 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.424645 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.577275 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.202268 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.0706662 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.531337 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.611154 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.401536 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.00710109 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.347736 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.344468 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.150543 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.382757 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-1.25482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.235678 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.358421 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.305271 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.0706662 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.531337 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.615807 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.40619 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.450919 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.03484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.783307 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.415998 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-1.30032 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.135621 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.404776 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.383055 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.267633 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.418209 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.190731 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.409176 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.50485 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.312298 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.809952 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.726512 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.439885 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.270799 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.0238081 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-2.80259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,12),-1.01725 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.553263 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.14379 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.495045 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.330396 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-2.61732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.0596454 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-1.11836 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-1.15984 # DEPENDENCYPART_GRANDPAR
(19,15),(15,27),-1.25579 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.374714 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.232722 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-2.58028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.0020258 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-1.08133 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.254446 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),-0.0020258 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.39215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-1.01363 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.374461 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.0178803 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),0.124957 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.544405 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.709008 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),0.912558 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.975611 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),0.0403106 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.4423 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.488673 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.386471 # DEPENDENCYPART_GRANDPAR
(19,23),(23,1),-0.561509 # DEPENDENCYPART_GRANDPAR
(19,23),(23,2),-1.2685 # DEPENDENCYPART_GRANDPAR
(19,23),(23,3),-1.08756 # DEPENDENCYPART_GRANDPAR
(19,23),(23,4),-2.11899 # DEPENDENCYPART_GRANDPAR
(19,23),(23,7),-1.40375 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-1.20995 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-1.0694 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-1.71944 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-1.21643 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.572749 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.737352 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-1.46447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.667482 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-1.00358 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.0347785 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.0146872 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.668036 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.277143 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.187436 # DEPENDENCYPART_GRANDPAR
(19,24),(24,2),-1.1862 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.234891 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.796577 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.567508 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.471171 # DEPENDENCYPART_GRANDPAR
(19,25),(25,1),-0.543964 # DEPENDENCYPART_GRANDPAR
(19,25),(25,2),-1.19639 # DEPENDENCYPART_GRANDPAR
(19,25),(25,3),-1.02433 # DEPENDENCYPART_GRANDPAR
(19,25),(25,4),-1.79692 # DEPENDENCYPART_GRANDPAR
(19,25),(25,5),-1.28315 # DEPENDENCYPART_GRANDPAR
(19,25),(25,6),-1.78588 # DEPENDENCYPART_GRANDPAR
(19,25),(25,7),-1.32399 # DEPENDENCYPART_GRANDPAR
(19,25),(25,8),-1.64935 # DEPENDENCYPART_GRANDPAR
(19,25),(25,10),-1.90504 # DEPENDENCYPART_GRANDPAR
(19,25),(25,11),-1.67572 # DEPENDENCYPART_GRANDPAR
(19,25),(25,12),-1.36663 # DEPENDENCYPART_GRANDPAR
(19,25),(25,13),-1.13822 # DEPENDENCYPART_GRANDPAR
(19,25),(25,14),-1.07699 # DEPENDENCYPART_GRANDPAR
(19,25),(25,15),-1.40375 # DEPENDENCYPART_GRANDPAR
(19,25),(25,16),-1.09992 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-0.481121 # DEPENDENCYPART_GRANDPAR
(19,25),(25,18),-0.645721 # DEPENDENCYPART_GRANDPAR
(19,25),(25,19),-1.47766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,25),(25,20),0.522353 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),-1.34725 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),0.0212388 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),0.619192 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.0964287 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),0.0652284 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),0.165532 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.189466 # DEPENDENCYPART_GRANDPAR
(19,26),(26,21),-0.974986 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),0.286704 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),-0.38652 # DEPENDENCYPART_GRANDPAR
(19,26),(26,28),-0.156771 # DEPENDENCYPART_GRANDPAR
(19,27),(27,22),0.361692 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),0.286568 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),0.117354 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.16337 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-1.53653 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-1.00568 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.517159 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-1.71964 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-1.40927 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-1.34541 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.5376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),0.291946 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),1.00301 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.472657 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.797161 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.59414 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-1.85602 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-1.41079 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-2.2233 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-2.15952 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-1.16704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),1.00369 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.0949539 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.00602797 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-1.03994 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.595471 # DEPENDENCYPART_GRANDPAR
(20,23),(23,1),-1.88061 # DEPENDENCYPART_GRANDPAR
(20,23),(23,2),-1.22654 # DEPENDENCYPART_GRANDPAR
(20,23),(23,3),-1.19402 # DEPENDENCYPART_GRANDPAR
(20,23),(23,4),-2.94918 # DEPENDENCYPART_GRANDPAR
(20,23),(23,7),-1.2821 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-1.0719 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-1.19011 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-3.0344 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-1.03229 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-2.44186 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-2.37808 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-2.6104 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-1.49891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.489565 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),1.84224 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.434693 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.567059 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-1.05183 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.619861 # DEPENDENCYPART_GRANDPAR
(20,26),(26,21),1.00413 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),0.0910188 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.59552 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.206574 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.543647 # DEPENDENCYPART_GRANDPAR
