# _root_ Z ruské strany jde o suroviny , jako je plyn a ropa , z české o různé zboží .
#goldHeads=4,3,1,13,4,5,8,6,8,11,9,11,0,13,14,13,18,16,0,
#predictedHeads=4,3,1,0,4,5,8,6,8,11,9,11,4,13,14,15,18,16,0,
(2,4),(4,2),-1.75515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.260648 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.133897 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.270919 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.228388 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.209627 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.641124 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.92144 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.399515 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.800504 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.515957 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.37104 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.266637 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.428147 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.159255 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.632674 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.322575 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.340484 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.4435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-1.11015 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-2.20703 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-1.41142 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.575329 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.798852 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.143276 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-1.07301 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-1.18275 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.998434 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.124902 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.08061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.424714 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.635879 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.116476 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.286685 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.626317 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.998962 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.103355 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-1.07618 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.292491 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.8628 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.590792 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.632272 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.237642 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.627935 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.148442 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.909249 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.173247 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.0320838 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.341522 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.562897 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.131846 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.60389 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-1.53282 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.0839628 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-1.04561 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-1.03548 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.986003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.0479697 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.371313 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.781514 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.173718 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.754426 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-1.23983 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.0425692 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-1.31583 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.697046 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-1.02628 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.10076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.294355 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.775336 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.871415 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.139052 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.134644 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.969637 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.114052 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-1.04981 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.330555 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.897647 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.825596 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-1.01671 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-1.74034 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-1.24032 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.647273 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.158838 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.42953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.697765 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.666784 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.768883 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.54206 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.182792 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.32431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.13943 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.32851 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.579512 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.31182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.317893 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.242492 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.532576 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.968725 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),0.28305 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.00911163 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.169451 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.274561 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.0990431 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),0.114654 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.16514 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.27469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.275341 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0256799 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.326545 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.279967 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.674506 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.0438229 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-2.18581 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.278527 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.922603 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.86017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.183836 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.132238 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.419591 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-1.08868 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.855439 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.109316 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.836634 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.335644 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.794834 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.69357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.25024 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.316432 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.260737 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.259888 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.585111 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.0393899 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.560445 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.0896046 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.054412 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),0.162566 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.502025 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.293925 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.709279 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.77824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.0457967 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.225927 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.369022 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.199224 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.937754 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.0572584 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.920301 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.168712 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.410471 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-2.33084 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.368315 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-2.27117 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-1.51891 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.121698 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.0218895 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.675974 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.303109 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-2.21692 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.192894 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.406755 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-1.58907 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.919047 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.73903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.244686 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.0969418 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.130204 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.3963 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.48396 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.84276 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.659807 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.161168 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.229326 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-2.13562 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.0626382 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-2.09436 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-1.25758 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.618789 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.597418 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.21803 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.27346 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-2.20207 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.163245 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-2.11184 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-1.28315 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.278527 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.86017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.183836 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.132238 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.188094 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.316987 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.571561 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.90908 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.108613 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.893055 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.415076 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-2.4286 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.0740927 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-2.36537 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-1.44913 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.748102 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.232223 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.336238 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-2.19796 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-2.05032 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-1.12844 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.45974 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.469619 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.28235 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.326138 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.33045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.077855 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.134537 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.359962 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-1.11629 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.00845273 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.727045 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.767651 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-2.16742 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.564587 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.53392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),1.88912 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0172689 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.795174 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-1.08255 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.195228 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-1.09634 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.145584 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.75666 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.458411 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.58851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),1.57906 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.438205 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.600427 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.699626 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.178194 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.705073 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.138629 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.232949 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.425434 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.435915 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.625385 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.69315 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.39489 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.39912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),2.03928 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.739512 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.489058 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.992612 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.103142 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-1.01059 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.145413 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.26235 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.870252 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.587553 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.897743 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.442301 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.581433 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.28544 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.74498 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.450096 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.63657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),1.81793 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.35872 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.0545537 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.858439 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-1.17375 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.482679 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.187843 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.326883 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.807008 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.511537 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.849788 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),0.0553394 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.484768 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-1.65747 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.314933 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.914631 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-3.07136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.502425 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.502796 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.840804 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.287355 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.652742 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.112038 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.281631 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-1.18231 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.110463 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.407893 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.80627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.413709 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.487474 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.766493 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-1.76281 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.748772 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-2.00934 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-1.20422 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-1.24764 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-3.06744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.506474 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.500972 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.809563 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.842114 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.1805 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.73907 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.7147 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.02214 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.70319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.143925 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.265344 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.752147 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.127742 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-1.00413 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.48372 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.56543 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.78007 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.01818 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-2.26342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.548271 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.126734 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.674617 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.171521 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.918071 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.250851 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.517331 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.547286 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.654574 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.17095 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.47058 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.66591 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.905358 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.73291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.797533 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.22681 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.39445 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.154229 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.650598 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0494511 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.505997 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.489718 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.660507 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.972248 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.614005 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),1.1615 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.320678 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-1.20661 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.650232 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.709462 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.749438 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.2364 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-2.35729 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.66912 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.8876 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.08785 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.90612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.53309 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.151641 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0866197 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.8506 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.829443 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.291406 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.607915 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.31853 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.632305 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.825705 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.811979 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.741733 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.0616367 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.91028 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.050394 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.478032 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.508817 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-1.33907 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.641562 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.678323 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.478064 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.000703171 # DEPENDENCYPART_GRANDPAR
