# _root_ Podle Janouška již skončilo období kontroly formálních náležitostí přiznání a druhá fáze , tedy podrobná kontrola věcné správnosti , se právě rozbíhá .
#goldHeads=4,1,4,10,4,5,8,6,8,0,12,14,14,22,16,14,18,16,14,22,22,10,0,
#predictedHeads=4,1,4,0,4,5,8,6,10,8,12,10,14,10,16,22,18,16,22,22,22,14,0,
(13,2),(2,7),-0.488886 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.0279266 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.281827 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.453947 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.142119 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.390275 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.310504 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.586258 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.2535 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.298754 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.189513 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.14285 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-2.15497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.638342 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.928055 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.846847 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.959495 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),-0.837237 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.361055 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.110604 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.377269 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.272375 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.48637 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.216434 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.268287 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.0422322 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.3441 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.107194 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.968734 # DEPENDENCYPART_GRANDPAR
(13,5),(5,22),-0.840077 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.368561 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.496757 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.11377 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.367865 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.363219 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.488814 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.192959 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.244837 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.0280833 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.346545 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.0837189 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.968501 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.977207 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-1.16966 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.896628 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.477201 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.261532 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.474765 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.530461 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.241102 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.292392 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.130097 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.519941 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.243902 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.0279266 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.346108 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.0828085 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.968501 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-1.16966 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-0.839967 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.497968 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.36443 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.300793 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.526997 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.237713 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.088207 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.352326 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.507551 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.0614884 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.291645 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.360801 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.306374 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.409675 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.247296 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.28714 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.580695 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.203932 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.14456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.450355 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.780008 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.835492 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.98117 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.754913 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.949082 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.663653 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.808823 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-0.857119 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.52468 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.231339 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.279636 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.226898 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.426297 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.28512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.619283 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.968502 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.977207 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.16966 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.896628 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-1.08964 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.737865 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.839967 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.970389 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.25422 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.576849 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.13742 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.05075 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.993951 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.04438 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.857182 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.0901 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.882805 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.44238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.220181 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.212451 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.423453 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.131707 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.499398 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.41353 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.241895 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.22675 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.41041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.0828307 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.201741 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-1.48082 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-1.36159 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.50343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.0853248 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.026371 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.202861 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.114374 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.402055 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.218542 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.10693 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.424392 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.0836059 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.0528845 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.121012 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.436509 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-1.36159 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.50282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.0889937 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.0231435 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.0784658 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.182417 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.402054 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.217193 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.110487 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.424391 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-1.0566 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-1.52023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,16),-0.323288 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.576765 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.244779 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.345788 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.154755 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.627825 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.393443 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.206591 # DEPENDENCYPART_GRANDPAR
(13,22),(22,1),-1.15169 # DEPENDENCYPART_GRANDPAR
(13,22),(22,2),-1.45822 # DEPENDENCYPART_GRANDPAR
(13,22),(22,3),-0.681085 # DEPENDENCYPART_GRANDPAR
(13,22),(22,4),-1.10047 # DEPENDENCYPART_GRANDPAR
(13,22),(22,5),-1.3422 # DEPENDENCYPART_GRANDPAR
(13,22),(22,6),-1.25478 # DEPENDENCYPART_GRANDPAR
(13,22),(22,8),-1.19795 # DEPENDENCYPART_GRANDPAR
(13,22),(22,9),-1.24678 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),-1.08427 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),-1.22894 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),-1.0868 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-1.51052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,14),-0.0577827 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),0.040244 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.257562 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),0.115065 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.315045 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.331383 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.342324 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.3968 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.120574 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.199272 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.000141863 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),0.102149 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.0601924 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.220986 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.0398593 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.107829 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.00363866 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),0.106106 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.177946 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.0958019 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.324952 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.0653041 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.0504911 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.159516 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.031588 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.00158118 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.124097 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),0.338158 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.276284 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.176411 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.376692 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.678226 # DEPENDENCYPART_GRANDPAR
(14,5),(5,15),-0.00611105 # DEPENDENCYPART_GRANDPAR
(14,5),(5,22),-0.314828 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.0626955 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.384808 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.167035 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.0365776 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.275265 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.106332 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),0.339543 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.277645 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.17794 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.358926 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.679611 # DEPENDENCYPART_GRANDPAR
(14,6),(6,15),-0.00587962 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.212191 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.389114 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-0.270009 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.0960063 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.278342 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.177946 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.359209 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.680283 # DEPENDENCYPART_GRANDPAR
(14,8),(8,15),-0.00587782 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.389113 # DEPENDENCYPART_GRANDPAR
(14,8),(8,22),-0.314718 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.383035 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.273492 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.165569 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.0939837 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.176759 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.682949 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.140587 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.321095 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.181967 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.144361 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.212683 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.0966386 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),0.0116994 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.238699 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.194399 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0935732 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.58203 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.252484 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.29193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),0.0487916 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.204291 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.334443 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.262109 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.215649 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.250637 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.37196 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.215528 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),0.0925046 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.180645 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.127911 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.0260812 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.332448 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.108712 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.36702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.00587844 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.212189 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.389113 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.270007 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.256391 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.223683 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.314718 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.60225 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.362546 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.496289 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.380256 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.264145 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.0424559 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.100734 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.212409 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.00931201 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.298774 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.49646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.077467 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.531302 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.460706 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.58912 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.362452 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.44001 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.471816 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.377868 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.207719 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.972281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.28519 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.611499 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.360792 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.280238 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.11214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.714727 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.320894 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.189144 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.153585 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),0.069601 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),0.220059 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),0.161771 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.971527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.655816 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.227363 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.000807213 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.360792 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.280229 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-1.11589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.711423 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.413436 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.323828 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.154285 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.0716467 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),0.217196 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),0.16247 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.655661 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.386289 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.182425 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.0277434 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.1245 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.19803 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.169709 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.109996 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.400819 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),0.268707 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-0.346061 # DEPENDENCYPART_GRANDPAR
(14,22),(22,2),-0.648503 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-0.478572 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-0.410197 # DEPENDENCYPART_GRANDPAR
(14,22),(22,5),-0.54047 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-0.426319 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-0.0887089 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-0.143479 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.270656 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.177795 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),0.253103 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.0960338 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.921639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,16),0.358703 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.178818 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.297303 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.258564 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.0838235 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),0.0327922 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),0.0819332 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-1.3585 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-1.96648 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-1.59941 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-1.00892 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.842181 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-1.02116 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-1.02814 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.534496 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.972122 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-1.33434 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.263072 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.18279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.948882 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-1.06127 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-1.22622 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.639992 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.567133 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-1.10067 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.78531 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.471649 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-1.15305 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.674466 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-1.3991 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.803258 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.815714 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.821696 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.425452 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.878312 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-1.12847 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.577483 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.06684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.620466 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.945322 # DEPENDENCYPART_GRANDPAR
