# _root_ Program třítýdenní přehlídky , jejíž hlavní část začne v úterý vypuštěním balónu České spořitelny , je zaměřen především na hudbu a výtvarné umění .
#goldHeads=16,3,1,8,7,7,8,3,8,9,8,11,14,12,8,0,16,21,17,21,19,23,21,0,
#predictedHeads=16,3,1,8,7,7,8,3,8,9,8,11,14,12,8,0,16,21,17,21,19,23,21,0,
(14,17),(17,15),0.765766 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.153788 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.497967 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.392543 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-1.06133 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.212064 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.607058 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.668849 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.296953 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.345966 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.321644 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.173307 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),0.306277 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),0.079548 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),0.118107 # DEPENDENCYPART_GRANDPAR
(15,1),(1,21),-0.744673 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.2801 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.30875 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.307232 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.164432 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),0.302063 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),0.0892316 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.229274 # DEPENDENCYPART_GRANDPAR
(15,3),(3,17),-0.872297 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.500564 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.446286 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.618778 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.546653 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.0970866 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.0660368 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-2.05442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,16),-0.607041 # DEPENDENCYPART_GRANDPAR
(15,4),(4,17),-0.828708 # DEPENDENCYPART_GRANDPAR
(15,4),(4,18),-0.60199 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.286623 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.300803 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.403419 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.398304 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.336995 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.108193 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),0.0920841 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.264449 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.286206 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.358447 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.460118 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.125481 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.403536 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.0864713 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.198999 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.0747399 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.0750735 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.338012 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.030658 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.96363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.617893 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.872858 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.689397 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.821436 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-1.40437 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.718747 # DEPENDENCYPART_GRANDPAR
(15,8),(8,22),-1.36324 # DEPENDENCYPART_GRANDPAR
(15,8),(8,23),-1.17584 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.0818858 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.0424728 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.0421392 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.89172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,5),-0.339593 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.120917 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0305696 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.010506 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.0108396 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.229353 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.0276813 # DEPENDENCYPART_GRANDPAR
(15,10),(10,16),-0.659529 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.744508 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.339498 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),0.000107569 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.170959 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.0106396 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.229264 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.0278812 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.09339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.659528 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.872297 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.744483 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-1.49583 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.339498 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),0.313428 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),0.000107569 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.170959 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0545507 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.229264 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.0278812 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.09339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.659528 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.872297 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.590968 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.737585 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-1.4532 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.744483 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-1.49583 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-1.22361 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.12224 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.410475 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.294087 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.29442 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.015815 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.591254 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.99574 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.17122 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0548122 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0551458 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.308063 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.659528 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.872297 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-1.29126 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-1.42602 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.982172 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.769576 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.798521 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.989314 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.2016 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.08615 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.08649 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.05532 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.04206 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.28933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.154148 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.0317008 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.0574131 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.37227 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.119365 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.366758 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.128657 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.210214 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-1.22157 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-1.35632 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.959404 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.699883 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.767394 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.966798 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-1.13191 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-1.01646 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-1.0168 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-1.08404 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.972373 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.33217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.203578 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0596801 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.0887283 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.395454 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.191322 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.151841 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.189313 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.758442 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.166214 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.699384 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.755145 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.45538 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.0067411 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.34513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,18),-0.2182 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.528801 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.0753433 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.489669 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.276108 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.234729 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.07796 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.178006 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.523509 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.203646 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-1.13694 # DEPENDENCYPART_GRANDPAR
(15,21),(21,2),-1.09145 # DEPENDENCYPART_GRANDPAR
(15,21),(21,3),-1.26414 # DEPENDENCYPART_GRANDPAR
(15,21),(21,4),-0.948991 # DEPENDENCYPART_GRANDPAR
(15,21),(21,7),-0.603495 # DEPENDENCYPART_GRANDPAR
(15,21),(21,8),-0.73535 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-0.742327 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-1.03972 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.92428 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.924613 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-1.02951 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.880191 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-1.16402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.197629 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.00352151 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.0572205 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.0772907 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.518428 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.425881 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.206332 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.204425 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.289263 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.107197 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.526314 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),0.38151 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),0.0186779 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),0.808286 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),0.182221 # DEPENDENCYPART_GRANDPAR
(16,1),(1,21),-0.524887 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.689505 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.335347 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.517041 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.383237 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),0.00435321 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),0.811675 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),-0.362496 # DEPENDENCYPART_GRANDPAR
(16,3),(3,17),-0.636039 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),0.527253 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.642186 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.33292 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.0747093 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.241091 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),0.227302 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),0.455571 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-2.49999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,17),-0.908099 # DEPENDENCYPART_GRANDPAR
(16,4),(4,18),-0.66772 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),0.701706 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.310406 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.149731 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.508513 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),0.602651 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.386096 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.808028 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),0.263214 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.668664 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.570944 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.617883 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.000240697 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.432978 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.305839 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.419906 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.412522 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.238044 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.959866 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.438978 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.409024 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-2.17725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.654266 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.546807 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.176567 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.734841 # DEPENDENCYPART_GRANDPAR
(16,8),(8,21),-0.413033 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-1.3029 # DEPENDENCYPART_GRANDPAR
(16,8),(8,23),-0.690162 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.100336 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.119242 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.29372 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.273367 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),0.586849 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.348372 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.0240078 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.0363658 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.210844 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.366522 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.0021347 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-2.23296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,21),-0.522428 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),0.594505 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.0209839 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.00761023 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.215074 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.362457 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.0063649 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.267181 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-2.23294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.636039 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.522361 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-1.43589 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),0.594505 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.0361055 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.0209839 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.00761023 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.00686931 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.362457 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.0063649 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.267181 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-2.23294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.636039 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.433163 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.0256391 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.557035 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.522361 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-1.43589 # DEPENDENCYPART_GRANDPAR
(16,12),(12,23),-0.511288 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.210672 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.172609 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.187113 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0126354 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.375163 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),0.051515 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.442258 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.00734733 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.00713221 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.167346 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.461271 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.23294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.636039 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),0.527253 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.33292 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.677759 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.164902 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.321847 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.138989 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.161096 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.175588 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.00111005 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.734118 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.206608 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.49999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.908099 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.66772 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.3981 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-1.15918 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.64905 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.0611665 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.954656 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-1.21573 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.827661 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.473162 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.688191 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.786226 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.792579 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.618101 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.20226 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.820792 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.431537 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.61862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.181192 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.134094 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.327354 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.000952793 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.258399 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.72854 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.537287 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.0681363 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.162515 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.828744 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.0984165 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.66392 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.527624 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0765958 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.00479586 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.165447 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.53324 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),0.0750206 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.733691 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.167454 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.288902 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.534573 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),0.107109 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-0.445072 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-1.50281 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-1.32118 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-1.64334 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-1.18794 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-0.916375 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.818086 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-1.15275 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-1.1591 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.984625 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-1.59538 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-1.18732 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.859143 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-1.55796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.111019 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.0581085 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.0874395 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.349301 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.507187 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.0146993 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.764249 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.0682509 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.166795 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.296328 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.113223 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.469386 # DEPENDENCYPART_GRANDPAR
