# _root_ " Kondiční příprava je pochopitelně náročná a stereotypní , takže zápasy jsem zařazoval především pro odreagování , " tvrdí chebský kormidelník .
#goldHeads=4,3,4,19,4,7,4,7,10,4,13,13,10,16,13,15,4,4,0,21,19,0,
#predictedHeads=4,3,4,19,6,7,4,7,10,4,13,13,10,16,13,15,4,4,0,21,19,0,
(18,17),(18,20),-0.0192707 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0126112 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0382667 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.00603323 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0388688 # DEPENDENCYPART_SIBL
(19,1),(19,3),-0.00859897 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.10832 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.0280449 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.0446208 # DEPENDENCYPART_SIBL
(19,1),(19,8),0.0280449 # DEPENDENCYPART_SIBL
(19,1),(19,10),0.0343858 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.00680173 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.166353 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.0631273 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.00712595 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.00546023 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.00869015 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.17872 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0885201 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.0226079 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.0454787 # DEPENDENCYPART_SIBL
(19,1),(19,22),0.123686 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.0159103 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.185836 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.0611412 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.185836 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.0304556 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.215376 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.0406289 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.0182036 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.0457272 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.0132808 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.208716 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.149314 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0346254 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0528178 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0621988 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.0251431 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.0780963 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.029564 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.0780963 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0504127 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.0266967 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.220101 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.288455 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0106051 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.0438612 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0263438 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.122702 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0686094 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0192186 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.0462852 # DEPENDENCYPART_SIBL
(19,4),(19,22),0.0251631 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.0551813 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.013812 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0131454 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.0774841 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.0910326 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.00327714 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.000343315 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.067317 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0745627 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0363581 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.00136012 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.081223 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0867481 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0854747 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.177698 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.128902 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.127138 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.0460327 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.122909 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.138516 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.0801745 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.127154 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.126096 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0508982 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.0604647 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0595713 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.0759547 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0131454 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0773613 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.0910512 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.00325859 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.000278458 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.0673216 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.07444 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0362433 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.00141752 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0848635 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.0816517 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.0821311 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0912142 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.00687397 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.0909606 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.068787 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0556569 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0912297 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.164803 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0595659 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0819289 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.137804 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.137457 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0419333 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0168991 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0427472 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0147809 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.23134 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.170827 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0459457 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0536464 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0912448 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.00399704 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.155223 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0195564 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.130689 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.00752089 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0662624 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0204813 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0411986 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.000329237 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.0112336 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0560259 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.00234124 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0372328 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.102729 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0667849 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.00561832 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0129681 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.00680328 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0533862 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0828879 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.213219 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0246178 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0724733 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.075086 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.201135 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0995019 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.333159 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0529759 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0258783 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0340517 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0224563 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.164668 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0442076 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0593956 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0954815 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0305081 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0561141 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0203465 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0121897 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.00362521 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0226079 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0454787 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.123686 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.123575 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.154645 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.141529 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0675358 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.116501 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.132333 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.268916 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.168737 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.16724 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.137972 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.00934977 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.00609028 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.00259588 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0657327 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.238446 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.112062 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.388208 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.278209 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.370595 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.657577 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.241852 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.2481 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.12776 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.21376 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.149984 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.300968 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.145176 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.49385 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.533946 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.311752 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0144904 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.031049 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.239932 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0489565 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.0355967 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0918515 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.0658101 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.269236 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.430032 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.510699 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.27289 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.260511 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.407492 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.303791 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.737715 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.261214 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.777834 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.39916 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.198063 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.501276 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.241064 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.0203592 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.278979 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.0855856 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.50743 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.468228 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.110811 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.187422 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.792264 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.297671 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.524536 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.391768 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.305512 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.37419 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),0.839332 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.449038 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.377758 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.228231 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.51795 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.0299564 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.494779 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.0135166 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.53772 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.542229 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.127334 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.532808 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.232978 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.0351432 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.667885 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.0877164 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.760335 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.593672 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.191942 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.529786 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.262951 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.713577 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.261233 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.425294 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),0.51747 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.398601 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),0.122402 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.424079 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.114674 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.496486 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.151076 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.0837522 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.385571 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.0225973 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.00896989 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.652886 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.350381 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.387448 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.0868726 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.285098 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.0424549 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.116633 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),0.0298777 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.307899 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.114745 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.0732513 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.469275 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.140318 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.368889 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.0242018 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.424235 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.111966 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.050792 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.694308 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.4292 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.504854 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.115699 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.375219 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.282976 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.375138 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.555143 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.289174 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.0602429 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),0.172891 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.51795 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.0411499 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.0904714 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.756834 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.524468 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.234188 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.68086 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.392481 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.710096 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.441957 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.794436 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.210414 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.182263 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),0.0637054 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.336984 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.0388617 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.561413 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.356573 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),0.0112404 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.411919 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.071103 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.728698 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.331177 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),0.269736 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.548777 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.242142 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.625942 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.247472 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.588644 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.272983 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.0132528 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),0.205628 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.68888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.727879 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.79156 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.68789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.408057 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.674119 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.768927 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.818817 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.967186 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.79324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.416588 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.560249 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.58046 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.704017 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.496586 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.850715 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.827454 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.604396 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.982217 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-1.09487 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.958602 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.975227 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-1.1862 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.6895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.408339 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.583135 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.561785 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.566818 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.34893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.850267 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.18508 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.42304 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.504453 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.58324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.659661 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.279114 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.762938 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.86122 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),-0.0634957 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.948388 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.299288 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-1.04669 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.372893 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.310635 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.537838 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.38655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.991018 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-1.25389 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0194117 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.26294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.821143 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.982552 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.0283464 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.18767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.349008 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.125233 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.00200348 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.319181 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.161373 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.230601 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.348544 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.725182 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.835133 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.555633 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.684739 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.31999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,6),-0.507974 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0171339 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.703599 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.501079 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.31604 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.943873 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.0445613 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.14332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,5),-0.279921 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.141459 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.279562 # DEPENDENCYPART_GRANDPAR
