# _root_ Pokud nebude jeho smlouva zrušena , je rozhodnut zanechat vůbec fotbalu , uvedl manažer brazilského hráče Ricardo Fuica .
#goldHeads=7,5,4,5,1,1,13,7,8,11,9,7,0,18,16,14,18,13,0,
#predictedHeads=7,5,4,5,1,1,13,7,8,11,9,7,0,18,16,14,18,13,0,
(1,7),(7,13),-0.410991 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.173238 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.200122 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.335981 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.302916 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.144084 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.210088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),1.25103 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.47981 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.217502 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.496881 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.173957 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),0.0663253 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.0682189 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.341695 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.413842 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.227009 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.38807 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.355005 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.196173 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.232922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),1.22902 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.440884 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),0.542402 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.240711 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),0.475464 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.16495 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),0.0706386 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.0656454 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.339695 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.410419 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.224435 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.350571 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.385497 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.352431 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.193599 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.777334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.732261 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),-0.13493 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),0.0909573 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.190041 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),0.00384491 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.286128 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.486774 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.417518 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.546704 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.647551 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.629947 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.628129 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.815055 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.762434 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),-0.603602 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.296153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),1.1817 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),0.375968 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),0.495089 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),0.42495 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),0.117637 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.0836915 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.0665373 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.0384473 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.345217 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.268523 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.368824 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.429585 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.396519 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.237687 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.526355 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.95951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-1.07668 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-1.53435 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.11603 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-1.41744 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.97234 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-1.55621 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-1.41526 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-1.88995 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.497674 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.46317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.214426 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.365764 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.577321 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.93694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),-0.415418 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.252354 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.692092 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.794305 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.631833 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.551583 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.761333 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-2.0797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.465709 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.357131 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.662315 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-1.12988 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-1.59646 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-1.17358 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.670999 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.73344 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.90404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,4),-0.425984 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.512063 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.249959 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-1.20705 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.787825 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.631674 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-1.7008 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.524789 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-1.13029 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-1.81903 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-1.61226 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-2.00071 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-1.64754 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-1.60078 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.577525 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-1.95578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,4),-0.432628 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.0596689 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.531576 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.791727 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.632426 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-1.67817 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.548926 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-1.13399 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-1.79651 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-1.97808 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-1.62491 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-1.57815 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.0566745 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.282308 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.750322 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.339723 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-1.57738 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.977982 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.761333 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-2.0797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,4),-0.357131 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),-0.662315 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.00198979 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.610097 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-1.09541 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.684192 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.564974 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-1.56839 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-1.54331 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-1.69384 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-1.69588 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-1.90107 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-1.52921 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-1.48245 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-1.07419 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.43533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-1.03467 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-1.27436 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-1.64969 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-1.52661 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-1.45473 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-1.52235 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-1.99485 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.480275 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.272001 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.30611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.896425 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-1.1824 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.48909 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.38837 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-1.02375 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-1.43039 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.970171 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.98949 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.22879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0261058 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.813124 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.596544 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.534708 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.274097 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.875976 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.577793 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.40598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.88348 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-1.13227 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-1.57153 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-1.34833 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-1.31096 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-1.69062 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.372578 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.394536 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.673339 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.06496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.563759 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.750929 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-1.23053 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.647573 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.991241 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.33818 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-1.11636 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.199583 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.96621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,1),-0.934888 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-2.20983 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.604087 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.40126 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.52511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.846178 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-1.19744 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.967481 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.591297 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.909477 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-2.09932 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.19117 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.40151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.453705 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.760366 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.534057 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.36169 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-1.23501 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.40455 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.885075 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-1.74716 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-1.5667 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-1.86698 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-1.78461 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-1.66838 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.754 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.93475 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.952438 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.44297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.270482 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.253458 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.603946 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.361198 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-1.21321 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.430692 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.890697 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-1.72546 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-1.63852 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-1.84518 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-1.76281 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-1.64657 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.187955 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0241269 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.328317 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.110638 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-1.12112 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.752363 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.934888 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-2.20983 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-1.40126 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-1.52511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.229715 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.316032 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.685782 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.467482 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.336523 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-1.17193 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-1.34577 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-1.67684 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-1.69 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-1.82221 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-1.72115 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-1.60492 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.203393 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.2555 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.323806 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.01598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.547899 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.745606 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.779073 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.71169 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.826517 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.139892 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.221197 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0345527 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.245206 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.08119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.596474 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.815506 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.919731 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.776902 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.262041 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.057413 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.245045 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.252463 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.19255 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0995403 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0202771 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.07923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.599218 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.851704 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.919135 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.774939 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.08838 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.729954 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.09898 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.645226 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.40531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.10566 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.142768 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.143824 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.302051 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.233051 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.191557 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.715468 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.468563 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.492019 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.67601 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.59535 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.06062 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.69842 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.0247 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.43539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.251435 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0983078 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.244153 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.315667 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.241491 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.146885 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.729187 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.505635 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.689626 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.608966 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.06062 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.698216 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.02534 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.613491 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.43478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.256007 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0373014 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.240299 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.313742 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.240244 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.144527 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.727262 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.5741 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.50371 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.687701 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.607041 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.936822 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.665374 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-1.14285 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.569607 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.44449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.080077 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.111729 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.14613 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.551412 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.734465 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.239988 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-1.00766 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.762749 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.826941 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.975034 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.894375 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.222284 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.413122 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.759821 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.919251 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-2.47794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.922246 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.685891 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-1.03628 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-1.46801 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.210732 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.261471 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.409996 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.227682 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.37284 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.13663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.621962 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.633077 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.756148 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.304653 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.000256725 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0451904 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.83741 # DEPENDENCYPART_GRANDPAR
