# _root_ Poválečný vývoj navíc v Německu ovlivnily značné migrační abnormality , které vyplývaly z odsunu Němců z východní Evropy , z exodu východních Němců na západ a nově nyní z přílivu etnických Němců z Východu a uprchlíků .
#goldHeads=2,6,6,6,4,0,9,9,6,26,12,26,19,13,14,14,18,16,12,19,20,23,21,21,24,9,26,26,26,29,32,35,32,33,30,35,0,
#predictedHeads=2,6,6,6,4,0,9,9,6,12,12,9,12,13,14,14,18,16,12,26,20,23,21,21,24,12,26,26,26,29,32,30,32,35,33,35,0,
(19,35),(35,31),-0.44499 # DEPENDENCYPART_GRANDPAR
(19,35),(35,32),-0.251962 # DEPENDENCYPART_GRANDPAR
(19,35),(35,33),-0.318809 # DEPENDENCYPART_GRANDPAR
(19,35),(35,34),-0.54482 # DEPENDENCYPART_GRANDPAR
(19,35),(35,36),-0.123592 # DEPENDENCYPART_GRANDPAR
(19,35),(35,37),-0.769323 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.69751 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.00441257 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-1.38609 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-1.40927 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.00694126 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.761401 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.0921784 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.61465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.120842 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.399384 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.428 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-0.260656 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),-1.25655 # DEPENDENCYPART_GRANDPAR
(20,19),(19,2),-1.20003 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),-0.871309 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.39973 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.769946 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-1.25432 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-1.27684 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.67785 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.683867 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.708697 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.24922 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-1.2199 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-1.25754 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.251748 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-1.04382 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-1.17286 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.93716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.56415 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.592549 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.871308 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.766694 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-2.32839 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-0.480739 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-0.636641 # DEPENDENCYPART_GRANDPAR
(20,19),(19,28),-0.674412 # DEPENDENCYPART_GRANDPAR
(20,19),(19,29),-0.955643 # DEPENDENCYPART_GRANDPAR
(20,19),(19,35),-0.499289 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.432248 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-1.61346 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.29646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.453279 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.259519 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.100241 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-1.19522 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),0.101666 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.257707 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),-0.206957 # DEPENDENCYPART_GRANDPAR
(20,21),(21,31),-0.130066 # DEPENDENCYPART_GRANDPAR
(20,21),(21,32),-0.697403 # DEPENDENCYPART_GRANDPAR
(20,21),(21,33),0.0290106 # DEPENDENCYPART_GRANDPAR
(20,21),(21,35),0.0831152 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-1.37332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.713247 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.299228 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.290573 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-1.15919 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-1.61346 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-2.01376 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),1.1572 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.2057 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.101008 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-1.19596 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),0.0979941 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-0.207725 # DEPENDENCYPART_GRANDPAR
(20,23),(23,31),-0.131744 # DEPENDENCYPART_GRANDPAR
(20,23),(23,33),0.0282431 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.206812 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.119071 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.547705 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.871107 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-1.05981 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-1.10167 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.564974 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-2.25693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,18),-0.963094 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.609175 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-2.25693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.175641 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.461576 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-1.53017 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.920709 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.88835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),1.15804 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.277283 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),0.107317 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-1.59546 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-2.27855 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.574471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.900585 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.0840111 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.405781 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.107201 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.129411 # DEPENDENCYPART_GRANDPAR
(21,23),(23,31),-0.354962 # DEPENDENCYPART_GRANDPAR
(21,23),(23,33),-0.340837 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),1.12868 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.218587 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),0.0235497 # DEPENDENCYPART_GRANDPAR
(21,24),(24,30),-0.0772125 # DEPENDENCYPART_GRANDPAR
(21,25),(25,22),0.904011 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.433896 # DEPENDENCYPART_GRANDPAR
(21,26),(26,2),-2.44083 # DEPENDENCYPART_GRANDPAR
(21,26),(26,3),-0.701316 # DEPENDENCYPART_GRANDPAR
(21,26),(26,4),-1.47331 # DEPENDENCYPART_GRANDPAR
(21,26),(26,5),-3.29436 # DEPENDENCYPART_GRANDPAR
(21,26),(26,6),-2.94659 # DEPENDENCYPART_GRANDPAR
(21,26),(26,9),-3.18567 # DEPENDENCYPART_GRANDPAR
(21,26),(26,10),-2.20989 # DEPENDENCYPART_GRANDPAR
(21,26),(26,11),-1.64392 # DEPENDENCYPART_GRANDPAR
(21,26),(26,12),-2.7734 # DEPENDENCYPART_GRANDPAR
(21,26),(26,13),-1.176 # DEPENDENCYPART_GRANDPAR
(21,26),(26,14),-2.07919 # DEPENDENCYPART_GRANDPAR
(21,26),(26,15),-2.40994 # DEPENDENCYPART_GRANDPAR
(21,26),(26,16),-1.18862 # DEPENDENCYPART_GRANDPAR
(21,26),(26,17),-1.77077 # DEPENDENCYPART_GRANDPAR
(21,26),(26,18),-2.46493 # DEPENDENCYPART_GRANDPAR
(21,26),(26,19),-1.53318 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),-1.10077 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-1.09206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),0.688488 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),0.693209 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.13791 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.375925 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.00683113 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),0.0421644 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.10394 # DEPENDENCYPART_GRANDPAR
(21,26),(26,30),-0.322004 # DEPENDENCYPART_GRANDPAR
(21,26),(26,31),0.00411751 # DEPENDENCYPART_GRANDPAR
(21,26),(26,32),0.349733 # DEPENDENCYPART_GRANDPAR
(21,26),(26,33),-0.315366 # DEPENDENCYPART_GRANDPAR
(21,26),(26,34),-0.386467 # DEPENDENCYPART_GRANDPAR
(21,26),(26,35),-0.108909 # DEPENDENCYPART_GRANDPAR
(21,26),(26,36),-0.290081 # DEPENDENCYPART_GRANDPAR
(21,26),(26,37),-0.828044 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.133068 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.239295 # DEPENDENCYPART_GRANDPAR
(21,27),(27,30),-0.508934 # DEPENDENCYPART_GRANDPAR
(21,27),(27,32),0.140427 # DEPENDENCYPART_GRANDPAR
(21,27),(27,36),-0.47605 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),-0.248055 # DEPENDENCYPART_GRANDPAR
(21,29),(29,30),-0.216826 # DEPENDENCYPART_GRANDPAR
(21,29),(29,31),-0.389641 # DEPENDENCYPART_GRANDPAR
(21,29),(29,32),0.438881 # DEPENDENCYPART_GRANDPAR
(21,29),(29,34),-0.275101 # DEPENDENCYPART_GRANDPAR
(21,29),(29,35),-0.048582 # DEPENDENCYPART_GRANDPAR
(21,31),(31,27),0.0619011 # DEPENDENCYPART_GRANDPAR
(21,31),(31,28),0.135868 # DEPENDENCYPART_GRANDPAR
(21,31),(31,29),0.0279679 # DEPENDENCYPART_GRANDPAR
(21,31),(31,30),-0.399124 # DEPENDENCYPART_GRANDPAR
(21,31),(31,32),0.49472 # DEPENDENCYPART_GRANDPAR
(21,31),(31,33),-0.192836 # DEPENDENCYPART_GRANDPAR
(21,31),(31,34),-0.226549 # DEPENDENCYPART_GRANDPAR
(21,31),(31,36),-0.13154 # DEPENDENCYPART_GRANDPAR
(21,32),(32,27),-0.102878 # DEPENDENCYPART_GRANDPAR
(21,32),(32,28),-0.0292205 # DEPENDENCYPART_GRANDPAR
(21,32),(32,30),-0.0882939 # DEPENDENCYPART_GRANDPAR
(21,32),(32,31),-0.275016 # DEPENDENCYPART_GRANDPAR
(21,32),(32,33),-0.340837 # DEPENDENCYPART_GRANDPAR
(21,32),(32,34),-0.761189 # DEPENDENCYPART_GRANDPAR
(21,32),(32,35),0.0107339 # DEPENDENCYPART_GRANDPAR
(21,32),(32,36),-0.647257 # DEPENDENCYPART_GRANDPAR
(21,33),(33,32),0.248928 # DEPENDENCYPART_GRANDPAR
(21,33),(33,34),-0.275101 # DEPENDENCYPART_GRANDPAR
(21,33),(33,35),-0.048582 # DEPENDENCYPART_GRANDPAR
(21,33),(33,36),-0.183945 # DEPENDENCYPART_GRANDPAR
(21,35),(35,2),-2.44083 # DEPENDENCYPART_GRANDPAR
(21,35),(35,5),-3.29436 # DEPENDENCYPART_GRANDPAR
(21,35),(35,6),-2.94659 # DEPENDENCYPART_GRANDPAR
(21,35),(35,9),-3.18567 # DEPENDENCYPART_GRANDPAR
(21,35),(35,10),-2.20989 # DEPENDENCYPART_GRANDPAR
(21,35),(35,12),-2.7734 # DEPENDENCYPART_GRANDPAR
(21,35),(35,14),-2.07919 # DEPENDENCYPART_GRANDPAR
(21,35),(35,15),-2.40994 # DEPENDENCYPART_GRANDPAR
(21,35),(35,16),-1.18862 # DEPENDENCYPART_GRANDPAR
(21,35),(35,18),-2.46493 # DEPENDENCYPART_GRANDPAR
(21,35),(35,19),-1.53318 # DEPENDENCYPART_GRANDPAR
(21,35),(35,20),-1.10077 # DEPENDENCYPART_GRANDPAR
(21,35),(35,21),-1.09206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,35),(35,23),0.693209 # DEPENDENCYPART_GRANDPAR
(21,35),(35,25),-0.375925 # DEPENDENCYPART_GRANDPAR
(21,35),(35,27),-0.20222 # DEPENDENCYPART_GRANDPAR
(21,35),(35,28),-0.128799 # DEPENDENCYPART_GRANDPAR
(21,35),(35,29),-0.251241 # DEPENDENCYPART_GRANDPAR
(21,35),(35,30),-0.60285 # DEPENDENCYPART_GRANDPAR
(21,35),(35,31),-0.488369 # DEPENDENCYPART_GRANDPAR
(21,35),(35,32),0.0307144 # DEPENDENCYPART_GRANDPAR
(21,35),(35,33),-0.462667 # DEPENDENCYPART_GRANDPAR
(21,35),(35,34),-0.677645 # DEPENDENCYPART_GRANDPAR
(21,35),(35,36),-0.290081 # DEPENDENCYPART_GRANDPAR
(21,35),(35,37),-0.828044 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.96035 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.380961 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.178533 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-2.15993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.801415 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-1.43596 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.26393 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.767335 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.114545 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-2.24879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.758006 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.807625 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-1.39271 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.735882 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.978419 # DEPENDENCYPART_GRANDPAR
(22,21),(21,29),-0.739505 # DEPENDENCYPART_GRANDPAR
(22,21),(21,31),-1.57965 # DEPENDENCYPART_GRANDPAR
(22,21),(21,32),-1.66038 # DEPENDENCYPART_GRANDPAR
(22,21),(21,33),-0.927361 # DEPENDENCYPART_GRANDPAR
(22,21),(21,35),-0.892569 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-1.49039 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-1.91675 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.809559 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.3992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.384764 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.59291 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.242463 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.237145 # DEPENDENCYPART_GRANDPAR
(22,23),(23,31),-0.855964 # DEPENDENCYPART_GRANDPAR
(22,23),(23,33),-0.425002 # DEPENDENCYPART_GRANDPAR
(22,24),(24,23),0.337013 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.421522 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.285568 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.853138 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-1.40165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,24),-0.0877772 # DEPENDENCYPART_GRANDPAR
(23,18),(18,11),-1.20487 # DEPENDENCYPART_GRANDPAR
(23,18),(18,13),-0.1502 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-0.829228 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-1.24022 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.327861 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-1.36321 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),-0.112765 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),0.0756493 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),0.248297 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),0.0489889 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-2.38971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,26),-0.567499 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.304 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-1.34627 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.139153 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.0357784 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-2.38772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.477556 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-1.93622 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.561539 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.678352 # DEPENDENCYPART_GRANDPAR
(23,21),(21,29),-0.828064 # DEPENDENCYPART_GRANDPAR
(23,21),(21,31),-1.24107 # DEPENDENCYPART_GRANDPAR
(23,21),(21,32),-1.80883 # DEPENDENCYPART_GRANDPAR
(23,21),(21,33),-1.1412 # DEPENDENCYPART_GRANDPAR
(23,21),(21,35),-0.725801 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),0.0104444 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.129505 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-2.35118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.459234 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-1.8995 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.00812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.398607 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),0.00309389 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),-0.531138 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.992542 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),0.443857 # DEPENDENCYPART_GRANDPAR
(23,26),(26,2),-2.69999 # DEPENDENCYPART_GRANDPAR
(23,26),(26,3),-0.706739 # DEPENDENCYPART_GRANDPAR
(23,26),(26,4),-1.1268 # DEPENDENCYPART_GRANDPAR
(23,26),(26,5),-2.6981 # DEPENDENCYPART_GRANDPAR
(23,26),(26,6),-2.25126 # DEPENDENCYPART_GRANDPAR
(23,26),(26,9),-2.83751 # DEPENDENCYPART_GRANDPAR
(23,26),(26,10),-2.13304 # DEPENDENCYPART_GRANDPAR
(23,26),(26,11),-1.73545 # DEPENDENCYPART_GRANDPAR
(23,26),(26,12),-2.19039 # DEPENDENCYPART_GRANDPAR
(23,26),(26,13),-0.930412 # DEPENDENCYPART_GRANDPAR
(23,26),(26,14),-1.86061 # DEPENDENCYPART_GRANDPAR
(23,26),(26,15),-2.28177 # DEPENDENCYPART_GRANDPAR
(23,26),(26,16),-1.10807 # DEPENDENCYPART_GRANDPAR
(23,26),(26,17),-2.4769 # DEPENDENCYPART_GRANDPAR
(23,26),(26,18),-2.11588 # DEPENDENCYPART_GRANDPAR
(23,26),(26,19),-1.51323 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-0.943226 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-1.4603 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-1.16779 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-1.38826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),0.203392 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.937123 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.369672 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.188008 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.148467 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),-0.757851 # DEPENDENCYPART_GRANDPAR
(23,26),(26,31),0.089877 # DEPENDENCYPART_GRANDPAR
(23,26),(26,32),-0.528262 # DEPENDENCYPART_GRANDPAR
(23,26),(26,33),-0.461607 # DEPENDENCYPART_GRANDPAR
(23,26),(26,34),-1.02979 # DEPENDENCYPART_GRANDPAR
(23,26),(26,35),-0.179151 # DEPENDENCYPART_GRANDPAR
(23,26),(26,36),-0.931191 # DEPENDENCYPART_GRANDPAR
(23,26),(26,37),-0.772546 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),-0.471658 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),-0.670752 # DEPENDENCYPART_GRANDPAR
(23,29),(29,31),-0.321768 # DEPENDENCYPART_GRANDPAR
(23,29),(29,32),-0.457192 # DEPENDENCYPART_GRANDPAR
(23,29),(29,34),-0.936507 # DEPENDENCYPART_GRANDPAR
(23,29),(29,35),-0.136833 # DEPENDENCYPART_GRANDPAR
(23,31),(31,27),-0.29437 # DEPENDENCYPART_GRANDPAR
(23,31),(31,28),-0.0877348 # DEPENDENCYPART_GRANDPAR
(23,31),(31,29),-0.034099 # DEPENDENCYPART_GRANDPAR
(23,31),(31,30),-0.852385 # DEPENDENCYPART_GRANDPAR
(23,31),(31,32),-0.400816 # DEPENDENCYPART_GRANDPAR
(23,31),(31,33),-0.356619 # DEPENDENCYPART_GRANDPAR
(23,31),(31,34),-0.887417 # DEPENDENCYPART_GRANDPAR
(23,31),(31,36),-0.790192 # DEPENDENCYPART_GRANDPAR
(23,33),(33,32),-0.646481 # DEPENDENCYPART_GRANDPAR
(23,33),(33,34),-0.936507 # DEPENDENCYPART_GRANDPAR
(23,33),(33,35),-0.136833 # DEPENDENCYPART_GRANDPAR
(23,33),(33,36),-0.843134 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),-0.844358 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),-1.46672 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-1.27935 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.458341 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.35642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),0.628539 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),0.00848392 # DEPENDENCYPART_GRANDPAR
(24,23),(23,29),-0.493944 # DEPENDENCYPART_GRANDPAR
(24,23),(23,31),-1.26107 # DEPENDENCYPART_GRANDPAR
(24,23),(23,33),-0.492989 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-1.28826 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-1.08234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,2),-2.27293 # DEPENDENCYPART_GRANDPAR
(24,26),(26,3),-1.46334 # DEPENDENCYPART_GRANDPAR
(24,26),(26,4),-0.970158 # DEPENDENCYPART_GRANDPAR
(24,26),(26,5),-2.21985 # DEPENDENCYPART_GRANDPAR
(24,26),(26,6),-1.26849 # DEPENDENCYPART_GRANDPAR
(24,26),(26,9),-2.30759 # DEPENDENCYPART_GRANDPAR
(24,26),(26,10),-1.33972 # DEPENDENCYPART_GRANDPAR
(24,26),(26,11),-1.29579 # DEPENDENCYPART_GRANDPAR
(24,26),(26,12),-1.26915 # DEPENDENCYPART_GRANDPAR
(24,26),(26,13),-0.832342 # DEPENDENCYPART_GRANDPAR
(24,26),(26,14),-2.3138 # DEPENDENCYPART_GRANDPAR
(24,26),(26,15),-2.29397 # DEPENDENCYPART_GRANDPAR
(24,26),(26,16),-0.903017 # DEPENDENCYPART_GRANDPAR
(24,26),(26,17),-1.76443 # DEPENDENCYPART_GRANDPAR
(24,26),(26,18),-2.35445 # DEPENDENCYPART_GRANDPAR
(24,26),(26,19),-1.36289 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-0.799173 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),-2.1641 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-1.38023 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-1.88002 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-1.41762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),1.19777 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.1331 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.269967 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-0.313733 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),-0.265905 # DEPENDENCYPART_GRANDPAR
(24,26),(26,31),-0.540972 # DEPENDENCYPART_GRANDPAR
(24,26),(26,32),-0.139797 # DEPENDENCYPART_GRANDPAR
(24,26),(26,33),-0.312778 # DEPENDENCYPART_GRANDPAR
(24,26),(26,34),-0.639836 # DEPENDENCYPART_GRANDPAR
(24,26),(26,35),-0.146065 # DEPENDENCYPART_GRANDPAR
(24,26),(26,36),-0.504732 # DEPENDENCYPART_GRANDPAR
(24,26),(26,37),-0.489533 # DEPENDENCYPART_GRANDPAR
(24,30),(30,27),-0.0281163 # DEPENDENCYPART_GRANDPAR
(24,30),(30,28),-0.161042 # DEPENDENCYPART_GRANDPAR
(24,30),(30,29),-0.202754 # DEPENDENCYPART_GRANDPAR
(24,30),(30,31),-0.428911 # DEPENDENCYPART_GRANDPAR
(24,30),(30,32),-0.738306 # DEPENDENCYPART_GRANDPAR
(24,30),(30,33),-0.108986 # DEPENDENCYPART_GRANDPAR
(24,30),(30,34),-1.23832 # DEPENDENCYPART_GRANDPAR
