# _root_ Přesný počet osob zadržených při raziích , které policisté provádějí denně od 25 . srpna , nebyl sdělen .
#goldHeads=2,18,2,3,4,5,10,10,10,6,10,10,15,13,12,10,18,0,0,
#predictedHeads=2,18,2,3,4,5,10,10,10,6,10,10,15,13,12,10,18,0,0,
(0,5),(5,4),-0.397257 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.118509 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.460991 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.300985 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.071636 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.233592 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.124936 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.199752 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.426382 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.440033 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-1.13688 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.0830377 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.151744 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.157623 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.0366606 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.693216 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.601491 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.215199 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.37866 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.266747 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.649849 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.30965 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.0658745 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.285653 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.120323 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.339079 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.293049 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.855358 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.291565 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.458088 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.215408 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.359437 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),-0.024741 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.499842 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.0577292 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.166747 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.0229654 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.217096 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.311541 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-1.03547 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.274843 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.230224 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.193293 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.642675 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.524637 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.149814 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.23003 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.456738 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.0641408 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.0298856 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-1.42586 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.992627 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.487327 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.179945 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.180971 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.223471 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-1.30976 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.137426 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.326065 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.893082 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.498173 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.382237 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.264834 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.647935 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.109992 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.30965 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.0658745 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.285653 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.120323 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.168792 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-1.14469 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.548027 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.0607837 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.122664 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.554404 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.389275 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.198388 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.705575 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.359437 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.141798 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.409102 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.032534 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.218734 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.101559 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.307359 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.358972 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-1.10302 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.184579 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.436897 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.021191 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.054923 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.641671 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.351587 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.164037 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.297599 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.0187001 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.0505587 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.496403 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.0542893 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.0391726 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.220536 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.321907 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-1.04135 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.271403 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.5058 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.0861682 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),0.00563978 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.592309 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.299094 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.0772136 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.260534 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.359149 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.0326123 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.49383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.0331088 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.572398 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.00617179 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.270733 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.57767 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.828225 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.834919 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.57892 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.792196 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.957602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.288423 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.0726599 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.537299 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.316884 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.341945 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.0614894 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.705623 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.25552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.535098 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.299097 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0333739 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.236495 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.192204 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.0727569 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),0.0537504 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.121231 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.143843 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.204748 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.0200988 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.020383 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.791024 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.946633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.842936 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.333348 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.338626 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.0924348 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-1.05223 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.311548 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.350064 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.222959 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.108481 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.371679 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.514704 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.441214 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.265291 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.154667 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.0696081 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.27055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.508417 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.282669 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.239283 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.317732 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.152946 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.592043 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.194058 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.532033 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.325756 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.310038 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.334398 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.00922788 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.716701 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.35631 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.111646 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.373912 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.727282 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-1.22527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.517812 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.0518642 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.129484 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.310462 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.469654 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.471083 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.0689543 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.148686 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.0362268 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.331905 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.582099 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),0.0960905 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),0.1099 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.223681 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.144963 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.949377 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-1.20659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),0.536731 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),-0.0257819 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),0.154989 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),-0.291543 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),0.498509 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),-0.447162 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),-0.0500354 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),-0.247563 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.103056 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.133847 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.491693 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.707001 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.151209 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),0.140783 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.149041 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.945765 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-1.22752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,3),0.515561 # DEPENDENCYPART_GRANDPAR
(2,18),(18,5),0.121931 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),-0.312714 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),0.454749 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),-0.480184 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.0712059 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),-0.262213 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.116796 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.167122 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.519695 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.734418 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.17238 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),0.0970231 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.0949997 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.964304 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.18185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-1.69175 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.22021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.0796763 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.431602 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-1.3246 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.667062 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.945889 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.954991 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.57714 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-1.27751 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-2.54953 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.75381 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.07 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.336167 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.116406 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.295508 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.493949 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.152276 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),0.0828874 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.13128 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.487099 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.00821226 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.090593 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.385308 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-2.63535 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.79084 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.760147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.948132 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.446272 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.129574 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.26408 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.0660021 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.242084 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.323382 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.155287 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.389805 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.54298 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.481641 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.297214 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.851553 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.56441 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),0.949182 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.135662 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.67511 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.248331 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.158452 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.392038 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-2.57159 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-1.72658 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.0905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.581864 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.242326 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.189259 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.581234 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.91853 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.204214 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.188839 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),0.0166693 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.288194 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.563124 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),0.140064 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),0.124957 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.852407 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.571604 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.85844 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-1.72657 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-1.09275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,5),0.234773 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),-0.19151 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),0.566329 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),0.909428 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),0.201962 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.0942223 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.150528 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.064087 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.4753 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.710483 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.185185 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),0.139541 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.731851 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.873368 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.540651 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-1.71204 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.265005 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.15476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.132448 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.653874 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.647499 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.743348 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-1.26436 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-1.33411 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-1.02865 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-1.71908 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-1.03623 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.15305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.132512 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.651914 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.741388 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.26429 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-1.02858 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.51463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.247927 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0865665 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.158008 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-2.43734 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.82214 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.33009 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.30521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.815952 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0899217 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.404419 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.0439693 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.686129 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.193114 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.165122 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.320471 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.152069 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.689461 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.370702 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.755357 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.45153 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-2.02675 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.53464 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.64282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.640605 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0131787 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.211608 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.985864 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.274375 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.516798 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.525289 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.74909 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.30403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),0.40227 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.250899 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.690246 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.16506 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.320607 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.310172 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.631312 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.124443 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.0932864 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.758143 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.322464 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.0338199 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.213001 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.337841 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.205948 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.579428 # DEPENDENCYPART_GRANDPAR
