# _root_ Toman žádal později v dopise ministra vnitra Noska , s kterým se dobře znal , o vydání svého syna a stejně učinili i příbuzní ze Slovenska a dokonce až z Austrálie .
#goldHeads=2,20,2,2,4,8,6,2,14,14,10,14,14,8,14,2,16,19,17,0,22,20,24,22,27,25,24,31,31,27,30,0,
#predictedHeads=2,0,2,2,4,8,6,2,20,14,10,14,14,20,20,14,16,19,17,8,22,20,24,22,24,25,22,27,31,27,30,0,
(17,13),(13,10),-0.318786 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.126651 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-2.22869 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-2.19654 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.497564 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.777352 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.670866 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.282932 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.0576555 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.109965 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.172208 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-1.87789 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.0488394 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.75321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.755574 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.197231 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.734889 # DEPENDENCYPART_GRANDPAR
(17,15),(15,28),-0.561659 # DEPENDENCYPART_GRANDPAR
(17,15),(15,29),-0.658984 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.414137 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.70264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,19),-0.705195 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.336697 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.536196 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.796446 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.01494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),1.3673 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-3.4656 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-3.0079 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-0.905664 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-1.15503 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-2.30096 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-2.11414 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-2.02064 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-2.66117 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-1.63915 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.914374 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.729168 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.932972 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.65126 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-2.68345 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-1.38057 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-1.00628 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.51475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),1.1968 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.477749 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.306685 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.0782949 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.107099 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.539925 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),0.132566 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.404472 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.0880473 # DEPENDENCYPART_GRANDPAR
(17,20),(20,28),-0.0984927 # DEPENDENCYPART_GRANDPAR
(17,20),(20,29),-0.246583 # DEPENDENCYPART_GRANDPAR
(17,20),(20,30),-0.235197 # DEPENDENCYPART_GRANDPAR
(17,20),(20,31),-0.538266 # DEPENDENCYPART_GRANDPAR
(17,20),(20,32),-0.884946 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.134505 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.778883 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.642765 # DEPENDENCYPART_GRANDPAR
(17,21),(21,29),-0.251725 # DEPENDENCYPART_GRANDPAR
(17,22),(22,1),-3.21204 # DEPENDENCYPART_GRANDPAR
(17,22),(22,2),-2.75202 # DEPENDENCYPART_GRANDPAR
(17,22),(22,3),-0.873086 # DEPENDENCYPART_GRANDPAR
(17,22),(22,4),-1.10464 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-2.0474 # DEPENDENCYPART_GRANDPAR
(17,22),(22,6),-1.8606 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-1.76708 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-2.4076 # DEPENDENCYPART_GRANDPAR
(17,22),(22,9),-1.39647 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-0.75073 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-0.551702 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.724961 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.627359 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-1.13789 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.803838 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-1.34404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,19),0.648025 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.338517 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.390211 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.096219 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.349626 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),0.162613 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.213474 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),0.00565792 # DEPENDENCYPART_GRANDPAR
(17,22),(22,28),-0.122125 # DEPENDENCYPART_GRANDPAR
(17,22),(22,29),-0.28525 # DEPENDENCYPART_GRANDPAR
(17,22),(22,30),-0.164745 # DEPENDENCYPART_GRANDPAR
(17,22),(22,31),-0.341115 # DEPENDENCYPART_GRANDPAR
(17,23),(23,11),-0.681921 # DEPENDENCYPART_GRANDPAR
(17,23),(23,12),-0.886529 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-0.61506 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-1.2615 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.944535 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-1.52625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,19),0.468086 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.118619 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.0864695 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.677753 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),0.138448 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.542 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.127007 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.195134 # DEPENDENCYPART_GRANDPAR
(17,23),(23,29),-0.346795 # DEPENDENCYPART_GRANDPAR
(17,23),(23,30),-0.238893 # DEPENDENCYPART_GRANDPAR
(17,23),(23,31),-0.678204 # DEPENDENCYPART_GRANDPAR
(17,24),(24,18),1.3635 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),0.981484 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),0.207484 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.232062 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),0.0738418 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.786752 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),0.0292768 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),-0.186906 # DEPENDENCYPART_GRANDPAR
(17,24),(24,29),-0.224625 # DEPENDENCYPART_GRANDPAR
(17,24),(24,30),-0.247476 # DEPENDENCYPART_GRANDPAR
(17,24),(24,31),-0.934472 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.605195 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.255725 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),-0.020081 # DEPENDENCYPART_GRANDPAR
(17,25),(25,28),-0.18136 # DEPENDENCYPART_GRANDPAR
(17,25),(25,31),-0.388438 # DEPENDENCYPART_GRANDPAR
(17,26),(26,21),0.204635 # DEPENDENCYPART_GRANDPAR
(17,26),(26,23),0.228658 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),-0.302913 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),0.370976 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),0.0268352 # DEPENDENCYPART_GRANDPAR
(17,26),(26,30),-0.252632 # DEPENDENCYPART_GRANDPAR
(17,26),(26,31),-0.938446 # DEPENDENCYPART_GRANDPAR
(17,27),(27,1),-3.4656 # DEPENDENCYPART_GRANDPAR
(17,27),(27,2),-3.0079 # DEPENDENCYPART_GRANDPAR
(17,27),(27,7),-2.02064 # DEPENDENCYPART_GRANDPAR
(17,27),(27,8),-2.66117 # DEPENDENCYPART_GRANDPAR
(17,27),(27,9),-1.63915 # DEPENDENCYPART_GRANDPAR
(17,27),(27,11),-0.729168 # DEPENDENCYPART_GRANDPAR
(17,27),(27,12),-0.932972 # DEPENDENCYPART_GRANDPAR
(17,27),(27,13),-0.65126 # DEPENDENCYPART_GRANDPAR
(17,27),(27,14),-2.68345 # DEPENDENCYPART_GRANDPAR
(17,27),(27,15),-1.38057 # DEPENDENCYPART_GRANDPAR
(17,27),(27,16),-1.00628 # DEPENDENCYPART_GRANDPAR
(17,27),(27,17),-1.51475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,27),(27,19),0.477749 # DEPENDENCYPART_GRANDPAR
(17,27),(27,20),0.320236 # DEPENDENCYPART_GRANDPAR
(17,27),(27,21),0.13596 # DEPENDENCYPART_GRANDPAR
(17,27),(27,22),0.254062 # DEPENDENCYPART_GRANDPAR
(17,27),(27,23),-0.121817 # DEPENDENCYPART_GRANDPAR
(17,27),(27,24),-0.790627 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),0.0524937 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),-0.656054 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.0984927 # DEPENDENCYPART_GRANDPAR
(17,27),(27,29),-0.246583 # DEPENDENCYPART_GRANDPAR
(17,27),(27,30),-0.235197 # DEPENDENCYPART_GRANDPAR
(17,27),(27,31),-0.538266 # DEPENDENCYPART_GRANDPAR
(17,27),(27,32),-0.884946 # DEPENDENCYPART_GRANDPAR
(17,30),(30,31),-0.460683 # DEPENDENCYPART_GRANDPAR
(17,30),(30,32),-0.918366 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.663495 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.623818 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-2.91563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.447731 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-1.13497 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.373722 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.269132 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.679194 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.625157 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.508082 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.599372 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-2.70906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.375726 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.731787 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-1.46824 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.890894 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-2.1213 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-1.30425 # DEPENDENCYPART_GRANDPAR
(19,17),(17,26),-1.97299 # DEPENDENCYPART_GRANDPAR
(19,17),(17,27),-1.05118 # DEPENDENCYPART_GRANDPAR
(19,17),(17,30),-1.72293 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.0712846 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.158831 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),0.0578915 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),0.0831939 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.038322 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.0706545 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.0397848 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.0446875 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.254827 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-0.0655907 # DEPENDENCYPART_GRANDPAR
(20,2),(2,13),0.171291 # DEPENDENCYPART_GRANDPAR
(20,2),(2,14),0.270126 # DEPENDENCYPART_GRANDPAR
(20,2),(2,15),-0.0859983 # DEPENDENCYPART_GRANDPAR
(20,2),(2,16),0.122475 # DEPENDENCYPART_GRANDPAR
(20,2),(2,17),0.186376 # DEPENDENCYPART_GRANDPAR
(20,2),(2,19),0.429253 # DEPENDENCYPART_GRANDPAR
(20,2),(2,20),-1.57004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,21),-0.380059 # DEPENDENCYPART_GRANDPAR
(20,2),(2,27),-0.691732 # DEPENDENCYPART_GRANDPAR
(20,2),(2,28),-1.30207 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.348686 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.229894 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.236275 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.32289 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.356465 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.0682441 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.0124277 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.051485 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.148398 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.21687 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),0.0359806 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),0.0335794 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),0.0296818 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),0.242051 # DEPENDENCYPART_GRANDPAR
(20,5),(5,20),-1.53275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,5),(5,22),-0.379607 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.150186 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.220656 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.143696 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),0.0300471 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),0.0280909 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),-0.0832307 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.0693821 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),0.238669 # DEPENDENCYPART_GRANDPAR
(20,6),(6,20),-1.528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,6),(6,22),-0.37978 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.359739 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.14769 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.183914 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.233447 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),0.0296565 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),-0.0641435 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),0.242794 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),-0.178346 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.14763 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.173874 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.223404 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.12493 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.0748828 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.0638615 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.0218393 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),0.243072 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-1.53275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,22),-0.379607 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),-0.279019 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.250318 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-0.152139 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.274542 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.318977 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.260168 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.283587 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.313692 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.257479 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),0.0514052 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),0.0421414 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.311685 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.0664872 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.192036 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),0.0573547 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.25286 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.161861 # DEPENDENCYPART_GRANDPAR
(20,14),(14,1),-0.175587 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-0.118446 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),0.0676755 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),0.0141551 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.172632 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.216827 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.157431 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.180155 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.32575 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.014705 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),0.00443673 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),0.111331 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),0.0925367 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.091408 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),0.130693 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.202778 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.445655 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.57421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.38423 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.605053 # DEPENDENCYPART_GRANDPAR
(20,14),(14,23),-0.827962 # DEPENDENCYPART_GRANDPAR
(20,14),(14,24),-0.947143 # DEPENDENCYPART_GRANDPAR
(20,14),(14,25),-0.943483 # DEPENDENCYPART_GRANDPAR
(20,14),(14,27),-0.695903 # DEPENDENCYPART_GRANDPAR
(20,14),(14,29),-1.07553 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),-0.279019 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.250318 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.152139 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.260168 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.408102 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.244498 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.108995 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.0709655 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.134684 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.0728486 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.249644 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.152798 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.0926429 # DEPENDENCYPART_GRANDPAR
(20,15),(15,21),-0.166602 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.426304 # DEPENDENCYPART_GRANDPAR
(20,15),(15,28),-1.05158 # DEPENDENCYPART_GRANDPAR
(20,15),(15,29),-0.942103 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.130094 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.084213 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.329017 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.47519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,23),-0.624996 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.0851017 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.0472179 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.136062 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.121642 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.0393843 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.0516164 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.504323 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.53448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.0859774 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.379682 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.550723 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.885968 # DEPENDENCYPART_GRANDPAR
(20,17),(17,25),-0.663595 # DEPENDENCYPART_GRANDPAR
(20,17),(17,26),-1.17685 # DEPENDENCYPART_GRANDPAR
(20,17),(17,27),-0.656172 # DEPENDENCYPART_GRANDPAR
(20,17),(17,30),-0.898061 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.0386199 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.0719424 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.0614824 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.17124 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.122203 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.413789 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),-0.417548 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-1.18141 # DEPENDENCYPART_GRANDPAR
(20,22),(22,2),-1.10165 # DEPENDENCYPART_GRANDPAR
(20,22),(22,3),-0.875536 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-1.2533 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-1.17693 # DEPENDENCYPART_GRANDPAR
(20,22),(22,6),-1.2201 # DEPENDENCYPART_GRANDPAR
(20,22),(22,7),-1.1837 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-1.18597 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-0.695661 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-1.07848 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-0.709839 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-0.778302 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.859254 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.526832 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.944766 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.950552 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.705601 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.754826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.563664 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.0698319 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.0552647 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.135732 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.235135 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),0.0510872 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.498666 # DEPENDENCYPART_GRANDPAR
(20,22),(22,29),-0.367508 # DEPENDENCYPART_GRANDPAR
(20,22),(22,30),-0.0267067 # DEPENDENCYPART_GRANDPAR
(20,22),(22,31),-0.0833741 # DEPENDENCYPART_GRANDPAR
(20,23),(23,11),-0.526127 # DEPENDENCYPART_GRANDPAR
(20,23),(23,12),-0.611724 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-0.463435 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-0.351552 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.711172 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.726109 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.48159 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.184441 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.207688 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.0108583 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.184686 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.301756 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.217959 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.621649 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-0.607715 # DEPENDENCYPART_GRANDPAR
(20,23),(23,30),-0.437872 # DEPENDENCYPART_GRANDPAR
(20,23),(23,31),-0.162801 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.59034 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.64443 # DEPENDENCYPART_GRANDPAR
(20,24),(24,21),0.306338 # DEPENDENCYPART_GRANDPAR
