# _root_ V kvalifikaci stíhacího závodu družstev na 4 km zajelo čs . kvarteto Kadlec , Krejčí , Hudínek a Kábale čs . dorostenecký rekord časem 4 : 30.32 ( dosud 4 : 35.66 ) .
#goldHeads=9,1,4,2,4,4,8,6,0,12,10,9,18,18,18,18,18,12,18,23,20,23,9,9,26,24,26,24,24,31,24,31,24,0,
#predictedHeads=9,1,4,2,4,5,8,6,0,12,10,9,12,18,18,18,18,9,18,23,20,23,18,23,26,24,26,31,31,31,24,31,31,0,
(18,10),(10,9),-0.136634 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.132766 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.0453522 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.0743708 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.0394371 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),0.136158 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.41155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,21),-0.472579 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.394634 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.7356 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.364211 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.490267 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.443339 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),0.107778 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.048572 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.197268 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.0481484 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.448052 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.55844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,20),-0.735281 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-1.18538 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.479717 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.077309 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0498743 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.191311 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.0468462 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.442095 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.471232 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.438384 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.738768 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.37176 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.286692 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.918636 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.315905 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.250509 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.729257 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.583667 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.17863 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.191274 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.201952 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.00209401 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.0306023 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.55183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.583471 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.479038 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.0710679 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0985913 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.26234 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.0497103 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.445148 # DEPENDENCYPART_GRANDPAR
(18,15),(15,19),-0.455023 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.735282 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.471232 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.438384 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.37176 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.286692 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.918636 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.315905 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.250509 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.729257 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.583667 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.17863 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.191274 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.380229 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.115795 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.0306023 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.55183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.583471 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.643999 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.627116 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-1.06259 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.0779565 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.10548 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0151637 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.16534 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.454996 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.156794 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.158063 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.257169 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.0160705 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.383226 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.212057 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),-0.138874 # DEPENDENCYPART_GRANDPAR
(18,19),(19,28),-0.106695 # DEPENDENCYPART_GRANDPAR
(18,19),(19,32),-0.0640679 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.779383 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.400014 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.529729 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.680472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.518045 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.159214 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.401668 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.0155739 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.379804 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.146769 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.149824 # DEPENDENCYPART_GRANDPAR
(18,20),(20,31),-0.236521 # DEPENDENCYPART_GRANDPAR
(18,20),(20,34),-0.200406 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.905757 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.102867 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.515153 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.067726 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.50883 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.207739 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.0958415 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.0224726 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.372906 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.314099 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.0932084 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.158132 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.380503 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.187544 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.214686 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.133244 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.109282 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.229758 # DEPENDENCYPART_GRANDPAR
(18,23),(23,30),-0.0400578 # DEPENDENCYPART_GRANDPAR
(18,23),(23,31),-0.301383 # DEPENDENCYPART_GRANDPAR
(18,23),(23,32),-0.0584384 # DEPENDENCYPART_GRANDPAR
(18,23),(23,33),-0.204163 # DEPENDENCYPART_GRANDPAR
(18,24),(24,19),0.698801 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.307235 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.164997 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.222032 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.190307 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.211247 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.135991 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.110352 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.232066 # DEPENDENCYPART_GRANDPAR
(18,24),(24,30),-0.0428212 # DEPENDENCYPART_GRANDPAR
(18,24),(24,31),-0.297944 # DEPENDENCYPART_GRANDPAR
(18,24),(24,32),-0.061185 # DEPENDENCYPART_GRANDPAR
(18,24),(24,33),-0.205234 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.343841 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.228034 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.180376 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.0494204 # DEPENDENCYPART_GRANDPAR
(18,26),(26,1),-1.21373 # DEPENDENCYPART_GRANDPAR
(18,26),(26,9),-0.77241 # DEPENDENCYPART_GRANDPAR
(18,26),(26,13),-0.969528 # DEPENDENCYPART_GRANDPAR
(18,26),(26,15),-0.880493 # DEPENDENCYPART_GRANDPAR
(18,26),(26,17),-0.630839 # DEPENDENCYPART_GRANDPAR
(18,26),(26,19),0.371197 # DEPENDENCYPART_GRANDPAR
(18,26),(26,20),-0.0623928 # DEPENDENCYPART_GRANDPAR
(18,26),(26,21),-0.103094 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),-0.522593 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.10565 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.508969 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.0760544 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.0649414 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.328902 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),-0.158024 # DEPENDENCYPART_GRANDPAR
(18,26),(26,30),0.0206381 # DEPENDENCYPART_GRANDPAR
(18,26),(26,31),-0.300663 # DEPENDENCYPART_GRANDPAR
(18,26),(26,32),0.00986463 # DEPENDENCYPART_GRANDPAR
(18,26),(26,33),-0.277648 # DEPENDENCYPART_GRANDPAR
(18,26),(26,34),-0.313099 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.105355 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.112004 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.172201 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.0920845 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),0.0961581 # DEPENDENCYPART_GRANDPAR
(18,27),(27,31),-0.242825 # DEPENDENCYPART_GRANDPAR
(18,27),(27,33),-0.180023 # DEPENDENCYPART_GRANDPAR
(18,27),(27,34),-0.0852672 # DEPENDENCYPART_GRANDPAR
(18,28),(28,24),-0.359079 # DEPENDENCYPART_GRANDPAR
(18,28),(28,25),-0.223488 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),-0.199468 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.141435 # DEPENDENCYPART_GRANDPAR
(18,28),(28,30),-0.0490407 # DEPENDENCYPART_GRANDPAR
(18,28),(28,31),-0.172001 # DEPENDENCYPART_GRANDPAR
(18,28),(28,32),-0.0473369 # DEPENDENCYPART_GRANDPAR
(18,28),(28,33),-0.122317 # DEPENDENCYPART_GRANDPAR
(18,28),(28,34),-0.169788 # DEPENDENCYPART_GRANDPAR
(18,29),(29,25),-0.287455 # DEPENDENCYPART_GRANDPAR
(18,29),(29,27),-0.24401 # DEPENDENCYPART_GRANDPAR
(18,29),(29,28),-0.026787 # DEPENDENCYPART_GRANDPAR
(18,29),(29,30),-0.0768446 # DEPENDENCYPART_GRANDPAR
(18,29),(29,31),-0.310873 # DEPENDENCYPART_GRANDPAR
(18,29),(29,33),-0.310357 # DEPENDENCYPART_GRANDPAR
(18,29),(29,34),-0.141236 # DEPENDENCYPART_GRANDPAR
(18,30),(30,28),-0.057278 # DEPENDENCYPART_GRANDPAR
(18,30),(30,29),-0.113695 # DEPENDENCYPART_GRANDPAR
(18,30),(30,31),-0.267074 # DEPENDENCYPART_GRANDPAR
(18,30),(30,32),0.0253857 # DEPENDENCYPART_GRANDPAR
(18,30),(30,33),-0.201706 # DEPENDENCYPART_GRANDPAR
(18,30),(30,34),-0.115021 # DEPENDENCYPART_GRANDPAR
(18,32),(32,29),-0.0835316 # DEPENDENCYPART_GRANDPAR
(18,32),(32,30),0.0421306 # DEPENDENCYPART_GRANDPAR
(18,32),(32,31),-0.198702 # DEPENDENCYPART_GRANDPAR
(18,32),(32,33),-0.180023 # DEPENDENCYPART_GRANDPAR
(18,32),(32,34),-0.0852672 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-2.76676 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-2.16775 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-2.70808 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.42381 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.5126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.297907 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-1.44199 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.0870427 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.138631 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.1368 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.210805 # DEPENDENCYPART_GRANDPAR
(19,20),(20,31),-0.36744 # DEPENDENCYPART_GRANDPAR
(19,20),(20,34),-0.393678 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-2.8922 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),0.159763 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-1.49675 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.410712 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-1.50785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.342547 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.0949326 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.105478 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.120196 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),0.435752 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.0189435 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-1.19949 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.671991 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.310091 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.337279 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.278797 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.452794 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),-0.327108 # DEPENDENCYPART_GRANDPAR
(19,23),(23,30),-0.436492 # DEPENDENCYPART_GRANDPAR
(19,23),(23,31),-0.493914 # DEPENDENCYPART_GRANDPAR
(19,23),(23,32),-0.2964 # DEPENDENCYPART_GRANDPAR
(19,23),(23,33),-0.262563 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-1.19261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.439857 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-1.19539 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.168861 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.308017 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.329348 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.276689 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.449352 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),-0.323978 # DEPENDENCYPART_GRANDPAR
(19,24),(24,30),-0.434417 # DEPENDENCYPART_GRANDPAR
(19,24),(24,31),-0.485983 # DEPENDENCYPART_GRANDPAR
(19,24),(24,32),-0.294291 # DEPENDENCYPART_GRANDPAR
(19,24),(24,33),-0.25912 # DEPENDENCYPART_GRANDPAR
(19,26),(26,1),-1.70544 # DEPENDENCYPART_GRANDPAR
(19,26),(26,9),-3.32192 # DEPENDENCYPART_GRANDPAR
(19,26),(26,13),-3.11547 # DEPENDENCYPART_GRANDPAR
(19,26),(26,15),-2.88527 # DEPENDENCYPART_GRANDPAR
(19,26),(26,17),-2.82659 # DEPENDENCYPART_GRANDPAR
(19,26),(26,19),-1.64988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,26),(26,20),0.228625 # DEPENDENCYPART_GRANDPAR
(19,26),(26,21),-0.309459 # DEPENDENCYPART_GRANDPAR
(19,26),(26,22),-1.401 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),-0.288148 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),-0.532894 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.160409 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),-0.316948 # DEPENDENCYPART_GRANDPAR
(19,26),(26,28),-0.671807 # DEPENDENCYPART_GRANDPAR
(19,26),(26,29),-0.393603 # DEPENDENCYPART_GRANDPAR
(19,26),(26,30),-0.49477 # DEPENDENCYPART_GRANDPAR
(19,26),(26,31),-0.546366 # DEPENDENCYPART_GRANDPAR
(19,26),(26,32),-0.33455 # DEPENDENCYPART_GRANDPAR
(19,26),(26,33),-0.239132 # DEPENDENCYPART_GRANDPAR
(19,26),(26,34),-0.609172 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.228744 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),0.0228291 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.518807 # DEPENDENCYPART_GRANDPAR
(19,27),(27,29),-0.396359 # DEPENDENCYPART_GRANDPAR
(19,27),(27,30),-0.464412 # DEPENDENCYPART_GRANDPAR
(19,27),(27,31),-0.522629 # DEPENDENCYPART_GRANDPAR
(19,27),(27,33),-0.186811 # DEPENDENCYPART_GRANDPAR
(19,27),(27,34),-0.451514 # DEPENDENCYPART_GRANDPAR
(19,28),(28,24),-0.411532 # DEPENDENCYPART_GRANDPAR
(19,28),(28,25),-0.335465 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-0.307968 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),-0.393516 # DEPENDENCYPART_GRANDPAR
(19,28),(28,30),-0.589647 # DEPENDENCYPART_GRANDPAR
(19,28),(28,31),-0.497819 # DEPENDENCYPART_GRANDPAR
(19,28),(28,32),-0.410562 # DEPENDENCYPART_GRANDPAR
(19,28),(28,33),-0.21935 # DEPENDENCYPART_GRANDPAR
(19,28),(28,34),-0.545383 # DEPENDENCYPART_GRANDPAR
(19,32),(32,29),-0.368703 # DEPENDENCYPART_GRANDPAR
(19,32),(32,30),-0.355144 # DEPENDENCYPART_GRANDPAR
(19,32),(32,31),-0.133806 # DEPENDENCYPART_GRANDPAR
(19,32),(32,33),-0.186811 # DEPENDENCYPART_GRANDPAR
(19,32),(32,34),-0.451514 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.594695 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-1.54712 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-1.87569 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.501701 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.272625 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-1.25975 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.722126 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-2.94818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,1),-0.625281 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-1.15487 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),-1.34809 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-1.90726 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.522297 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-1.4214 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-1.76622 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.832728 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.520871 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-1.81277 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-2.12601 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.655577 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-1.97023 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-1.67397 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.0722642 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-1.13634 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-2.92067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.593514 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-1.88609 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-1.55429 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-1.88286 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-1.71179 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.47747 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.71765 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.500354 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.748636 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.293753 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.951393 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-1.5041 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.19411 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.264417 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-1.01279 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-1.48217 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.525477 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.385855 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-1.40655 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-1.72405 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.478814 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-1.564 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.454583 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-1.37483 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.989979 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-2.94708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.588167 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-1.19902 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-1.71427 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-1.38775 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.723917 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-0.910326 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.710783 # DEPENDENCYPART_GRANDPAR
(20,18),(18,28),-0.913974 # DEPENDENCYPART_GRANDPAR
(20,18),(18,29),-0.861484 # DEPENDENCYPART_GRANDPAR
(20,18),(18,30),-0.710361 # DEPENDENCYPART_GRANDPAR
(20,18),(18,32),-0.654679 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.94818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.600796 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-1.20019 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-1.68157 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-1.35504 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-0.91429 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-0.77176 # DEPENDENCYPART_GRANDPAR
(20,19),(19,28),-0.931593 # DEPENDENCYPART_GRANDPAR
(20,19),(19,32),-0.715656 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-2.54816 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-2.42891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.742133 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-1.11703 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-1.66364 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-2.23587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.196962 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.901951 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.571566 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-2.10176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.1243 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.353745 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.560676 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.221574 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.392312 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.197799 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.365729 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-0.486548 # DEPENDENCYPART_GRANDPAR
(20,23),(23,30),-0.208018 # DEPENDENCYPART_GRANDPAR
(20,23),(23,31),-0.498044 # DEPENDENCYPART_GRANDPAR
(20,23),(23,32),-0.141695 # DEPENDENCYPART_GRANDPAR
(20,23),(23,33),-0.505557 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-1.77659 # DEPENDENCYPART_GRANDPAR
