# _root_ Cigarety Camel , které se v pátek pokusila z Turecka do ČSFR propašovat skupina patnácti osob , byly podle našich informací určeny k prodeji v Praze .
#goldHeads=18,1,8,13,8,8,6,1,13,9,13,11,8,8,16,14,8,0,18,21,19,18,22,23,24,25,0,
#predictedHeads=0,1,8,8,8,8,6,1,8,9,8,11,8,13,16,14,8,22,22,21,19,0,22,23,24,25,0,
(14,17),(17,11),-0.701766 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.944762 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.12208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.453346 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.56013 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.477345 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.120096 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.0813577 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.316824 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.282469 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.299708 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-1.86841 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-1.93956 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-1.9831 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.584241 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.95266 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.902869 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-1.33097 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-2.21371 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.584973 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-1.76557 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.665858 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-1.21299 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.871712 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-1.18608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.36702 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.514149 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.365168 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.024513 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.541704 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.242571 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.225175 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.196056 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.837245 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.15005 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),-0.954121 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0313337 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.781075 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0202233 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-1.0875 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-1.17731 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.885184 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.158013 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.502585 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.355517 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.327966 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-1.85261 # DEPENDENCYPART_GRANDPAR
(14,22),(22,2),-1.92375 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-1.98142 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-0.891409 # DEPENDENCYPART_GRANDPAR
(14,22),(22,7),-1.31517 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-2.21177 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-0.573878 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-1.74977 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.653836 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-1.19718 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.869768 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-1.15175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,16),0.548471 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.450247 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.0190945 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.0161873 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.0172688 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.173042 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.802961 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.115884 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.919836 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),0.116518 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.842022 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.933522 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),-0.572052 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-1.01463 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),-0.854901 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.174386 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.356564 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.26513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.824296 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.687306 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.440095 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.560407 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-1.05911 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.554242 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.585797 # DEPENDENCYPART_GRANDPAR
(15,14),(14,25),-0.495584 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.620242 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.588625 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.789311 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.77483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.24741 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.0219227 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.295746 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.595425 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.0754902 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.913673 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.899508 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-1.14382 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-1.11438 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.680403 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-1.10437 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.820888 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-1.0246 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-1.13991 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.49503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.405424 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.29138 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.401103 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.754037 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.380024 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.402194 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.295229 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.636049 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.621891 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-1.03994 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.722421 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.727989 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.777236 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.943551 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-1.04613 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.65557 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.826752 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.781433 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.660848 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.956349 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.861944 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.66066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.394898 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.120312 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.306889 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.807535 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.647378 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.258115 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.342938 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-1.00978 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.262879 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.486869 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.404681 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.331616 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.497162 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.10692 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.539927 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-2.28476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,9),-0.31725 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.89485 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.00846531 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.323804 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.342889 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-2.09291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,22),-0.241555 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.318818 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.485809 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.368489 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.09429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.295744 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.727852 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.483389 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-1.08704 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.241594 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-1.064 # DEPENDENCYPART_GRANDPAR
(16,14),(14,25),-0.911157 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.851869 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.86566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.158552 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.653704 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-2.52011 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-2.25435 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-2.01049 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-1.95287 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-1.05576 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-2.02628 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-1.14625 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.1926 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-2.03991 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.306412 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.00193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.241514 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.00934788 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.0232424 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.275526 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.526991 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.422231 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-2.21335 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-1.9476 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-1.90453 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.92167 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-1.09436 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-1.09313 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-1.60572 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-1.8815 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-1.03073 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-1.71953 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-1.11202 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-1.0791 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.12123 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-1.73205 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.326979 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.99752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.879991 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.169518 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.205766 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.345156 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.39873 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.425017 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.91645 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.262364 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.777179 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.495975 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0187336 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.101367 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-1.14831 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.981962 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.636717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,19),0.336339 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.246493 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.549978 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.400422 # DEPENDENCYPART_GRANDPAR
(16,22),(22,1),-2.19754 # DEPENDENCYPART_GRANDPAR
(16,22),(22,2),-1.9318 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-1.90285 # DEPENDENCYPART_GRANDPAR
(16,22),(22,6),-1.08167 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-1.58991 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-1.87956 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-1.01964 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-1.70372 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-1.1 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-1.06329 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-1.11928 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-1.71624 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.963197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),0.965071 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.256707 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.196762 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.0578947 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.402002 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.882166 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.228198 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.742893 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.489126 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.35983 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.532576 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.157879 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.403796 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),0.0560589 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-0.181835 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),-0.211209 # DEPENDENCYPART_GRANDPAR
(17,1),(1,13),0.0762287 # DEPENDENCYPART_GRANDPAR
(17,1),(1,22),-0.793363 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.278133 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.359821 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.532568 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.15787 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.403787 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),0.0560677 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),0.0762374 # DEPENDENCYPART_GRANDPAR
(17,2),(2,18),-0.534734 # DEPENDENCYPART_GRANDPAR
(17,2),(2,22),-0.793363 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.502506 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.757726 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.544163 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.0903416 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-0.0701739 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.99094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,18),-0.491311 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.215257 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.472206 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.477298 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.524288 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.257615 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.21058 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.420131 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.238687 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.293564 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.158 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.376915 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),0.0858277 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.143361 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),-0.166231 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),-0.0529579 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-1.89976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),-0.531692 # DEPENDENCYPART_GRANDPAR
(17,8),(8,19),-0.844029 # DEPENDENCYPART_GRANDPAR
(17,8),(8,21),-1.05455 # DEPENDENCYPART_GRANDPAR
(17,8),(8,22),-0.793653 # DEPENDENCYPART_GRANDPAR
(17,8),(8,23),-0.928923 # DEPENDENCYPART_GRANDPAR
(17,8),(8,25),-1.21906 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.373445 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.458182 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.281182 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.245788 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.2112 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.342963 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.0762374 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.0838257 # DEPENDENCYPART_GRANDPAR
(17,10),(10,22),-0.793363 # DEPENDENCYPART_GRANDPAR
(17,10),(10,25),-1.0963 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.538313 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.365894 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.345269 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.359285 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.105184 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.0345592 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.213938 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.470887 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.477298 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.524635 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.25831 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.21058 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.418812 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.043419 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.234126 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.232373 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.236391 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.316231 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.141721 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.165055 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.0513184 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.89976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.531692 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.844029 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-1.05446 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.928923 # DEPENDENCYPART_GRANDPAR
(17,13),(13,25),-1.21906 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.215699 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.321534 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.240783 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.0033833 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.03047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.535312 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.786859 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-1.10766 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.793941 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.886205 # DEPENDENCYPART_GRANDPAR
(17,14),(14,25),-1.09847 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.135509 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.0545587 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.72256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.271505 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.355447 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.38735 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.167148 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.314619 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.02991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.534735 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.78486 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-1.10521 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.793364 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.25713 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-1.51238 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-1.01466 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-1.03275 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.974048 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-1.26125 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-1.44069 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.801036 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-1.16653 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-1.2738 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.18488 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.34672 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.780869 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.11363 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.00799 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.04092 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.26852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.0121284 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.0794145 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.0992971 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.125623 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.0894636 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.390328 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.233807 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.25811 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.28059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),-0.190958 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.247703 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.521491 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.378123 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-1.07333 # DEPENDENCYPART_GRANDPAR
