# _root_ Na posezení a debatu s Leonhardem býval čas večer , když se vrátil z mnichovského rozhlasu , děti se odebraly k spánku a v domě byl klid .
#goldHeads=8,3,1,3,3,5,0,7,7,11,7,13,23,13,16,14,23,20,20,23,20,21,11,26,24,23,26,0,
#predictedHeads=7,3,1,3,4,5,0,7,7,11,7,13,11,13,16,14,11,20,20,23,20,21,17,26,24,23,26,0,
(16,23),(23,17),0.153234 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),-0.168687 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.640569 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.49983 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.288183 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-1.4381 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.474507 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.821844 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.320452 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.912126 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),-0.949887 # DEPENDENCYPART_GRANDPAR
(16,26),(26,4),-2.43403 # DEPENDENCYPART_GRANDPAR
(16,26),(26,8),-3.1419 # DEPENDENCYPART_GRANDPAR
(16,26),(26,11),-0.622665 # DEPENDENCYPART_GRANDPAR
(16,26),(26,12),-0.557642 # DEPENDENCYPART_GRANDPAR
(16,26),(26,13),-2.71908 # DEPENDENCYPART_GRANDPAR
(16,26),(26,14),-1.23255 # DEPENDENCYPART_GRANDPAR
(16,26),(26,16),-0.931067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,26),(26,17),0.385179 # DEPENDENCYPART_GRANDPAR
(16,26),(26,18),-0.020721 # DEPENDENCYPART_GRANDPAR
(16,26),(26,19),-0.512991 # DEPENDENCYPART_GRANDPAR
(16,26),(26,20),0.446995 # DEPENDENCYPART_GRANDPAR
(16,26),(26,21),-0.451443 # DEPENDENCYPART_GRANDPAR
(16,26),(26,22),-1.25227 # DEPENDENCYPART_GRANDPAR
(16,26),(26,23),-0.181954 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),-0.554469 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),-0.929979 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),-0.762603 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),-0.815025 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.266601 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.201789 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),0.0379092 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.129645 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.264063 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.317595 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.0889105 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.309217 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.256465 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.0271928 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.0876007 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.226125 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.0112303 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.0174755 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-0.00854153 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.93836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,20),-0.660366 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.245116 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.247215 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.100608 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),0.0460521 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.105227 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.110258 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),0.00566145 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.155828 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.167433 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),0.120484 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.0198385 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),0.0492485 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),0.181314 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.94877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,23),-0.973114 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.0762139 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.197011 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.176894 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.157851 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),0.0480235 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.0205478 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),0.220253 # DEPENDENCYPART_GRANDPAR
(17,8),(8,20),-0.692593 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.51795 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.553705 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.379672 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.256778 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.438209 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.416749 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.225887 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.224287 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.0439783 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.196121 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.290719 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.176606 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.315279 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.163325 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.118839 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.219123 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.332741 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.0428197 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.0791097 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.157641 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.02981 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.8899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.401719 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-0.617862 # DEPENDENCYPART_GRANDPAR
(17,11),(11,23),-0.756728 # DEPENDENCYPART_GRANDPAR
(17,11),(11,24),-1.07338 # DEPENDENCYPART_GRANDPAR
(17,11),(11,26),-0.91413 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.203103 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.229109 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.105356 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),0.0641575 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.0658487 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.0921527 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.114452 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),0.104135 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.0893773 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.258081 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.0431491 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.0966466 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.0114552 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.00664466 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.159817 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.94878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.535398 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.691801 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.845175 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-1.29179 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.973585 # DEPENDENCYPART_GRANDPAR
(17,13),(13,24),-1.32371 # DEPENDENCYPART_GRANDPAR
(17,13),(13,26),-0.98806 # DEPENDENCYPART_GRANDPAR
(17,13),(13,27),-1.22566 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.142485 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.101851 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.86373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.422812 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.223631 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.170488 # DEPENDENCYPART_GRANDPAR
(17,15),(15,18),-0.360319 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.0206359 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.0457991 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.0883247 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.58814 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.691511 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.799926 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.998931 # DEPENDENCYPART_GRANDPAR
(17,16),(16,26),-0.986245 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.767412 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.896018 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.831151 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.29549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.250491 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.0110679 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.0835411 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.355185 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.122534 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.386489 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.327409 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-1.15158 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-1.02401 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-0.97133 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-0.881623 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.948455 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-0.777101 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.810449 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.891871 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.646542 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.87476 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.865772 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.762673 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.781167 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.30432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.400389 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.218809 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.038518 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.264796 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.0563748 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.286009 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.38963 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.169372 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.193748 # DEPENDENCYPART_GRANDPAR
(17,20),(20,28),-0.512278 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.416845 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.330084 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.212028 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.45248 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),-0.264356 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.161299 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.105129 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.356447 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.274476 # DEPENDENCYPART_GRANDPAR
(17,23),(23,1),-0.9939 # DEPENDENCYPART_GRANDPAR
(17,23),(23,3),-0.782287 # DEPENDENCYPART_GRANDPAR
(17,23),(23,5),-0.897509 # DEPENDENCYPART_GRANDPAR
(17,23),(23,7),-0.850189 # DEPENDENCYPART_GRANDPAR
(17,23),(23,9),-0.601922 # DEPENDENCYPART_GRANDPAR
(17,23),(23,10),-0.800036 # DEPENDENCYPART_GRANDPAR
(17,23),(23,11),-0.54345 # DEPENDENCYPART_GRANDPAR
(17,23),(23,12),-0.616746 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-0.843555 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.683949 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-0.706847 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.689242 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-1.14956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),0.334869 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.107135 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.164208 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.0888316 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.414082 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.398016 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.462422 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.221499 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.272927 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.525389 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.460358 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.326602 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.274699 # DEPENDENCYPART_GRANDPAR
(17,26),(26,4),-1.0128 # DEPENDENCYPART_GRANDPAR
(17,26),(26,8),-0.989924 # DEPENDENCYPART_GRANDPAR
(17,26),(26,11),-0.899781 # DEPENDENCYPART_GRANDPAR
(17,26),(26,12),-0.653742 # DEPENDENCYPART_GRANDPAR
(17,26),(26,13),-0.878078 # DEPENDENCYPART_GRANDPAR
(17,26),(26,14),-0.875731 # DEPENDENCYPART_GRANDPAR
(17,26),(26,16),-0.822635 # DEPENDENCYPART_GRANDPAR
(17,26),(26,17),-1.12205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,26),(26,18),0.55101 # DEPENDENCYPART_GRANDPAR
(17,26),(26,19),0.352204 # DEPENDENCYPART_GRANDPAR
(17,26),(26,20),0.2822 # DEPENDENCYPART_GRANDPAR
(17,26),(26,21),0.174676 # DEPENDENCYPART_GRANDPAR
(17,26),(26,22),-0.162346 # DEPENDENCYPART_GRANDPAR
(17,26),(26,23),0.0416418 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),-0.17998 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.285922 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.242864 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.489015 # DEPENDENCYPART_GRANDPAR
(17,27),(27,21),0.103735 # DEPENDENCYPART_GRANDPAR
(17,27),(27,22),-0.283053 # DEPENDENCYPART_GRANDPAR
(17,27),(27,24),-0.234977 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),-0.406648 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.54082 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-1.77377 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.617551 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.186493 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-2.9059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,12),-0.342678 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0848328 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-2.65859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,12),-0.497438 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.237122 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-1.32747 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.69548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-1.14942 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.971459 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.864896 # DEPENDENCYPART_GRANDPAR
(18,16),(16,26),-1.85832 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.770702 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.531189 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-1.82779 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-1.00708 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.422205 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-1.00916 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.302493 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-1.52628 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.292213 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-1.22281 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.68387 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.95091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-1.2417 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-1.09934 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-2.253 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.914269 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-1.05701 # DEPENDENCYPART_GRANDPAR
(18,17),(17,26),-1.9524 # DEPENDENCYPART_GRANDPAR
(18,17),(17,27),-2.65342 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-1.39267 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-1.1782 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-2.08547 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-2.40822 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-2.02909 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-0.90734 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-1.73651 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.808414 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.972139 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-2.12491 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.941827 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-2.22661 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-1.72258 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.938094 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.58807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.0112283 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.304862 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.560896 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.229133 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.253843 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.689988 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-1.1137 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.971282 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-1.08536 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-1.42991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,22),-0.604461 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.303676 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.728959 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-1.02267 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.0245071 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.128635 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.441391 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-1.56293 # DEPENDENCYPART_GRANDPAR
(18,23),(23,1),-1.50521 # DEPENDENCYPART_GRANDPAR
(18,23),(23,3),-1.22265 # DEPENDENCYPART_GRANDPAR
(18,23),(23,5),-1.35131 # DEPENDENCYPART_GRANDPAR
(18,23),(23,7),-2.66453 # DEPENDENCYPART_GRANDPAR
(18,23),(23,9),-0.938102 # DEPENDENCYPART_GRANDPAR
(18,23),(23,10),-1.97944 # DEPENDENCYPART_GRANDPAR
(18,23),(23,11),-0.758418 # DEPENDENCYPART_GRANDPAR
(18,23),(23,12),-1.18047 # DEPENDENCYPART_GRANDPAR
(18,23),(23,13),-2.38167 # DEPENDENCYPART_GRANDPAR
(18,23),(23,14),-1.03412 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-2.4658 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-1.97639 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-1.18103 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-1.76387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),-0.187857 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.27139 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.356577 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-1.05995 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.375135 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.911448 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-1.19427 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-1.1958 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-1.24671 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.681207 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-1.21542 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.984451 # DEPENDENCYPART_GRANDPAR
(18,26),(26,4),-2.1206 # DEPENDENCYPART_GRANDPAR
(18,26),(26,8),-2.06423 # DEPENDENCYPART_GRANDPAR
(18,26),(26,11),-0.812607 # DEPENDENCYPART_GRANDPAR
(18,26),(26,12),-0.975959 # DEPENDENCYPART_GRANDPAR
(18,26),(26,13),-2.12454 # DEPENDENCYPART_GRANDPAR
(18,26),(26,14),-0.947923 # DEPENDENCYPART_GRANDPAR
(18,26),(26,16),-1.75772 # DEPENDENCYPART_GRANDPAR
(18,26),(26,17),-0.942496 # DEPENDENCYPART_GRANDPAR
(18,26),(26,18),-1.59519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,26),(26,19),-0.0414883 # DEPENDENCYPART_GRANDPAR
(18,26),(26,20),-0.31092 # DEPENDENCYPART_GRANDPAR
(18,26),(26,21),-0.503634 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),-0.853064 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.328106 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.447196 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.982069 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-1.01948 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-1.10212 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.284911 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),0.0376537 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.0674521 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.576951 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),0.0965915 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.442435 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.419109 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.253774 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.928608 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.379649 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),0.00707581 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),-0.364928 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),-0.157318 # DEPENDENCYPART_GRANDPAR
(20,3),(3,11),-0.111047 # DEPENDENCYPART_GRANDPAR
(20,3),(3,13),0.0847264 # DEPENDENCYPART_GRANDPAR
(20,3),(3,17),0.219264 # DEPENDENCYPART_GRANDPAR
(20,3),(3,20),-2.7955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,4),(4,2),-0.452542 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.124487 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.148125 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.611172 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),0.142945 # DEPENDENCYPART_GRANDPAR
(20,7),(7,1),0.00173455 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.707921 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.177157 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.494101 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.376452 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.99996 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.101795 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.442205 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),0.0502594 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),0.072116 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),0.0367368 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),-0.520714 # DEPENDENCYPART_GRANDPAR
(20,7),(7,16),-0.529381 # DEPENDENCYPART_GRANDPAR
(20,7),(7,17),0.426842 # DEPENDENCYPART_GRANDPAR
(20,7),(7,23),-0.170464 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.229822 # DEPENDENCYPART_GRANDPAR
