# _root_ Že Perry svojí pozorností k severokorejským jaderným choutkám píchl do vosího hnízda , ukazuje způsob , jakým na jeho cestu zareagovala oficiální pchjongjangská agentura KCNA .
#goldHeads=14,9,4,9,4,8,8,5,1,9,12,10,1,0,14,21,21,21,20,18,15,24,24,21,24,0,
#predictedHeads=14,9,4,9,4,8,8,5,1,9,12,10,1,0,14,21,21,21,20,18,15,24,24,21,24,0,
(21,2),(21,13),-0.147965 # DEPENDENCYPART_SIBL
(21,2),(21,14),0.00451588 # DEPENDENCYPART_SIBL
(21,2),(21,15),-0.19205 # DEPENDENCYPART_SIBL
(21,2),(21,16),-0.147965 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.1374 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.00752449 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.152456 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.186142 # DEPENDENCYPART_SIBL
(21,2),(21,22),-0.0471647 # DEPENDENCYPART_SIBL
(21,2),(21,23),-0.0439303 # DEPENDENCYPART_SIBL
(21,2),(21,24),-0.039911 # DEPENDENCYPART_SIBL
(21,2),(21,25),-0.0360723 # DEPENDENCYPART_SIBL
(21,2),(21,26),-0.0250205 # DEPENDENCYPART_SIBL
(21,4),(21,5),-0.0214551 # DEPENDENCYPART_SIBL
(21,4),(21,6),-0.174683 # DEPENDENCYPART_SIBL
(21,4),(21,8),-0.189104 # DEPENDENCYPART_SIBL
(21,4),(21,9),0.00253638 # DEPENDENCYPART_SIBL
(21,4),(21,10),-0.0334568 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.189104 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.147224 # DEPENDENCYPART_SIBL
(21,4),(21,14),0.00281298 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.191528 # DEPENDENCYPART_SIBL
(21,4),(21,16),-0.147224 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.137204 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.00726167 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.15226 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.18562 # DEPENDENCYPART_SIBL
(21,4),(21,22),-0.0487308 # DEPENDENCYPART_SIBL
(21,4),(21,23),-0.0454964 # DEPENDENCYPART_SIBL
(21,4),(21,24),-0.0449834 # DEPENDENCYPART_SIBL
(21,4),(21,25),-0.0411447 # DEPENDENCYPART_SIBL
(21,4),(21,26),-0.0248745 # DEPENDENCYPART_SIBL
(21,5),(21,6),-0.112451 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.0870086 # DEPENDENCYPART_SIBL
(21,5),(21,9),-0.105504 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.0797916 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.0870086 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.290035 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.10613 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.0919361 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.290035 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.162649 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.112938 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.182142 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.0898577 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.0657973 # DEPENDENCYPART_SIBL
(21,5),(21,23),-0.0589791 # DEPENDENCYPART_SIBL
(21,5),(21,24),-0.0425005 # DEPENDENCYPART_SIBL
(21,5),(21,25),-0.0426424 # DEPENDENCYPART_SIBL
(21,5),(21,26),-0.0697294 # DEPENDENCYPART_SIBL
(21,6),(21,8),-0.0556194 # DEPENDENCYPART_SIBL
(21,6),(21,9),0.00766168 # DEPENDENCYPART_SIBL
(21,6),(21,10),0.0278467 # DEPENDENCYPART_SIBL
(21,6),(21,12),-0.0556194 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.0324364 # DEPENDENCYPART_SIBL
(21,6),(21,14),0.00581561 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.0585172 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.0324364 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.0968019 # DEPENDENCYPART_SIBL
(21,6),(21,18),0.0291533 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.112855 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.0561889 # DEPENDENCYPART_SIBL
(21,6),(21,22),0.0728912 # DEPENDENCYPART_SIBL
(21,6),(21,23),0.077047 # DEPENDENCYPART_SIBL
(21,6),(21,24),-0.0562603 # DEPENDENCYPART_SIBL
(21,6),(21,25),-0.059525 # DEPENDENCYPART_SIBL
(21,6),(21,26),-0.100616 # DEPENDENCYPART_SIBL
(21,8),(21,9),0.00253638 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.0334568 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.189104 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.147224 # DEPENDENCYPART_SIBL
(21,8),(21,14),0.00281298 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.191528 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.147224 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.137204 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.00726167 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.15226 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.18562 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.0487308 # DEPENDENCYPART_SIBL
(21,8),(21,23),-0.0454964 # DEPENDENCYPART_SIBL
(21,8),(21,24),-0.0446373 # DEPENDENCYPART_SIBL
(21,8),(21,25),-0.0407986 # DEPENDENCYPART_SIBL
(21,8),(21,26),-0.0248745 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.00145152 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.011061 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.091809 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.232944 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.000964588 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.091809 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.0796511 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.00151811 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.0919632 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.0122715 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.023737 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.0209284 # DEPENDENCYPART_SIBL
(21,9),(21,24),-0.00159259 # DEPENDENCYPART_SIBL
(21,9),(21,25),-0.00567949 # DEPENDENCYPART_SIBL
(21,9),(21,26),-0.0386911 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.0266642 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.259215 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.0070721 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.0336832 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.259215 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0992483 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.0438984 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.118847 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.0295132 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0956849 # DEPENDENCYPART_SIBL
(21,10),(21,23),-0.0888668 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.00185475 # DEPENDENCYPART_SIBL
(21,10),(21,25),0.00171285 # DEPENDENCYPART_SIBL
(21,10),(21,26),-0.0661189 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.147224 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.00281298 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.191559 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.147224 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.137204 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.00726167 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.15226 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.185651 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0487308 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0454964 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.0464811 # DEPENDENCYPART_SIBL
(21,12),(21,25),-0.0426424 # DEPENDENCYPART_SIBL
(21,12),(21,26),-0.0248745 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.111591 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.0256234 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.174704 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.0793223 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.0362775 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.00835245 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.0183532 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0357685 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.0314246 # DEPENDENCYPART_SIBL
(21,13),(21,24),0.0267574 # DEPENDENCYPART_SIBL
(21,13),(21,25),8.30483e-05 # DEPENDENCYPART_SIBL
(21,13),(21,26),-0.0253276 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.00501459 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.101889 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0823996 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.00224483 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.0947118 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0163215 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0156954 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.0128868 # DEPENDENCYPART_SIBL
(21,14),(21,24),0.0140015 # DEPENDENCYPART_SIBL
(21,14),(21,25),0.00991463 # DEPENDENCYPART_SIBL
(21,14),(21,26),-0.0356195 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.130293 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.137822 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.00149224 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.152878 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.18063 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0546035 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.051369 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.0274872 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.0236485 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.020932 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0793223 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0362775 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.00835245 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0183532 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0357685 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0314246 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.0267574 # DEPENDENCYPART_SIBL
(21,16),(21,25),8.30483e-05 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.0253276 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0348016 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.113775 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0372467 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.143654 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.140847 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.00884085 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.0170421 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.129165 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0961375 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0465509 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.138609 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.131791 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.00328858 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.000423933 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.0840425 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0586395 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.157463 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.154656 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0377047 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0459059 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.20394 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0464083 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0431739 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0447738 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0409351 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.0238069 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.34587 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.104099 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.107587 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.150799 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.103626 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.107114 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.15051 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.10707 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.100962 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.127696 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.042201 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0828047 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0150628 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0105817 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.0714191 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0426754 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0137362 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.00674242 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0546264 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0543264 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0533468 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.104625 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.10389 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.105853 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.132333 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0411312 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0105693 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0192327 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.0137988 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.014411 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.109424 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.143306 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.134178 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0454321 # DEPENDENCYPART_SIBL
(24,17),(24,26),-0.0850072 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.105024 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.0505185 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.0315444 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.0349699 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.0438579 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.124454 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.0652381 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.136924 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.127796 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0348294 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.11829 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.00401739 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.00782403 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.0125018 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.00733531 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.00228354 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.00206722 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.120115 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.00719634 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.119203 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.235056 # DEPENDENCYPART_SIBL
(25,17),(25,19),0.0147335 # DEPENDENCYPART_SIBL
(25,17),(25,20),0.109445 # DEPENDENCYPART_SIBL
(25,17),(25,22),0.145301 # DEPENDENCYPART_SIBL
(25,17),(25,23),0.136173 # DEPENDENCYPART_SIBL
(25,17),(25,24),0.105936 # DEPENDENCYPART_SIBL
(25,17),(25,26),-0.0813096 # DEPENDENCYPART_SIBL
(25,19),(25,20),0.0652664 # DEPENDENCYPART_SIBL
(25,19),(25,22),0.138927 # DEPENDENCYPART_SIBL
(25,19),(25,23),0.129799 # DEPENDENCYPART_SIBL
(25,19),(25,24),0.0617575 # DEPENDENCYPART_SIBL
(25,19),(25,26),-0.114394 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.0020411 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.00584774 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.00567732 # DEPENDENCYPART_SIBL
(25,20),(25,26),-0.00401927 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.00301158 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.183461 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.112297 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.182229 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.111385 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.000507616 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0846605 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.257109 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0923819 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.572676 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.0356174 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.556618 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.672048 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.581085 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),-0.127227 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.0758893 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.391764 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.24877 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.171028 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.652469 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.668893 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.564337 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.607557 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.426084 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.716571 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.0995816 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),-0.699167 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.0781749 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.140067 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.491169 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.168294 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.651313 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.667736 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.563663 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.606881 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.42335 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.100258 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.348801 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.527105 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.535764 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.552182 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.327423 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.479658 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.693465 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.587522 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.327875 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.0452784 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.135895 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.0323518 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.534672 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.551091 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.451461 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.0654707 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.473849 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.387362 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.533291 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.821697 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.511972 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.557758 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.168563 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.204162 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),0.0178048 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),-0.5844 # DEPENDENCYPART_GRANDPAR
(0,9),(9,24),0.0272412 # DEPENDENCYPART_GRANDPAR
(0,9),(9,25),0.238207 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.193394 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.0761404 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.254438 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.176281 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.648158 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.570005 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.103784 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.292954 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.703206 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.729778 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),1.11471 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.608407 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.536322 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),0.310794 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.396955 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.0756823 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.105491 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.0143087 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.497646 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.514065 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.421058 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.0814113 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.214509 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.552694 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.580831 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.516753 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.505131 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.523815 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.132877 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.197322 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),0.0606242 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.567309 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),0.0340817 # DEPENDENCYPART_GRANDPAR
(0,14),(14,25),0.245047 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.193394 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),-0.0761404 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.103784 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.729778 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.403866 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.752666 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.712272 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.148932 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.340682 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),0.310794 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.497574 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),-0.101811 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.32846 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),0.0463016 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),-0.134872 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.0317672 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),-0.534088 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),-0.450438 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),0.0548027 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.233364 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.610212 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.556397 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),0.749115 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.602654 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.580864 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.361083 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.340831 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.790632 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.468283 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.5844 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.508089 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),0.0272412 # DEPENDENCYPART_GRANDPAR
(0,21),(21,25),0.238207 # DEPENDENCYPART_GRANDPAR
(0,21),(21,26),-0.482137 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.712373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.153542 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.348213 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.284194 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.0392015 # DEPENDENCYPART_GRANDPAR
