# _root_ Zdůraznil , že USA vytvářejí koncentrační tábor , když přesouvají uprchlíky na základnu Guantánamo na Kubě .
#goldHeads=0,3,1,5,3,7,5,9,5,9,10,10,12,13,13,15,0,
#predictedHeads=0,3,1,5,3,7,5,9,5,9,10,10,12,13,14,15,0,
(3,8),(8,9),0.198059 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0683716 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.48458 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.500045 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.61061 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.956065 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),0.306414 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.927723 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.482157 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.14386 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.225519 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.0311941 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.433739 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.627036 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.697834 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.60508 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.737601 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.581079 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.575287 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.802149 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.367786 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.874371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.72879 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.768786 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.247981 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.242251 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.272 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.608627 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.0507372 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.24854 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.309273 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.222397 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.359105 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.198355 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.449896 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-2.29362 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.100289 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.80168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-1.25243 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.881993 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-1.5879 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-1.89984 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.589662 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.62721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-1.35248 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.82339 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-2.34807 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.3418 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.802205 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.68795 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-2.83752 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.71735 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.01504 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.40187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.772463 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.845329 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0558277 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.33678 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.789653 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-1.41731 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.726649 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-1.97024 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.603329 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.860825 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.862853 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.187825 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.872519 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.318527 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.295181 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.670954 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-2.81808 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.75555 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.9717 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.06394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.0557413 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.753546 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.473125 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.435437 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.777742 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-1.97928 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.966254 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-1.10043 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-2.91045 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.82498 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.04886 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.32846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.116087 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.754347 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-1.08517 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.397354 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.956785 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-1.77181 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.830626 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.964801 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-2.97207 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.82694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.296776 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-1.22628 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-1.54009 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.209573 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.79733 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-1.78353 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.864487 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-2.34493 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.968214 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.998663 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-1.50448 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-1.01388 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-2.83752 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-1.71735 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-1.01504 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.40043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.30245 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-1.13423 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-1.13079 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.0650313 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.14451 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-1.40724 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.724796 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-1.96017 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.593258 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.858972 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-1.12949 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.928079 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0064158 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.222217 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0200607 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.15392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.258384 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),0.203005 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.486929 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.508611 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.969923 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.878801 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.680822 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.74507 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.955905 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.26202 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.125796 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.41809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,9),-0.680766 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.2341 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.128002 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.161252 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.188801 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.5372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.588422 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.119811 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.839959 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.665714 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-1.35321 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.273467 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.317504 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.06164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.285834 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),0.453987 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.495546 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.427159 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.87765 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.704607 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.240154 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.37334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.653936 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0996629 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.187051 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.317609 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.898528 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.805571 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.818921 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.0913457 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.990268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.415415 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0520173 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.146246 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.139085 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.267487 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.400464 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.464712 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.25532 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.02905 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.0324 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.797252 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.61637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.0758797 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.63263 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.271518 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.920178 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.44339 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.48257 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.546818 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.34092 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.649193 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.09323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.000897454 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.546963 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.691915 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0991402 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.382431 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.433199 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.457183 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.596392 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.497447 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.904552 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.523355 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.990882 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.796817 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.837609 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.3422 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.53809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.0906001 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.523867 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.337651 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.161364 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.510522 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.479945 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.575305 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.7251 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.544193 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-1.03317 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.560373 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),0.424206 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.952771 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.423032 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.346718 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.489345 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.48728 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.797758 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.555959 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.100204 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.0856658 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.269421 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.419223 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.7132 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.510659 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.130271 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.294935 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.49733 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.491431 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.805743 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.559523 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.95279 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.12862 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.293435 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.181898 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.480865 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.796039 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.554052 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.137367 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.299341 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.7132 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.510659 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.704971 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.240941 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-1.00596 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.49346 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.02296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.898069 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.508623 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.28308 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-1.17131 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.360812 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.108071 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.198357 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.07782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.91298 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.530684 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.345915 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-1.08659 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.956195 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.179804 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.205078 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.716168 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.84584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.680838 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.33164 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.246924 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.953362 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-1.05601 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.477396 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.70092 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.29956 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.462115 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.48899 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.91214 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.535722 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.56732 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.980726 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.23563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0267782 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0230302 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.509627 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.498978 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.187571 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.172289 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.53547 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.924312 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.528885 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.77176 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.02725 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.56869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.274224 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0893179 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.807093 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.758347 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.256867 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.241586 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.55045 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.54623 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.04221 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.60663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.298828 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.519763 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.418496 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.392796 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.106719 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-1.04669 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.636279 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.0914378 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.966075 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.260118 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.3561 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.713097 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.388852 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.33638 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.847509 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.46127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.0999177 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.473519 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.414191 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.426864 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.15997 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-1.07336 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.670916 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.144689 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-1.00067 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.284827 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.303943 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.0618199 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.00543543 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-1.2495 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.0870594 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-2.2136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.42005 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.344489 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.949928 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-1.41526 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.945647 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.928277 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-2.41105 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.205996 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0663592 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-1.08033 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.353834 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-1.02293 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-2.01236 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.327948 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.381986 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-1.38025 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.00359299 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.36124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.535015 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.274046 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-1.12298 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.709934 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.228953 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-1.01433 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.464246 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.28022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.458069 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.253536 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.930498 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-2.22672 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.284756 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.256747 # DEPENDENCYPART_GRANDPAR
