# _root_ Přestože soupeř v závěru již nehrál v nejsilnější sestavě , považuji výhru za náš úspěch , " konstatoval olomoucký trenér Jiří Teplý .
#goldHeads=11,6,6,3,6,1,6,9,7,1,18,11,11,15,13,11,11,0,20,22,22,18,0,
#predictedHeads=18,6,6,3,6,1,6,9,7,1,18,11,12,15,13,11,11,0,20,18,22,18,0,
(17,20),(17,22),0.0277364 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.0366458 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.00743217 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.0227697 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.0220309 # DEPENDENCYPART_SIBL
(18,1),(18,5),0.0483704 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0323151 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0227697 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.00755154 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.100403 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0333463 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.00754835 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.00151268 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0315994 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.100403 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0025523 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0077272 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0336916 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0219723 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.00804201 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.0658761 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.00340983 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.170143 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.0545874 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.000793693 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.00340983 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.193763 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.148957 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.00253791 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.193794 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0194111 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.170013 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.148957 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.025965 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0444222 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0617094 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0534122 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.0453841 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.01957 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.00960854 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.0168683 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.0154061 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0319227 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.00499477 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.308381 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.0150153 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.00503298 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.0458872 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.0312977 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.308381 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.011516 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0775028 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0365127 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.00364609 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.0778146 # DEPENDENCYPART_SIBL
(18,3),(18,23),-0.096746 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.051224 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.00209963 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.0144494 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.188351 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.144876 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.000355409 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.188382 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.00835665 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.1646 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.144876 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0222704 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0352992 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0356745 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0273773 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0362611 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.00787278 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.0534562 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0165341 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.0104465 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.156409 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.0531026 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.0104438 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.0400767 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.0223489 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.156409 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0259841 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0848033 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.175588 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.150432 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.0851181 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.165876 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.0258713 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0183606 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.097132 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.242689 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0183719 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0144036 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.00575467 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.097132 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0594272 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0241227 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0540267 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0326568 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.0244283 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.033637 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.00499477 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.308381 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0150153 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.00503298 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0458872 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0312977 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.308381 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.011516 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0775028 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0365127 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.00364609 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.0778146 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.096746 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.147505 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.00232287 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.191082 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.01871 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.167301 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.147505 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0249131 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0442419 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0659187 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0576215 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0452038 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0159242 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.10712 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0205668 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0167048 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.138959 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.178953 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0289813 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0278737 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0896544 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.00306781 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.0281766 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.00985273 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0191952 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0177153 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.00493134 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.095513 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0590154 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0229752 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0504167 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0290468 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0232808 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0331911 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0187253 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.16731 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.147629 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0249794 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.044249 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0660088 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0577116 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0452109 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0159564 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0281581 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.175993 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0719676 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.029249 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.00925412 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0224762 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0295608 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0581144 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.161429 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0373961 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0380784 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0307968 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0224996 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0390403 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0120427 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0289813 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0278737 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0896544 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.00306781 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0281766 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.00985273 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0219494 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0913582 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0213912 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0222582 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.117414 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.119984 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.113275 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.351406 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.155858 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.130073 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0284246 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.155038 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0166599 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.128802 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.15702 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.113204 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0200438 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.144175 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0207791 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.13359 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.104625 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.224363 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.129518 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0797552 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0772788 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.12344 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0619467 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.044402 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0576441 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.206652 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0213912 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0880327 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.124597 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0211293 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.22599 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.157342 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.00584038 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.00524535 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.00306945 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.00530442 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.169596 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0935246 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.112366 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.00813875 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0146078 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.15416 # DEPENDENCYPART_SIBL
(22,9),(22,12),0.119749 # DEPENDENCYPART_SIBL
(22,9),(22,13),0.13112 # DEPENDENCYPART_SIBL
(22,9),(22,15),0.119133 # DEPENDENCYPART_SIBL
(22,9),(22,16),0.0714045 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.00339231 # DEPENDENCYPART_SIBL
(22,9),(22,19),0.0606528 # DEPENDENCYPART_SIBL
(22,9),(22,20),0.109861 # DEPENDENCYPART_SIBL
(22,9),(22,21),0.130621 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.0534209 # DEPENDENCYPART_SIBL
(22,12),(22,13),0.131116 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.119131 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.0712873 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.00345094 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0606489 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.109859 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.130619 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0534425 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.034069 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.105566 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.033685 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.0184437 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.0151604 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.0237158 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.117193 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.0676483 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.00570662 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0606528 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.112088 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.132848 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0557079 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0536579 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0860841 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.180354 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.194676 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0443486 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0730497 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0808516 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0912107 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0372539 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.143935 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.153458 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0703748 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.139551 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.057419 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0312277 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.166134 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.104054 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.211737 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0964108 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.099364 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.193829 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.467437 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.412742 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.390874 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.390081 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.0674974 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),-0.201202 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.327759 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.0723102 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.109133 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.274742 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.359327 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.162085 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.641487 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.0463992 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.280719 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.226521 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.155435 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.63159 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.02987 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.0265623 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.026075 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.0396025 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.0915152 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.418153 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.082586 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.346865 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.662394 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.124267 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.0371224 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.0433379 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.270302 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.21032 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.197455 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.296285 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.310312 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),-0.126135 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.447693 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.0804006 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.144675 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.109499 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.138174 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.352134 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.234449 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.665014 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.417467 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.975821 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.247887 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.0879538 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.190182 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.248866 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.277139 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.645219 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.048821 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.00378609 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.045026 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.0526036 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.318866 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.0859883 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.545033 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.276601 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.343838 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.106452 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.0333893 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.0256814 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.263203 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.194404 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.174895 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.254591 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.278469 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.292496 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),-0.129644 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),-0.0278226 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.447693 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),-0.0804006 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.352134 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.234449 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.417467 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.217439 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.664257 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.46109 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.280973 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.641194 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.424703 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.277139 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.473611 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.172322 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.228951 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.430787 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.046397 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),-0.144552 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.658709 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.0390334 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.0164772 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.0352384 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.0456119 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.338822 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.106252 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.286388 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.335712 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.656163 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.32964 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.142042 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.33812 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.259149 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.428461 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.233206 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.274793 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.28882 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.108259 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),0.00630803 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.747459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.306761 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.00536078 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.16548 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.137516 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.065416 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.437642 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.26781 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),1.1216 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.111827 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.168187 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.747647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),1.10383 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.424852 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.162204 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.133617 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.0547891 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.199288 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.817873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
