# _root_ Ale taky čarodějem - uvážíme - li , že za pouhých 20 let dokázal vybudovat čtvrté největší hospodářské impérium v Itálii , že dokázal za kratičké tři měsíce " vydupat ze země " vlastní stranu Forza Italia .
#goldHeads=0,3,1,7,7,7,1,22,22,15,12,10,12,9,14,19,19,19,15,15,20,5,22,23,30,28,28,25,30,24,30,31,30,35,30,35,36,0,
#predictedHeads=0,3,1,7,7,7,3,9,5,14,12,10,12,9,14,19,19,19,15,19,20,23,15,23,24,28,28,25,30,24,30,31,30,35,30,37,35,0,
(19,21),(21,19),-0.916265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.973344 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.00698796 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.438978 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.969609 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-1.37911 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.61968 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-1.23882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,21),0.0747043 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.633189 # DEPENDENCYPART_GRANDPAR
(19,22),(22,30),-0.720517 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-2.75866 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-1.64204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.528204 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.327382 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.661206 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.238165 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.124583 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.469454 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.843498 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),0.0959069 # DEPENDENCYPART_GRANDPAR
(19,23),(23,30),-0.33323 # DEPENDENCYPART_GRANDPAR
(19,24),(24,1),-0.808048 # DEPENDENCYPART_GRANDPAR
(19,24),(24,2),-0.85884 # DEPENDENCYPART_GRANDPAR
(19,24),(24,7),-1.00183 # DEPENDENCYPART_GRANDPAR
(19,24),(24,10),-1.17424 # DEPENDENCYPART_GRANDPAR
(19,24),(24,12),-0.926902 # DEPENDENCYPART_GRANDPAR
(19,24),(24,16),-0.0437238 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.527428 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-1.23377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.605462 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),0.0825722 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.592693 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.165098 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),0.00378432 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.59447 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.407636 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.419083 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),0.151383 # DEPENDENCYPART_GRANDPAR
(19,24),(24,30),-0.521226 # DEPENDENCYPART_GRANDPAR
(19,24),(24,31),-0.0202018 # DEPENDENCYPART_GRANDPAR
(19,24),(24,32),-0.168076 # DEPENDENCYPART_GRANDPAR
(19,24),(24,33),-0.181376 # DEPENDENCYPART_GRANDPAR
(19,24),(24,34),-0.646835 # DEPENDENCYPART_GRANDPAR
(19,24),(24,35),-0.934219 # DEPENDENCYPART_GRANDPAR
(19,24),(24,36),-0.931841 # DEPENDENCYPART_GRANDPAR
(19,24),(24,37),-0.392077 # DEPENDENCYPART_GRANDPAR
(19,24),(24,38),-0.521942 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-1.35589 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.711671 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-1.095 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-1.1374 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.32393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),1.04022 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.442149 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.237968 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.951912 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.34975 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-1.91947 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-1.94566 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-1.9422 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.953526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,23),0.253871 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.357375 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-1.34821 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-1.20047 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-2.13752 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-2.43218 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),1.87261 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.875115 # DEPENDENCYPART_GRANDPAR
(20,22),(22,30),-1.00465 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-1.22038 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-2.00775 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-1.35457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),1.60718 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.255738 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.496568 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.522749 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-1.15123 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-1.15062 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-0.51584 # DEPENDENCYPART_GRANDPAR
(20,23),(23,30),-0.636663 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-1.28846 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.480553 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.432172 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.760531 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.260585 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-1.04834 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.545317 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.412489 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-2.50589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,23),-0.417106 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-1.02021 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.408324 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-2.53461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,11),-2.10655 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),0.0612004 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.845608 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-1.02915 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.173281 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-2.57128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.547692 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.542761 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-1.13887 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.215096 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-2.80651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.629255 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.646021 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-2.86249 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-1.77956 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-1.21294 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.82467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.789223 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.221433 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.479096 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.947414 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-1.60695 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.0642534 # DEPENDENCYPART_GRANDPAR
(21,23),(23,30),-0.491729 # DEPENDENCYPART_GRANDPAR
(21,24),(24,1),-0.495879 # DEPENDENCYPART_GRANDPAR
(21,24),(24,2),-0.722986 # DEPENDENCYPART_GRANDPAR
(21,24),(24,7),-0.900033 # DEPENDENCYPART_GRANDPAR
(21,24),(24,10),-1.27333 # DEPENDENCYPART_GRANDPAR
(21,24),(24,12),-1.06503 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-0.533605 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-1.76166 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-1.63149 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-1.23908 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-1.42044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.709424 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.0403416 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.349405 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-1.07111 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.943046 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-1.18421 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.00278862 # DEPENDENCYPART_GRANDPAR
(21,24),(24,30),-0.677925 # DEPENDENCYPART_GRANDPAR
(21,24),(24,31),-0.362907 # DEPENDENCYPART_GRANDPAR
(21,24),(24,32),-1.21154 # DEPENDENCYPART_GRANDPAR
(21,24),(24,33),-0.549686 # DEPENDENCYPART_GRANDPAR
(21,24),(24,34),-1.04647 # DEPENDENCYPART_GRANDPAR
(21,24),(24,35),-1.60256 # DEPENDENCYPART_GRANDPAR
(21,24),(24,36),-0.959366 # DEPENDENCYPART_GRANDPAR
(21,24),(24,37),-1.00677 # DEPENDENCYPART_GRANDPAR
(21,24),(24,38),-0.77447 # DEPENDENCYPART_GRANDPAR
(21,28),(28,16),-0.549258 # DEPENDENCYPART_GRANDPAR
(21,28),(28,17),-1.82457 # DEPENDENCYPART_GRANDPAR
(21,28),(28,25),-0.18944 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),-1.06375 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),-0.975502 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.1437 # DEPENDENCYPART_GRANDPAR
(21,28),(28,30),-0.687843 # DEPENDENCYPART_GRANDPAR
(21,28),(28,31),-0.472058 # DEPENDENCYPART_GRANDPAR
(21,28),(28,32),-1.73202 # DEPENDENCYPART_GRANDPAR
(21,28),(28,34),-1.09865 # DEPENDENCYPART_GRANDPAR
(21,28),(28,36),-1.03006 # DEPENDENCYPART_GRANDPAR
(21,28),(28,37),-1.5786 # DEPENDENCYPART_GRANDPAR
(22,15),(15,1),-0.545123 # DEPENDENCYPART_GRANDPAR
(22,15),(15,3),-0.318226 # DEPENDENCYPART_GRANDPAR
(22,15),(15,6),-0.708336 # DEPENDENCYPART_GRANDPAR
(22,15),(15,7),-0.518803 # DEPENDENCYPART_GRANDPAR
(22,15),(15,8),-0.696435 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),-0.400764 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-0.0941976 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.437426 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.569891 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.423419 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.126702 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.143761 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.188058 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.463648 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.192263 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),-0.297566 # DEPENDENCYPART_GRANDPAR
(22,15),(15,21),-0.299047 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-2.19056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,23),-0.763818 # DEPENDENCYPART_GRANDPAR
(22,15),(15,24),-0.945873 # DEPENDENCYPART_GRANDPAR
(22,15),(15,25),-1.18073 # DEPENDENCYPART_GRANDPAR
(22,15),(15,29),-0.789411 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.32791 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.675208 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.450198 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.346751 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.190335 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.319375 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),-0.296797 # DEPENDENCYPART_GRANDPAR
(22,17),(17,23),-0.502461 # DEPENDENCYPART_GRANDPAR
(22,19),(19,11),-0.494536 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.292821 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.084947 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.411987 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.274207 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.256047 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-2.32071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.737074 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),-0.945674 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.298627 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.0857438 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.412784 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.196395 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.398466 # DEPENDENCYPART_GRANDPAR
(22,21),(21,23),-0.738233 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.945671 # DEPENDENCYPART_GRANDPAR
(22,21),(21,28),-1.34847 # DEPENDENCYPART_GRANDPAR
(22,24),(24,1),-1.4367 # DEPENDENCYPART_GRANDPAR
(22,24),(24,2),-1.36487 # DEPENDENCYPART_GRANDPAR
(22,24),(24,7),-1.19049 # DEPENDENCYPART_GRANDPAR
(22,24),(24,10),-1.04831 # DEPENDENCYPART_GRANDPAR
(22,24),(24,12),-1.37356 # DEPENDENCYPART_GRANDPAR
(22,24),(24,16),-0.986992 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-1.01055 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-1.15512 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-1.36426 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-1.26043 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-1.55702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.0881079 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.232833 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.292467 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.320238 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.313187 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.430049 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.387315 # DEPENDENCYPART_GRANDPAR
(22,24),(24,31),-0.578745 # DEPENDENCYPART_GRANDPAR
(22,24),(24,32),-0.634755 # DEPENDENCYPART_GRANDPAR
(22,24),(24,33),-0.399022 # DEPENDENCYPART_GRANDPAR
(22,24),(24,34),-0.567232 # DEPENDENCYPART_GRANDPAR
(22,24),(24,35),-0.698353 # DEPENDENCYPART_GRANDPAR
(22,24),(24,36),-0.663415 # DEPENDENCYPART_GRANDPAR
(22,24),(24,37),-0.540739 # DEPENDENCYPART_GRANDPAR
(22,24),(24,38),-0.590513 # DEPENDENCYPART_GRANDPAR
(22,30),(30,3),-1.34488 # DEPENDENCYPART_GRANDPAR
(22,30),(30,10),-1.04831 # DEPENDENCYPART_GRANDPAR
(22,30),(30,13),-1.42695 # DEPENDENCYPART_GRANDPAR
(22,30),(30,19),-1.15507 # DEPENDENCYPART_GRANDPAR
(22,30),(30,20),-1.36426 # DEPENDENCYPART_GRANDPAR
(22,30),(30,21),-1.26039 # DEPENDENCYPART_GRANDPAR
(22,30),(30,23),0.102539 # DEPENDENCYPART_GRANDPAR
(22,30),(30,24),-0.0885612 # DEPENDENCYPART_GRANDPAR
(22,30),(30,25),-0.206094 # DEPENDENCYPART_GRANDPAR
(22,30),(30,26),-0.399196 # DEPENDENCYPART_GRANDPAR
(22,30),(30,27),-0.233955 # DEPENDENCYPART_GRANDPAR
(22,30),(30,28),-0.346643 # DEPENDENCYPART_GRANDPAR
(22,30),(30,29),-0.463568 # DEPENDENCYPART_GRANDPAR
(22,30),(30,31),-0.571898 # DEPENDENCYPART_GRANDPAR
(22,30),(30,32),-0.615077 # DEPENDENCYPART_GRANDPAR
(22,30),(30,33),-0.395855 # DEPENDENCYPART_GRANDPAR
(22,30),(30,34),-0.560309 # DEPENDENCYPART_GRANDPAR
(22,30),(30,35),-0.678674 # DEPENDENCYPART_GRANDPAR
(22,30),(30,36),-0.656491 # DEPENDENCYPART_GRANDPAR
(22,30),(30,37),-0.52106 # DEPENDENCYPART_GRANDPAR
(22,30),(30,38),-0.587335 # DEPENDENCYPART_GRANDPAR
(23,14),(14,1),-0.869942 # DEPENDENCYPART_GRANDPAR
(23,14),(14,2),-0.665004 # DEPENDENCYPART_GRANDPAR
(23,14),(14,3),-0.612394 # DEPENDENCYPART_GRANDPAR
(23,14),(14,4),-0.847898 # DEPENDENCYPART_GRANDPAR
(23,14),(14,5),-0.740254 # DEPENDENCYPART_GRANDPAR
(23,14),(14,6),-0.719181 # DEPENDENCYPART_GRANDPAR
(23,14),(14,7),-0.489459 # DEPENDENCYPART_GRANDPAR
(23,14),(14,8),-0.963919 # DEPENDENCYPART_GRANDPAR
(23,14),(14,9),-0.614905 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),-0.375769 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),-0.355827 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.480357 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.725123 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.504867 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.449445 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),-0.527101 # DEPENDENCYPART_GRANDPAR
(23,14),(14,18),-0.546339 # DEPENDENCYPART_GRANDPAR
(23,14),(14,19),-0.238511 # DEPENDENCYPART_GRANDPAR
(23,14),(14,20),-0.332234 # DEPENDENCYPART_GRANDPAR
(23,14),(14,21),-0.429593 # DEPENDENCYPART_GRANDPAR
(23,14),(14,22),-0.589475 # DEPENDENCYPART_GRANDPAR
(23,14),(14,23),-1.11611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,14),(14,24),0.36329 # DEPENDENCYPART_GRANDPAR
(23,14),(14,25),-0.428446 # DEPENDENCYPART_GRANDPAR
(23,14),(14,27),-0.471735 # DEPENDENCYPART_GRANDPAR
(23,14),(14,29),-0.237963 # DEPENDENCYPART_GRANDPAR
(23,14),(14,30),-0.201528 # DEPENDENCYPART_GRANDPAR
(23,14),(14,33),-0.286439 # DEPENDENCYPART_GRANDPAR
(23,19),(19,11),-0.588233 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.626392 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.62727 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.629375 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.341941 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),-0.422516 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),-0.503594 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.36061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,24),0.226034 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.582427 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.417874 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.327056 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.30854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,16),-0.630996 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.627201 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.629306 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.686509 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.536981 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.36177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),0.226038 # DEPENDENCYPART_GRANDPAR
(23,21),(21,28),-0.728006 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.636411 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.593556 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.577439 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.761046 # DEPENDENCYPART_GRANDPAR
(23,22),(22,24),0.160904 # DEPENDENCYPART_GRANDPAR
(23,22),(22,30),-0.403922 # DEPENDENCYPART_GRANDPAR
(23,24),(24,1),-1.27632 # DEPENDENCYPART_GRANDPAR
(23,24),(24,2),-1.08575 # DEPENDENCYPART_GRANDPAR
(23,24),(24,7),-0.920545 # DEPENDENCYPART_GRANDPAR
(23,24),(24,10),-1.22656 # DEPENDENCYPART_GRANDPAR
(23,24),(24,12),-0.997089 # DEPENDENCYPART_GRANDPAR
(23,24),(24,16),-0.843186 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-0.905142 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.733084 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.926495 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.919778 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.622969 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.626268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),0.422341 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.0462531 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),0.0400221 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),0.189958 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),0.0995432 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),0.391126 # DEPENDENCYPART_GRANDPAR
(23,24),(24,31),-0.179623 # DEPENDENCYPART_GRANDPAR
(23,24),(24,32),0.012741 # DEPENDENCYPART_GRANDPAR
(23,24),(24,33),0.0510679 # DEPENDENCYPART_GRANDPAR
(23,24),(24,34),-0.127876 # DEPENDENCYPART_GRANDPAR
(23,24),(24,35),0.0994734 # DEPENDENCYPART_GRANDPAR
(23,24),(24,36),-0.151637 # DEPENDENCYPART_GRANDPAR
(23,24),(24,37),0.164381 # DEPENDENCYPART_GRANDPAR
(23,24),(24,38),-0.283216 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.205711 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.141081 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.2359 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.173259 # DEPENDENCYPART_GRANDPAR
(23,25),(25,32),-0.436592 # DEPENDENCYPART_GRANDPAR
(23,25),(25,35),-0.321561 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),0.15348 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.121142 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),0.333808 # DEPENDENCYPART_GRANDPAR
(23,26),(26,31),-0.381281 # DEPENDENCYPART_GRANDPAR
(23,28),(28,16),-1.11448 # DEPENDENCYPART_GRANDPAR
(23,28),(28,17),-1.25069 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),0.0614636 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),-0.177693 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.211893 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.143235 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),-0.00649656 # DEPENDENCYPART_GRANDPAR
(23,28),(28,31),-0.518766 # DEPENDENCYPART_GRANDPAR
(23,28),(28,32),-0.467205 # DEPENDENCYPART_GRANDPAR
(23,28),(28,34),-0.343486 # DEPENDENCYPART_GRANDPAR
(23,28),(28,36),-0.38349 # DEPENDENCYPART_GRANDPAR
(23,28),(28,37),-0.338415 # DEPENDENCYPART_GRANDPAR
(23,29),(29,15),-1.18382 # DEPENDENCYPART_GRANDPAR
(23,29),(29,23),-0.839819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,29),(29,24),0.811843 # DEPENDENCYPART_GRANDPAR
(23,29),(29,25),-0.101407 # DEPENDENCYPART_GRANDPAR
(23,29),(29,26),-0.508561 # DEPENDENCYPART_GRANDPAR
(23,29),(29,27),-0.275187 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),-0.296297 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),0.263901 # DEPENDENCYPART_GRANDPAR
(23,29),(29,31),-0.395504 # DEPENDENCYPART_GRANDPAR
(23,29),(29,32),-0.440042 # DEPENDENCYPART_GRANDPAR
(23,29),(29,34),-0.452986 # DEPENDENCYPART_GRANDPAR
(23,29),(29,35),-0.336402 # DEPENDENCYPART_GRANDPAR
(23,29),(29,37),-0.287898 # DEPENDENCYPART_GRANDPAR
(23,30),(30,3),-1.15984 # DEPENDENCYPART_GRANDPAR
(23,30),(30,10),-1.22655 # DEPENDENCYPART_GRANDPAR
(23,30),(30,13),-1.23254 # DEPENDENCYPART_GRANDPAR
(23,30),(30,19),-0.733025 # DEPENDENCYPART_GRANDPAR
(23,30),(30,20),-0.926488 # DEPENDENCYPART_GRANDPAR
(23,30),(30,21),-0.919719 # DEPENDENCYPART_GRANDPAR
(23,30),(30,23),-0.625436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
