# _root_ Protože na výslechu svědka trvá státní zástupce i obhájce Lukáše Kužely , který měl Vopálenskou na objednávku zastřelit , musel předseda senátu projednávání nájemné vraždy znovu odročit .
#goldHeads=20,5,2,3,1,7,8,5,8,11,8,14,14,11,18,18,16,14,1,0,20,21,27,25,23,27,20,0,
#predictedHeads=20,5,2,3,1,7,8,5,8,11,9,14,14,11,14,18,16,14,1,0,20,21,27,25,23,27,20,0,
(17,20),(20,18),0.328281 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.123909 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.486018 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.117919 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.637395 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.616939 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.142472 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.33718 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.252864 # DEPENDENCYPART_GRANDPAR
(17,20),(20,28),-0.97283 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.391763 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-1.18 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.656021 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.687179 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.461744 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.252271 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.383474 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.809086 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.884183 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.682879 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.228376 # DEPENDENCYPART_GRANDPAR
(18,1),(1,12),0.290057 # DEPENDENCYPART_GRANDPAR
(18,1),(1,14),-0.465673 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-2.17391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,19),-0.80206 # DEPENDENCYPART_GRANDPAR
(18,1),(1,20),-0.858246 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.406783 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.475247 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.424959 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.391301 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.381976 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.515994 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.397846 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.353781 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.552413 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.0815473 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.39046 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.374738 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.549104 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.397823 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.353707 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.552386 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.328742 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.454321 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.811687 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.907092 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.876189 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-1.01441 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.296238 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.678304 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.793705 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-1.13382 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.184687 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),-0.347434 # DEPENDENCYPART_GRANDPAR
(18,5),(5,16),-0.316182 # DEPENDENCYPART_GRANDPAR
(18,5),(5,19),-0.47563 # DEPENDENCYPART_GRANDPAR
(18,5),(5,25),-1.08995 # DEPENDENCYPART_GRANDPAR
(18,5),(5,26),-0.563412 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.564761 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.405806 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.220724 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.339337 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.679453 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.304805 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.261949 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.417044 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.510947 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.932067 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.404928 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.570726 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.259772 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.377113 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.717229 # DEPENDENCYPART_GRANDPAR
(18,8),(8,19),-0.833714 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.405191 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.39097 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.342607 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.682723 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.178835 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.0422588 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.404376 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.389834 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.377058 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.697706 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.518297 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.181002 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.0415996 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.54932 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.640193 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.404376 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.693808 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.389834 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.377058 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.492784 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.435592 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.518297 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.181002 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.0886807 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.73628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,20),-0.420261 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-1.55857 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.585636 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.700173 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-1.04029 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.819435 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-2.09312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.707593 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.777063 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.423245 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.377043 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.233405 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.324565 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.44739 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.749014 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.844418 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-1.06663 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.897741 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.445372 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.577598 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.692358 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-1.03247 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.464386 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.818241 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.324107 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.316029 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.283828 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.84819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.488014 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.532109 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.991935 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.958456 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.376575 # DEPENDENCYPART_GRANDPAR
(18,14),(14,24),-1.19245 # DEPENDENCYPART_GRANDPAR
(18,14),(14,25),-1.1214 # DEPENDENCYPART_GRANDPAR
(18,14),(14,26),-0.57204 # DEPENDENCYPART_GRANDPAR
(18,14),(14,27),-0.714688 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.566158 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.0415996 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.700521 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.73628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.420261 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-1.20152 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.0205772 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.73413 # DEPENDENCYPART_GRANDPAR
(18,16),(16,19),-0.632582 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.563863 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0417636 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.73631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-0.420289 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.678848 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-0.889351 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-1.85358 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-1.22624 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.877183 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-1.57384 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-1.11903 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.687604 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.505467 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.29796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.47661 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.543496 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.062178 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),-0.661903 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-0.677011 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-0.660571 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-1.18081 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-1.26862 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-1.59203 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-1.02556 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-1.33722 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-0.792332 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-0.998684 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-1.11546 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-1.45557 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.999836 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.506873 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-1.33814 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.669187 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.442715 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.0556288 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.15186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.410979 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.629632 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.587157 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.000188314 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.818713 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.744765 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.226072 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.225549 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.353037 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.401564 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.208456 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.599262 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.537363 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.264939 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),0.117508 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.161448 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.267569 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.575275 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.47825 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.245514 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),0.140067 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-0.239822 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.161711 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.157324 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.580054 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.478502 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.246599 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),0.139054 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.319795 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),-0.56263 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.545588 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.0340756 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.649655 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.260059 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.0463655 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),-0.159431 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.155044 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),0.406611 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.47763 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.245272 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),0.13891 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.318467 # DEPENDENCYPART_GRANDPAR
(18,26),(26,21),-0.405812 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),-0.387577 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),0.192086 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.798412 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.554741 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.262056 # DEPENDENCYPART_GRANDPAR
(18,27),(27,1),-0.673972 # DEPENDENCYPART_GRANDPAR
(18,27),(27,2),-0.656518 # DEPENDENCYPART_GRANDPAR
(18,27),(27,4),-1.26257 # DEPENDENCYPART_GRANDPAR
(18,27),(27,7),-1.33118 # DEPENDENCYPART_GRANDPAR
(18,27),(27,9),-0.992638 # DEPENDENCYPART_GRANDPAR
(18,27),(27,10),-1.10941 # DEPENDENCYPART_GRANDPAR
(18,27),(27,11),-1.44953 # DEPENDENCYPART_GRANDPAR
(18,27),(27,12),-0.994009 # DEPENDENCYPART_GRANDPAR
(18,27),(27,13),-0.503443 # DEPENDENCYPART_GRANDPAR
(18,27),(27,15),-0.663143 # DEPENDENCYPART_GRANDPAR
(18,27),(27,16),-0.438662 # DEPENDENCYPART_GRANDPAR
(18,27),(27,17),-0.0495849 # DEPENDENCYPART_GRANDPAR
(18,27),(27,18),-1.21312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,27),(27,19),0.350253 # DEPENDENCYPART_GRANDPAR
(18,27),(27,20),0.0973843 # DEPENDENCYPART_GRANDPAR
(18,27),(27,21),-0.62659 # DEPENDENCYPART_GRANDPAR
(18,27),(27,22),-0.609521 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),-0.027213 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-1.00024 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.774912 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.300397 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.336463 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.475722 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.56741 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.432129 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),0.0267178 # DEPENDENCYPART_GRANDPAR
(19,1),(1,8),-0.131194 # DEPENDENCYPART_GRANDPAR
(19,1),(1,12),0.143202 # DEPENDENCYPART_GRANDPAR
(19,1),(1,14),-0.0390534 # DEPENDENCYPART_GRANDPAR
(19,1),(1,18),0.235074 # DEPENDENCYPART_GRANDPAR
(19,1),(1,19),-2.13616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,1),(1,20),-0.53499 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.405633 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.302264 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.312636 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.173107 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.444468 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.483756 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.170129 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.235222 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.160709 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.230538 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.194066 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),0.00306694 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),-0.0232613 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-2.2058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,25),-1.35155 # DEPENDENCYPART_GRANDPAR
(19,5),(5,26),-0.925407 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.156108 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.466568 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.389982 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.459811 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.143692 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.0733887 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-2.29348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.563342 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.290653 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.00805769 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.117866 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.448295 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.347365 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.308338 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.168809 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.037035 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.410691 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.178676 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.161495 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.0829328 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.152762 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.344781 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.39353 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.0794996 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.0102302 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.0580797 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.280057 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-2.20481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.616441 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-1.19975 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-1.24217 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-1.32422 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-1.17631 # DEPENDENCYPART_GRANDPAR
(19,14),(14,25),-1.36231 # DEPENDENCYPART_GRANDPAR
(19,14),(14,26),-0.918373 # DEPENDENCYPART_GRANDPAR
(19,14),(14,27),-1.13546 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.344967 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.0695334 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.0927175 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.2198 # DEPENDENCYPART_GRANDPAR
(19,15),(15,20),-0.606707 # DEPENDENCYPART_GRANDPAR
(19,15),(15,24),-1.30107 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0976306 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.0974987 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-2.13025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,13),-0.344984 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.000635174 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.219746 # DEPENDENCYPART_GRANDPAR
(19,17),(17,20),-0.606707 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-1.27639 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.413909 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.311329 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.328549 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.189019 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.0810993 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.430902 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.14074 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.181705 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.103143 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.172972 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.299512 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.327633 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.132708 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.0606325 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0183337 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.0718342 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-2.2023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.607201 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-1.18434 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-1.22676 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-1.30881 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-1.1696 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-1.34689 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-0.917873 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-1.12622 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-1.34733 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-1.22427 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-1.35408 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-1.2261 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.834042 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-1.22819 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-1.45224 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.983711 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-1.20229 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-1.12879 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-1.19862 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.836993 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.914422 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.877703 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.965015 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.931275 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.09989 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.634493 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.54809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.207442 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.210085 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.291769 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.288198 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.32933 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.219996 # DEPENDENCYPART_GRANDPAR
