# _root_ " Chtěl jsem víc , ale v posledních třech závodech ME se mi motor Porsche rozsypával , " říká Bartoš .
#goldHeads=6,6,2,2,6,19,16,10,10,7,10,16,16,16,14,6,6,6,0,19,0,
#predictedHeads=2,19,2,2,6,2,16,10,10,7,10,16,16,16,14,6,2,2,0,19,0,
(19,5),(19,20),-0.00963575 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0844557 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.101545 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.12 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.0951394 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.100636 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.102325 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.0245205 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.0103883 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.103045 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.100838 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.144164 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.129691 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.066896 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.00929053 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0700071 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.110807 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0828876 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.00361624 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.00377643 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.0521099 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.0216216 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.00123995 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.00361352 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.00973342 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.275167 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.00832173 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.031071 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.111633 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0144914 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0443988 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0407491 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.029383 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.0121685 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.0468183 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0445564 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0261437 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.00885729 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.00115471 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0896092 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.101343 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.0654292 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0730876 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0096209 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0254679 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0678173 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0654429 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0445829 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0359947 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.018602 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0236299 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.00374623 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.206035 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0602887 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.00390737 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.204096 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.197144 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0371622 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.127248 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0357688 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0939664 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0342447 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0600972 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.00409869 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.204536 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.197584 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0381612 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.122325 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0337991 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0940035 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0353436 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0806207 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0428266 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.045201 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0411861 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.180182 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0826037 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0266623 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.108798 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.00959866 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0119731 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0160068 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.206128 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0241818 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0171333 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.145196 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.198196 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0328329 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.116208 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0308009 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.12441 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.053257 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0371393 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.127806 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0360358 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0911968 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.031912 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0789876 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0802947 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0186185 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0414981 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0298936 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00963575 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0844557 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0897522 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.00400839 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.177928 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.238446 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.642577 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0473753 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.148366 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0262353 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0442547 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0124229 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.134596 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.163861 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.40994 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.362796 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.0251254 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.0687852 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.201807 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.0143212 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.253116 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.149739 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.190282 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),0.589648 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),0.0152047 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),0.315974 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.247849 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.820417 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.191625 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.214481 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.234856 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.138848 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.266189 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.251672 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.152946 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.0590358 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.329628 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.1135 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.35856 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.0523185 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.0226191 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.0842493 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.495464 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.213835 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.356846 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.119377 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.721293 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.201527 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.786231 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0427217 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.180979 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.106908 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.324945 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.164984 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.540987 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.166767 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.302705 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.253123 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.644251 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.12834 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.273489 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.0441107 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.401063 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.541632 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.270385 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.236491 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.343178 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.457529 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.123998 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.24009 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.82354 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.246412 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),0.293052 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.330722 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.544755 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.518072 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.131668 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.792168 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.13799 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.0220116 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.049731 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.202689 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.373816 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.519478 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.433468 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.151913 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.24586 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.170676 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.0134362 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.0298733 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.189178 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.188203 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.235886 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.584529 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),0.0529051 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),0.279992 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.201527 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.786231 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.0427217 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.103385 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.279623 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.419524 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.376491 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.086305 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.308788 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.242367 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.302705 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.820308 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.0691149 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.132378 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.836387 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.187895 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.079127 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.0276276 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),0.238592 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.451514 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.554397 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.466001 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.258311 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.352258 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.269756 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.0657591 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.0765249 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.295577 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.23702 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.134534 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.477768 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),0.100007 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),0.349036 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.93872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.838057 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.685047 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.702057 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.722234 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.999419 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-1.19617 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-1.0029 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-1.25382 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-1.32135 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-1.238 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-1.38989 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.89877 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.970754 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-1.10515 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-1.02004 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-1.50817 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-1.0807 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.87283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.391351 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.700897 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.703725 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.712357 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-1.045 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-1.14533 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.986012 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-1.2481 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-1.31563 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-1.23228 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-1.38417 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.905802 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.972422 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-1.08408 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.10972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.551466 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.234739 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.4507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.139953 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0568391 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0651649 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.519921 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-2.19504 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.786078 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.565675 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-1.0026 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.491961 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-1.27409 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.422221 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.729684 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.591349 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.166952 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.12477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.378058 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.144429 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.0482503 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.125958 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.41741 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.45374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0148374 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.100122 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.151449 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-2.0906 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.570068 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.587408 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.761364 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.589853 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.505628 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.31265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.0953784 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0425448 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.249415 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.00920138 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-1.84906 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.469218 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.132772 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.570926 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.165871 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.504168 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.559045 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.461446 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.674166 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.483391 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.164466 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-1.60342 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.288692 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.0857224 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.361123 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.0874788 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.0933988 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.195478 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.289413 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.104696 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-1.83629 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.00588802 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.444025 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.355906 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.0739274 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.0712688 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.142801 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.062392 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-1.71647 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.349423 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.606865 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.0767852 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.866591 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),0.163632 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.122669 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.072771 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.141625 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-1.72389 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.355025 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.0244014 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.0580338 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.0758477 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.865654 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),0.168633 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.633556 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.561366 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.117668 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.695969 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.0746725 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.340784 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.882709 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.636797 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.565169 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.127878 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.713024 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),0.0258109 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.412758 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.0721505 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.338262 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),0.117569 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.122181 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.703359 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.217498 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-1.39707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,3),0.212235 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),-0.0169369 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),0.320086 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),0.11394 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.31038 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-2.23938 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.57246 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.391736 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.833955 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.19949 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.447581 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.31192 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-1.10254 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.568247 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.459431 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.449636 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.864036 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.525671 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),-0.41741 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-1.45374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),0.0148374 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),0.374237 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),0.110882 # DEPENDENCYPART_GRANDPAR
