# _root_ Na jídelním lístku je stále nejméně 20 hotových jídel , dále několik jídel z ryb , ale i jídla bezmasá a na objednávku .
#goldHeads=4,3,1,0,4,7,17,9,7,17,17,17,12,13,14,17,4,19,17,21,19,21,22,0,
#predictedHeads=4,3,1,10,4,7,4,9,7,17,12,17,12,13,14,17,0,19,17,21,19,21,22,0,
(13,23),(23,18),0.246009 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),-0.374942 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),0.47363 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),0.642653 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.10823 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.640936 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.999575 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.999361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),0.118842 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.0263703 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.769364 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.524156 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.0682012 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-1.22453 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-1.37977 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-2.19902 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),1.02384 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.60574 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-1.26797 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-1.79549 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-2.11704 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-1.15703 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.763817 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-1.01779 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-1.84303 # DEPENDENCYPART_GRANDPAR
(14,18),(18,15),1.16609 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.490762 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.152687 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.275226 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.691623 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.203289 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.153454 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.975039 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.426415 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.996613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,17),0.569223 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.156998 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.514489 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0311619 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.0453876 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-1.46576 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.353067 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.731592 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.788258 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.947641 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.878555 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.509792 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.563994 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.573722 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.34702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.406409 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.558143 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-1.48957 # DEPENDENCYPART_GRANDPAR
(15,11),(11,24),-1.41305 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-1.02458 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.540404 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.444434 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.448658 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.22342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,18),-0.702853 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.699684 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.65802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.540008 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.881199 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-1.80057 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-1.26505 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-2.67355 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-1.88024 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-1.66665 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.676763 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.724064 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-1.04516 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-1.8215 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-1.96796 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-1.37591 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.690669 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-1.11235 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-1.5878 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-1.18604 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.51692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.646619 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.43812 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.410667 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.482335 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.196259 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.648145 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.977439 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.509841 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-1.08515 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-1.88487 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-2.02738 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-1.43876 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.7191 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-1.15232 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.64721 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.48749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.450357 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.145777 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.48164 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.649462 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.347725 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.650786 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-1.04763 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.614695 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-1.12992 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.296303 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.113863 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.788665 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.192037 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.805413 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-1.29489 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.494002 # DEPENDENCYPART_GRANDPAR
(15,20),(20,16),0.700757 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.143569 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.427887 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.0890833 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.449205 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.753894 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.671966 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.639147 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.344377 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.232317 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.345929 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.0885248 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.402322 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.238253 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.283832 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.31326 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.242097 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.401259 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),-0.116888 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.393883 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),-0.214169 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-2.22215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,17),-0.815381 # DEPENDENCYPART_GRANDPAR
(16,4),(4,18),-0.970205 # DEPENDENCYPART_GRANDPAR
(16,4),(4,19),-1.24388 # DEPENDENCYPART_GRANDPAR
(16,4),(4,20),-1.02141 # DEPENDENCYPART_GRANDPAR
(16,4),(4,21),-1.079 # DEPENDENCYPART_GRANDPAR
(16,4),(4,22),-1.31869 # DEPENDENCYPART_GRANDPAR
(16,4),(4,23),-1.45188 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.372698 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.49765 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.446772 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.449276 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.336851 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.47276 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.427936 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.341951 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.14558 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.216845 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.304852 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.468219 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.527142 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.335094 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.374858 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.358569 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.489699 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.352072 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.293248 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.230927 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.32953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.737498 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-1.22372 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-1.18281 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-1.07059 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-1.20727 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-1.43172 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.489709 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.352083 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.356994 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.737498 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.783455 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-1.22372 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-1.18281 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-1.20727 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-1.16549 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.155852 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.0390458 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.210245 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.171946 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.388082 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.422305 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.434169 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.168492 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.246873 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.0904545 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.132797 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.0707019 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),0.359421 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),0.041545 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),0.0596978 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.293934 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),0.156466 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.0188524 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.00787104 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),0.127772 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.105914 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.165191 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),0.0512358 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),0.150979 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),0.162182 # DEPENDENCYPART_GRANDPAR
(17,4),(4,15),0.16835 # DEPENDENCYPART_GRANDPAR
(17,4),(4,16),-0.0157348 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-1.0668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,18),0.344295 # DEPENDENCYPART_GRANDPAR
(17,4),(4,19),0.058981 # DEPENDENCYPART_GRANDPAR
(17,4),(4,20),0.0713484 # DEPENDENCYPART_GRANDPAR
(17,4),(4,21),0.108029 # DEPENDENCYPART_GRANDPAR
(17,4),(4,22),-0.310455 # DEPENDENCYPART_GRANDPAR
(17,4),(4,23),-0.241492 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.173458 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),0.243374 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.0896928 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.211736 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.305947 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.181793 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.636969 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),0.244544 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.169661 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.205937 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.303429 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.163779 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.144198 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.244062 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.515692 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),0.251931 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.0656932 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.017493 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.0766108 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.0808545 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),0.176038 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),0.17369 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.00764913 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.013797 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.136023 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.032318 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.0709689 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.0448745 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.0333102 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.198961 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.00343235 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.181307 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.0850104 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),0.190127 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.289813 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.45223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,20),-0.568395 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.0116901 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.530299 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),0.40003 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.0683082 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.0759075 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.259219 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.131194 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.248416 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.219147 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.169974 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.0190959 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.155285 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.0643345 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.46352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.0512378 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),-0.478562 # DEPENDENCYPART_GRANDPAR
(17,10),(10,21),-0.360627 # DEPENDENCYPART_GRANDPAR
(17,10),(10,22),-0.717021 # DEPENDENCYPART_GRANDPAR
(17,10),(10,23),-0.871866 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.151282 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.628454 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),0.24929 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.346643 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.323916 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.0242734 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.0835345 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.00779853 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.00819638 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.30839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,19),-0.258898 # DEPENDENCYPART_GRANDPAR
(17,11),(11,24),-0.786283 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.200092 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.206646 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.0600614 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.18789 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.204368 # DEPENDENCYPART_GRANDPAR
(17,12),(12,18),0.123931 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.186801 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.0448745 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.0333102 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.198961 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),0.00343235 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.110784 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.178107 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.0735786 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0984522 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.289813 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.208131 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.0318514 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.45223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,19),-0.435953 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.568395 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.382335 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.625545 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.73643 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.158616 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.159399 # DEPENDENCYPART_GRANDPAR
(17,14),(14,18),0.0406732 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.422944 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.0735828 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.0984565 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.181226 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.45223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),0.097875 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.435953 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.568395 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.625545 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),0.40003 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.259219 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.00847707 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.023785 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.571393 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.576336 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.582295 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.693995 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.519702 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.329 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.511628 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.437103 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.420508 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.370246 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.883383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.177067 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.101457 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.0225899 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.237532 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.124961 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.541267 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.436438 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.715896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.906011 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.214322 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.169093 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.0176249 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.008001 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.366779 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.348108 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.941857 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.242982 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.164591 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.0485111 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.0678036 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-0.537139 # DEPENDENCYPART_GRANDPAR
(17,21),(21,4),-0.145066 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-0.233879 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-0.228869 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-0.522059 # DEPENDENCYPART_GRANDPAR
(17,21),(21,8),-0.545251 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-0.508021 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.228187 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-0.457348 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.367355 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.338992 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.35076 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.358565 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.861948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.704894 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.350907 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.118956 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.0213464 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),0.0881509 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.422714 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.021601 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.418358 # DEPENDENCYPART_GRANDPAR
(17,23),(23,18),0.909229 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.245116 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.500847 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.075882 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.374375 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.192835 # DEPENDENCYPART_GRANDPAR
