# _root_ Rozdíl je v tom , že je ve vyhlášce přesně limitováno , co může být soutěžícím poskytnuto .
#goldHeads=2,0,2,3,6,4,6,7,8,11,7,14,14,7,17,17,14,0,
#predictedHeads=2,0,2,3,6,4,6,7,8,11,7,6,17,12,17,15,14,0,
(2,10),(10,14),-0.227585 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.370705 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.164108 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-1.68722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.14256 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.157739 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),0.189421 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.263424 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.443534 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.521297 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.988052 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.100545 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.275771 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.427119 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.573222 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-1.67142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),-0.00717616 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),-0.140191 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.228487 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),0.283521 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.427731 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.410989 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.776976 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.00396005 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.260198 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.884858 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.717291 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.900132 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-1.40225 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.976111 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.536975 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.0352377 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.494341 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.567525 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-1.03097 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.13352 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.31688 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.12224 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.555196 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.356702 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-1.03902 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.474997 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.413794 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),-0.164173 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-1.68433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),-0.132546 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),0.262823 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),-0.440646 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),-0.514838 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),-0.989016 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),-0.0979178 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.0346982 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.548513 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.300003 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),0.075408 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.518592 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.62561 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.116573 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.120859 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.261075 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.457384 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.238706 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),0.000226744 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.132718 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.331218 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-2.31573 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.448308 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.46311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.863518 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.884534 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.4317 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.89141 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.364626 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.53245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,5),0.288478 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.489809 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.340874 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.542782 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.0637094 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.292976 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.323156 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.482742 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.497211 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),1.21904 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.201569 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.44905 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.0922229 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.196818 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.30801 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.844999 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.348464 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.530156 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0459897 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.06039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),0.218406 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0590404 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.160863 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.00056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.438438 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),0.191962 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.168432 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.632141 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.692985 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.215764 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.565443 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-1.13325 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.873805 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.892285 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.3144 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.740427 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.58086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),0.250755 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.25332 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.778266 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.45271 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.776534 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),1.70853 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.706961 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.125178 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.151561 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.660478 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.607343 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),0.238989 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.30259 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),0.00968803 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.673524 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.2646 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.763644 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.43888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),1.81741 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.944158 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.207345 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.512241 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.324737 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.301069 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.329804 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.212602 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.666729 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.359935 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.56796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,8),0.0560472 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.233565 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.435739 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.022876 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.506834 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),0.133826 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.222253 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.63436 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-1.24815 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.759055 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.38904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),1.805 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.936789 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.491818 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.0558113 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.359894 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.135247 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.3657 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.187518 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.638118 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-1.3144 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.740427 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-1.58086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),1.7357 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),1.20168 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.499628 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.0180006 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.475121 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.233911 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.492788 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.307787 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.191207 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.683247 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),0.0142963 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.404656 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.618188 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.631045 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-1.24864 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.774173 # DEPENDENCYPART_GRANDPAR
(4,14),(14,5),1.83117 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.939333 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.476846 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.0191771 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.380121 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.141671 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.469987 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.827294 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.549548 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.54807 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.030379 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.268779 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.553217 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0114144 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.128345 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.202958 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.636217 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.266871 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.191987 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0745194 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.13849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.675719 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.987391 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-1.22701 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.901972 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.08042 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.986841 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.16885 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.11413 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0893243 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.0442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.440957 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-1.14257 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.505196 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.102954 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.0193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.415806 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.798531 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.958803 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.847912 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.867652 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.962556 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.36778 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.85289 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.24874 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.793772 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.44181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.298957 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.222658 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.210917 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.173071 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.34091 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.422185 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.507573 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.512036 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.377588 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-1.29556 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.820007 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.22622 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.758746 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.47127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.203624 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.0992791 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.174951 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.28298 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.285884 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.429379 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.454194 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.451694 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.360145 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.426355 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.668871 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.43139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,1),-0.40001 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.440508 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.506155 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.331956 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.05854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.411464 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.557355 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.199091 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.372599 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.356012 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.996888 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.938843 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.42901 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.080116 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.37884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,9),-0.847978 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.866659 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.540908 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.386412 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.539554 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),0.126767 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.64785 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.946118 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.815704 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.932769 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.674811 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.35685 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.593032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.160347 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.158361 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0649233 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.118385 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.366777 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.151347 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.478623 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.459463 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.66119 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.281039 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.97966 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.135811 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.206231 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.237981 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.610232 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.0026 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.886551 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.01896 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.750415 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.376022 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.695729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.872386 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.067139 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0420113 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0533427 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.310948 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.112051 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.435745 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-1.1004 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-1.21107 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-1.08905 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.764236 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.981218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.668392 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.383242 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.471907 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.323695 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.0537681 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.857469 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.194246 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.589321 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.313375 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.554092 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.51858 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.97387 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.874567 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-1.03044 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.370024 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.749082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.802104 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.181595 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.0552514 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.0361148 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.0810139 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.333774 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-1.07271 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.298089 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.124003 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.300858 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.34853 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.978388 # DEPENDENCYPART_GRANDPAR
(6,15),(15,7),0.811602 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),-0.123481 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.0140877 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.0350075 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.0820907 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.405691 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.956339 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.195617 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.030017 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.436055 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.362559 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-1.00263 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.886587 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-1.01913 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.671246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),0.906749 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),-0.0221159 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),0.0649229 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.0869582 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.322678 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.899985 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.0970038 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.437823 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.326766 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0135496 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.144835 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.515079 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.236067 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.453316 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.771474 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.607149 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.0328716 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.210188 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.23911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.255101 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.212119 # DEPENDENCYPART_GRANDPAR
