# _root_ Nyní věnujme pozornost oblasti , která sice není středem pozornosti širší veřejnosti , přesto může podstatnou měrou ovlivnit rozvoj budoucích generací - mimoškolní činnosti dětí a žáků .
#goldHeads=2,0,2,22,14,14,14,14,8,9,12,10,14,4,14,17,18,15,18,21,19,2,24,22,26,24,26,0,
#predictedHeads=2,0,2,2,8,8,8,4,8,9,12,10,14,15,0,17,15,15,18,21,19,15,22,23,26,24,26,0,
(18,10),(10,11),-0.431272 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.253695 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.136828 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.0172109 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),0.131559 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.502221 # DEPENDENCYPART_GRANDPAR
(18,10),(10,24),-0.243622 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.509777 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.907015 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.402324 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.809576 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.634137 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.708381 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.520069 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.594106 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.390122 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.224828 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.808872 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.602139 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0402577 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.500507 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.139815 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.153508 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-2.27347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,20),-0.783875 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.895516 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.762693 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.584025 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.41459 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.346572 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.17995 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.558203 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.33109 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.0630652 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.287649 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.92017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),0.560045 # DEPENDENCYPART_GRANDPAR
(18,14),(14,28),-0.985664 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.509164 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.462547 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.841913 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.507041 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.752508 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.5007 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.150816 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.450786 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.29376 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.818588 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.673856 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.18054 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0407774 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.166023 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.0510392 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-2.02888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),0.389057 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.507949 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.561432 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.710803 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.963677 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.518679 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-1.21729 # DEPENDENCYPART_GRANDPAR
(18,15),(15,26),-0.443757 # DEPENDENCYPART_GRANDPAR
(18,15),(15,27),-0.718284 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.0563552 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.514342 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0340959 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.278821 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.91667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),0.668119 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.513073 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.284284 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.968798 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.343104 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.109546 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.0759477 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.320364 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.351994 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),0.0998406 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.597937 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.0143547 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),-0.069521 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.788188 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0873057 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.0578188 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.342701 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),1.16373 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.211632 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.309802 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.347769 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.107913 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.589865 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.0135358 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.061449 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-0.814028 # DEPENDENCYPART_GRANDPAR
(18,22),(22,5),-1.18544 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-0.707462 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-1.29059 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-1.16854 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.858935 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-1.08764 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.486693 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.412324 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-1.3324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.892693 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.183717 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.0620993 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.647797 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.0953997 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.775941 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),0.0437167 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.279333 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),-0.626816 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.16141 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.238026 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.0573007 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.743184 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.155987 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.237612 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.750022 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.233562 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.222122 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.111215 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.218987 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.593604 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.0107447 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.0651885 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.584419 # DEPENDENCYPART_GRANDPAR
(18,25),(25,19),1.16665 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),0.223245 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.253449 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),0.267982 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.0629345 # DEPENDENCYPART_GRANDPAR
(18,26),(26,1),-0.968344 # DEPENDENCYPART_GRANDPAR
(18,26),(26,3),-1.24794 # DEPENDENCYPART_GRANDPAR
(18,26),(26,4),-1.65426 # DEPENDENCYPART_GRANDPAR
(18,26),(26,5),-1.48953 # DEPENDENCYPART_GRANDPAR
(18,26),(26,6),-0.858593 # DEPENDENCYPART_GRANDPAR
(18,26),(26,7),-0.898555 # DEPENDENCYPART_GRANDPAR
(18,26),(26,8),-1.1026 # DEPENDENCYPART_GRANDPAR
(18,26),(26,9),-1.23902 # DEPENDENCYPART_GRANDPAR
(18,26),(26,10),-1.0751 # DEPENDENCYPART_GRANDPAR
(18,26),(26,12),-1.44593 # DEPENDENCYPART_GRANDPAR
(18,26),(26,13),-1.16303 # DEPENDENCYPART_GRANDPAR
(18,26),(26,14),-0.532 # DEPENDENCYPART_GRANDPAR
(18,26),(26,15),-1.51026 # DEPENDENCYPART_GRANDPAR
(18,26),(26,16),-0.751362 # DEPENDENCYPART_GRANDPAR
(18,26),(26,17),-0.689718 # DEPENDENCYPART_GRANDPAR
(18,26),(26,18),-1.35058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,26),(26,19),0.827658 # DEPENDENCYPART_GRANDPAR
(18,26),(26,20),-0.255967 # DEPENDENCYPART_GRANDPAR
(18,26),(26,21),-0.112727 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),-0.197042 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.710718 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.0851094 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.789589 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.07048 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.591518 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.461587 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.579646 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.134119 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.982604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),1.07328 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.384891 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-1.91951 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.660971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.784815 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.0423641 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.569275 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.131521 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.207138 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.109173 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.309458 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-0.637682 # DEPENDENCYPART_GRANDPAR
(19,22),(22,5),-1.71489 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-2.1118 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-2.15941 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-1.90897 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-1.3311 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-1.83762 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-1.9495 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-1.40324 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-1.04334 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.983559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.707011 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.817714 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.694631 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),0.00628576 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.0516917 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.132328 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.181893 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.521224 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.82125 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.328955 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.386363 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),0.317005 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.0166733 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),0.203919 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.421125 # DEPENDENCYPART_GRANDPAR
(19,24),(24,20),0.794223 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),1.13996 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.585023 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.473506 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.213312 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.0961306 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.315632 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.294495 # DEPENDENCYPART_GRANDPAR
(19,25),(25,19),-0.650498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,25),(25,21),1.1556 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.485484 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.470709 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.314737 # DEPENDENCYPART_GRANDPAR
(19,26),(26,1),-0.673913 # DEPENDENCYPART_GRANDPAR
(19,26),(26,3),-1.72509 # DEPENDENCYPART_GRANDPAR
(19,26),(26,4),-2.3982 # DEPENDENCYPART_GRANDPAR
(19,26),(26,5),-1.83106 # DEPENDENCYPART_GRANDPAR
(19,26),(26,6),-1.71077 # DEPENDENCYPART_GRANDPAR
(19,26),(26,7),-0.71911 # DEPENDENCYPART_GRANDPAR
(19,26),(26,8),-2.33188 # DEPENDENCYPART_GRANDPAR
(19,26),(26,9),-1.6358 # DEPENDENCYPART_GRANDPAR
(19,26),(26,10),-1.82358 # DEPENDENCYPART_GRANDPAR
(19,26),(26,12),-1.95624 # DEPENDENCYPART_GRANDPAR
(19,26),(26,13),-1.44727 # DEPENDENCYPART_GRANDPAR
(19,26),(26,14),-0.682769 # DEPENDENCYPART_GRANDPAR
(19,26),(26,15),-2.08693 # DEPENDENCYPART_GRANDPAR
(19,26),(26,16),-2.09476 # DEPENDENCYPART_GRANDPAR
(19,26),(26,17),-1.45053 # DEPENDENCYPART_GRANDPAR
(19,26),(26,18),-1.28238 # DEPENDENCYPART_GRANDPAR
(19,26),(26,19),-1.19714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,26),(26,20),0.555575 # DEPENDENCYPART_GRANDPAR
(19,26),(26,21),0.608691 # DEPENDENCYPART_GRANDPAR
(19,26),(26,22),0.231749 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),-0.711414 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),-0.104612 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.140723 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),0.0361729 # DEPENDENCYPART_GRANDPAR
(19,26),(26,28),-0.490736 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),0.386947 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.287954 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.692396 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.12624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.444505 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.343695 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.891847 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.411903 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-1.13958 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-0.401359 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-1.21829 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.41311 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.901077 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.27645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.154072 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.179328 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.370217 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.358251 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),0.0885531 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.411957 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-1.25985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),0.612484 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.492387 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.0230702 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.36555 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),0.0872402 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.419256 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.0671502 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.504539 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.809806 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.256855 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-2.3376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.74777 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-1.56522 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-1.75054 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-1.78811 # DEPENDENCYPART_GRANDPAR
(21,19),(19,26),-0.87778 # DEPENDENCYPART_GRANDPAR
(21,19),(19,27),-1.60447 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.0755643 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-2.30078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,24),-1.71363 # DEPENDENCYPART_GRANDPAR
(21,22),(22,1),-0.984137 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-2.14278 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-1.47442 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-2.12848 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-2.0721 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-1.79907 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-1.34677 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-1.79963 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-1.51435 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-1.12989 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-1.6105 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.801258 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.17569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.725606 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.732241 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.750202 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.23914 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.599412 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.775448 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.18306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.190424 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.353042 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.382384 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.123535 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.214478 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.67569 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.772636 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.861465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.450253 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.516016 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.932706 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.218645 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.754034 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.56574 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-1.46512 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.845824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,23),-0.527994 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.255089 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.753139 # DEPENDENCYPART_GRANDPAR
(21,26),(26,1),-1.02036 # DEPENDENCYPART_GRANDPAR
(21,26),(26,3),-2.34631 # DEPENDENCYPART_GRANDPAR
(21,26),(26,4),-2.67667 # DEPENDENCYPART_GRANDPAR
(21,26),(26,5),-2.25895 # DEPENDENCYPART_GRANDPAR
(21,26),(26,6),-1.55234 # DEPENDENCYPART_GRANDPAR
(21,26),(26,7),-0.959962 # DEPENDENCYPART_GRANDPAR
(21,26),(26,8),-1.69449 # DEPENDENCYPART_GRANDPAR
(21,26),(26,9),-2.02888 # DEPENDENCYPART_GRANDPAR
(21,26),(26,10),-1.90227 # DEPENDENCYPART_GRANDPAR
(21,26),(26,12),-2.11937 # DEPENDENCYPART_GRANDPAR
(21,26),(26,13),-1.91523 # DEPENDENCYPART_GRANDPAR
(21,26),(26,14),-1.05649 # DEPENDENCYPART_GRANDPAR
(21,26),(26,15),-1.59607 # DEPENDENCYPART_GRANDPAR
(21,26),(26,16),-1.94487 # DEPENDENCYPART_GRANDPAR
(21,26),(26,17),-1.56163 # DEPENDENCYPART_GRANDPAR
(21,26),(26,18),-1.36892 # DEPENDENCYPART_GRANDPAR
(21,26),(26,19),-1.6578 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),-0.946655 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-1.38301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),0.102115 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),-0.744233 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.820686 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.81678 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.372142 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.741388 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.298835 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.5592 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.203477 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),-0.320283 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-0.395539 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.289328 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.1689 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.299469 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),-0.311764 # DEPENDENCYPART_GRANDPAR
(22,8),(8,1),-0.568561 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.412037 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-0.152886 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.26447 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.492129 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.0491748 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.241651 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),0.0343911 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.0690727 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-0.197846 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),-0.0716052 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),-0.12597 # DEPENDENCYPART_GRANDPAR
(22,8),(8,14),0.0087067 # DEPENDENCYPART_GRANDPAR
(22,8),(8,15),-0.181302 # DEPENDENCYPART_GRANDPAR
(22,8),(8,17),0.158035 # DEPENDENCYPART_GRANDPAR
(22,8),(8,18),0.114288 # DEPENDENCYPART_GRANDPAR
(22,8),(8,19),0.0522144 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-1.80398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,8),(8,25),-0.960588 # DEPENDENCYPART_GRANDPAR
(22,8),(8,26),-0.562933 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.388066 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.137726 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.276962 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.385242 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.182249 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.174835 # DEPENDENCYPART_GRANDPAR
