# _root_ S obsahem dopisu , ale zejména s obsahem odpovědi M . Kováče na něj , vyjádřila koalice ostrý nesouhlas na lednovém zasedání parlamentu .
#goldHeads=5,1,2,5,19,8,5,7,8,12,10,9,9,13,5,0,16,19,16,16,22,20,22,0,
#predictedHeads=5,1,2,5,0,8,5,7,8,12,10,9,16,13,16,5,16,19,16,19,22,20,22,0,
(16,12),(16,23),-0.0519707 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.0231612 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.289121 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.00558094 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.127229 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.00038557 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0194428 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.127233 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.00596691 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0133412 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0837841 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00861061 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0410398 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0160702 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0237877 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0410398 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.00798812 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0379178 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0394697 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0166321 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.116535 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0384914 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0166309 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.11635 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.110789 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.134113 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.107653 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.012448 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.345669 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.109389 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.113385 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.150661 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0268675 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0175343 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.117956 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.112394 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.131443 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0662686 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0292491 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0297887 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.0480755 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.109387 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.113383 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.150661 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.111824 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.129056 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.133977 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.128651 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.176152 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0387632 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0130219 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.175837 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0377218 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0260965 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.119907 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0191398 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.00814986 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0196838 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0194585 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0183856 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.00879304 # DEPENDENCYPART_SIBL
(17,15),(17,24),0.187403 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0282666 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0192978 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.108976 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0287493 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0407412 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.153743 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.100626 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0342596 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0617453 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0750002 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.205712 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.00728082 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0301917 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.0190482 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.101361 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0287452 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0407371 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.153741 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.074716 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.204227 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.221744 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.120974 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.044151 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0107277 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.212503 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0104984 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.00969458 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.0714191 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.200978 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.318459 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.253219 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.327876 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.308016 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0443458 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0162479 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.099325 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0158416 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0168211 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.0554172 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.00725256 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.11057 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.109019 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.132993 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.037 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0386189 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0871751 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.108718 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.131498 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.131392 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.00510257 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.119012 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.00206903 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.00651135 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0118509 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.00460396 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0710781 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0930936 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.00104324 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0091402 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.112886 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.00444304 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0269126 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0157692 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.104118 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0288774 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0408692 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.153701 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0721156 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.201431 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.218947 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.228074 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0373732 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0214579 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0223899 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0469288 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0358343 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.00957646 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0105068 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0456718 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.755581 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.757819 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.214635 # DEPENDENCYPART_SIBL
(20,22),(20,23),-1.457 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.440053 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.445026 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.00394998 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.00492782 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0541551 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.108718 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.131498 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.131392 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.000144873 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0124223 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0535033 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.000784762 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0197056 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.00269669 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.18625 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0164957 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.00795918 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0290965 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0841375 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0558031 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.000773989 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0316105 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0039692 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0290277 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0230757 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.114733 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0293943 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0837275 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.213461 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.00956321 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.011131 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.0104928 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0108281 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.00623725 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.18479 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.000116685 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.183907 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.123619 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0104821 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.011771 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.00496474 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.183914 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.123209 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.00759905 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.127675 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0335297 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.268623 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.0994775 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.175268 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.291731 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0590353 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.668017 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.0353074 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.290382 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.0639159 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.237458 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.124455 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.527821 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.193942 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.0995223 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0913719 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.297275 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.055643 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.0341697 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.529025 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.122922 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.02855 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.194803 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.259495 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.266802 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),1.56356 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.0147942 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0855981 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.235423 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0797576 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.260411 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.0770401 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.262436 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.0359971 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.214303 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.411985 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.243144 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.023258 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.306236 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),1.45378 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.211486 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.320835 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),0.260399 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),-0.196853 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.0730944 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.424824 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.238353 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.0408033 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.351572 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.52736 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.301087 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.111869 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.266831 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.0888149 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.533179 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.372485 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.385668 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.155856 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.534957 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.228229 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.114433 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.547359 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.530434 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.409951 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.18392 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.612807 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.384959 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.577625 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.552387 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),-0.0994737 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.0888624 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.243825 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.487945 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.0986203 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.523863 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.366318 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.362662 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.13285 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.324823 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.386909 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.124476 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.509007 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.527833 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.231264 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.408329 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.446372 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.193963 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.122922 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),-0.02855 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.0204835 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.309348 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.302349 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.0744648 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.276371 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.286956 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.278709 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.0740495 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),1.56356 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.0327332 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.104443 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.243794 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),0.426419 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.293053 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.0955817 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.053339 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.173107 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.236128 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.398728 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.0262081 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.178218 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.0735438 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.13059 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.19486 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.149118 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.107443 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.393639 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.070213 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.202883 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.144344 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),0.186091 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.465646 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.257281 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),0.524689 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),-0.229788 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.12805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0259456 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.114967 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.136742 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.118465 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.135061 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.104224 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-1.09118 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.566488 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),0.0593669 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.116576 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),0.20537 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.12927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),1.91128 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.102872 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.143392 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.138249 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.116565 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.35857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),1.38097 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.0569936 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.259458 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.333247 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.590212 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.73005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.0143253 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.97613 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.0905 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.04924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.120105 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0607616 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.0561911 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.517601 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.2474 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.38233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),1.31789 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.038194 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0629262 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.704799 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.17858 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.61814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),1.0943 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.212605 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.0179256 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.114287 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.62895 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.0955209 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.378771 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.209401 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.665537 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.0510362 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.0634602 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.572812 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.69901 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.920995 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.468509 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),-0.895011 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.13313 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),1.19289 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0150251 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.0857006 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.0877753 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.747975 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.0237191 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.3555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),1.35216 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.0605356 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.0379448 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.175302 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.387791 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.344228 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.135375 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.155532 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.916106 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.328201 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-1.09089 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.422995 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.119346 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.39484 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.213438 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.69975 # DEPENDENCYPART_GRANDPAR
