# _root_ Za to , co se stalo v Dublinu , nám před deseti roky Evropa uzavřela dveře .
#goldHeads=15,1,6,6,6,2,6,7,6,15,15,13,11,15,0,15,0,
#predictedHeads=15,1,6,6,6,2,6,7,6,15,15,13,11,15,0,15,0,
(6,13),(13,2),-0.365515 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.868825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.83923 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.176219 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.096968 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.419815 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.26067 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.591266 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.663307 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.074555 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.167459 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.336264 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),0.282862 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),0.848202 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.182519 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.430327 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.262614 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.647862 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.0367276 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.0665022 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.153122 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.331657 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),0.0486461 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.315165 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.505711 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),0.407782 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),0.130287 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-1.43162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.429224 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),-0.243044 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.361625 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.592459 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.0243097 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.863031 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.456702 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.913052 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.390422 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.333966 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),0.282862 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.441198 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.247775 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.653471 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0530512 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.483934 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.340256 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),0.0191101 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.33875 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.359796 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.575315 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.623935 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.771752 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.290522 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.75227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,9),-0.49956 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.667826 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.605122 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.595058 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.01525 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.926085 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.465266 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.04664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.196361 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.388958 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.138245 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.582266 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.653935 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.230627 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-1.18825 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.959431 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.899213 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.25154 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.14368 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.754717 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.36886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),2.07372 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.53333 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.390086 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.692336 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.607847 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.660928 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.296284 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-1.21225 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.60017 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.588531 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.458781 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.06026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),2.54081 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.346122 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.278707 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.164747 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.533277 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.690849 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.2055 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-1.22598 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.123176 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.605121 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.02201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),2.56748 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.262018 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.134123 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.534831 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0646959 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.233769 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-1.18682 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.0943024 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.116547 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.563492 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-1.9275 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-2.35638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,3),-0.505383 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.117202 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-1.70355 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.575252 # DEPENDENCYPART_GRANDPAR
(8,2),(2,9),-0.0881906 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.443975 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.670635 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.785171 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.223884 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.168563 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-1.65503 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.387633 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.289075 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.858331 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.618701 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.0597071 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.181187 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0657114 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.262745 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.56867 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.09971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.183625 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.537611 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.899952 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-1.61067 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.945487 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.785503 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-2.14982 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-1.44407 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.663234 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.40187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.301216 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.91061 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.25256 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.39039 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.910415 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.43492 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.599612 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-2.75376 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.22309 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.0141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.160671 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.025255 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.347052 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.61865 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0212645 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.23596 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-1.16333 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-2.56094 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.09779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.621623 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0188083 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.673462 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0304335 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-1.21863 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.554283 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.242593 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.269584 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.385352 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.808108 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.26981 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.8649 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-2.66215 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-1.11665 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.702564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.932281 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.020434 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.345172 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.190335 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.195647 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0469829 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-1.36654 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.448166 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-1.26786 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-1.1147 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.671577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,10),0.000481361 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.379541 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.193292 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.186128 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.0354977 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-1.34976 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.434651 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-1.36305 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.823894 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-1.3273 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.699433 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.457409 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-2.68035 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-1.21323 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.997154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),1.04416 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.0361114 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.114615 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.377563 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.506292 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.161539 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.784278 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.470907 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-1.26785 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.0191679 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.352943 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.209556 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.208084 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.481971 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.450368 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.187297 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.0935573 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.0528842 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.135218 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.146074 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.231664 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.155432 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.0374227 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-2.01125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,11),-0.528665 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.522709 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.368487 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0735273 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.0499043 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.102678 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.179876 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-2.19304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,15),-0.672957 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.14468 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.132278 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.21975 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.0706927 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.159246 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.146737 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.106327 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.10449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.736346 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.81401 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.800822 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-1.08688 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.717356 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.942175 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.861802 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.255112 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0305522 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.03034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,13),-0.693283 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.986476 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.20744 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.0104216 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.145208 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.136177 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0629984 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.0746996 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.23201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.448236 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.660822 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.84768 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.14094 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.716115 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.99242 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.586818 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.771559 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.5947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0115834 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0303722 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.340662 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.165783 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.53391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),-0.129611 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.185926 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.123307 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.0491717 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.564751 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.294353 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.272423 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.183945 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.128899 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.0364501 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.045343 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.263636 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.943155 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.616915 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.781416 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.762628 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.10956 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.43768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.29389 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.261949 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0693872 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.1636 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.0184244 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.0207189 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.354861 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.941409 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.760882 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-1.10947 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.293102 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.283525 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.0987118 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.197515 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0130522 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.0207762 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.358532 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.04972 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.552554 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.70265 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.392472 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.486207 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.781339 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.883637 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-1.05969 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.46209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.311074 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.322918 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0143254 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.14081 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.134955 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.0775793 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.342627 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.941409 # DEPENDENCYPART_GRANDPAR
(9,16),(16,10),0.284475 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.254429 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.102441 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.186523 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0678129 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.357572 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.272836 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.350983 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.117186 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.00924639 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.0656207 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.0758676 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.453713 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.725776 # DEPENDENCYPART_GRANDPAR
(10,6),(6,11),-0.580256 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-1.03011 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-1.07211 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.783599 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-1.8612 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-1.0993 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-1.40262 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.220485 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.418714 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.199302 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.105205 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.387738 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.00758232 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.320756 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.20928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.505704 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.09558 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.814274 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-1.82431 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-1.12616 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.322234 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.483461 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.329109 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.00397172 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.586565 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0826893 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.679911 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.23526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.614149 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-1.01284 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.32938 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.04888 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.89685 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.36 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.478222 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.541689 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.367859 # DEPENDENCYPART_GRANDPAR
