# _root_ Psaní je pro mne paralelní život - i když hlubší než můj život veřejný , a navíc si myslím , že být spisovatelem z povolání je nebezpečné . . .
#goldHeads=2,16,2,3,6,2,9,9,5,9,10,13,11,13,16,0,19,19,16,21,19,26,22,23,24,21,26,0,0,0,
#predictedHeads=2,16,2,3,6,2,9,9,2,9,10,13,11,13,16,0,19,19,16,21,19,26,22,23,24,21,26,0,0,0,
(13,16),(16,1),-3.00458 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-2.50204 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-1.39677 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-1.50863 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-2.37007 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-2.90425 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-1.65377 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-1.11423 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.888921 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-1.40371 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.686038 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-1.30276 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.62326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.268481 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.333235 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.451777 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.567581 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.720326 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.692061 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.335455 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.919945 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.689795 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.976377 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),-1.48576 # DEPENDENCYPART_GRANDPAR
(13,16),(16,27),-0.729358 # DEPENDENCYPART_GRANDPAR
(13,16),(16,28),-1.22151 # DEPENDENCYPART_GRANDPAR
(13,16),(16,29),-1.20184 # DEPENDENCYPART_GRANDPAR
(13,16),(16,30),-1.24775 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.482303 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-2.75207 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-2.22657 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-1.28498 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-1.49389 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.942773 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-1.16401 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.773403 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-1.43985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.0844287 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.0907938 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.239077 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.412545 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.530656 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.438696 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.401505 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.93504 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.495065 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.901609 # DEPENDENCYPART_GRANDPAR
(13,19),(19,26),-1.48547 # DEPENDENCYPART_GRANDPAR
(13,19),(19,27),-1.05281 # DEPENDENCYPART_GRANDPAR
(13,19),(19,28),-1.07057 # DEPENDENCYPART_GRANDPAR
(13,19),(19,29),-1.05089 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-2.33313 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.662768 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-1.07928 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),0.0129792 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.678076 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.671106 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.3424 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.724946 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.919449 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.976788 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-1.21899 # DEPENDENCYPART_GRANDPAR
(13,21),(21,28),-1.02152 # DEPENDENCYPART_GRANDPAR
(13,21),(21,29),-1.00184 # DEPENDENCYPART_GRANDPAR
(13,21),(21,30),-1.04775 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.424109 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.579943 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.515468 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.944355 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.575493 # DEPENDENCYPART_GRANDPAR
(13,22),(22,26),-1.47052 # DEPENDENCYPART_GRANDPAR
(13,22),(22,27),-0.902315 # DEPENDENCYPART_GRANDPAR
(13,22),(22,28),-1.07752 # DEPENDENCYPART_GRANDPAR
(13,22),(22,29),-1.05785 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),-0.520983 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.540873 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-1.00632 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-1.13071 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),-1.4657 # DEPENDENCYPART_GRANDPAR
(13,23),(23,27),-1.10595 # DEPENDENCYPART_GRANDPAR
(13,23),(23,28),-1.04599 # DEPENDENCYPART_GRANDPAR
(13,23),(23,29),-1.02631 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-1.20547 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.935616 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.947248 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.800209 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.297967 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.232491 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.137075 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-1.34097 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.293738 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-1.16765 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-1.05801 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-1.16765 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.330327 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.302698 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.315408 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.229309 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-1.04765 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.151402 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.638657 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.430577 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.18031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.204687 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.314681 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.437468 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-1.11448 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.602184 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.550299 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.692844 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-1.18278 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.32632 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.837573 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.122488 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.685558 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.23718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.236586 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.409373 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.426983 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-1.04999 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.634082 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.633471 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.629376 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.92527 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.90998 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.14316 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.22268 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.72805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,19),-0.772866 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-2.15025 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-1.96068 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.796931 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-1.61597 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.59041 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-1.87924 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.90829 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.641232 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.615373 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-1.55231 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.357652 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.1239 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.05094 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.71596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.564752 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.097121 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.173704 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.489044 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.0539471 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.243454 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.0784422 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),0.0116573 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.298373 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-0.748882 # DEPENDENCYPART_GRANDPAR
(14,16),(16,27),-0.477276 # DEPENDENCYPART_GRANDPAR
(14,16),(16,28),-0.424634 # DEPENDENCYPART_GRANDPAR
(14,16),(16,29),-0.45347 # DEPENDENCYPART_GRANDPAR
(14,16),(16,30),-0.502865 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.272463 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-1.88604 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-1.69157 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.610562 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.738574 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.597189 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-1.32119 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.343947 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.787497 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-1.62081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.781725 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.300163 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.0483856 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0760487 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.103767 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.280918 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.116369 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.0616851 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.358396 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-0.76955 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-0.624927 # DEPENDENCYPART_GRANDPAR
(14,19),(19,28),-0.339493 # DEPENDENCYPART_GRANDPAR
(14,19),(19,29),-0.368329 # DEPENDENCYPART_GRANDPAR
(14,21),(21,15),0.739824 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.126831 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.554527 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.342327 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),0.133656 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.143318 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.314252 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),-0.479125 # DEPENDENCYPART_GRANDPAR
(14,21),(21,28),-0.302204 # DEPENDENCYPART_GRANDPAR
(14,21),(21,29),-0.331039 # DEPENDENCYPART_GRANDPAR
(14,21),(21,30),-0.380434 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),0.0632915 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.337381 # DEPENDENCYPART_GRANDPAR
(14,24),(24,27),-0.493505 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.0780004 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.0712957 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.0952263 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.218781 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),0.0751669 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.146199 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),0.121124 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),0.192375 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.116986 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),0.213849 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),0.139914 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-2.22238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,16),-0.732478 # DEPENDENCYPART_GRANDPAR
(15,2),(2,17),-0.808687 # DEPENDENCYPART_GRANDPAR
(15,2),(2,20),-1.06153 # DEPENDENCYPART_GRANDPAR
(15,2),(2,21),-1.21051 # DEPENDENCYPART_GRANDPAR
(15,2),(2,27),-1.45683 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.164788 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),0.0606385 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.161706 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.128566 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.190824 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.116208 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.33026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.729125 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.770998 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.815795 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-1.1694 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-1.17584 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-1.21584 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-1.79089 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.200696 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.52773 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.426035 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.160722 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.00215911 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0990207 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.13305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.494818 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.693396 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.655527 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.935089 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-1.32717 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-1.11538 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-0.576042 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.90724 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.790554 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.941559 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-1.00536 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.897775 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.834409 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.748425 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.52848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.24371 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.107049 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.277571 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.458531 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.319503 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.499647 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.700026 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.637714 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.428787 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-0.585589 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),-0.452019 # DEPENDENCYPART_GRANDPAR
(15,19),(19,29),-0.47572 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),0.227228 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),0.211358 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),0.0171426 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),0.0421045 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),0.118276 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.144835 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),0.155675 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),0.047638 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),0.0241894 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.0137536 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),0.0537724 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),0.296114 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),0.531795 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),0.238858 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),0.225427 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),0.275617 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),0.151777 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-1.43729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,17),-0.55182 # DEPENDENCYPART_GRANDPAR
(16,2),(2,20),-0.566204 # DEPENDENCYPART_GRANDPAR
(16,2),(2,21),-0.529533 # DEPENDENCYPART_GRANDPAR
(16,2),(2,27),-0.902395 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.274514 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.00819027 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.260224 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.0397384 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),0.114155 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),0.0881415 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),0.0997202 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.329212 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.130593 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.221227 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.14487 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),0.102794 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),0.232778 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.177154 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.0521297 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.0144744 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.0785454 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.0834378 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.0313609 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.0754351 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),0.113228 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),0.378587 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),0.244307 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),0.258964 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),0.297891 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.45364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,19),-0.494139 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.0884249 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),0.0544428 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.128128 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.0605054 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.293662 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.0524345 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.216966 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.200385 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.13179 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.0726847 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.0945419 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,1),-0.240731 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.183596 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.326847 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.0949502 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.372399 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.131143 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.177226 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.0607563 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.0968375 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.0884038 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.108526 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.0591571 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.255546 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.29786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,19),-0.474519 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.38083 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),0.0606105 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.168637 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.143128 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.0270786 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.125281 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.00647341 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.0831629 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.523662 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.3116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.269142 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.501753 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-0.391291 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.38933 # DEPENDENCYPART_GRANDPAR
(16,9),(9,22),-0.956308 # DEPENDENCYPART_GRANDPAR
(16,9),(9,26),-0.660691 # DEPENDENCYPART_GRANDPAR
(16,9),(9,29),-0.491639 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),0.0144747 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),0.0880019 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.120141 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.348418 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.165958 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),0.0681364 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.0693203 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.0459422 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.111497 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.187085 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.500157 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.31116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.266416 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.505715 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.377429 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.385953 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-0.960194 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.0313609 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),0.0778246 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.134865 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.115694 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0593317 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.297891 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.363282 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.45364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
