# _root_ Stál na břehu řeky s hořícím stromem v ruce a svítil té , která přeplouvala řeku , držíc se za chvost koně . . .
#goldHeads=10,1,2,3,1,7,5,7,8,0,10,11,15,15,12,15,18,14,18,18,20,21,0,0,0,
#predictedHeads=10,1,2,3,1,7,5,7,8,0,10,11,15,15,12,15,15,15,18,18,20,21,0,0,0,
(15,11),(15,22),-0.0142046 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0386911 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.0386911 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.0386911 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.246125 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.155353 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0434213 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0745933 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0283237 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0146643 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0434213 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0430464 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.161716 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.161716 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.161716 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.342645 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.00118308 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.181764 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00056589 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0184401 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.00118308 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0119322 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0253276 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0253276 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.0253276 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0013615 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.233312 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0431805 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0606193 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0013615 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.00173634 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0836919 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0836919 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.0836919 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0126846 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.01606 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0647435 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.113629 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.115068 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.129663 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.129663 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.129663 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0995844 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.133089 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.106766 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.106996 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.111555 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.111555 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.111555 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0231539 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.033576 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.033345 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.00552719 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.00552719 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.00552719 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.00236501 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.00167478 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0293266 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.0293266 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.0293266 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.115068 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.129663 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.129663 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.129663 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.121013 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.121013 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.121013 # DEPENDENCYPART_SIBL
(15,23),(15,24),0.0812926 # DEPENDENCYPART_SIBL
(15,23),(15,25),0.0812926 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.0812926 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.00700183 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0586405 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0258752 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0631018 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0659907 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0659921 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.132235 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0411896 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0234025 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0727821 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0727835 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0141743 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0228835 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.00756143 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.00756146 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0108507 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.00233445 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.00233351 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.00972344 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.00949333 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0612357 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.0545468 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.0483417 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.0134201 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.00359162 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0571973 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.0630349 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0770288 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.00359162 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0483415 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.700736 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.0812876 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.0206128 # DEPENDENCYPART_SIBL
(17,1),(17,22),0.0133244 # DEPENDENCYPART_SIBL
(17,1),(17,23),0.0172591 # DEPENDENCYPART_SIBL
(17,1),(17,24),0.0172591 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.0281985 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.011977 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0282851 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0317326 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.121024 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0735915 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0282851 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0281885 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0291691 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.307954 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.00973457 # DEPENDENCYPART_SIBL
(17,2),(17,22),0.00244806 # DEPENDENCYPART_SIBL
(17,2),(17,23),-0.0580711 # DEPENDENCYPART_SIBL
(17,2),(17,24),-0.0580711 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.0233834 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.139599 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.0576554 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.494654 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.123752 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.139599 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.0106575 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0147508 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0320694 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.169587 # DEPENDENCYPART_SIBL
(17,3),(17,22),0.145484 # DEPENDENCYPART_SIBL
(17,3),(17,23),-0.0318951 # DEPENDENCYPART_SIBL
(17,3),(17,24),-0.0318951 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0151316 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.00217336 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.173551 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0267483 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0151316 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.00779421 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0561427 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.0579179 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.0576416 # DEPENDENCYPART_SIBL
(17,10),(17,22),0.0503554 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.00896536 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.00896536 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0569178 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.063602 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0767494 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0041147 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0498117 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.66662 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.0515893 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0125466 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.019835 # DEPENDENCYPART_SIBL
(17,11),(17,23),0.00692759 # DEPENDENCYPART_SIBL
(17,11),(17,24),0.00692759 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.232965 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.00216968 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.196706 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0176076 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.119511 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.015825 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.133822 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.126532 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.0475589 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0475589 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.113704 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0499201 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0729228 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0784213 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.00788038 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0445565 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.0411056 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.018469 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.018469 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.277317 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.017288 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.160237 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0426436 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.12109 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.1138 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0131051 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.0131051 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0498117 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.66662 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0515893 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0125466 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.019835 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.00692759 # DEPENDENCYPART_SIBL
(17,15),(17,24),0.00692759 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.014972 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0315889 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.165632 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.141529 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0315608 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0315608 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.00543974 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0218049 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0218094 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.132306 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.132306 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0537333 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0535014 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.00258851 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.00258851 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0207138 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.121919 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.121919 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.119043 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.119043 # DEPENDENCYPART_SIBL
(17,23),(17,24),0.239873 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.0692898 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.290882 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0412928 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.290882 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.117585 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.128243 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.00207485 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.00169916 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.0840425 # DEPENDENCYPART_SIBL
(18,2),(18,24),-0.0840425 # DEPENDENCYPART_SIBL
(18,2),(18,25),-0.0840425 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.293283 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0866862 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.293283 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.117545 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0560235 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.0272711 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.0268954 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.130184 # DEPENDENCYPART_SIBL
(18,5),(18,24),-0.130184 # DEPENDENCYPART_SIBL
(18,5),(18,25),-0.130184 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0268348 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.174704 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0698926 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0184401 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.00118308 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0119322 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0253276 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.0253276 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.0253276 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.147224 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.188936 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0185494 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0419322 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0543532 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0235203 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0235203 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0235203 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0698926 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0184401 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.00118308 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0119322 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0253276 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.0253276 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.0253276 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.199603 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0757898 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0755597 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0561087 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0561087 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.0561087 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.00236501 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.00167478 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0293266 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0293266 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.0293266 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.115068 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.129663 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.129663 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.129663 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.121013 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.121013 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.121013 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.0812926 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.0812926 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.0812926 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.012738 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.00816043 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0480109 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0480109 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.0480109 # DEPENDENCYPART_SIBL
(20,21),(20,22),-1.36013 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.428107 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.428107 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.428107 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.425225 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.425225 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.425225 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0450214 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0450214 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0450214 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.199041 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0738548 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0886637 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0886637 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0886637 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0209388 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.132521 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.132521 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.132521 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.202018 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.202018 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.202018 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.149215 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.149215 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.149215 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0543901 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.15517 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0134527 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.00259588 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.00259588 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.00259588 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.196157 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.106719 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0857937 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.0857937 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0857937 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0310653 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.132521 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.132521 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.132521 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.00259588 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.00259588 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.00259588 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.149215 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.149215 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.149215 # DEPENDENCYPART_SIBL
(23,12),(23,14),-0.00937508 # DEPENDENCYPART_SIBL
(23,12),(23,19),0.000163638 # DEPENDENCYPART_SIBL
(23,12),(23,21),0.103773 # DEPENDENCYPART_SIBL
(23,12),(23,22),0.103761 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.00020737 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0694433 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0694311 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0712093 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0711929 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.245097 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0768379 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0768301 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.0114274 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.245097 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.038746 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0387425 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0217885 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.147889 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.041839 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.053758 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.059242 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.130713 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.358066 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.202907 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.209754 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.464073 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.204828 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.420643 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.206523 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),0.217631 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.356146 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.14552 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0289187 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.607796 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.421097 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.314468 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.264136 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.497859 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.340588 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.327166 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.0337174 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.458178 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.463103 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.4503 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.421002 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.503146 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.261288 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.502652 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.33577 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.322028 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.639637 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.0287382 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.461065 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.46599 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.453187 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.710028 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.613312 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.442456 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.189976 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.478712 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.125339 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.502931 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.397249 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.66272 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.418897 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.321806 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.64638 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.0285776 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.457884 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.486315 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.46281 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.450007 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.264054 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.151797 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.681557 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.288674 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.402238 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.31459 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.424258 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.517608 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.322318 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.433466 # DEPENDENCYPART_GRANDPAR
