# _root_ avšak hlavním důvodem , proč se nekonají oba špičkové jazzové festivaly , je nedostatek peněz .
#goldHeads=0,3,13,7,7,7,3,11,11,11,7,7,1,13,14,0,
#predictedHeads=3,3,13,7,7,7,3,11,11,11,7,7,0,13,14,0,
(2,1),(1,4),-0.747783 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.625611 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-1.2008 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-1.41289 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-1.49398 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.22572 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.813259 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-1.34613 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-1.43792 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.982671 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.308276 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.15236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.229209 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.229418 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.570818 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.424873 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.753262 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.833999 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.461024 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.294684 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.754495 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.985595 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.673641 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.330483 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.48151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.131593 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.305816 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.863407 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.593025 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.997098 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-1.07819 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.718433 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.447752 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-1.05997 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-1.25282 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.936713 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.671371 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.473091 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.37302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.314233 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.224437 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.592945 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-1.57679 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-1.81702 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-1.42817 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.533099 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-1.01447 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-1.51338 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-1.38492 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.202622 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.28125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.234737 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.395914 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.268673 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.16297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.191259 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.0847269 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.12086 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.539403 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.779632 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.310827 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),0.262293 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.366954 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.603083 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.411461 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.563865 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.244056 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.132168 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.34014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.561993 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.199014 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.077364 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.796967 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.328252 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.354979 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.250777 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.608374 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.409778 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.396383 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.372755 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.176643 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.17199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.973146 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.405136 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.239795 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.0769419 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.562044 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.802274 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.0582514 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),0.710645 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.179505 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.22797 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.0431007 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.400174 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.187912 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.979293 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-1.21952 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.478939 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.324681 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.154601 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.16428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.923868 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.366721 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.0453757 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.519724 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.0728663 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-1.01669 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.0230995 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.453904 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.0418849 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.256806 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.0771071 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.488958 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.366721 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.0453757 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.519724 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.635828 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.0413778 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.25629 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.287817 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.240326 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.847686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.880036 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.171533 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.203122 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.647438 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.0132698 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.553477 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.783617 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),0.30359 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.166277 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.789242 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.60043 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.395914 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.268673 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-1.16297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.879115 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.573257 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.0829591 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.564413 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.804908 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.22454 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.366954 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.603083 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.411461 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.563865 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.391633 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.138401 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-1.19263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.993947 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),0.328304 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.334654 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),0.358016 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.163557 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.880103 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-1.1206 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.260641 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),0.775081 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.242722 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.0603093 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.433956 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.287819 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.599848 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.375506 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.0181965 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.781831 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),0.0925692 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.179168 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.381403 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.510947 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.187585 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.05594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.285251 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.600461 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.764589 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.946646 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.851199 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.92993 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.9038 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-1.23228 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.806484 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.569048 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0642367 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.05848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,1),-0.406449 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.356154 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.25522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.398427 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.677899 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.887974 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.00667 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.18873 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.03832 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.12921 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-1.00231 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.36459 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.41994 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.938793 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.04027 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.807958 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.57403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),-0.0622709 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.199967 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.258992 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.269822 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.552983 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.422083 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.599817 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.631363 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.193615 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.21368 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.1805 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.0169 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.4806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.198493 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.0628761 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.0117403 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.016866 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.165191 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.0356659 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.464342 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.229994 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.302929 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.352854 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.38054 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.223993 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.121271 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.303328 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.0223188 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.496228 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-1.04547 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.844431 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.37894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.350657 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.246976 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.221554 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0181671 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.475606 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.262627 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.625159 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.379856 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.592443 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.649011 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.493224 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),0.350657 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.246976 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.221554 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.0147172 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.379856 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.592438 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-1.15163 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-1.31316 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-1.07227 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.47288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.128966 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.00539009 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.175911 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.122567 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.0201508 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.197014 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.441595 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.286094 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.358475 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.409568 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-1.08905 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-1.15768 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-1.14337 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-1.49031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,7),0.0295 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.26846 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.41369 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.59575 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.384311 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.343624 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.592616 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.639655 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.611565 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-1.24058 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-1.15178 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-1.08685 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.45113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.193344 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.0968313 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.215201 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.168539 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.0143694 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.167691 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.0367461 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.325122 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.288293 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.340675 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.399439 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-1.15164 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.425507 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.426158 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.123623 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.195677 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),0.0150886 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.315809 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.414775 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.28768 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.175757 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0549812 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.65899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.695897 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.727283 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.750411 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.878989 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.67172 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.750705 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.925069 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.645662 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.249129 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0523332 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.206998 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.243902 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0747214 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.338954 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.63775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.637851 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.698939 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.796787 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.819915 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.881543 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.744395 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.728363 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.860139 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.928674 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.411816 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.366265 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.296756 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.77105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.777052 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.704584 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.851012 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.874143 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.17682 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.834122 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.859004 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.15542 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.22298 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.792277 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.609468 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.576602 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.42962 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.603838 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.14567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.208117 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.201375 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.244569 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.267697 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.315357 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.242533 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.363038 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.301464 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.365664 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.295921 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.23825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,9),-0.267174 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.290303 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.346209 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.273051 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.635261 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.539237 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.669966 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.21597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.217409 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.127661 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.213416 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.36576 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.364982 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.367536 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.268729 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.345181 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.413795 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.367298 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.633942 # DEPENDENCYPART_GRANDPAR
