# _root_ Cigarety v nákupní hodnotě asi 6 miliónů korun budou pravděpodobně dodatečně procleny , čímž se jejich prodejní cena zvýší asi o jeden milión korun , a prodány v Praze a Bratislavě .
#goldHeads=26,1,4,2,6,4,6,7,26,26,12,26,19,19,19,18,18,19,12,23,19,23,21,23,19,0,26,27,30,28,30,0,
#predictedHeads=12,1,4,2,6,4,6,7,12,12,12,13,26,19,19,18,18,19,26,23,19,23,21,23,26,0,26,27,30,28,30,0,
(20,27),(27,20),-1.48296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,27),(27,21),-0.142208 # DEPENDENCYPART_GRANDPAR
(20,27),(27,22),-0.381137 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),-0.219245 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),-0.251836 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.427861 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.449238 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.717422 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.492242 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),-0.504541 # DEPENDENCYPART_GRANDPAR
(20,27),(27,31),-0.463267 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.109697 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.0821453 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),0.147658 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.361678 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.0817969 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.160653 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.208316 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.336725 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.906349 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.55607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),0.527664 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.779432 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.243868 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.71962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),0.559375 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.343011 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-0.840104 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),0.762392 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.32282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),1.33236 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.363778 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.308675 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-0.566015 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-0.611522 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-1.04087 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-1.54065 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),0.643533 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.32364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),1.03801 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.117941 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.037454 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.241582 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.124393 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.0466015 # DEPENDENCYPART_GRANDPAR
(21,23),(23,30),0.0858326 # DEPENDENCYPART_GRANDPAR
(21,23),(23,31),-0.545303 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-0.617665 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),0.615386 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),0.893877 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),1.59111 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.0169462 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),0.227552 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.13031 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.0583449 # DEPENDENCYPART_GRANDPAR
(21,24),(24,30),0.0718032 # DEPENDENCYPART_GRANDPAR
(21,25),(25,12),-0.763407 # DEPENDENCYPART_GRANDPAR
(21,25),(25,13),-0.908708 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.460136 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-1.53569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),0.783432 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),1.1721 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.0610415 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.556033 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.425229 # DEPENDENCYPART_GRANDPAR
(21,26),(26,1),-1.73508 # DEPENDENCYPART_GRANDPAR
(21,26),(26,2),-0.574438 # DEPENDENCYPART_GRANDPAR
(21,26),(26,5),-0.342255 # DEPENDENCYPART_GRANDPAR
(21,26),(26,6),-0.870806 # DEPENDENCYPART_GRANDPAR
(21,26),(26,8),-1.67878 # DEPENDENCYPART_GRANDPAR
(21,26),(26,9),-0.618683 # DEPENDENCYPART_GRANDPAR
(21,26),(26,10),-0.221793 # DEPENDENCYPART_GRANDPAR
(21,26),(26,11),-0.194968 # DEPENDENCYPART_GRANDPAR
(21,26),(26,12),-0.658534 # DEPENDENCYPART_GRANDPAR
(21,26),(26,13),-0.763403 # DEPENDENCYPART_GRANDPAR
(21,26),(26,15),-0.581985 # DEPENDENCYPART_GRANDPAR
(21,26),(26,17),-1.04888 # DEPENDENCYPART_GRANDPAR
(21,26),(26,18),-1.55086 # DEPENDENCYPART_GRANDPAR
(21,26),(26,19),-0.355263 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),0.517863 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-1.63834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),0.76677 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),1.10413 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.0448239 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),0.300843 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.476885 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.364867 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.174621 # DEPENDENCYPART_GRANDPAR
(21,26),(26,30),-0.117057 # DEPENDENCYPART_GRANDPAR
(21,26),(26,31),0.0890012 # DEPENDENCYPART_GRANDPAR
(21,26),(26,32),-0.623112 # DEPENDENCYPART_GRANDPAR
(21,30),(30,1),-1.73508 # DEPENDENCYPART_GRANDPAR
(21,30),(30,10),-0.221793 # DEPENDENCYPART_GRANDPAR
(21,30),(30,11),-0.194968 # DEPENDENCYPART_GRANDPAR
(21,30),(30,12),-0.658534 # DEPENDENCYPART_GRANDPAR
(21,30),(30,13),-0.763403 # DEPENDENCYPART_GRANDPAR
(21,30),(30,15),-0.581985 # DEPENDENCYPART_GRANDPAR
(21,30),(30,17),-1.04888 # DEPENDENCYPART_GRANDPAR
(21,30),(30,18),-1.55086 # DEPENDENCYPART_GRANDPAR
(21,30),(30,19),-0.355263 # DEPENDENCYPART_GRANDPAR
(21,30),(30,20),0.517863 # DEPENDENCYPART_GRANDPAR
(21,30),(30,21),-1.63834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,30),(30,23),1.10413 # DEPENDENCYPART_GRANDPAR
(21,30),(30,24),-0.0448239 # DEPENDENCYPART_GRANDPAR
(21,30),(30,25),0.300843 # DEPENDENCYPART_GRANDPAR
(21,30),(30,26),0.151312 # DEPENDENCYPART_GRANDPAR
(21,30),(30,27),-0.642072 # DEPENDENCYPART_GRANDPAR
(21,30),(30,28),-0.745652 # DEPENDENCYPART_GRANDPAR
(21,30),(30,29),-0.904224 # DEPENDENCYPART_GRANDPAR
(21,30),(30,31),0.0890012 # DEPENDENCYPART_GRANDPAR
(21,30),(30,32),-0.623112 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.804672 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.944644 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.245074 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.82266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,25),-0.478813 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-0.823793 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.64232 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.456354 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.841739 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.0961732 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.51526 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.651512 # DEPENDENCYPART_GRANDPAR
(22,21),(21,30),-0.766733 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-0.895513 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-0.854076 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-1.97636 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-1.11825 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.687773 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.499008 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.29656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.75463 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.025175 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.0831409 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.312937 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),0.0858356 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),-0.198362 # DEPENDENCYPART_GRANDPAR
(22,23),(23,31),-0.470084 # DEPENDENCYPART_GRANDPAR
(22,24),(24,16),-0.854098 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.698791 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-1.35796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.113867 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.0374032 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.0873616 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.310772 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),0.0796133 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.202582 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.251386 # DEPENDENCYPART_GRANDPAR
(22,28),(28,30),-0.318902 # DEPENDENCYPART_GRANDPAR
(22,28),(28,31),-0.260387 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.428734 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.539415 # DEPENDENCYPART_GRANDPAR
(23,18),(18,10),-0.938035 # DEPENDENCYPART_GRANDPAR
(23,18),(18,11),-0.962448 # DEPENDENCYPART_GRANDPAR
(23,18),(18,12),-2.08102 # DEPENDENCYPART_GRANDPAR
(23,18),(18,13),-0.756264 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.576635 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.749195 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-2.07242 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),-1.10483 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),0.000639544 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),-0.246566 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),0.622539 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-1.44553 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-1.54303 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.515652 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.410004 # DEPENDENCYPART_GRANDPAR
(23,20),(20,25),-1.03185 # DEPENDENCYPART_GRANDPAR
(23,20),(20,27),-0.630662 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.943759 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.1371 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.433235 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-2.83273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.786514 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-1.19675 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.898744 # DEPENDENCYPART_GRANDPAR
(23,21),(21,30),-1.0157 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.31135 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.760915 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-2.40544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.363289 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-0.810824 # DEPENDENCYPART_GRANDPAR
(23,24),(24,16),-1.29677 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.523583 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.136541 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.14354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.374141 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.202634 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.0180555 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.434472 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),-0.319587 # DEPENDENCYPART_GRANDPAR
(23,25),(25,12),-2.89031 # DEPENDENCYPART_GRANDPAR
(23,25),(25,13),-1.61561 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-2.30712 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-1.19693 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.102374 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-1.47316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.542057 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.187965 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.402988 # DEPENDENCYPART_GRANDPAR
(23,26),(26,1),-3.10463 # DEPENDENCYPART_GRANDPAR
(23,26),(26,2),-1.35828 # DEPENDENCYPART_GRANDPAR
(23,26),(26,5),-1.24075 # DEPENDENCYPART_GRANDPAR
(23,26),(26,6),-1.42288 # DEPENDENCYPART_GRANDPAR
(23,26),(26,8),-2.49739 # DEPENDENCYPART_GRANDPAR
(23,26),(26,9),-2.88102 # DEPENDENCYPART_GRANDPAR
(23,26),(26,10),-1.33582 # DEPENDENCYPART_GRANDPAR
(23,26),(26,11),-1.36962 # DEPENDENCYPART_GRANDPAR
(23,26),(26,12),-3.07289 # DEPENDENCYPART_GRANDPAR
(23,26),(26,13),-1.75067 # DEPENDENCYPART_GRANDPAR
(23,26),(26,15),-1.27554 # DEPENDENCYPART_GRANDPAR
(23,26),(26,17),-3.20469 # DEPENDENCYPART_GRANDPAR
(23,26),(26,18),-2.64431 # DEPENDENCYPART_GRANDPAR
(23,26),(26,19),-2.4897 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-0.769994 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-1.26267 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.229256 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-1.66914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),0.303119 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.164421 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.0155999 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.322403 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.600126 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),-0.411304 # DEPENDENCYPART_GRANDPAR
(23,26),(26,31),-0.482567 # DEPENDENCYPART_GRANDPAR
(23,26),(26,32),-0.869054 # DEPENDENCYPART_GRANDPAR
(23,27),(27,1),-2.85107 # DEPENDENCYPART_GRANDPAR
(23,27),(27,13),-1.50798 # DEPENDENCYPART_GRANDPAR
(23,27),(27,18),-2.3878 # DEPENDENCYPART_GRANDPAR
(23,27),(27,19),-2.23382 # DEPENDENCYPART_GRANDPAR
(23,27),(27,20),-0.647541 # DEPENDENCYPART_GRANDPAR
(23,27),(27,21),-1.06023 # DEPENDENCYPART_GRANDPAR
(23,27),(27,22),-0.129768 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-1.49323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),0.549692 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),0.0693483 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.237564 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.222224 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.407663 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.310268 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),-0.291493 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.320059 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),-0.382872 # DEPENDENCYPART_GRANDPAR
(23,28),(28,31),-0.229802 # DEPENDENCYPART_GRANDPAR
(23,30),(30,1),-3.10463 # DEPENDENCYPART_GRANDPAR
(23,30),(30,10),-1.33582 # DEPENDENCYPART_GRANDPAR
(23,30),(30,11),-1.36962 # DEPENDENCYPART_GRANDPAR
(23,30),(30,12),-3.07289 # DEPENDENCYPART_GRANDPAR
(23,30),(30,13),-1.75067 # DEPENDENCYPART_GRANDPAR
(23,30),(30,15),-1.27554 # DEPENDENCYPART_GRANDPAR
(23,30),(30,17),-3.20469 # DEPENDENCYPART_GRANDPAR
(23,30),(30,18),-2.64431 # DEPENDENCYPART_GRANDPAR
(23,30),(30,19),-2.4897 # DEPENDENCYPART_GRANDPAR
(23,30),(30,20),-0.769994 # DEPENDENCYPART_GRANDPAR
(23,30),(30,21),-1.26267 # DEPENDENCYPART_GRANDPAR
(23,30),(30,23),-1.66914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,30),(30,24),0.303119 # DEPENDENCYPART_GRANDPAR
(23,30),(30,25),-0.164421 # DEPENDENCYPART_GRANDPAR
(23,30),(30,26),-0.253946 # DEPENDENCYPART_GRANDPAR
(23,30),(30,27),0.165104 # DEPENDENCYPART_GRANDPAR
(23,30),(30,28),-0.286152 # DEPENDENCYPART_GRANDPAR
(23,30),(30,29),-0.904315 # DEPENDENCYPART_GRANDPAR
(23,30),(30,31),-0.482567 # DEPENDENCYPART_GRANDPAR
(23,30),(30,32),-0.869054 # DEPENDENCYPART_GRANDPAR
(23,31),(31,28),0.0726636 # DEPENDENCYPART_GRANDPAR
(23,31),(31,29),-0.375904 # DEPENDENCYPART_GRANDPAR
(23,31),(31,32),-0.697234 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),-0.844674 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.609916 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.274054 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.434021 # DEPENDENCYPART_GRANDPAR
(24,20),(20,25),-0.742589 # DEPENDENCYPART_GRANDPAR
(24,20),(20,27),-0.330741 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.233678 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.507818 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.300894 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-2.31981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,28),-0.917988 # DEPENDENCYPART_GRANDPAR
(24,23),(23,15),-0.341442 # DEPENDENCYPART_GRANDPAR
(24,23),(23,16),-0.491147 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),-1.43801 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),-0.965984 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.134832 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.278433 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.402738 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-2.53699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.848866 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.725289 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.419245 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-1.00528 # DEPENDENCYPART_GRANDPAR
(24,23),(23,30),-1.05699 # DEPENDENCYPART_GRANDPAR
(24,23),(23,31),-2.2439 # DEPENDENCYPART_GRANDPAR
(24,25),(25,12),-1.88906 # DEPENDENCYPART_GRANDPAR
(24,25),(25,13),-1.61636 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-1.37628 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-0.951316 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.938993 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-1.62431 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-1.42916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,27),0.109591 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.504169 # DEPENDENCYPART_GRANDPAR
(24,26),(26,1),-2.70449 # DEPENDENCYPART_GRANDPAR
(24,26),(26,2),-1.17438 # DEPENDENCYPART_GRANDPAR
(24,26),(26,5),-1.07741 # DEPENDENCYPART_GRANDPAR
(24,26),(26,6),-1.36791 # DEPENDENCYPART_GRANDPAR
(24,26),(26,8),-2.38859 # DEPENDENCYPART_GRANDPAR
(24,26),(26,9),-2.04097 # DEPENDENCYPART_GRANDPAR
(24,26),(26,10),-1.02055 # DEPENDENCYPART_GRANDPAR
(24,26),(26,11),-1.07856 # DEPENDENCYPART_GRANDPAR
(24,26),(26,12),-2.07162 # DEPENDENCYPART_GRANDPAR
(24,26),(26,13),-1.7514 # DEPENDENCYPART_GRANDPAR
(24,26),(26,15),-1.03641 # DEPENDENCYPART_GRANDPAR
(24,26),(26,17),-2.56727 # DEPENDENCYPART_GRANDPAR
(24,26),(26,18),-2.04638 # DEPENDENCYPART_GRANDPAR
(24,26),(26,19),-1.55885 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-0.695316 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),-1.01705 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-1.06584 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-1.55395 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-1.6764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.117293 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),0.273588 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.432423 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-1.01486 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),-0.515759 # DEPENDENCYPART_GRANDPAR
(24,26),(26,31),-1.00982 # DEPENDENCYPART_GRANDPAR
(24,26),(26,32),-0.790446 # DEPENDENCYPART_GRANDPAR
(24,27),(27,1),-2.45092 # DEPENDENCYPART_GRANDPAR
(24,27),(27,13),-1.50871 # DEPENDENCYPART_GRANDPAR
(24,27),(27,18),-1.78987 # DEPENDENCYPART_GRANDPAR
(24,27),(27,19),-1.30297 # DEPENDENCYPART_GRANDPAR
(24,27),(27,20),-0.572861 # DEPENDENCYPART_GRANDPAR
(24,27),(27,21),-0.8146 # DEPENDENCYPART_GRANDPAR
(24,27),(27,22),-0.966351 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-1.28641 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-1.42787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),0.358965 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),-0.140827 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.312633 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.791657 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-0.393926 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),-0.788008 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.720948 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),-0.475583 # DEPENDENCYPART_GRANDPAR
(24,28),(28,31),-0.743212 # DEPENDENCYPART_GRANDPAR
(24,30),(30,1),-2.70449 # DEPENDENCYPART_GRANDPAR
(24,30),(30,10),-1.02055 # DEPENDENCYPART_GRANDPAR
(24,30),(30,11),-1.07856 # DEPENDENCYPART_GRANDPAR
(24,30),(30,12),-2.07162 # DEPENDENCYPART_GRANDPAR
(24,30),(30,13),-1.7514 # DEPENDENCYPART_GRANDPAR
(24,30),(30,15),-1.03641 # DEPENDENCYPART_GRANDPAR
(24,30),(30,17),-2.56727 # DEPENDENCYPART_GRANDPAR
(24,30),(30,18),-2.04638 # DEPENDENCYPART_GRANDPAR
(24,30),(30,19),-1.55885 # DEPENDENCYPART_GRANDPAR
(24,30),(30,20),-0.695316 # DEPENDENCYPART_GRANDPAR
(24,30),(30,21),-1.01705 # DEPENDENCYPART_GRANDPAR
(24,30),(30,23),-1.55395 # DEPENDENCYPART_GRANDPAR
(24,30),(30,24),-1.6764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,30),(30,25),0.117293 # DEPENDENCYPART_GRANDPAR
(24,30),(30,26),-0.161514 # DEPENDENCYPART_GRANDPAR
(24,30),(30,27),0.461027 # DEPENDENCYPART_GRANDPAR
(24,30),(30,28),-0.40466 # DEPENDENCYPART_GRANDPAR
(24,30),(30,29),-1.3308 # DEPENDENCYPART_GRANDPAR
(24,30),(30,31),-1.00982 # DEPENDENCYPART_GRANDPAR
(24,30),(30,32),-0.790446 # DEPENDENCYPART_GRANDPAR
(25,12),(12,1),-0.167869 # DEPENDENCYPART_GRANDPAR
(25,12),(12,2),0.0368379 # DEPENDENCYPART_GRANDPAR
(25,12),(12,3),-0.334067 # DEPENDENCYPART_GRANDPAR
(25,12),(12,4),-0.203977 # DEPENDENCYPART_GRANDPAR
(25,12),(12,5),0.0213987 # DEPENDENCYPART_GRANDPAR
(25,12),(12,6),-0.406642 # DEPENDENCYPART_GRANDPAR
(25,12),(12,7),-0.227346 # DEPENDENCYPART_GRANDPAR
(25,12),(12,8),-0.393193 # DEPENDENCYPART_GRANDPAR
