# _root_ Na setkání vedoucích pracovníků firem , které se na jeho výstavbě podílejí , se členy městské rady to uvedl ředitel společnosti Inženýring dopravních staveb Bohumil Kvasnička .
#goldHeads=19,1,4,2,4,12,12,12,12,11,9,5,12,2,14,17,15,19,0,26,20,21,24,22,26,19,0,
#predictedHeads=19,1,4,2,4,12,12,12,12,11,9,5,12,19,14,17,15,19,0,26,20,21,24,22,26,19,0,
(16,15),(15,19),-0.965548 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.995039 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-1.43428 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-1.31619 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-1.75048 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-1.36848 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-1.51973 # DEPENDENCYPART_GRANDPAR
(16,15),(15,26),-1.37263 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.820676 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-1.55583 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.725537 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.931643 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.4193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.144675 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.388569 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.181094 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.607437 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.511666 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-1.0385 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.567338 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.715218 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),-0.568103 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-1.27814 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.614935 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.729104 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.67622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0364786 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.222498 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.43159 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-1.79317 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.699084 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.715382 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.40992 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.330404 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.268079 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.46562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,1),-0.744994 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.522614 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.262049 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.833532 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.394105 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.28887 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.764126 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.29268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.988046 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-1.13992 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-1.65244 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-1.63113 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-2.05128 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-1.84335 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-1.68401 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-2.39733 # DEPENDENCYPART_GRANDPAR
(17,15),(15,26),-2.10555 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.166968 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.727932 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.252835 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.112142 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.140371 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.25318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.990513 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.448 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.46173 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.33669 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.142751 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.21434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,20),-0.612981 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-1.19936 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-1.7865 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-2.03338 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-2.04371 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-1.82384 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.923289 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.812477 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.976981 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-1.59496 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-1.57646 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-1.16087 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.891783 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-1.48536 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.210639 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.1853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.316692 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.277366 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.169174 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.622303 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.839492 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.256314 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.968354 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.676573 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-1.016 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.276808 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),-0.331822 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.727322 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-1.20327 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.910178 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.83873 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-1.54934 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-1.25754 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-1.55335 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.279131 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.813507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),-0.313312 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.173388 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-1.11688 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.883322 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.752339 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-1.46295 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-1.17115 # DEPENDENCYPART_GRANDPAR
(17,22),(22,1),-1.14659 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-1.55137 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.796931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),-0.326987 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.156812 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.14323 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.884284 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.799549 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-1.51016 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-1.21836 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.959152 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.826964 # DEPENDENCYPART_GRANDPAR
(17,23),(23,18),-0.166238 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.475648 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.889757 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.278511 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.990278 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.698497 # DEPENDENCYPART_GRANDPAR
(17,24),(24,18),-0.337463 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.154472 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.140889 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.568347 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.82981 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-1.48948 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-1.19768 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.959821 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),-0.167597 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),-0.154015 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.581472 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.80212 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.215627 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-1.21844 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),-0.959152 # DEPENDENCYPART_GRANDPAR
(17,26),(26,4),-2.10282 # DEPENDENCYPART_GRANDPAR
(17,26),(26,15),-1.55137 # DEPENDENCYPART_GRANDPAR
(17,26),(26,17),-0.796931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,26),(26,20),-0.156812 # DEPENDENCYPART_GRANDPAR
(17,26),(26,21),-0.14323 # DEPENDENCYPART_GRANDPAR
(17,26),(26,22),-0.570688 # DEPENDENCYPART_GRANDPAR
(17,26),(26,23),-0.798527 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),-0.204843 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.912469 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.959152 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.361445 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.0838831 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.0983324 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.45168 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.0981574 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.0449782 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.481219 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.268213 # DEPENDENCYPART_GRANDPAR
(18,11),(11,19),-0.494127 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),0.119063 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.152501 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.133944 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),0.0247096 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),0.100694 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.419101 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.383416 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.0377044 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.0176883 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.333193 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),0.247862 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),0.331959 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.211542 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.0147518 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.0888918 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.9558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.560365 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.829819 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-1.02529 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-0.850838 # DEPENDENCYPART_GRANDPAR
(18,12),(12,24),-1.24457 # DEPENDENCYPART_GRANDPAR
(18,12),(12,25),-1.17226 # DEPENDENCYPART_GRANDPAR
(18,12),(12,26),-1.57016 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),0.0903835 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.0463679 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.489097 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.672174 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.262414 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.14175 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.135742 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.179839 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.9629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.494137 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.833714 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-1.02784 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.855688 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-1.24365 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-1.24943 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-1.17711 # DEPENDENCYPART_GRANDPAR
(18,15),(15,26),-1.57501 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.0699029 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.672338 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.358614 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.0569353 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.390617 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0433345 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.94555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,1),0.0928839 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.492543 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.146068 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.393032 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.11885 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.96369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.494128 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.83372 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-1.02784 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.855693 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-1.24413 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-1.24944 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-1.17711 # DEPENDENCYPART_GRANDPAR
(18,17),(17,26),-1.57501 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.594736 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.63582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,21),-0.504681 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.345882 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.532417 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.742983 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.667316 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-1.0652 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),0.399601 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.723396 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.155812 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.288972 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),0.4627 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.629147 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.149073 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.28245 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.443944 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),0.274288 # DEPENDENCYPART_GRANDPAR
(19,2),(2,11),-0.0206918 # DEPENDENCYPART_GRANDPAR
(19,2),(2,12),0.670196 # DEPENDENCYPART_GRANDPAR
(19,2),(2,14),0.401236 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-2.15107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,2),0.301746 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.720426 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.28907 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.454566 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.812156 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),0.262061 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),-0.0273124 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),0.664745 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),0.398537 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-2.14991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,2),0.293249 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.724549 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.279778 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.463334 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.80731 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),0.262225 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.0383466 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),0.666481 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.0661703 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),-0.611189 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-2.14976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,1),0.315595 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),0.0642017 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-1.01297 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.513309 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.672847 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),0.0875961 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),0.227483 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-2.48528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,6),-0.477414 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.328938 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),-0.133755 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.60299 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.261736 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.0138611 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.0467785 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),0.292809 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.7268 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.417625 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.918882 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),0.0496722 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),0.212949 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.571565 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),0.399157 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-2.14972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,1),0.336979 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),0.0352565 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.960842 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.530357 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.683846 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.516166 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-1.14766 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.16463 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),0.126348 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.40655 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),0.36058 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),0.243022 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.202315 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-1.05852 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),-0.229786 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.23062 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-2.24474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),0.328457 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),-0.567163 # DEPENDENCYPART_GRANDPAR
(19,12),(12,22),-0.224238 # DEPENDENCYPART_GRANDPAR
(19,12),(12,24),-0.714826 # DEPENDENCYPART_GRANDPAR
(19,12),(12,25),-0.571539 # DEPENDENCYPART_GRANDPAR
(19,12),(12,26),-0.242785 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),0.315595 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),0.0642017 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.513309 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.672847 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.665262 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-1.15432 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),0.104964 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.888851 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.376425 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.435932 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),0.236359 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.155342 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-1.09175 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.179159 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-2.48528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,23),-1.61218 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.184065 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.213327 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.639967 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.194836 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),0.428701 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),0.21807 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.571393 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),0.352829 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.0681546 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.385495 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.617384 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.140284 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.00534568 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-2.14974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),0.586017 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.307718 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),0.0312677 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-1.35227 # DEPENDENCYPART_GRANDPAR
(19,15),(15,24),-0.45933 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-0.316033 # DEPENDENCYPART_GRANDPAR
(19,15),(15,26),0.0127207 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),0.0798373 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),0.157582 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.277909 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.188031 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.136029 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.227319 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.140373 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),0.435849 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.56948 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),0.39446 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.111279 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.699146 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.00394288 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-2.14975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),0.585993 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.307741 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),0.031245 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-1.35276 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.459353 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-0.316056 # DEPENDENCYPART_GRANDPAR
(19,17),(17,26),0.0126979 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.583643 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),0.0808774 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.378617 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-1.056 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.384905 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),0.598809 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.32706 # DEPENDENCYPART_GRANDPAR
