# _root_ Je to ale otázka úhlu pohledu : nejde o žádné zničení - jde o směr , směřování , které se - je - li upřímné a zásadní - brzy ztratí z dohledu .
#goldHeads=7,1,0,1,4,5,3,12,8,11,9,7,12,13,16,14,16,30,30,30,24,24,24,30,26,22,26,24,30,17,30,31,0,
#predictedHeads=3,1,0,1,4,5,3,12,8,11,9,0,12,13,14,14,16,24,22,22,24,24,24,17,26,22,26,24,30,28,30,31,0,
(22,16),(16,9),-0.614722 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.471443 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.466777 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.940689 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.548691 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.519066 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),-0.270049 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.155705 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),0.0455635 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-2.44528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,23),-0.862202 # DEPENDENCYPART_GRANDPAR
(22,17),(17,9),-0.579857 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.513826 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.35487 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.387295 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.34441 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.0131446 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.0473619 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-2.17823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.703264 # DEPENDENCYPART_GRANDPAR
(22,17),(17,24),-0.658195 # DEPENDENCYPART_GRANDPAR
(22,17),(17,25),-0.576987 # DEPENDENCYPART_GRANDPAR
(22,17),(17,26),-0.561081 # DEPENDENCYPART_GRANDPAR
(22,17),(17,27),-0.875663 # DEPENDENCYPART_GRANDPAR
(22,17),(17,29),-0.716432 # DEPENDENCYPART_GRANDPAR
(22,17),(17,30),-0.981942 # DEPENDENCYPART_GRANDPAR
(22,18),(18,1),-1.19504 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.940689 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.548691 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.519066 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.542004 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.237249 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.0455635 # DEPENDENCYPART_GRANDPAR
(22,21),(21,1),-0.985226 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.738046 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.257105 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.274399 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.255692 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-2.2245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.75456 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.575462 # DEPENDENCYPART_GRANDPAR
(22,21),(21,28),-0.710662 # DEPENDENCYPART_GRANDPAR
(22,21),(21,31),-0.742771 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.261667 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.246983 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.682574 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.45981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.32428 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.0125627 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),0.0588162 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.304965 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.0930002 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.349436 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),-0.643114 # DEPENDENCYPART_GRANDPAR
(22,23),(23,31),-0.474986 # DEPENDENCYPART_GRANDPAR
(22,23),(23,32),-0.680366 # DEPENDENCYPART_GRANDPAR
(22,24),(24,11),-0.972872 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-1.01662 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.738229 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-1.10569 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.618689 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.961352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.255998 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.164179 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),0.0410056 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.128173 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),0.257684 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.264083 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),0.0725918 # DEPENDENCYPART_GRANDPAR
(22,24),(24,33),-0.547137 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.0150486 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),-0.149956 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.216325 # DEPENDENCYPART_GRANDPAR
(22,25),(25,31),-0.417903 # DEPENDENCYPART_GRANDPAR
(22,26),(26,6),-1.70035 # DEPENDENCYPART_GRANDPAR
(22,26),(26,7),-2.22166 # DEPENDENCYPART_GRANDPAR
(22,26),(26,9),-1.05641 # DEPENDENCYPART_GRANDPAR
(22,26),(26,11),-1.45455 # DEPENDENCYPART_GRANDPAR
(22,26),(26,14),-0.990376 # DEPENDENCYPART_GRANDPAR
(22,26),(26,15),-1.4983 # DEPENDENCYPART_GRANDPAR
(22,26),(26,16),-1.50758 # DEPENDENCYPART_GRANDPAR
(22,26),(26,17),-1.21991 # DEPENDENCYPART_GRANDPAR
(22,26),(26,18),-1.47042 # DEPENDENCYPART_GRANDPAR
(22,26),(26,19),-0.4761 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-0.494555 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.925652 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-1.50325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),-0.134237 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),-0.265637 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.0491564 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),0.0555712 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),-0.0867053 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.234624 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.459505 # DEPENDENCYPART_GRANDPAR
(22,26),(26,31),-0.285977 # DEPENDENCYPART_GRANDPAR
(22,26),(26,32),-0.620134 # DEPENDENCYPART_GRANDPAR
(22,26),(26,33),-0.683938 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.128366 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.182226 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.435505 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.266861 # DEPENDENCYPART_GRANDPAR
(22,27),(27,31),-0.419676 # DEPENDENCYPART_GRANDPAR
(22,27),(27,32),-0.669199 # DEPENDENCYPART_GRANDPAR
(22,28),(28,1),-1.31027 # DEPENDENCYPART_GRANDPAR
(22,28),(28,12),-0.962283 # DEPENDENCYPART_GRANDPAR
(22,28),(28,13),-1.15307 # DEPENDENCYPART_GRANDPAR
(22,28),(28,18),-1.17391 # DEPENDENCYPART_GRANDPAR
(22,28),(28,19),-0.261667 # DEPENDENCYPART_GRANDPAR
(22,28),(28,21),-0.682574 # DEPENDENCYPART_GRANDPAR
(22,28),(28,22),-1.45981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,28),(28,23),0.147251 # DEPENDENCYPART_GRANDPAR
(22,28),(28,24),-0.240022 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),-0.000778832 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),0.115151 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),-0.297084 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.349436 # DEPENDENCYPART_GRANDPAR
(22,28),(28,30),-0.643114 # DEPENDENCYPART_GRANDPAR
(22,28),(28,31),-0.474986 # DEPENDENCYPART_GRANDPAR
(22,28),(28,32),-0.680366 # DEPENDENCYPART_GRANDPAR
(22,28),(28,33),-0.647148 # DEPENDENCYPART_GRANDPAR
(22,29),(29,19),-0.0548014 # DEPENDENCYPART_GRANDPAR
(22,29),(29,27),-0.226497 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),0.116495 # DEPENDENCYPART_GRANDPAR
(22,29),(29,31),-0.383163 # DEPENDENCYPART_GRANDPAR
(22,29),(29,32),-0.665962 # DEPENDENCYPART_GRANDPAR
(22,29),(29,33),-0.580786 # DEPENDENCYPART_GRANDPAR
(22,30),(30,11),-1.08633 # DEPENDENCYPART_GRANDPAR
(22,30),(30,18),-1.04163 # DEPENDENCYPART_GRANDPAR
(22,30),(30,19),-0.0769291 # DEPENDENCYPART_GRANDPAR
(22,30),(30,20),-0.020166 # DEPENDENCYPART_GRANDPAR
(22,30),(30,23),0.166045 # DEPENDENCYPART_GRANDPAR
(22,30),(30,24),-0.309146 # DEPENDENCYPART_GRANDPAR
(22,30),(30,25),-0.195212 # DEPENDENCYPART_GRANDPAR
(22,30),(30,26),0.0220682 # DEPENDENCYPART_GRANDPAR
(22,30),(30,27),-0.491394 # DEPENDENCYPART_GRANDPAR
(22,30),(30,28),0.209943 # DEPENDENCYPART_GRANDPAR
(22,30),(30,29),-0.53088 # DEPENDENCYPART_GRANDPAR
(22,30),(30,31),-0.392604 # DEPENDENCYPART_GRANDPAR
(22,30),(30,32),-0.896671 # DEPENDENCYPART_GRANDPAR
(22,30),(30,33),-0.701226 # DEPENDENCYPART_GRANDPAR
(22,31),(31,28),-0.0300533 # DEPENDENCYPART_GRANDPAR
(22,31),(31,32),-0.566338 # DEPENDENCYPART_GRANDPAR
(22,31),(31,33),-0.642695 # DEPENDENCYPART_GRANDPAR
(22,32),(32,20),-0.326203 # DEPENDENCYPART_GRANDPAR
(22,32),(32,27),0.076662 # DEPENDENCYPART_GRANDPAR
(22,32),(32,29),-0.404125 # DEPENDENCYPART_GRANDPAR
(22,32),(32,31),-0.0360597 # DEPENDENCYPART_GRANDPAR
(22,32),(32,33),-0.591621 # DEPENDENCYPART_GRANDPAR
(23,21),(21,1),-0.545444 # DEPENDENCYPART_GRANDPAR
(23,21),(21,13),-0.302719 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.24318 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.291777 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.143162 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.250956 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-2.06231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,25),-0.972028 # DEPENDENCYPART_GRANDPAR
(23,21),(21,28),-0.892811 # DEPENDENCYPART_GRANDPAR
(23,21),(21,31),-0.99115 # DEPENDENCYPART_GRANDPAR
(23,22),(22,2),0.206448 # DEPENDENCYPART_GRANDPAR
(23,22),(22,3),-0.264766 # DEPENDENCYPART_GRANDPAR
(23,22),(22,4),-0.253668 # DEPENDENCYPART_GRANDPAR
(23,22),(22,5),-0.12147 # DEPENDENCYPART_GRANDPAR
(23,22),(22,6),-0.152338 # DEPENDENCYPART_GRANDPAR
(23,22),(22,11),-0.138828 # DEPENDENCYPART_GRANDPAR
(23,22),(22,14),-0.442287 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.237789 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.445302 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.105787 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.361157 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.1721 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),0.0803702 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.210875 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-2.04108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.683844 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.940093 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.901263 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-1.11902 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-0.871584 # DEPENDENCYPART_GRANDPAR
(23,22),(22,29),-0.875635 # DEPENDENCYPART_GRANDPAR
(23,22),(22,30),-0.803921 # DEPENDENCYPART_GRANDPAR
(23,22),(22,31),-1.15121 # DEPENDENCYPART_GRANDPAR
(23,22),(22,32),-1.35187 # DEPENDENCYPART_GRANDPAR
(23,22),(22,33),-1.13953 # DEPENDENCYPART_GRANDPAR
(23,24),(24,11),-0.787153 # DEPENDENCYPART_GRANDPAR
(23,24),(24,15),-0.885823 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-0.75533 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-0.854406 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.674246 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.647654 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.30805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.343975 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.210738 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.523083 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.183135 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.335455 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),-0.0629515 # DEPENDENCYPART_GRANDPAR
(23,24),(24,33),-0.518784 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.447185 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-1.31006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),-0.0604315 # DEPENDENCYPART_GRANDPAR
(23,25),(25,31),-0.457433 # DEPENDENCYPART_GRANDPAR
(23,26),(26,6),-0.903834 # DEPENDENCYPART_GRANDPAR
(23,26),(26,7),-1.21628 # DEPENDENCYPART_GRANDPAR
(23,26),(26,9),-1.29309 # DEPENDENCYPART_GRANDPAR
(23,26),(26,11),-0.894984 # DEPENDENCYPART_GRANDPAR
(23,26),(26,14),-1.05733 # DEPENDENCYPART_GRANDPAR
(23,26),(26,15),-0.993655 # DEPENDENCYPART_GRANDPAR
(23,26),(26,16),-0.951681 # DEPENDENCYPART_GRANDPAR
(23,26),(26,17),-0.863161 # DEPENDENCYPART_GRANDPAR
(23,26),(26,18),-0.867535 # DEPENDENCYPART_GRANDPAR
(23,26),(26,19),-0.547344 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-0.428447 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-0.662125 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.732191 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-1.4429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),-0.140385 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.322514 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.314627 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.32823 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.244491 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),-0.0629223 # DEPENDENCYPART_GRANDPAR
(23,26),(26,31),-0.172632 # DEPENDENCYPART_GRANDPAR
(23,26),(26,32),-0.470474 # DEPENDENCYPART_GRANDPAR
(23,26),(26,33),-0.531818 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.191843 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.375139 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.431902 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.170691 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),-0.4591 # DEPENDENCYPART_GRANDPAR
(23,27),(27,32),-0.687849 # DEPENDENCYPART_GRANDPAR
(23,28),(28,1),-0.974034 # DEPENDENCYPART_GRANDPAR
(23,28),(28,12),-1.20842 # DEPENDENCYPART_GRANDPAR
(23,28),(28,13),-0.78386 # DEPENDENCYPART_GRANDPAR
(23,28),(28,18),-1.01846 # DEPENDENCYPART_GRANDPAR
(23,28),(28,19),-0.646786 # DEPENDENCYPART_GRANDPAR
(23,28),(28,21),-0.802389 # DEPENDENCYPART_GRANDPAR
(23,28),(28,22),-0.711483 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-1.44201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,24),-0.288034 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),-0.530642 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),-0.358512 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.710957 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.359069 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),-0.232234 # DEPENDENCYPART_GRANDPAR
(23,28),(28,31),-0.545632 # DEPENDENCYPART_GRANDPAR
(23,28),(28,32),-0.592094 # DEPENDENCYPART_GRANDPAR
(23,28),(28,33),-0.652244 # DEPENDENCYPART_GRANDPAR
(23,29),(29,19),-0.592035 # DEPENDENCYPART_GRANDPAR
(23,29),(29,27),-0.514936 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),-0.209768 # DEPENDENCYPART_GRANDPAR
(23,29),(29,31),-0.542099 # DEPENDENCYPART_GRANDPAR
(23,29),(29,32),-0.715739 # DEPENDENCYPART_GRANDPAR
(23,29),(29,33),-0.421831 # DEPENDENCYPART_GRANDPAR
(23,30),(30,11),-0.975242 # DEPENDENCYPART_GRANDPAR
(23,30),(30,18),-0.920631 # DEPENDENCYPART_GRANDPAR
(23,30),(30,19),-0.605621 # DEPENDENCYPART_GRANDPAR
(23,30),(30,20),-0.468685 # DEPENDENCYPART_GRANDPAR
(23,30),(30,23),-1.49582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,30),(30,24),-0.0729942 # DEPENDENCYPART_GRANDPAR
(23,30),(30,25),-0.273133 # DEPENDENCYPART_GRANDPAR
(23,30),(30,26),-0.145876 # DEPENDENCYPART_GRANDPAR
(23,30),(30,27),-0.453325 # DEPENDENCYPART_GRANDPAR
(23,30),(30,28),-0.326322 # DEPENDENCYPART_GRANDPAR
(23,30),(30,29),-0.232237 # DEPENDENCYPART_GRANDPAR
(23,30),(30,31),-0.285004 # DEPENDENCYPART_GRANDPAR
(23,30),(30,32),-0.454217 # DEPENDENCYPART_GRANDPAR
(23,30),(30,33),-0.517802 # DEPENDENCYPART_GRANDPAR
(23,31),(31,28),-0.34855 # DEPENDENCYPART_GRANDPAR
(23,31),(31,32),-0.711933 # DEPENDENCYPART_GRANDPAR
(23,31),(31,33),-0.56666 # DEPENDENCYPART_GRANDPAR
(23,32),(32,20),-0.623898 # DEPENDENCYPART_GRANDPAR
(23,32),(32,27),-0.388128 # DEPENDENCYPART_GRANDPAR
(23,32),(32,29),-0.362383 # DEPENDENCYPART_GRANDPAR
(23,32),(32,31),-0.256676 # DEPENDENCYPART_GRANDPAR
(23,32),(32,33),-0.554025 # DEPENDENCYPART_GRANDPAR
(24,11),(11,9),-0.728875 # DEPENDENCYPART_GRANDPAR
(24,11),(11,10),-0.77723 # DEPENDENCYPART_GRANDPAR
(24,11),(11,12),-0.271192 # DEPENDENCYPART_GRANDPAR
(24,11),(11,13),0.240416 # DEPENDENCYPART_GRANDPAR
(24,11),(11,14),-0.491012 # DEPENDENCYPART_GRANDPAR
(24,11),(11,30),-0.263192 # DEPENDENCYPART_GRANDPAR
(24,15),(15,10),-0.775091 # DEPENDENCYPART_GRANDPAR
(24,15),(15,14),-0.639741 # DEPENDENCYPART_GRANDPAR
(24,15),(15,16),-0.347216 # DEPENDENCYPART_GRANDPAR
(24,15),(15,17),-0.33247 # DEPENDENCYPART_GRANDPAR
(24,15),(15,22),0.62922 # DEPENDENCYPART_GRANDPAR
(24,15),(15,24),-1.23237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,15),(15,26),-0.19208 # DEPENDENCYPART_GRANDPAR
(24,15),(15,30),-0.263192 # DEPENDENCYPART_GRANDPAR
(24,17),(17,9),-0.727146 # DEPENDENCYPART_GRANDPAR
(24,17),(17,14),-0.636486 # DEPENDENCYPART_GRANDPAR
(24,17),(17,15),-0.750389 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),-0.363635 # DEPENDENCYPART_GRANDPAR
(24,17),(17,18),-0.341885 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),-0.583378 # DEPENDENCYPART_GRANDPAR
(24,17),(17,21),-0.212322 # DEPENDENCYPART_GRANDPAR
(24,17),(17,22),0.629205 # DEPENDENCYPART_GRANDPAR
(24,17),(17,23),-0.0904027 # DEPENDENCYPART_GRANDPAR
(24,17),(17,24),-1.23237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,17),(17,25),0.192412 # DEPENDENCYPART_GRANDPAR
(24,17),(17,26),-0.191915 # DEPENDENCYPART_GRANDPAR
(24,17),(17,27),-0.277699 # DEPENDENCYPART_GRANDPAR
(24,17),(17,29),0.175308 # DEPENDENCYPART_GRANDPAR
(24,17),(17,30),-0.263192 # DEPENDENCYPART_GRANDPAR
(24,18),(18,1),-0.194851 # DEPENDENCYPART_GRANDPAR
(24,18),(18,13),-0.139204 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),-0.710313 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),-0.809583 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-0.510717 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.733603 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),-0.48861 # DEPENDENCYPART_GRANDPAR
(24,21),(21,1),-0.121925 # DEPENDENCYPART_GRANDPAR
(24,21),(21,13),-0.0805155 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),-0.69608 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.608574 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.707598 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),0.337487 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),-0.168069 # DEPENDENCYPART_GRANDPAR
(24,21),(21,25),0.131004 # DEPENDENCYPART_GRANDPAR
(24,21),(21,28),-0.50221 # DEPENDENCYPART_GRANDPAR
(24,21),(21,31),-0.444198 # DEPENDENCYPART_GRANDPAR
(24,22),(22,2),-0.756328 # DEPENDENCYPART_GRANDPAR
(24,22),(22,3),-0.570551 # DEPENDENCYPART_GRANDPAR
(24,22),(22,4),-0.710981 # DEPENDENCYPART_GRANDPAR
(24,22),(22,5),-0.683285 # DEPENDENCYPART_GRANDPAR
(24,22),(22,6),-0.682882 # DEPENDENCYPART_GRANDPAR
(24,22),(22,11),-0.634239 # DEPENDENCYPART_GRANDPAR
(24,22),(22,14),-0.781823 # DEPENDENCYPART_GRANDPAR
(24,22),(22,15),-0.617666 # DEPENDENCYPART_GRANDPAR
(24,22),(22,16),-0.252184 # DEPENDENCYPART_GRANDPAR
(24,22),(22,17),-0.53869 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-0.247342 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.563267 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.606489 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.269474 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.203053 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-0.523781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),1.25773 # DEPENDENCYPART_GRANDPAR
(24,22),(22,26),0.621438 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),0.787622 # DEPENDENCYPART_GRANDPAR
(24,22),(22,28),0.373221 # DEPENDENCYPART_GRANDPAR
(24,22),(22,29),0.928567 # DEPENDENCYPART_GRANDPAR
(24,22),(22,30),0.614615 # DEPENDENCYPART_GRANDPAR
(24,22),(22,31),0.514541 # DEPENDENCYPART_GRANDPAR
(24,22),(22,32),0.834258 # DEPENDENCYPART_GRANDPAR
(24,22),(22,33),0.137366 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.608574 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.707598 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.347942 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),0.275566 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.36398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),0.131004 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.274592 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.339111 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-0.50221 # DEPENDENCYPART_GRANDPAR
(24,23),(23,29),0.0238616 # DEPENDENCYPART_GRANDPAR
(24,23),(23,30),-0.357218 # DEPENDENCYPART_GRANDPAR
(24,23),(23,31),-0.444198 # DEPENDENCYPART_GRANDPAR
(24,23),(23,32),-0.444563 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-0.650058 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.564665 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.825733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,31),-0.110686 # DEPENDENCYPART_GRANDPAR
(24,26),(26,6),-0.878858 # DEPENDENCYPART_GRANDPAR
(24,26),(26,7),-0.685341 # DEPENDENCYPART_GRANDPAR
(24,26),(26,9),-0.847489 # DEPENDENCYPART_GRANDPAR
(24,26),(26,11),-0.828753 # DEPENDENCYPART_GRANDPAR
(24,26),(26,14),-0.75683 # DEPENDENCYPART_GRANDPAR
(24,26),(26,15),-0.811795 # DEPENDENCYPART_GRANDPAR
(24,26),(26,16),-0.731526 # DEPENDENCYPART_GRANDPAR
(24,26),(26,17),-0.735851 # DEPENDENCYPART_GRANDPAR
(24,26),(26,18),-0.726684 # DEPENDENCYPART_GRANDPAR
(24,26),(26,19),-0.601567 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-0.622775 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),-0.651866 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),0.260588 # DEPENDENCYPART_GRANDPAR
