# _root_ Za prvé bych chtěl připomenout to , že má být prodloužení věkové hranice postupné , že je rozloženo v čase a že k němu má dojít úplně až v roce 2007 .
#goldHeads=4,1,4,0,4,5,21,15,8,9,15,13,11,10,21,15,16,17,18,19,6,21,26,23,22,25,26,30,25,29,30,0,
#predictedHeads=4,1,4,0,4,5,21,21,8,9,9,13,11,10,16,21,16,17,18,19,6,21,26,23,22,25,26,30,26,29,30,0,
(16,25),(25,1),-1.31201 # DEPENDENCYPART_GRANDPAR
(16,25),(25,10),-0.909629 # DEPENDENCYPART_GRANDPAR
(16,25),(25,11),-0.669209 # DEPENDENCYPART_GRANDPAR
(16,25),(25,12),-1.03293 # DEPENDENCYPART_GRANDPAR
(16,25),(25,13),-0.621374 # DEPENDENCYPART_GRANDPAR
(16,25),(25,14),-0.911328 # DEPENDENCYPART_GRANDPAR
(16,25),(25,17),0.945653 # DEPENDENCYPART_GRANDPAR
(16,25),(25,18),0.400098 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),-0.271698 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.237876 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.243581 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.391914 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.303299 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.221241 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.13961 # DEPENDENCYPART_GRANDPAR
(16,25),(25,29),-0.272117 # DEPENDENCYPART_GRANDPAR
(16,25),(25,30),-0.282499 # DEPENDENCYPART_GRANDPAR
(16,25),(25,31),-0.286498 # DEPENDENCYPART_GRANDPAR
(16,26),(26,6),-0.651589 # DEPENDENCYPART_GRANDPAR
(16,26),(26,17),1.01495 # DEPENDENCYPART_GRANDPAR
(16,26),(26,19),-0.19434 # DEPENDENCYPART_GRANDPAR
(16,26),(26,20),-0.251027 # DEPENDENCYPART_GRANDPAR
(16,26),(26,22),-0.239831 # DEPENDENCYPART_GRANDPAR
(16,26),(26,23),-0.324765 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),-0.269702 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),-0.186478 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),-0.142264 # DEPENDENCYPART_GRANDPAR
(16,26),(26,29),-0.208017 # DEPENDENCYPART_GRANDPAR
(16,26),(26,30),-0.402286 # DEPENDENCYPART_GRANDPAR
(16,26),(26,31),-0.266109 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.808779 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.905081 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.715842 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.299178 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.354383 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.180247 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.81926 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.357769 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.365949 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.91429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.306228 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.618488 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.405672 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.465661 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.17533 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-1.8381 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-1.65472 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-1.39275 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-1.06111 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.987552 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.59537 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.01138 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.18163 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.16814 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.02942 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.27802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.267804 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.398709 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.0848618 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.0215108 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.0564844 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.664029 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.328567 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),-0.473713 # DEPENDENCYPART_GRANDPAR
(17,18),(18,29),-0.55702 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.255665 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.0498394 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.0440064 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.0712106 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.188952 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-1.3866 # DEPENDENCYPART_GRANDPAR
(17,21),(21,2),-1.49052 # DEPENDENCYPART_GRANDPAR
(17,21),(21,4),-2.28359 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-2.09711 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-0.777573 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-2.09282 # DEPENDENCYPART_GRANDPAR
(17,21),(21,8),-1.20411 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-1.82814 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-1.55325 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-1.35067 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-1.9868 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-1.38912 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-1.57306 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-1.59535 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-1.21706 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-1.23928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.43835 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.103122 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.413788 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.0215229 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.00444989 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.707805 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.345226 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),-0.333055 # DEPENDENCYPART_GRANDPAR
(17,21),(21,29),-0.39227 # DEPENDENCYPART_GRANDPAR
(17,21),(21,31),-0.582041 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.363247 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.164721 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.24711 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),0.0213675 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.464089 # DEPENDENCYPART_GRANDPAR
(17,22),(22,29),-0.566888 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.617292 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.409584 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.444383 # DEPENDENCYPART_GRANDPAR
(17,23),(23,30),-0.93577 # DEPENDENCYPART_GRANDPAR
(17,25),(25,1),-1.18622 # DEPENDENCYPART_GRANDPAR
(17,25),(25,10),-1.08459 # DEPENDENCYPART_GRANDPAR
(17,25),(25,11),-1.00886 # DEPENDENCYPART_GRANDPAR
(17,25),(25,12),-1.6234 # DEPENDENCYPART_GRANDPAR
(17,25),(25,13),-1.03264 # DEPENDENCYPART_GRANDPAR
(17,25),(25,14),-1.20966 # DEPENDENCYPART_GRANDPAR
(17,25),(25,17),-1.31872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,25),(25,18),0.329114 # DEPENDENCYPART_GRANDPAR
(17,25),(25,19),-0.434419 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),-0.441016 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),0.252097 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.227357 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.280238 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),-0.451242 # DEPENDENCYPART_GRANDPAR
(17,25),(25,28),-0.68881 # DEPENDENCYPART_GRANDPAR
(17,25),(25,29),-0.554278 # DEPENDENCYPART_GRANDPAR
(17,25),(25,30),-1.23609 # DEPENDENCYPART_GRANDPAR
(17,25),(25,31),-0.781795 # DEPENDENCYPART_GRANDPAR
(17,26),(26,6),-0.425846 # DEPENDENCYPART_GRANDPAR
(17,26),(26,17),-1.29768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,26),(26,19),-0.388942 # DEPENDENCYPART_GRANDPAR
(17,26),(26,20),-0.43547 # DEPENDENCYPART_GRANDPAR
(17,26),(26,22),0.236413 # DEPENDENCYPART_GRANDPAR
(17,26),(26,23),-0.192182 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.630661 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.466421 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.707895 # DEPENDENCYPART_GRANDPAR
(17,26),(26,29),-0.531 # DEPENDENCYPART_GRANDPAR
(17,26),(26,30),-1.29743 # DEPENDENCYPART_GRANDPAR
(17,26),(26,31),-0.789153 # DEPENDENCYPART_GRANDPAR
(17,27),(27,23),0.218461 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),0.147171 # DEPENDENCYPART_GRANDPAR
(17,27),(27,29),-0.412563 # DEPENDENCYPART_GRANDPAR
(17,27),(27,30),-1.0793 # DEPENDENCYPART_GRANDPAR
(17,28),(28,23),0.194054 # DEPENDENCYPART_GRANDPAR
(17,28),(28,25),-0.148706 # DEPENDENCYPART_GRANDPAR
(17,28),(28,27),-0.277718 # DEPENDENCYPART_GRANDPAR
(17,28),(28,29),-0.533532 # DEPENDENCYPART_GRANDPAR
(17,28),(28,30),-1.09505 # DEPENDENCYPART_GRANDPAR
(17,29),(29,28),-0.447735 # DEPENDENCYPART_GRANDPAR
(17,29),(29,30),-0.660628 # DEPENDENCYPART_GRANDPAR
(17,29),(29,31),-0.365621 # DEPENDENCYPART_GRANDPAR
(17,31),(31,23),0.204631 # DEPENDENCYPART_GRANDPAR
(17,31),(31,29),-0.245899 # DEPENDENCYPART_GRANDPAR
(17,31),(31,30),-0.92345 # DEPENDENCYPART_GRANDPAR
(17,31),(31,32),-0.986656 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.186133 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.906678 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.707274 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.232695 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.574456 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.572458 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.956926 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-1.44829 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.540158 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.430136 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.26425 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.871422 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.704798 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.143486 # DEPENDENCYPART_GRANDPAR
(18,4),(4,31),-0.788726 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.572542 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.569448 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.957645 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-1.34134 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.552711 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.502853 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.286679 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.941324 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.774704 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),-0.216204 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.556924 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.585867 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-1.65299 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.631356 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.765024 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.540567 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.824901 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-1.52137 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-1.03203 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.595038 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-1.0045 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.119671 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.398783 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-2.21774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,21),-0.16858 # DEPENDENCYPART_GRANDPAR
(18,9),(9,26),-0.819582 # DEPENDENCYPART_GRANDPAR
(18,9),(9,27),-0.683415 # DEPENDENCYPART_GRANDPAR
(18,9),(9,28),-0.817089 # DEPENDENCYPART_GRANDPAR
(18,9),(9,31),-0.805966 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.552487 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.160659 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-1.55541 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.548974 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.667363 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.509904 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.873279 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-1.53652 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-1.08855 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.610917 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-1.06102 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.284352 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.423179 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-0.1001 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.490777 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-1.00187 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.52668 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.140973 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.500406 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.489216 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.369717 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.220564 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-2.10372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),0.17384 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.46358 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.207968 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.580845 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-1.36708 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.509727 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.782269 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.431848 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-1.19007 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.611365 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.503565 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.359699 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.216046 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-2.10375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,20),-0.463608 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.200572 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.315594 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-1.3669 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.829616 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.446266 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.636691 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.431848 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.604581 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-2.10968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),0.160315 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.208007 # DEPENDENCYPART_GRANDPAR
(18,14),(14,25),-1.02266 # DEPENDENCYPART_GRANDPAR
(18,14),(14,26),-0.713302 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-1.7642 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-2.1268 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.941284 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.583197 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-1.45451 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-1.77973 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.901292 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.874522 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.818426 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-2.46056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,9),-0.543784 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-1.52727 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.610197 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.720268 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.406091 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.822225 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.57966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.230327 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.428329 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.53252 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-1.4849 # DEPENDENCYPART_GRANDPAR
(18,16),(16,26),-1.18329 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.508336 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.548758 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.36097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.277169 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.949937 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.338594 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.484485 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.202888 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-1.27616 # DEPENDENCYPART_GRANDPAR
(18,17),(17,26),-0.962806 # DEPENDENCYPART_GRANDPAR
(18,17),(17,27),-0.794019 # DEPENDENCYPART_GRANDPAR
(18,17),(17,28),-0.934926 # DEPENDENCYPART_GRANDPAR
(18,17),(17,29),-0.956291 # DEPENDENCYPART_GRANDPAR
(18,17),(17,31),-0.930068 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.21018 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.133439 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.0877167 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.624619 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.18695 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-1.15302 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),-1.38043 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),-2.29617 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-2.63936 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-0.968368 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),-1.79927 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-1.12017 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-1.98843 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-2.26776 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-2.26546 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-1.65248 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-1.3173 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-1.6257 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-1.51262 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-1.23323 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-1.75808 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-1.54807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.534013 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.288356 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.0699871 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.218253 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.6149 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.323202 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.145098 # DEPENDENCYPART_GRANDPAR
(18,21),(21,29),-0.155728 # DEPENDENCYPART_GRANDPAR
(18,21),(21,31),-0.422695 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.291698 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.0793571 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.144245 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),0.0533509 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.242812 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),-0.30897 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.594026 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.324431 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.237121 # DEPENDENCYPART_GRANDPAR
(18,23),(23,30),-1.41294 # DEPENDENCYPART_GRANDPAR
(18,25),(25,1),-0.883993 # DEPENDENCYPART_GRANDPAR
(18,25),(25,10),-1.75747 # DEPENDENCYPART_GRANDPAR
(18,25),(25,11),-1.85059 # DEPENDENCYPART_GRANDPAR
(18,25),(25,12),-1.24573 # DEPENDENCYPART_GRANDPAR
(18,25),(25,13),-0.88776 # DEPENDENCYPART_GRANDPAR
(18,25),(25,14),-1.21895 # DEPENDENCYPART_GRANDPAR
(18,25),(25,17),-1.26476 # DEPENDENCYPART_GRANDPAR
(18,25),(25,18),-1.62292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,25),(25,19),0.193046 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),-0.415668 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),0.264432 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.0550658 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.296312 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.33087 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.509133 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.347864 # DEPENDENCYPART_GRANDPAR
(18,25),(25,30),-1.7273 # DEPENDENCYPART_GRANDPAR
(18,25),(25,31),-0.556334 # DEPENDENCYPART_GRANDPAR
(18,26),(26,6),-0.563565 # DEPENDENCYPART_GRANDPAR
(18,26),(26,17),-1.24059 # DEPENDENCYPART_GRANDPAR
(18,26),(26,19),0.239088 # DEPENDENCYPART_GRANDPAR
(18,26),(26,20),-0.410345 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),0.248698 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.0193263 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.559171 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.340242 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.521588 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),-0.3183 # DEPENDENCYPART_GRANDPAR
(18,26),(26,30),-1.7802 # DEPENDENCYPART_GRANDPAR
(18,26),(26,31),-0.557143 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),0.339012 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),0.0894231 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.244092 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),-1.7029 # DEPENDENCYPART_GRANDPAR
(18,29),(29,28),-0.249483 # DEPENDENCYPART_GRANDPAR
(18,29),(29,30),-1.26877 # DEPENDENCYPART_GRANDPAR
(18,29),(29,31),-0.212058 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.983664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,22),0.158991 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-0.880045 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-2.13242 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-1.15452 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-1.04131 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-0.928731 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-1.20352 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-1.23573 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-0.815415 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-1.05147 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-2.13969 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-2.33895 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-2.36289 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-1.96474 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-1.19812 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.834169 # DEPENDENCYPART_GRANDPAR
