# _root_ Zjistil , že se guma dobře váže s kukuřičným sirupem , který je schopen absorbovat prakticky jakoukoliv chuťovou esenci .
#goldHeads=0,3,1,7,7,7,3,7,10,8,13,13,10,13,14,17,19,19,15,0,
#predictedHeads=0,3,1,7,7,7,3,7,10,8,13,13,10,13,14,15,19,19,15,0,
(2,5),(5,3),0.0568996 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.473051 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.429303 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.32352 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.400917 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.614283 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.530252 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.423265 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.673084 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.37316 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.805436 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.60215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.00641549 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.412851 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.279929 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.325583 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.428648 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.560708 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.468464 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.608985 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.368412 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.629256 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.368906 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.462538 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.753438 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.585675 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.38978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.198271 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.0614269 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.276355 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.164426 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.585869 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.528032 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.450373 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.757514 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.553075 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.454861 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.65357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.586491 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.365232 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.06032 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.966835 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.04586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.0208887 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.183263 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.0290622 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.235632 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.673977 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.47599 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.385615 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.454489 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.496584 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.984876 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.86036 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.03235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,5),0.189064 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.27551 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.239911 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.427322 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.171169 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.923238 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.606056 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.887642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.201756 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.435196 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.154733 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.121484 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.42276 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.0732334 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.380595 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),0.0129685 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.215521 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.112585 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.15261 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.0770894 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-1.12565 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.994268 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.18313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,5),-0.0754124 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.259529 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.227411 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.495221 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.532129 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.152274 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.240689 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.280454 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.519299 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.850386 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.586883 # DEPENDENCYPART_GRANDPAR
(3,13),(13,4),0.163985 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),0.382704 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.132115 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),0.417892 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.280639 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.491343 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.0557345 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.404844 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.820035 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.107285 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.149998 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.220946 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.192351 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.288707 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.0526363 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.357471 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.92324 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-0.606056 # DEPENDENCYPART_GRANDPAR
(3,15),(15,4),0.185856 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),0.409172 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),0.142407 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),0.425642 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.309872 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.0292663 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.417749 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.827851 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),0.0355435 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.343777 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.15696 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.135285 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.411227 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.0861473 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.264662 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.333869 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.229331 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.220086 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.21495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.283009 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-1.14916 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.709621 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-1.34887 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.69897 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-1.29477 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-1.01578 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-1.91346 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0525446 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.53657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-1.22242 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-1.53989 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.390987 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.36211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.270057 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-1.32247 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.81414 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-1.18394 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.07826 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-2.40229 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.47971 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.72914 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.29853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.474826 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.285996 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.358944 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.363609 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-2.47572 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.52026 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.843186 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.409177 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.16046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.275909 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.104797 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.394023 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0203783 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.463731 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.306724 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.356847 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.187151 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.51739 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.537709 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.61555 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.10957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,9),-0.456259 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.0155737 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.147348 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.306948 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.542514 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.455396 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.327375 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-2.45656 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.530505 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.806372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.140419 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.207728 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.37399 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.0571473 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.522483 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.287497 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.40203 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.157034 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.625859 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.774297 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-1.10404 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-2.50157 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.55847 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.438651 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-1.17595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.205248 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.32344 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.146427 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.714028 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.301086 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.513045 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.0975499 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.207681 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.152794 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.512963 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.185991 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.568443 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.549959 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.782374 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.449881 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.102983 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.437522 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.0187879 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.0401849 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.447745 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.568532 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.83756 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-2.47572 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-1.52026 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.409129 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-1.15631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.289278 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.262388 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.0851071 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.281447 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.504332 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.18441 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.115032 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.698665 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.504261 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.182483 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.711005 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.511403 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.7401 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.173948 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0407518 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.0999704 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.0171325 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.04574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.441584 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.684949 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.845787 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.79524 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-1.20183 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-1.03803 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.684521 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0139689 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.206939 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.622924 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.345569 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.317721 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.282419 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.02109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.569808 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.862643 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.969888 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-1.01919 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.364316 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.354245 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0158402 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.171489 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.99524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.483699 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.738525 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.06124 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.977963 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.91798 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.34568 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.933081 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.806909 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.626867 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.373751 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.419388 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.449125 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.52905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.407263 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.501098 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.396405 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.4087 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.545038 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.794762 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.548757 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.654737 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.64553 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.737332 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.694056 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.449349 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.314317 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.507932 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.466857 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.563442 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.849068 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.638877 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.582311 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.77762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,8),-0.377316 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.408845 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.522617 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.512301 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.443541 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.706703 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.43718 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.725104 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-1.01384 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.757253 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.827886 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.660283 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.441725 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.49171 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.5945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.00771936 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.383852 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.424277 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.430882 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.312305 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.297246 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.673944 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.494501 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.63091 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.819588 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.96679 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.645387 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.394401 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0673242 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.19986 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.159373 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.0942609 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.111893 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-2.29853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),0.21998 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.371383 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.690112 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.683244 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.695925 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.519028 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.230691 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.0170879 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.56311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,1),0.303245 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.249862 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.245444 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.232276 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.68223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,11),-1.04348 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-1.285 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.705375 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.273492 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.345408 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.256726 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0251671 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0531235 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.2064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.317346 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.8719 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.120253 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.840712 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.71212 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.229551 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.0265553 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.540353 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.437403 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0608275 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.21375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.153495 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.226192 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.840186 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.0284 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.592694 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.100443 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.303577 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.155044 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.116631 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.327692 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),0.0199444 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.265357 # DEPENDENCYPART_GRANDPAR
