# _root_ Sociální demokraté namítají , že vláda se školným přichází v době , kdy rostou náklady na základní životní potřeby .
#goldHeads=2,3,0,5,3,9,9,7,5,9,10,14,14,11,14,15,19,19,16,0,
#predictedHeads=2,3,0,5,3,9,6,7,5,9,10,14,14,11,14,15,19,19,16,0,
(2,9),(9,6),-0.529347 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.636261 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.772812 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.637993 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-1.17283 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.310109 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.385716 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.695517 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.972468 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.841927 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-1.48953 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-1.28736 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-1.13009 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.570915 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.95869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.0195746 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.756902 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.95241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.0533698 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.133252 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.180609 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.382363 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.617206 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.176225 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.261242 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.51386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.157534 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0106261 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.30972 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.681684 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.129542 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.5399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.05468 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.112921 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.45915 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.162185 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.103356 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.0734311 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),0.443294 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.587006 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.465705 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.290432 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.685406 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.108775 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.425019 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.511294 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.212774 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.586161 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.12064 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.450598 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.712519 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.386355 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.596541 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.384165 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),0.121953 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),0.194616 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.42922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.889701 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.446894 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.132226 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.456335 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.989372 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.58298 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.749595 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.180917 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.583759 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.485221 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.677249 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.512006 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-1.53641 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.726832 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.4333 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.207352 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.181527 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.413867 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.134124 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.203554 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.261242 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-1.51386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.845343 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.414669 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.0346754 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.417541 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.88612 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.177116 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.501977 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.72322 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.678272 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.913309 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.657838 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.522661 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-1.58312 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.694494 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.551745 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),0.192884 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-1.43454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),0.883391 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.437903 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.12843 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.471628 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.985576 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.0968111 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.642373 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.829828 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),0.0817196 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.402622 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.664766 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.513936 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-1.53874 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-1.38275 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.716671 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.442342 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.322935 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0829564 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),-0.641185 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.140088 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0363165 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.34769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.875936 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-1.29996 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.07033 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.0487 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.15455 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.258851 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.21754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.90268 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.2461 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.10616 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.04899 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.48646 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.02963 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.1085 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.14937 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.767059 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.43597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.480652 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.395796 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.10655 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.492534 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.172695 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.33011 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.57281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.00930613 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.240709 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.428853 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.324685 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.534133 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.472788 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.476106 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.776778 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.38282 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.319884 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.68176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),-0.339662 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.429202 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.448187 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.06631 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-1.27912 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.816657 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.57678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.0409352 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.359352 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.212529 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.446482 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.467215 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.411455 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.491295 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.660489 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.367328 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.740672 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.315311 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.577999 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.595265 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.845133 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.71083 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.292359 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.262789 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.140072 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.607522 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.231651 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.504063 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.136831 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.352165 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.4565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),0.233812 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.459556 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.0945662 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.79162 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.33356 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.533734 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.73503 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.560731 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.439612 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.72176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.306478 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.693413 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.297007 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.09386 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.741221 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.10726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.102056 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.575246 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.102509 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.398766 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.719983 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.509217 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.740499 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.330615 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.675241 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.66337 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.73526 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.489506 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.65586 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.05893 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.731829 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.901842 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.381393 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.961197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.749892 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.179295 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.149583 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0164097 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.208091 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.274795 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.479636 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.0379155 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.0304086 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.249041 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.40113 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),0.0768613 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.451526 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-1.26009 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-1.1039 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.768624 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-1.25132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.220856 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.21751 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.647293 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.295239 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.534196 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.774956 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.580113 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.0884284 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.472664 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.471162 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.607595 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.350979 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.621128 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.732676 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.9025 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.381864 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.970267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.758594 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.136846 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.140882 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.484374 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.220175 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.27396 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.311384 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.429946 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.00585771 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.237616 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.389055 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.440336 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),0.0990904 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.448872 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-1.8796 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.965619 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.804103 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.139873 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.68873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.506516 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-1.25599 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-1.84244 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-1.50791 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-1.54352 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.237888 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.9443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.616688 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-1.34849 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-1.56747 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-1.15751 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.801515 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.77116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.602309 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.44865 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.01989 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.35619 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-2.00464 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.49582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.00968942 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.836564 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-2.07416 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.09152 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.20682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),-0.544543 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.149438 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-1.32484 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.450718 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-2.78288 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-2.48722 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-2.09372 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.9265 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.13534 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.54774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.0344409 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.260885 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0303426 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.750219 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.288533 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.173446 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.459098 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.905729 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.438173 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-1.21852 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-1.06093 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.639159 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.836791 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.252071 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.284949 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.49736 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.925438 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),0.322949 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.30936 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.156797 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.282883 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.455356 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-1.52308 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.69634 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-1.29012 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-1.64825 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-2.80945 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-2.16662 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-2.03341 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-1.16868 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.54228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.179744 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.238332 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.235439 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.0738828 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.986855 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.238734 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.639795 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-1.30747 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.549169 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-1.1984 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-1.43948 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.822169 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-2.45375 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-2.02068 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-1.88568 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.72988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.09846 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.416321 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.063816 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-1.18386 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.154594 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.519909 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-1.3251 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.627245 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-1.45736 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.66792 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-2.48688 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-2.09374 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-1.92642 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-1.13534 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-1.54236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.018736 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.255499 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.401978 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.0750785 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-1.00954 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.297081 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.510811 # DEPENDENCYPART_GRANDPAR
