# _root_ Milionový poplatek za vydání osvědčení , které umožňuje vést lékárnu , zakázalo vybírat Ministerstvo pro hospodářskou soutěž .
#goldHeads=2,13,2,3,4,8,8,5,8,9,8,0,12,12,14,17,15,0,
#predictedHeads=2,13,2,3,4,8,8,5,8,9,8,0,12,12,14,17,15,0,
(2,5),(5,1),-0.53719 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.780742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),0.075525 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.319189 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.284268 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.0962022 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0149152 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.908814 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.102815 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.64573 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.331009 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.473557 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-1.08106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.484496 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.219978 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.267317 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.825123 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.978968 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.00458377 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.334997 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.294156 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.657853 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.351319 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.712743 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.706993 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.833164 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.779608 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.473495 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-1.13749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.475311 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.276406 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.210889 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.741377 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.917106 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.197277 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.345184 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.301646 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.666559 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.360025 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.724692 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.70036 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.843352 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.473495 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-1.12357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),0.478798 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),-0.262491 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.224804 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),0.750846 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),0.92703 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),0.206945 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),0.106537 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.636455 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),0.328843 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.352141 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.718758 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.684103 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-1.3268 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.839179 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.7719 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-1.12426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.485703 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.263183 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),0.224112 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),0.75065 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),0.926939 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),0.206821 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),0.106414 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.637147 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),0.328647 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.506441 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.704423 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.674167 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-1.32444 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.824845 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.769254 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.451042 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.47352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.510668 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.597417 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.777258 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.812322 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-1.17979 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.10105 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.27744 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.70424 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.28752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.0109137 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.120481 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.843799 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.239982 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.293641 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.307193 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.18774 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.659645 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.578272 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.281288 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.27605 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.70285 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),1.61756 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.122852 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.844161 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.241666 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.295325 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.306959 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.190111 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.661329 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.579956 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.50895 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-2.19039 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.46694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),1.21882 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.112582 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.584564 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.631702 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.0683782 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.290357 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.998762 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.920055 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.271617 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.406252 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.166135 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.45241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.0182815 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.537271 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.595924 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-1.20124 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.867064 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0310301 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.64155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.20743 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.740582 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.39524 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.44035 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.971309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.117644 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.481524 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.217491 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.146553 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.792029 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.204127 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.466586 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.129071 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.42379 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.69679 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.12817 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.29383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),1.14003 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0130822 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.050416 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.584855 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.251337 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.664231 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.329388 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.110512 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.151066 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.66097 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-1.16568 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-1.33104 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.36807 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.10094 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.25687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),1.17835 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.635307 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),1.18134 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.148542 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.205805 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.197577 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.487051 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.157723 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.705382 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.556543 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.781331 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.86448 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.33098 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-1.36928 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.10024 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.31329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),1.12192 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.551561 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),1.11948 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.311451 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.215992 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.205067 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.495757 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.166429 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.717331 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.54991 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.791519 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.893288 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.498526 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.203745 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.466585 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.12907 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-1.30263 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.535637 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-1.42379 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-1.69679 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-1.12817 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.29383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),1.14003 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.460226 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.815762 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.485282 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.426402 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.477679 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.664231 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.329388 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-1.10526 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.585315 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-1.02777 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-1.33098 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-1.37258 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-1.10006 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-1.29938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),1.13584 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),0.56103 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),1.1294 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.321119 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.260891 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.480335 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.239259 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.158545 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.711397 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.533654 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.959998 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.787347 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.856772 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-1.37258 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-1.10891 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.30007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),1.13515 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.560833 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),1.12931 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.320995 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.260767 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.481028 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.239063 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.334411 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.697063 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.523717 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.957639 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.773012 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.854126 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.284143 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.875103 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.91479 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.786427 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.965401 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.332672 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.811749 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.225866 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.110861 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.95181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,8),-0.24108 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.499713 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-1.11321 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.80646 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.811807 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.643464 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.602428 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.95188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.0278792 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.312693 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.241306 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.499939 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.29524 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.60812 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.11344 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.806686 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.08905 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.79895 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.7647 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.18401 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.61921 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.799262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),0.305992 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.0425136 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.226538 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.14732 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.579487 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.272065 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.768261 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.443903 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.302788 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.921665 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.70697 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.43755 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.15755 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.29229 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.770695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),1.27554 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.851099 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.237215 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.148281 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.58288 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.406564 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.104657 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.465466 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.524884 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.553581 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.531291 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.70691 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.43875 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.15685 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.2935 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.827122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),1.1918 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.789237 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.599075 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.138094 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.59037 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.41527 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.113362 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.477415 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.51825 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.563768 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.569392 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.595891 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.186404 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.394416 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.0843217 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-1.05034 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.516816 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-1.79895 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.7647 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.18401 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-1.61921 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.799262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),1.11911 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.495122 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.782542 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.523682 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.142623 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.579487 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.272065 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.861118 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.549412 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.685804 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-1.70691 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-1.44205 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-1.15667 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-1.29679 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.813207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),1.20127 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.799161 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.608743 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.348535 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.155029 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.621026 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.105478 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.471481 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.501994 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-1.17545 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.559596 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.523583 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.44205 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-1.16552 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-1.2968 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.8139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),1.20107 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.799071 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.608619 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.348412 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.155722 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.620829 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.254953 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.457147 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.492057 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-1.1731 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.545261 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.520937 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.204667 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.225668 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.210439 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.225298 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.173824 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.896114 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.919674 # DEPENDENCYPART_GRANDPAR
