# _root_ V rámci pomoci Spojenců byl na území Slovenska přepravován vojenský , zdravotnický , spojovací a technický materiál .
#goldHeads=2,9,2,3,9,9,6,7,0,15,15,15,15,15,17,15,9,0,
#predictedHeads=2,9,2,3,9,9,6,7,0,15,15,15,15,15,17,15,9,0,
(2,1),(1,2),-2.60873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.472756 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.728416 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.17641 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.919227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.429133 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.13417 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.150116 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.810585 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.17088 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.229769 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.89382 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.247738 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.1754 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.926555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),1.2251 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.156678 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.252277 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.28473 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.22586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.892172 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.623669 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0114272 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.341596 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.617447 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.337693 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.716861 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),0.143712 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.639359 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),0.075032 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.872166 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.310152 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.777108 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.174757 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.708983 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.76852 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.383912 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.245863 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.28574 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.122744 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.267877 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.751742 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.211835 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.674793 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.280514 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.907599 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.24938 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-1.29599 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.930615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),1.22104 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.957286 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.242688 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.274148 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.253965 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.746056 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.669107 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.901913 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-1.28484 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-1.22798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.890053 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.62155 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.101577 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.0510176 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.608268 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.350055 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.73972 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.14839 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.662218 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),0.0797103 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.31521 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.729038 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.423583 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),0.120068 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.718696 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),0.0513881 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.50509 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-1.33524 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-1.46337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),0.660415 # DEPENDENCYPART_GRANDPAR
(2,15),(15,4),0.422728 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),-0.0364526 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.0172154 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.814652 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),0.153574 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.153181 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.927915 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.1139 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.852823 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.182579 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-1.08277 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-1.09874 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.91919 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.577858 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.388057 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.42066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.647103 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.32041 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.18179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.408125 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-1.1965 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.749726 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.6302 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.25189 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.14857 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-2.01187 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-1.11431 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.935584 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.54006 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.689313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.559789 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.454916 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.03769 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.51267 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.02452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.736398 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.101335 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.218049 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.153388 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.466413 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.798528 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.248705 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.75246 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.336342 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.978331 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.479689 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.64755 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0719368 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.224197 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.865498 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.566694 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.0848541 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.165165 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.414302 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.470516 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.90717 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.683632 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.861654 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.77127 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-1.08753 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.48354 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-1.23942 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-1.5406 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.693373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),1.07232 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.0880294 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.143093 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.456604 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.901484 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.855968 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-1.08184 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-1.03781 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-1.47754 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.02664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.734279 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.230329 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.174525 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.479514 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.108796 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.821386 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.244027 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.775318 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.331664 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.484747 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.59948 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.757887 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.272673 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.845902 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.360311 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.854714 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-1.088 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-1.7308 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-1.2382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),0.553537 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),-0.354947 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),-0.125521 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.667817 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.287197 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.271203 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-1.0055 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.486007 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.961844 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.573645 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-1.18486 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-1.1714 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.792742 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.9106 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.210484 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.122391 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.30547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),-0.00390561 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.419948 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.07077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.951306 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.783983 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.74602 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.18241 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.09628 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.97258 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.721695 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0837025 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.46494 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.07285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.951939 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.784088 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.7481 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.1845 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.09692 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.97322 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.722902 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.707023 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.32358 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.05767 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.929538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.169123 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.344133 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.212597 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.41276 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.873688 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.0151635 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.787065 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.0827654 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.939528 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.0784389 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.460117 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.707135 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-1.28845 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.02254 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.931657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.022906 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.203891 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.598627 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0426162 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.896547 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.0198418 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.809924 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.0780871 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.0834961 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.412047 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.494808 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.24661 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0937459 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.0409095 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.523885 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.115737 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.00184971 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.27946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),0.209699 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.170381 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-1.36794 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-1.00079 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.04041 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.56242 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.316953 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.275855 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0203596 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.27533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),0.214886 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.168139 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-1.36569 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.996661 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.03629 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.558937 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.289242 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.290666 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.296387 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.27815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,9),-0.99948 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.196443 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-1.02481 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.20024 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.27415 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.14553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.512071 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.941945 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.215755 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.183914 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.142823 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.291723 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.0567842 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.340348 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),0.0302695 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),0.0183081 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.704892 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.719363 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.597264 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.15622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,7),0.321127 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.223384 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.204975 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.312784 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.361409 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.366047 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.978497 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.989151 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.870835 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.69715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.174258 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.166992 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-1.35908 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.510119 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.165594 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.620827 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0795554 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.183391 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.349313 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.293411 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.0880733 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.380655 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.0500704 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-1.24123 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.297928 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.537268 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.211889 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.450345 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.41204 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.4264 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-1.30444 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.8309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.290314 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.00952204 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-1.20612 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.545491 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.678921 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.562767 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.158212 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.611392 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.214271 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-1.11422 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.139281 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.313729 # DEPENDENCYPART_GRANDPAR
(5,12),(12,6),0.380656 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.411153 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.294091 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.211889 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.585892 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.151681 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.411059 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.450345 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.41204 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-1.4264 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-1.30444 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-1.8309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.290314 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.00952204 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-1.20612 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.545491 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.678921 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.0752799 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.791737 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.611392 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.214271 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-1.11422 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.139281 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.313729 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.294091 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.524777 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.208053 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.411059 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.565347 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-1.3981 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-1.41248 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-1.2905 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-1.80521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.34448 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.0625045 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-1.23847 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.462676 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.598494 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.0982836 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.713271 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.0122448 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.759861 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.873004 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.0493026 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.265399 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.119031 # DEPENDENCYPART_GRANDPAR
