# _root_ Najednou nebylo žádné místo mezi mým vozem a zdí , byla slova nešťastného Fittipaldiho , s nimiž však Mansell nesouhlasil :
#goldHeads=2,10,4,2,2,7,8,5,8,0,10,11,14,12,20,20,16,20,20,14,0,
#predictedHeads=2,18,4,2,4,7,8,5,8,18,18,11,14,12,18,20,16,0,20,18,0,
(20,9),(20,11),0.21781 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.190216 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.174688 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.189105 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.147224 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0122882 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.0742136 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.189856 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.00706155 # DEPENDENCYPART_SIBL
(20,10),(20,11),0.315697 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.0302967 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.00912908 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.0268332 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.174704 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.0249371 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.10815 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.026565 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0674553 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.132523 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.00353187 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.131398 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0252289 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.084291 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0852287 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.13113 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0875972 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.166918 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.185678 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.150154 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.000274239 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.076274 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.186429 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0188875 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.055621 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.0324364 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.0191744 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0241822 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0558892 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0160609 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.147224 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0122884 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0742177 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.189856 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.00706031 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0249371 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.10815 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.026565 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0674553 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.031455 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0871669 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0417616 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0105248 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0157329 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.00535082 # DEPENDENCYPART_SIBL
(21,2),(21,11),-0.141294 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.0662303 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.109358 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.132375 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0813188 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0781221 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.114165 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0300852 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0769226 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.00846974 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.421534 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.28434 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.114438 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.350693 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.193922 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.187524 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.173537 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.179612 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.188836 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.495566 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.295892 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.313998 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.0292434 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.128204 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.0828733 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.130472 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),0.13449 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),0.273798 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),0.720924 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.319046 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.00306859 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.0135013 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.584569 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.44909 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0720416 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.470704 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0787151 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.249431 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.19267 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.379977 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.440616 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.195791 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.430585 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.360226 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.0234126 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.651952 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.0515103 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.295973 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.554333 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.494012 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.534127 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.224464 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.643361 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.0698795 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.533479 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.383546 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.163832 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.0370596 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.155145 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),0.55768 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),0.714982 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.0914519 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.785526 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.0242137 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.230985 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.520535 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.168507 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.50756 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.673213 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.170932 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.294854 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.144122 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.119861 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.35422 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.964236 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.200566 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.237842 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.0438894 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.347215 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.256849 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.335321 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.128882 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.325126 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.264229 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.00742604 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.171471 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.0161315 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.180825 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),0.156308 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),0.129883 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),0.684682 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.0914519 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.785526 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.0242137 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.230985 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.520535 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.168507 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.50756 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.072503 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.372138 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.0334869 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.602971 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.356976 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.0174989 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.10557 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.034588 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.566102 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),0.717542 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.0939513 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.746038 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.140807 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.679978 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.132734 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.665162 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.087447 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.306694 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.175755 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.708381 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.516412 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.148079 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.46932 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.0703066 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),0.371957 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),0.877534 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),0.281076 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.832594 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.192609 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.0501371 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),-0.39397 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),0.181968 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.382076 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.223618 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),0.522164 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),0.112136 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.486326 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.231498 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.162986 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.227795 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),0.193093 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.0927479 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.706151 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),0.617489 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),0.228959 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),0.0919371 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.0554754 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),0.0849428 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.23037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.262107 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.121113 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.267888 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.343767 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.17904 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.427969 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.22497 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.31578 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.485429 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.474935 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.501262 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.274058 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.80401 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.0820283 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.346385 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.589661 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.366334 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.23607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,5),-0.30699 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.0138114 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),0.143986 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.11427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.771004 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.244325 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.307424 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.0386248 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.18525 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.498907 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.06329 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.310254 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.0236142 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0623496 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.315261 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),0.149899 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),0.738433 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.424187 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.189576 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.0769348 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.0268842 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.171064 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-1.63077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,4),0.170457 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.339944 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.293436 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.456155 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.0181289 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.257188 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.565074 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.542573 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.949132 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.325462 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.170847 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.509241 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.817538 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.678415 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.483657 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.0834138 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.168188 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.197543 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.557215 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.966604 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.348513 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.138083 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-1.79702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,4),0.149076 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.399706 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.49469 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.161771 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.235323 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-1.04518 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.745598 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-1.25184 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.53029 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.337569 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),0.000616414 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-1.64548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.534313 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.0345167 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.520967 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.585197 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.0651889 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.329209 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.0836806 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.921513 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-1.23201 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.724013 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.292009 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.820901 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.145232 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-1.24137 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.909272 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.540987 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.0852541 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.233804 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.952386 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.322321 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.191419 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.586361 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.137502 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.83543 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.345045 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.505775 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.374515 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.746876 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.517997 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.688051 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.0840333 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),0.0901577 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.391469 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.898152 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.190101 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.579049 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.129383 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.855218 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.348811 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.138083 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-1.79702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,4),0.149076 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),-0.399706 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.49469 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),0.161771 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.235323 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.000141768 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.476132 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.731149 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-1.39571 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.545823 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.675859 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.219083 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-1.04048 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-1.15629 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.558735 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.156801 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.100595 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.550767 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.085658 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.777445 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.393991 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-0.118873 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-1.61685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,4),-0.115681 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.732602 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),-0.0232722 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.471395 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),0.123505 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.378719 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.948702 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-1.43262 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.783728 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),0.209846 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.664605 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-1.28668 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.74013 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.650329 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.4473 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.0917618 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.527882 # DEPENDENCYPART_GRANDPAR
(2,20),(20,1),0.0427926 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-1.66969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,4),0.0598883 # DEPENDENCYPART_GRANDPAR
(2,20),(20,5),-0.476669 # DEPENDENCYPART_GRANDPAR
(2,20),(20,7),-0.561348 # DEPENDENCYPART_GRANDPAR
(2,20),(20,8),0.0803692 # DEPENDENCYPART_GRANDPAR
(2,20),(20,9),-0.305359 # DEPENDENCYPART_GRANDPAR
(2,20),(20,10),0.0616757 # DEPENDENCYPART_GRANDPAR
(2,20),(20,11),-0.320908 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),-0.793452 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-1.3927 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),-0.615863 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),0.148017 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.639869 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),0.0362589 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-1.12549 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.471473 # DEPENDENCYPART_GRANDPAR
(2,21),(21,2),-1.82795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,21),(21,11),-0.510685 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),-0.0880145 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-1.07564 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.699155 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.309427 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-1.3154 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0718317 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.289541 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.221725 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.127637 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.81026 # DEPENDENCYPART_GRANDPAR
