# _root_ Na to , jaké právní prostředky nápravy bude nutno v konkrétním případě předem vyčerpat , mohou vznikat nejrůznější názory .
#goldHeads=19,1,8,6,6,14,6,2,8,8,12,10,14,8,8,0,16,19,16,0,
#predictedHeads=14,1,8,6,6,14,6,2,8,14,12,10,14,16,14,0,16,19,16,0,
(0,15),(15,10),-0.246403 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.0193757 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.196621 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.124967 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),1.11679 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.151456 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.0602531 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.234306 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.250587 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.0226902 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.355625 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.0566755 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.410188 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.138939 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.219833 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.817935 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.10649 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.133091 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.608821 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.167198 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.0765124 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.202988 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.314528 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.0425631 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.145794 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.0994234 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.112995 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.251836 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.0971995 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.316282 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.0163949 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.103857 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.184752 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.845298 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.133839 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.20287 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.033564 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.175659 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.275186 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.70176 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.140092 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.115256 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.100542 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),0.281511 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.772371 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),0.224748 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.151513 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.890121 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.419018 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.420996 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),0.210197 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.30497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.854467 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.0710699 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.905165 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.151504 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.310229 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.221243 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.416526 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.487289 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.25246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.937364 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.24264 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.442831 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.12244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.904029 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.290083 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.658062 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.0751187 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.523276 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.349118 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.631024 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),0.278437 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.608302 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.801596 # DEPENDENCYPART_GRANDPAR
(1,7),(7,2),0.897965 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.648336 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.0614458 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),1.23283 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.345867 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.627778 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.798951 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.866138 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.10918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,5),-0.16815 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.132939 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.22711 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),0.614298 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),0.378414 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.21888 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),0.0673778 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.6937 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.14023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),1.62031 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.217098 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.726632 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.26822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),1.50936 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.189929 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0417436 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.237895 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.417031 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.471838 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.102213 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.586851 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.497135 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.27693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,4),-0.200575 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.0492713 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.45331 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.411065 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.474597 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.495331 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.835983 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.981243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),2.07222 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.0689501 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.215077 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.410008 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.0304125 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.521026 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.0500343 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.558133 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.355511 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.186718 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),0.756701 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),0.655038 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.0928573 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),0.21449 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.377723 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.688269 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.557316 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.353893 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),0.25773 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.219481 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.506569 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.194995 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.17823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.763081 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.933768 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.949219 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.15967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.770175 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.758242 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.773694 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.585406 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.965539 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.710128 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.55862 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.50424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,7),-0.331572 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.847161 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.6915 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.60466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.0406775 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0658322 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.100775 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0192533 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.331358 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.280656 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.567593 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.351151 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.947067 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.633378 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.55528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.0770989 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.154014 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.0591217 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.0163234 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.138374 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.182725 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.391653 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.36406 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.0943369 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.181054 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.52909 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.0490982 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.132106 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.722163 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.949146 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.627255 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-1.61059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),0.0689457 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.142508 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.0169307 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.0923123 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),0.215195 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.184001 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.607722 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.248179 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.16343 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.525372 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.0635896 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.146597 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.734057 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.654831 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.125219 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.690349 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.545814 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.680304 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.393371 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.242559 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.115266 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.220481 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.922622 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.942557 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.946351 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.630603 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-1.58176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),0.0630449 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),-0.147008 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),-0.0146582 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),-0.0901033 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.242213 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.400404 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.166376 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.612223 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.246558 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.162381 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.0657857 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.391533 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.120423 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.750645 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.671714 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.585187 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-0.940904 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.627255 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-1.60732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),0.0701331 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),-0.0204401 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),-0.0958851 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),0.215143 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.18373 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.251752 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.165772 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.0928719 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.417095 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),0.0161408 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.734449 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.65795 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.567415 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0463598 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.00299489 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.385647 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.22842 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.018 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.931629 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.02727 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.58088 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-1.32967 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.318546 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.302767 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.312987 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.653957 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.34958 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.318344 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.38258 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.09504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.373351 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.674477 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.33731 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0134069 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.260401 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.636424 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.761185 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.318343 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.10569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.365823 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.198802 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.343276 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0106482 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.759381 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.318724 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.09332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),-0.414045 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.647628 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.339618 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.299848 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.740631 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.578733 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.263798 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.233802 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.66184 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.954102 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.210092 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.494702 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.00819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-1.0341 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-1.05197 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.585438 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.97015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.774955 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.792835 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-1.22129 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.477777 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.631386 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.396122 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.07184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-1.18198 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-1.35798 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.878911 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.958384 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.58387 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-1.00613 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.655888 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.350392 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.25156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0796859 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.733082 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.489043 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.777603 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.369686 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.387402 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.0109867 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.72841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.689143 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.350801 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.0843657 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.29854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.259276 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-1.21154 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.632875 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.439116 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0664219 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.432084 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.76675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-1.40591 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-1.10263 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-1.21158 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-1.76894 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-1.38833 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.249757 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0658732 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.28943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.250162 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-1.17925 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.181611 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.163579 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.250678 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.437865 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.572153 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.818372 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.578362 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.04436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.62412 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.359642 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.769789 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.05001 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.537072 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.18013 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.761153 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.512855 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.32 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.697455 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.161745 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.00909146 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-1.27154 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.196509 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.0160433 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.294763 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.0395021 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.977512 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.577191 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.823305 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.977715 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.79119 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.34645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.69437 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.297099 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.134966 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.206262 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.0883409 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.180418 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.168305 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.467187 # DEPENDENCYPART_GRANDPAR
