# _root_ Světová návrhářská smetánka se totiž rozhodla všem , které jsou nevšímavé vůči kouzlu negližé , vyhlásit nelítostný boj a ve svých kolekcích povýšit prádlo do řad oficiálního svrchního ošacení .
#goldHeads=3,3,6,6,6,0,16,10,10,7,10,11,12,13,10,19,18,16,6,23,22,20,19,23,23,25,29,29,26,0,
#predictedHeads=3,3,6,6,6,0,6,10,10,7,10,11,12,13,10,19,18,16,10,23,22,20,19,23,24,25,29,29,26,0,
(16,6),(6,29),-0.700637 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.465732 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.387937 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.504171 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.17691 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.357426 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.230527 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.618088 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.350913 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.0456777 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.572116 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-2.04211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,8),-0.308571 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.461547 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.316033 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.100829 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.634079 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.491521 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.216192 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.498323 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.197977 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.389215 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.366993 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.820682 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.464999 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.0995657 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.192407 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.423508 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.547508 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.84378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),0.237003 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),0.432392 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.254648 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.431015 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.823936 # DEPENDENCYPART_GRANDPAR
(16,10),(10,23),-0.641058 # DEPENDENCYPART_GRANDPAR
(16,10),(10,24),-0.346615 # DEPENDENCYPART_GRANDPAR
(16,10),(10,25),-0.524076 # DEPENDENCYPART_GRANDPAR
(16,10),(10,27),-1.44472 # DEPENDENCYPART_GRANDPAR
(16,10),(10,29),-0.787925 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.571115 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.142861 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.507694 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.141697 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.119751 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.350853 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.0367926 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.6912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,19),-0.12093 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.0383455 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.261311 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.0302096 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.271959 # DEPENDENCYPART_GRANDPAR
(16,12),(12,17),0.157478 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.343121 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.0779829 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.527057 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.147475 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.107258 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.0140605 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.18446 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.68526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),0.262474 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),0.775621 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.204221 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.481053 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.482747 # DEPENDENCYPART_GRANDPAR
(16,13),(13,27),-1.41925 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.0779829 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.527057 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.147475 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.107258 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.121972 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.18446 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.68526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.262474 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),0.775621 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.204221 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.482747 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.167343 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.357426 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.638877 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.618088 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.503293 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.745186 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.453936 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.430969 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.0318271 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0835083 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.31461 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.04211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.00832807 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),0.0696063 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.413966 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.465804 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.839588 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.975876 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.0116496 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.503578 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.247883 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.478985 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.97672 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.107104 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.111523 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),0.268052 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.912936 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-1.45102 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-1.21147 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.359348 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-1.04427 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-1.13632 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-1.36589 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.803955 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.997614 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-1.181 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.540831 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.937996 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-1.1691 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.843878 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.12979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.522933 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.937921 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.137952 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.0933015 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.0702094 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),0.384003 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),0.0117931 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.29651 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.768774 # DEPENDENCYPART_GRANDPAR
(16,19),(19,29),-0.0572978 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.153451 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.080075 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),0.557379 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.128082 # DEPENDENCYPART_GRANDPAR
(16,22),(22,17),0.973548 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),1.26614 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.319973 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.152499 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),0.263834 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),0.36556 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.120037 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.794511 # DEPENDENCYPART_GRANDPAR
(16,23),(23,3),-0.771016 # DEPENDENCYPART_GRANDPAR
(16,23),(23,6),-0.64964 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-0.894565 # DEPENDENCYPART_GRANDPAR
(16,23),(23,9),-0.352109 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-0.529287 # DEPENDENCYPART_GRANDPAR
(16,23),(23,12),-0.225092 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-0.497546 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.728647 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.372548 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-1.15944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),0.456075 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.837939 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.245186 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.0322569 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.416586 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),0.117394 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.0899823 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.562858 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-1.02689 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),-1.15907 # DEPENDENCYPART_GRANDPAR
(16,23),(23,29),-0.324406 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),0.319665 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.152807 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),0.00763668 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.133302 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.301469 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.799254 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-0.931204 # DEPENDENCYPART_GRANDPAR
(16,24),(24,29),-0.0805889 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),0.498293 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.0588893 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.676153 # DEPENDENCYPART_GRANDPAR
(16,25),(25,29),0.183564 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),0.490594 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),0.171339 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),-0.794858 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),-0.926808 # DEPENDENCYPART_GRANDPAR
(16,26),(26,29),-0.0885513 # DEPENDENCYPART_GRANDPAR
(16,26),(26,30),-0.310588 # DEPENDENCYPART_GRANDPAR
(16,29),(29,24),0.494429 # DEPENDENCYPART_GRANDPAR
(16,29),(29,25),0.161965 # DEPENDENCYPART_GRANDPAR
(16,29),(29,26),-0.206895 # DEPENDENCYPART_GRANDPAR
(16,29),(29,27),-0.711608 # DEPENDENCYPART_GRANDPAR
(16,29),(29,28),-0.843793 # DEPENDENCYPART_GRANDPAR
(16,29),(29,30),-0.30642 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-1.65251 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.12339 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.69792 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.36964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,20),-0.130963 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.0242876 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.041509 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.00299723 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.167623 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.772667 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.558707 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.488866 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-1.25765 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-1.98116 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.461139 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-1.05005 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-1.66063 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.452589 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0989264 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.177916 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.19612 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.812405 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-2.44205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.339221 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-1.16097 # DEPENDENCYPART_GRANDPAR
(18,13),(13,23),-1.11344 # DEPENDENCYPART_GRANDPAR
(18,13),(13,27),-1.74697 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.461139 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-1.05005 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-1.66063 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.452589 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.70589 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.177916 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.19612 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.812405 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-2.44205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.339221 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-1.11344 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.40532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-0.623935 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.884283 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.294032 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.405226 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.13355 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.214757 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.966964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,20),0.358065 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.585844 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.402191 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.980959 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.563186 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.792505 # DEPENDENCYPART_GRANDPAR
(18,23),(23,3),-2.83266 # DEPENDENCYPART_GRANDPAR
(18,23),(23,6),-3.04774 # DEPENDENCYPART_GRANDPAR
(18,23),(23,8),-1.43502 # DEPENDENCYPART_GRANDPAR
(18,23),(23,9),-1.39297 # DEPENDENCYPART_GRANDPAR
(18,23),(23,10),-2.18981 # DEPENDENCYPART_GRANDPAR
(18,23),(23,12),-1.02484 # DEPENDENCYPART_GRANDPAR
(18,23),(23,13),-1.51806 # DEPENDENCYPART_GRANDPAR
(18,23),(23,14),-1.50947 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-1.27563 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-1.31455 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.151062 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-1.30307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),0.253921 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.0253647 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.0192823 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.409145 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.323386 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.148995 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.739232 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.879163 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.102024 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.157744 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.0525566 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),0.117346 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),0.072008 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.233305 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.204498 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.0926055 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.163002 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.269347 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.140556 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),0.0160933 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.115171 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),-0.132141 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.35109 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.21771 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.0691344 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.288428 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.162759 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.231377 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.0638929 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.116651 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),0.120012 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.0275579 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.281925 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.04994 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.0173744 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.121272 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),0.28252 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),-0.0149363 # DEPENDENCYPART_GRANDPAR
(19,6),(6,15),-0.0712369 # DEPENDENCYPART_GRANDPAR
(19,6),(6,16),0.350344 # DEPENDENCYPART_GRANDPAR
(19,6),(6,18),0.749759 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-1.64542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,22),-0.889255 # DEPENDENCYPART_GRANDPAR
(19,6),(6,23),-0.663803 # DEPENDENCYPART_GRANDPAR
(19,6),(6,25),-1.31422 # DEPENDENCYPART_GRANDPAR
(19,6),(6,29),-0.859654 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.179388 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.279804 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.168999 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.183706 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.290406 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.493861 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),0.108207 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.260375 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.12573 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.218124 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.0184228 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.087041 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.0360667 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.110282 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),0.158097 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),0.0926805 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.0574474 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.302749 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.0740361 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),0.210863 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.179723 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),0.274394 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.0230623 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),0.100555 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),0.378037 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),0.166375 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.741633 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.66403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),-0.578017 # DEPENDENCYPART_GRANDPAR
(19,10),(10,22),-0.868023 # DEPENDENCYPART_GRANDPAR
(19,10),(10,23),-0.672339 # DEPENDENCYPART_GRANDPAR
(19,10),(10,24),-0.812806 # DEPENDENCYPART_GRANDPAR
(19,10),(10,25),-1.32493 # DEPENDENCYPART_GRANDPAR
(19,10),(10,27),-0.935576 # DEPENDENCYPART_GRANDPAR
(19,10),(10,29),-0.838423 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.0936256 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.126416 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.291307 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.0582386 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),0.18573 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.111726 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.160595 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.358842 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.45666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,11),-0.136273 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),0.223142 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.0743138 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),0.150835 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),-0.270965 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.5303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,7),-0.156866 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.15615 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.0460857 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.276346 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),0.0813871 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.103821 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.306505 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.00172878 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.853003 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.60355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,22),-0.823013 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),-0.440339 # DEPENDENCYPART_GRANDPAR
(19,13),(13,27),-0.961574 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.156866 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.15615 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.0460857 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.276346 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.163793 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.103821 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.306505 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.00172878 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.853003 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.60355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,23),-0.440339 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.365591 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.179388 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.15916 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.168999 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.440086 # DEPENDENCYPART_GRANDPAR
