# _root_ A míra exportního výkonu , vztahující objem vývozu na jednoho obyvatele , je žalostná :
#goldHeads=0,13,4,2,6,2,6,7,6,11,9,6,1,13,0,
#predictedHeads=2,13,4,2,6,2,6,7,6,11,9,6,0,13,0,
(4,6),(6,13),-0.0415327 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.335566 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.517663 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.79525 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.750301 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.112498 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.169909 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.192192 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.31081 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.608713 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.483134 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.178469 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.534664 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.481974 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.517672 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.98479 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.795235 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.413551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),-0.126909 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.398916 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.153497 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.303809 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.597661 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.164657 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.527255 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.415752 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.327893 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.128583 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.0342259 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.415447 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.515576 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.443857 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.571248 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.515567 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.519921 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-1.96316 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.693228 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.767347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.855216 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.463829 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.0299411 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.0643043 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.0794578 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.446736 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.357863 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.955971 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.331161 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.274564 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.168562 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.31294 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.896935 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.338081 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.107602 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.237091 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.043069 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.98164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.391979 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.518109 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.786838 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.846379 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.91763 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.661343 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0436343 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0186525 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.229087 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.1222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.580932 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.659833 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.92856 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.879372 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.818756 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.783097 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.986941 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.07892 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.304512 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.266651 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.144258 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.431987 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.082685 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0331503 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0395166 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.12229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.580481 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.659867 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.928594 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.878211 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.818761 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.972265 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.07847 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.8129 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.635338 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.24671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.118772 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.154165 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.212072 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.00227187 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.484081 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.349933 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.34803 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.985003 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.00893 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.33619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.410349 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0815865 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0765867 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0169565 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.232801 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.304629 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.259897 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.106186 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.312296 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.985014 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.04076 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.00892 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.863122 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.405549 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.392654 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0585402 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0199246 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.235725 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.25593 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.108503 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.37394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,8),0.120357 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0863467 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.167125 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.420615 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.0723991 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.282295 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.985 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.04081 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.00892 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.86317 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.33999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.405666 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.393871 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.121943 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0381047 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.027818 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.256204 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.109007 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.875282 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-1.11184 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.853429 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.934221 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-1.35731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,7),0.00513049 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.274884 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.361891 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.212765 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.130168 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.31345 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.243669 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.25426 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.993414 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.05707 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.847525 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.883276 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-1.31814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.438291 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.401243 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.146362 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.110214 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.202525 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.291186 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.182878 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.0505291 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.196351 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.053559 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.222966 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.11069 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.347588 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.183349 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.265704 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.289158 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.333746 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.189078 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.246936 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.00312592 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.11079 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.22342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.071756 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.795913 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.597669 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.742783 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.4204 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.636291 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-1.57983 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.186928 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.758443 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.354364 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.109695 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.22297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.071722 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.795947 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.596506 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.742788 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.973812 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-1.57938 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.350676 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-1.01633 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.599265 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.540298 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.19464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.132396 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.00007 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.688522 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.624547 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.64818 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.01375 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.55105 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.664314 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.687945 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.08033 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.65366 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.37647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0014153 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.17957 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.157311 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.368305 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.0790194 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.414858 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.847179 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.139949 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.687959 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.54478 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.08033 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.0684 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.37729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),1.12656 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.164762 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.163512 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.364842 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.414122 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.852801 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.598877 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.30028 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.119343 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.552383 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0859877 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.861517 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.0694046 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.687945 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.54483 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.08033 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.06845 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.653537 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.37708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),1.12794 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.256269 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.126002 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.00380588 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.414139 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.852977 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.66401 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-1.74892 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-1.05201 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-1.27256 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.665427 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.718645 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.16092 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.0906405 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.224935 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.21388 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.725253 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-1.09831 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.137389 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.508909 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-1.35232 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.803316 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.879776 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.487994 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.50668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.887666 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.0319251 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.0452462 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0517172 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.406832 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.451389 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.841239 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.0394203 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.0536967 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.119286 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.450833 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-1.00266 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.960601 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.658156 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.510434 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.309885 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.861135 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-2.58561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.567012 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.837271 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-1.41084 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-1.45123 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.151394 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.516492 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.272274 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.36286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,1),0.0343819 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.855744 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.449616 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.354506 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.675262 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.6547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.636101 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.78865 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-1.75862 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.702216 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-1.24186 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-1.81916 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-1.36778 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.514874 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0142967 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.352831 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.36286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.344272 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.636344 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.46679 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.594713 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.14582 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.25434 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.596083 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.9228 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.47635 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.42837 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.67959 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.92263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.237548 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.31348 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.63995 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.441571 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.841614 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.3714 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.994358 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.128871 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.00522613 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.0827359 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.819843 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.617587 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.570441 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.672624 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.596084 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.92286 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.47637 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.42844 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.3006 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.67961 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.920405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),1.08759 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.264855 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.263176 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.452563 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.85289 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.645624 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-2.1783 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.50469 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-1.68391 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-1.37001 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.23823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.762565 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.124285 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.357864 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.355771 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.640018 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.764395 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.48718 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.598397 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-1.90123 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.37441 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-1.41065 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.30059 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-1.57794 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.30017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.724779 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.149821 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.440903 # DEPENDENCYPART_GRANDPAR
