# _root_ Situace na jazzové scéně , byť se v létě konal první ročník nového Agharta Jazz Festivalu , je téměř horší než za socialismu .
#goldHeads=18,1,4,2,6,18,10,10,8,6,12,10,16,16,16,12,6,0,20,18,20,21,22,0,
#predictedHeads=18,1,4,2,6,18,10,10,8,6,12,10,15,15,12,15,6,0,20,18,20,21,22,0,
(18,15),(18,19),-0.139631 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0642646 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0665083 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0607304 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0073176 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.0302858 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.147898 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.140124 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0647615 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.066964 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0611603 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.00936706 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0318541 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.13572 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.013703 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.160323 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0122306 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0229763 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.120724 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0890853 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.240158 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.144009 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0846376 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.209486 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0670985 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0743796 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0919787 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.17387 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0950289 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0121247 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.119008 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0547378 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0959351 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.180198 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0167843 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0814835 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0852766 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.100525 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0112082 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0335905 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0638541 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.00320282 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.181473 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0200355 # DEPENDENCYPART_SIBL
(20,1),(20,8),0.159711 # DEPENDENCYPART_SIBL
(20,1),(20,13),0.0589485 # DEPENDENCYPART_SIBL
(20,1),(20,14),0.0594516 # DEPENDENCYPART_SIBL
(20,1),(20,15),0.122236 # DEPENDENCYPART_SIBL
(20,1),(20,16),0.122207 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.0732185 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.0590321 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.0426592 # DEPENDENCYPART_SIBL
(20,1),(20,22),-0.0801467 # DEPENDENCYPART_SIBL
(20,1),(20,23),2.94175e-05 # DEPENDENCYPART_SIBL
(20,1),(20,24),-0.068608 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.00656587 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.00695136 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.0731842 # DEPENDENCYPART_SIBL
(20,8),(20,16),0.0714705 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.117667 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.0452543 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.0107227 # DEPENDENCYPART_SIBL
(20,8),(20,22),-0.0406546 # DEPENDENCYPART_SIBL
(20,8),(20,23),-0.0133633 # DEPENDENCYPART_SIBL
(20,8),(20,24),-0.122321 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.150501 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.15298 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.152966 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.085956 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0617655 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.03036 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0489199 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.0240195 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.0831433 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.148686 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.148673 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0890243 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0617913 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.028228 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0404138 # DEPENDENCYPART_SIBL
(20,14),(20,23),0.0146785 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0768032 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.119726 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0701435 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0586042 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0380642 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0826027 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.00371567 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0594115 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0695428 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0586042 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0380901 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0826027 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.00530277 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0602182 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.085097 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0378118 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.240605 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.307206 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0221048 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0581707 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0320222 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0133955 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.207104 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0710328 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0215821 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.142921 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0371263 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0595405 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.132362 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.0759703 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.0773204 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.00850209 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.0482642 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0987829 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.111363 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0932042 # DEPENDENCYPART_SIBL
(21,10),(21,23),-0.194174 # DEPENDENCYPART_SIBL
(21,10),(21,24),-0.0564967 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.0325444 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.119877 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0474078 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0682378 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.16799 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.137953 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0834906 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.12825 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.119227 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0473841 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0682557 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.168009 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.138038 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0852458 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.129141 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.00425693 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0986493 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.05034 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0188096 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0311413 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.00602969 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0379517 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0762305 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0941435 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.196219 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0576427 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0337159 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0260679 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.113032 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.198625 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.163147 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.195638 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.168281 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0950385 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.144447 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.271647 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.428205 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.0472289 # DEPENDENCYPART_SIBL
(23,11),(23,20),0.0475537 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.0320144 # DEPENDENCYPART_SIBL
(23,11),(23,22),0.0162129 # DEPENDENCYPART_SIBL
(23,11),(23,24),0.0496847 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.15108 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.093951 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.129297 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.140686 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0139031 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0776098 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.110202 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.133208 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.123897 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.132534 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0926277 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.50717 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.222995 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.263898 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.104156 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.219193 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.424837 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.397466 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0897656 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.311746 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.00700011 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.483806 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.209449 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.41345 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.262991 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.112784 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.220773 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.535168 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.086283 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.498892 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.211294 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.219223 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.0877202 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.795862 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.124466 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),1.15782 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.411093 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.18269 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.64471 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.343878 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.0467204 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.218984 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.751022 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.289963 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.115641 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.3339 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.661489 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.703217 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.108809 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.102317 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.15855 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.15187 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.0583126 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.180968 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.574002 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.0555052 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.280611 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.25185 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.000977181 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.0561631 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.353861 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.291914 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.669094 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.919553 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),0.037803 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),-0.243371 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),-0.368622 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.60173 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-1.03121 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.394571 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.535168 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.086283 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.00825049 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.0727195 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.293544 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.68397 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.484149 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.00251686 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.467025 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.216605 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.373639 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.671029 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),1.15782 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.722381 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),0.138519 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.792327 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.181876 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.688039 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),-0.00290956 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.135654 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.0914877 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.142902 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.173621 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.303167 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.607339 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.381778 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),0.0700383 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.225496 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.0261162 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.296897 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.594767 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.254377 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.943915 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),0.278903 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.754399 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.461246 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.410361 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.0805301 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.831969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.389209 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.496102 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.141878 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.000200133 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.343844 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.116862 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.763333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.832987 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.386697 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.189242 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.00240242 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.490312 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.0922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.704699 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.393533 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0957833 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.0166766 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.270161 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.671943 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.609241 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.904248 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.40084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.51412 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.782064 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.229831 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.515662 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.396309 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.250502 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.520962 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.818744 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),0.303286 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.706016 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-1.04091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.521542 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),0.111452 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.655124 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.200778 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.219879 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),0.361354 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.208967 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.41758 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.504222 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.475527 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.665007 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.197249 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.0834102 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),0.469286 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.726661 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.487233 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.973645 # DEPENDENCYPART_GRANDPAR
(1,10),(10,22),0.257101 # DEPENDENCYPART_GRANDPAR
(1,10),(10,23),-0.488097 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.4213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),0.218413 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),0.657218 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.657351 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.460202 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.780208 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.366637 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.398462 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-2.07756 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.1332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.78813 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.23398 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.336147 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.12846 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-2.52009 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.3188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.483924 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),1.496 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.34778 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0472988 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.57174 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-1.37488 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-1.09803 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-2.1182 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.45099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.318022 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),1.1781 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.140749 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0125237 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.12247 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.437915 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-1.56112 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.512224 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.95146 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-2.19471 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.02684 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.86634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.434332 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.320815 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.311932 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-1.10261 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-1.04746 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-1.49603 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.96991 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.972871 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.88963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.409834 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.26187 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0960402 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.392701 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.72224 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.436069 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.340131 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-1.09268 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.393053 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.276963 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.51296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.597047 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.463523 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.990006 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.693892 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.157683 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.72983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.666973 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.58816 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.557659 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.387871 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-2.41248 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.4374 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.760192 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.36018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
