# _root_ Za karty bude chybět Novotný a o tom , zda nastoupí Chovanec , rozhodne lékař až po dnešním tréninku .
#goldHeads=4,1,4,6,4,0,14,7,10,8,10,11,10,6,14,19,14,19,17,0,
#predictedHeads=4,1,4,6,4,0,6,7,10,8,10,11,10,0,14,19,14,19,17,0,
(0,14),(14,12),-0.125683 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.381083 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.0705796 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.73203 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.246983 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.583994 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.251414 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.0413194 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.38472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.103777 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.291647 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.0390668 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.3936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,4),-0.332364 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.035393 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.0700207 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.66231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,5),-1.64897 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.925992 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.31202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.0470431 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0427827 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.237183 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.141245 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.607972 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.102718 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.0296496 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.156866 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.250123 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.925887 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.31593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.283248 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.011672 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.184663 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.110371 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.616261 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.0691147 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.0572943 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.344376 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.123263 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.282272 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.00126 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.51334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.0150286 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.253093 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.507093 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.144394 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.595989 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.333403 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.0587155 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.366484 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.843473 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.387551 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.658111 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-1.11748 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.598228 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.0874864 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.796952 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.324524 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.33292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.37859 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.459597 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.174761 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.648234 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.61215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.148632 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0305436 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.417842 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.972731 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.339529 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.147121 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.48146 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.483704 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.480847 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),0.0848659 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.697027 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0201868 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.326169 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.417136 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.0522 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.77847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.251448 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.085474 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.237059 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.756042 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.356141 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.161612 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.471666 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.758978 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.500316 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.688105 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-1.17035 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.470208 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.662283 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.51542 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.226113 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.338996 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.88845 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.4511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.529208 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.0893573 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.0823759 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.368911 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.110716 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.284717 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-1.01525 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.513086 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.519417 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.481665 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.309633 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.97391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.0371473 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.131199 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.0799963 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.399163 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-1.04331 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.945441 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.943489 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-1.18373 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.64827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,5),-0.22794 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.056422 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.326791 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.0300035 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.232785 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.903015 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.50336 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.454732 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-1.31589 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.496424 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.430548 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.309633 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-1.97391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.0371473 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.131199 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.0799963 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-1.04331 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.172189 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.0170247 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.467308 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.972315 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-1.18373 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-1.36737 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.471939 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.586358 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-1.62292 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),0.0176773 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.708947 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.0490655 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.222039 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-1.10771 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.551267 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-3.23759 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-1.57211 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.585686 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.497937 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),-0.3287 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.516241 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.00497543 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.76132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.275869 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.179319 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.16064 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.88497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.178151 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.287167 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),0.330592 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.132889 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.659747 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.420587 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.731445 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.722206 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),0.371249 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.684066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.191011 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.326009 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.142204 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.72119 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.62955 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.15238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.42455 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.385037 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.0400487 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0751498 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.000352797 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.387269 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.469664 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.146848 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.558825 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.928236 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.15479 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.0950013 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.189602 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.0218176 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.210656 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.597879 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.01677 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.862614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.393437 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.251507 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0695016 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.0594213 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.178235 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.752013 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.1412 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.368051 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.123315 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.0348667 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.41037 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.35019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.31946 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.242219 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.331229 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.279037 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.850228 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.702426 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-1.04364 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-1.47943 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),0.266765 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.197906 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.381319 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.310034 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.151659 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.627308 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.151452 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.328723 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-1.08738 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.169387 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.249701 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),0.135847 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-1.1151 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.25083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.231083 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.254045 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.226776 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.187519 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.165038 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.774667 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.173905 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.62777 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-1.25919 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.440217 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.266924 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.639492 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.0348667 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-1.41037 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.35019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.31946 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.242219 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.279037 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.140607 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.160163 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.376805 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.725203 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-1.04364 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-1.1735 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.404499 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.238367 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.592495 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),0.0511495 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.477998 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),0.302292 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.143681 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.923955 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.218956 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-1.84494 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.544508 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.409805 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.466338 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-3.07712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,1),0.0552346 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.201897 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.421381 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.82157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.292146 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.88482 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.05799 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.31239 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.766227 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.77275 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-1.43092 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-1.10065 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.79447 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.83985 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.42288 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.981811 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.89129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.253826 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.34703 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.397448 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.277681 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-1.06246 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.910583 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.515974 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-1.39319 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-1.17035 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.676323 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.305524 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.59134 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.276748 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-1.04851 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.654766 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.190299 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.457462 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.054254 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.19228 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0934338 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.60028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,1),0.35496 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.20314 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.198929 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.694867 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.66599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.463762 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.556735 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.656473 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.616405 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.645782 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.968433 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.350598 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.164585 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.116169 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.617358 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.61588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.447747 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.531637 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.637048 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.579554 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.76956 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.626357 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.948014 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.077061 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.196679 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.60028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.228979 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.132339 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.244751 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0816229 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.0608537 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.0591004 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.598846 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.612129 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.255418 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.954238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),-0.18368 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.157936 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.151144 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0406982 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.172989 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.0198755 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.131813 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.725443 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.751152 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.752002 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.648269 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.01207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.244801 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.124944 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0764956 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.00871747 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.087692 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.6691 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.325917 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.951619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.327861 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0467613 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.186313 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.0606547 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.186575 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.0329083 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.202949 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.178196 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.341588 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.946758 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.8835 # DEPENDENCYPART_GRANDPAR
