# _root_ " I když se Taliban dostal těsně ke Kábulu , nevěříme , že na něj zaútočí .
#goldHeads=3,3,11,6,6,3,6,7,8,3,0,13,11,16,14,13,0,
#predictedHeads=11,3,11,6,6,3,6,6,8,3,0,13,11,16,14,13,0,
(2,16),(16,3),0.337838 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),-0.501765 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),-0.499849 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),-0.2219 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.576521 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.502279 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.621245 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.459418 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.745332 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.452648 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.552266 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.697393 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.901956 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.551767 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.50198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-1.10834 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.43438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.150689 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.262786 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.326626 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.252656 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.565164 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.962239 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.590479 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.891745 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.702242 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.727158 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.20179 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-1.17461 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.58785 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.925886 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.924376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.345942 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.11975 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.0408807 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.0678741 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.378 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.32931 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.909863 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.68953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.672558 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.574006 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.366321 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.389551 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.0549886 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.176044 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.121255 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.287807 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.00534854 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.237368 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.404683 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-1.39556 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.913249 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.934893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,5),0.250078 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.298725 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0556423 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.544701 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.40765 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.335809 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.407513 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.681207 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.619134 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.925886 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),0.346274 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.472863 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.00614872 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.0145787 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.454483 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.376904 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.739489 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-1.48133 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-1.08629 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.16405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,5),-0.071238 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.073325 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.270434 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.338981 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.768557 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.375368 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.550967 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.38466 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.616828 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.65923 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-1.33019 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.910884 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.68791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.596983 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.534811 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.422149 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.206345 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.0650106 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.163702 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.260773 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.319215 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.0407409 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.323353 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.449299 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.716823 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-1.48133 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-1.16405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,5),-0.071238 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.073325 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.338981 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.768557 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.296357 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.621449 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.616828 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.65923 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.307398 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.623479 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.131291 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.264371 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.243054 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.745999 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.381191 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.842169 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.190841 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.933871 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.801548 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-1.33019 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.910884 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.678225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),0.606804 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),0.543795 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),0.430984 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),0.211366 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.0887927 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.154718 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.254485 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.134454 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.366248 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.144745 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.488483 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.711901 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.272566 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0458211 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.35773 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0038574 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.343684 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.41792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-1.57685 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.593793 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.649803 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-1.96734 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.910673 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.81131 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-1.37025 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.424361 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.07728 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-2.02916 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.369093 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.347895 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.37769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-1.56637 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.583741 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-1.92712 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.886571 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-1.80083 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-1.34614 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.409356 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.05666 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-2.01868 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-1.78157 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.21497 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.741514 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.609037 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.166763 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.18674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.109877 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0772536 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.449838 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.343747 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.950601 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.115826 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.045043 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.332424 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-1.17105 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.14934 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.623454 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.462442 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.32783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.558168 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0407259 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.804407 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0422525 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.984308 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.0881478 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.473761 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-1.2046 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.373305 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.482568 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0627418 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.522315 # DEPENDENCYPART_GRANDPAR
(5,13),(13,6),-0.67401 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-1.11315 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.51584 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.919818 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.0562666 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.430677 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.945255 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.730227 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.20255 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.229483 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.465515 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.112546 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.116055 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.0263241 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.54059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.460533 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.0361145 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.836649 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-1.11228 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.963798 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.983828 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.494777 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.655994 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-1.31649 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.620995 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.159371 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.364362 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.53868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.455609 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.799114 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-1.09557 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.961886 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.967116 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.484347 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.63862 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-1.31458 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-1.23255 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.471439 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.232071 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.291557 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0330889 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.09653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.179852 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),0.427166 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.288288 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.00185 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.55818 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.512094 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.54752 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.28669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.487678 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0105426 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.384938 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.0203016 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.117251 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.120484 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.370293 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.104018 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.248968 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.280214 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.15176 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.55945 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.0738376 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.443111 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.0522024 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.609275 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.228615 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.265764 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.123095 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.22225 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.92871 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.861634 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.14842 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.65637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.0252215 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.412535 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0484929 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.5828 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.225792 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.0249827 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.148691 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.9331 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.07214 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.677802 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.693005 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),0.12207 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.692461 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.5869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.0522752 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.287634 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.177319 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0227799 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.075478 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0854175 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.145535 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.518106 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.530547 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-1.22225 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.861634 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-1.14842 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.65637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,8),0.412535 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.0484929 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.0165947 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.0680009 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.148691 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.9331 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.70677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,9),-0.363443 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.145938 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.137893 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.274392 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.227001 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.131093 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.441527 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.0706476 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.837003 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.483636 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-1.07214 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.677802 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.693005 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),0.12207 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.692461 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-1.58793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),-0.0563486 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.293585 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.179118 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.0191148 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.00988921 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.147569 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.278729 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.238402 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.530557 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0520419 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.0700572 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.465049 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.105074 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.251853 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.288696 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.389833 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.71543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.14816 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.739859 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.469496 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.584587 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.617404 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.509108 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.638886 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.937264 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.369697 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.0313933 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.497941 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.19339 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.71457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,9),-0.709328 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.458103 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.581486 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.606011 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.50333 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.628356 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.934164 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.751547 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.357314 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.0340746 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0536132 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.118357 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.213356 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.70249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.077069 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.567024 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.314825 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0454641 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0289847 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0926597 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.2414 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.73218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.0540425 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.572399 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.395826 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.480967 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.543734 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.498738 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.540342 # DEPENDENCYPART_GRANDPAR
