# _root_ Kdo má nad žáky dozor , nese odpovědnost i za eventuální zranění žáka nebo za škodu , která by žákovi vznikla .
#goldHeads=2,7,5,3,2,2,0,7,12,14,12,10,12,8,14,15,21,21,21,21,16,0,
#predictedHeads=2,7,2,3,2,2,0,7,12,14,12,10,12,7,14,15,21,21,21,21,16,0,
(21,7),(21,10),-0.0142447 # DEPENDENCYPART_SIBL
(21,7),(21,11),-0.0697497 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.00773675 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.00666708 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.0378554 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.0142447 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.00642908 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.0863135 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.156971 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.0815525 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.00642501 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.0468091 # DEPENDENCYPART_SIBL
(21,8),(21,9),-0.0121571 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.0404704 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.180959 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.197153 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.199221 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.0111869 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.0404704 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.194853 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.142881 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.314918 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.0865834 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.194814 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.0334773 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.123584 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.0855355 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.0664877 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.0643373 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.140066 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.123584 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.0640761 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.15475 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.189967 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.112308 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.0640748 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.12685 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.0654506 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.0166289 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.0157181 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.00377704 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.00522846 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.0154256 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.169971 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.208073 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.0358605 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.0154004 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0796996 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.0498554 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.0490172 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.009161 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.0230277 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0487761 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.0258287 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.165911 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.118731 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.0487576 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.102619 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.19309 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.007797 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.0269668 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.188721 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.139624 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.311147 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.0900567 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.188682 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0365732 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.00705334 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.0262891 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.188415 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.139817 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.310393 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.0923011 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.188376 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0339864 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.0668843 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.035808 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.113307 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.158514 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.0410643 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0358067 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0945489 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.0154256 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.169971 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.208073 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0358605 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0154004 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0796996 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.139201 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.310393 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0921686 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.187623 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0328008 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.350971 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.374079 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0489649 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0271216 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.342725 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0135388 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0869707 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.155121 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.00430293 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0327722 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.228694 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.522529 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.432769 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.140556 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.290402 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.132376 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.226123 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.210823 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.739432 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.34438 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.170522 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.086921 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.382408 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.17721 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.250038 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.0618916 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.034017 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.126579 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.428196 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.00589025 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.11061 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.020984 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.379842 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.710082 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.0746394 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.28001 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.19366 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.954268 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.563112 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.0612948 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),-0.012212 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.540029 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.0576963 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.147564 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.0605724 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.178889 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.396344 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.113671 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.121914 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.352387 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.231446 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.304274 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.00618376 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.000975552 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.180815 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.371776 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.0601262 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),0.344784 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.507477 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-1.04554 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.486468 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.440514 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.342637 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.39895 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.194891 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.28235 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.637079 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),-0.0473581 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.367003 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.162695 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.241 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.153751 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.084395 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.413588 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.728629 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.249897 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.437853 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.664926 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.568221 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.633714 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.0539687 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.388359 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.430126 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-1.28268 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.266673 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),0.344034 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),0.0304364 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.710082 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.034332 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.660605 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.605362 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.309283 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.55076 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.216582 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),0.650214 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),0.531349 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),0.0283726 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),-0.138941 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.0519498 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),0.617532 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),-0.626096 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.108392 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.324165 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-0.470626 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.458706 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.525918 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.0587041 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.203227 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.414403 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.378509 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-1.46861 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.10825 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.290801 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),0.0773331 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.221253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.399044 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.423225 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.106794 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.14912 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.586325 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.0473154 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.232658 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.777459 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.919256 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),0.00418077 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.0586584 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.167734 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.88857 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.147926 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),0.187208 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.378144 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),0.197655 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.193072 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0265331 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.0528885 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.516364 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.186864 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.00172665 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.737996 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),0.0185129 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),0.197651 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.193067 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.534516 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.052894 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.516362 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.187581 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-1.07021 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.00465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.364787 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),0.0636477 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),0.0171813 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.452455 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.32088 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.88238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.589748 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.359822 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.17889 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.0173001 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.347511 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.0187937 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.2545 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.0664556 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.882363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.589775 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.102195 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.18186 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.014322 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.351045 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.0493729 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.63497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.285707 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.306197 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.115635 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.899 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.559582 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.362215 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),0.0983129 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.5267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.233346 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.426581 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.00750211 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.0826794 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.604249 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.0397893 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.385791 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-1.19238 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.458665 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-1.13278 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.0973723 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.524651 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.821784 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.331856 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-1.52058 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.472241 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),0.637899 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.128031 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.551775 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.380981 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.0424298 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.21032 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.930422 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.204636 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.859515 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.34918 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.0376501 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.326866 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-1.36349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.631139 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.021158 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.444771 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.0352061 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.111737 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.246957 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.200127 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-1.02057 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.132108 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.793644 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.0854185 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.338987 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.488208 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.309903 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-1.18604 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.367119 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.0870871 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.254626 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.134994 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.728897 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.120248 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.778999 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.116366 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.48219 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.455802 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-1.06477 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),0.391335 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.0239858 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.817741 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.847634 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.0669055 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.391311 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.543952 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-1.24182 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.0471122 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.170769 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),0.386353 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.825045 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.0453988 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.0739193 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.410384 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.568123 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.311543 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-1.39806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),0.445896 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),-0.267691 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.155922 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.0176399 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.142282 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.535806 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),0.0638847 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.160637 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-1.36486 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.423508 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-1.07107 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.389305 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.564491 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.516239 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-1.44017 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-1.26229 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.397785 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.156715 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.48219 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.455802 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-1.17568 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),0.387227 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.823609 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.0438271 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.691924 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),0.183199 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.166854 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.322185 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-1.30061 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.562593 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-1.25098 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.0488675 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.0147542 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-1.63497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,6),0.0249943 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),-0.419728 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.459704 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.519514 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.797599 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-1.47559 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.952004 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-1.34608 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.0493331 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.0151414 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.558114 # DEPENDENCYPART_GRANDPAR
