# _root_ Za současného stavu , kdy se léčebna potýká s obrovskými finančními potížemi , by ráda znovu obnovila svoji farmu .
#goldHeads=17,3,1,8,8,8,8,3,8,12,12,9,8,17,17,17,0,19,17,0,
#predictedHeads=17,3,1,8,8,8,8,3,8,12,12,9,8,17,8,17,0,19,17,0,
(3,4),(4,12),-0.429564 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),0.358643 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.0533943 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.131556 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.750559 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.05457 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.456793 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.826186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.631548 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.384044 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.313493 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.0302453 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.468153 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.403762 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.188055 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.03678 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-1.04506 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.564849 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.309368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.997674 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.805718 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.15071 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.391608 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.00563429 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.577224 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.600711 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.63744 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.315228 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-1.14009 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.500934 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.628592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),1.11643 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),1.36091 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.139143 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.491313 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.18993 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.508439 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.532142 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.0609444 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),0.80134 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.250184 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),0.00666501 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),0.0370572 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.379303 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.986793 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.306642 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.641598 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.361117 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.747358 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.0987348 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),0.531926 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),0.0511445 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),0.151508 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.419088 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-1.06128 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.306639 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.489169 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.361115 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.582915 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),0.149654 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-1.16742 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.63201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),1.00225 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),0.832437 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),0.490411 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),0.696241 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),0.377527 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.510284 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.533987 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.372641 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.0533943 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.131556 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.750559 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.676039 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),0.306639 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),0.361113 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.367358 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),0.748508 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),0.0523036 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.419089 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.621726 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-1.14009 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.627642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),1.1163 # DEPENDENCYPART_GRANDPAR
(3,17),(17,5),1.3572 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),0.136719 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),0.492263 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),0.552815 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),0.169032 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.846835 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.870538 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.357627 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),0.824589 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),0.387628 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.590401 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),0.0607648 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.977183 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.382192 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.529333 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.336541 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0870276 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.22035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.553539 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.988602 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.101521 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0435485 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.200174 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.42961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.655722 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.15631 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.87652 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.36617 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.40641 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-1.31671 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.5942 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.98165 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.666416 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.917128 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.840443 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.77037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),-0.397149 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.263285 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.496003 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.317228 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.763566 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.540496 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.368415 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.788011 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.18983 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.10463 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.64715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.160802 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.139409 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.142234 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.157454 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.395835 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.435885 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.0688114 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.624172 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.896321 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.05714 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.05443 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.65481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.0116976 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.0800577 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.150075 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.177731 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.342426 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.382682 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.00860548 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.650577 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.574789 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.273089 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.227443 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.512201 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.937086 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.69081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,7),-0.151855 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.497612 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.537868 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.18707 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.799665 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.496677 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.393195 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.719258 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),0.0460817 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.102183 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.0229154 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.184853 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.693046 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.304648 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.812535 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.550515 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.356181 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.807916 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.788011 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-1.18983 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-1.64715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),-0.160806 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.139409 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.103959 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.0235611 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.249838 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.372947 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.413494 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.629159 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.552701 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.625461 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.432244 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.248105 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.572289 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.771743 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-1.1756 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.66458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),-0.360095 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.495558 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.169187 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.536193 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.772931 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.813176 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.454302 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.468699 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.296471 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.797088 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.843794 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.123561 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.366788 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.809793 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-0.896321 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-1.05443 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-1.6549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),-0.0163646 # DEPENDENCYPART_GRANDPAR
(4,17),(17,6),-0.0819453 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.150894 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.0204925 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.224407 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.453758 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.494003 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.0938496 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.541992 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.291677 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.688703 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.364255 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.792788 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.512595 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.612768 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.374249 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.378415 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.784838 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.644388 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0939583 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0695469 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.270088 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.72715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.643742 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0630664 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.247767 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0235715 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.338409 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.62951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.532027 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.556525 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.893205 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.946812 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.818786 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.03986 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.85003 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.473104 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.324594 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.302464 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.75662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.827102 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.695735 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.966752 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.947171 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.29319 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.908381 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.970229 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.989239 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-1.40184 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.587749 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.677419 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.57418 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.724431 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.41006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0910603 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0710456 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.419407 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.258976 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.312367 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.539107 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.405736 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.595456 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.534886 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.440948 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.599967 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.01138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.0903215 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.0319101 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.435033 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.337847 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.391454 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.427799 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.311097 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.488347 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.492332 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.460241 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.535673 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.686145 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.711147 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.105339 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.284642 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.338249 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.340446 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.41029 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.497361 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.411107 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.451121 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.587749 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.677419 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.724431 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-1.41006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.091058 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.0469195 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.024649 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.41136 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.244854 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.298763 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.427341 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.429921 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.406676 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.578122 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.365105 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.647765 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.761704 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.869388 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.81417 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-1.42746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,7),-0.154384 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.194786 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.500237 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.497884 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.551491 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.630743 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.721513 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.693294 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.83525 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.49414 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.00371995 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.449148 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.58815 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.595456 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.440949 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.599773 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-1.01609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),0.0883812 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),0.0310212 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.0693308 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.409239 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.346912 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.400519 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.432174 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.247754 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.23984 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.499191 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.41285 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.624056 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.536123 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.287427 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-1.01404 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.414652 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.436992 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.220781 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-2.37816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,3),-0.465487 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.182621 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.61064 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.102517 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.0686244 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.18947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.859294 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-1.41898 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-1.41924 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.775968 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-1.69945 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-1.06543 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.16459 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.556372 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.578229 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.0291224 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.44393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.951191 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.863164 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-1.4463 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-1.72222 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.84454 # DEPENDENCYPART_GRANDPAR
