# _root_ zeptali jsme se JÁNA LANGOŠE , bývalého ministra vnitra ČSFR : Jaký je váš názor na policejní zákrok , k němuž došlo minulou středu na fotbalovém stadiónu Slovanu v Bratislavě ?
#goldHeads=0,1,1,5,6,1,8,6,8,8,13,13,1,15,13,15,18,16,22,22,20,18,24,22,22,27,25,27,27,29,0,
#predictedHeads=0,1,1,5,6,1,8,6,8,8,0,13,11,15,13,15,18,16,22,22,20,18,24,22,24,27,25,27,27,29,0,
(13,15),(15,18),0.690629 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.279182 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),0.327962 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),0.121468 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.311714 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.213763 # DEPENDENCYPART_GRANDPAR
(13,15),(15,29),0.451583 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.861627 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.308285 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.591068 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.031302 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.178661 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.559399 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.130147 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.177557 # DEPENDENCYPART_GRANDPAR
(13,18),(18,14),0.58651 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.917682 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.310962 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.254105 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.212101 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.283695 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),0.081138 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.361687 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.112778 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.265552 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-1.67954 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-1.60324 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-1.21536 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-1.15273 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.298055 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-1.60544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,15),0.666148 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0786733 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.7195 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.429622 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),0.166581 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.728509 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.655977 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.302252 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.407468 # DEPENDENCYPART_GRANDPAR
(13,19),(19,27),-0.365821 # DEPENDENCYPART_GRANDPAR
(13,19),(19,28),-1.00079 # DEPENDENCYPART_GRANDPAR
(13,19),(19,29),0.247911 # DEPENDENCYPART_GRANDPAR
(13,19),(19,31),-0.421305 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.56089 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.150647 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.552322 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.303105 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.165301 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),-0.237093 # DEPENDENCYPART_GRANDPAR
(13,20),(20,31),-0.289178 # DEPENDENCYPART_GRANDPAR
(13,22),(22,1),-1.42516 # DEPENDENCYPART_GRANDPAR
(13,22),(22,2),-1.33086 # DEPENDENCYPART_GRANDPAR
(13,22),(22,3),-0.568093 # DEPENDENCYPART_GRANDPAR
(13,22),(22,4),-1.44157 # DEPENDENCYPART_GRANDPAR
(13,22),(22,6),-0.995579 # DEPENDENCYPART_GRANDPAR
(13,22),(22,8),-1.39491 # DEPENDENCYPART_GRANDPAR
(13,22),(22,9),-1.29719 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),-1.41371 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),-0.959421 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),0.0382247 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-1.61943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,15),0.463183 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),-0.0331545 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.837112 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),0.210069 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),0.390762 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),0.0494862 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.680769 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.560019 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.376268 # DEPENDENCYPART_GRANDPAR
(13,22),(22,26),-1.98903 # DEPENDENCYPART_GRANDPAR
(13,22),(22,27),-0.622201 # DEPENDENCYPART_GRANDPAR
(13,22),(22,28),-1.25713 # DEPENDENCYPART_GRANDPAR
(13,22),(22,29),0.194679 # DEPENDENCYPART_GRANDPAR
(13,22),(22,30),-1.44785 # DEPENDENCYPART_GRANDPAR
(13,22),(22,31),-0.364585 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),0.224426 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.308036 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.376056 # DEPENDENCYPART_GRANDPAR
(13,23),(23,27),-0.373491 # DEPENDENCYPART_GRANDPAR
(13,23),(23,28),-1.00846 # DEPENDENCYPART_GRANDPAR
(13,24),(24,14),0.583282 # DEPENDENCYPART_GRANDPAR
(13,24),(24,17),-0.257841 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),0.429537 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.293299 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-0.268302 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),-1.67918 # DEPENDENCYPART_GRANDPAR
(13,24),(24,27),-0.216625 # DEPENDENCYPART_GRANDPAR
(13,24),(24,28),-0.852176 # DEPENDENCYPART_GRANDPAR
(13,24),(24,29),0.401927 # DEPENDENCYPART_GRANDPAR
(13,24),(24,30),-1.04204 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),-0.134258 # DEPENDENCYPART_GRANDPAR
(13,25),(25,26),-1.66068 # DEPENDENCYPART_GRANDPAR
(13,25),(25,27),-0.248999 # DEPENDENCYPART_GRANDPAR
(13,25),(25,28),-0.885366 # DEPENDENCYPART_GRANDPAR
(13,25),(25,30),-1.0786 # DEPENDENCYPART_GRANDPAR
(13,26),(26,28),-1.00846 # DEPENDENCYPART_GRANDPAR
(13,26),(26,29),0.177126 # DEPENDENCYPART_GRANDPAR
(13,27),(27,20),0.437013 # DEPENDENCYPART_GRANDPAR
(13,27),(27,23),-0.297538 # DEPENDENCYPART_GRANDPAR
(13,27),(27,25),-0.146638 # DEPENDENCYPART_GRANDPAR
(13,27),(27,26),-1.60845 # DEPENDENCYPART_GRANDPAR
(13,27),(27,28),-0.835871 # DEPENDENCYPART_GRANDPAR
(13,27),(27,29),0.403293 # DEPENDENCYPART_GRANDPAR
(13,27),(27,30),-1.02573 # DEPENDENCYPART_GRANDPAR
(13,27),(27,31),-0.270893 # DEPENDENCYPART_GRANDPAR
(13,28),(28,23),-0.297511 # DEPENDENCYPART_GRANDPAR
(13,28),(28,24),-0.101445 # DEPENDENCYPART_GRANDPAR
(13,28),(28,26),-1.60842 # DEPENDENCYPART_GRANDPAR
(13,28),(28,27),-0.151984 # DEPENDENCYPART_GRANDPAR
(13,28),(28,29),0.407883 # DEPENDENCYPART_GRANDPAR
(13,28),(28,30),-1.0202 # DEPENDENCYPART_GRANDPAR
(13,28),(28,31),-0.270884 # DEPENDENCYPART_GRANDPAR
(13,29),(29,28),-0.713116 # DEPENDENCYPART_GRANDPAR
(13,29),(29,30),-0.803768 # DEPENDENCYPART_GRANDPAR
(13,29),(29,31),-0.242014 # DEPENDENCYPART_GRANDPAR
(13,30),(30,25),-0.14628 # DEPENDENCYPART_GRANDPAR
(13,30),(30,26),-1.60831 # DEPENDENCYPART_GRANDPAR
(13,30),(30,27),-0.151987 # DEPENDENCYPART_GRANDPAR
(13,30),(30,28),-0.788027 # DEPENDENCYPART_GRANDPAR
(13,30),(30,29),0.547575 # DEPENDENCYPART_GRANDPAR
(13,30),(30,31),-0.271397 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.97419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,15),-0.812847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.476419 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.185462 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.358578 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.477769 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-1.09933 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.652859 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-1.15467 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-1.14248 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.724932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.761525 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.418134 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.42828 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.417202 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.0896001 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.953593 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-1.05555 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.240185 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-2.86462 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-1.74324 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-1.97179 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-1.43977 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-1.18008 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-1.87265 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.03684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.642878 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.429308 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.0978125 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.482975 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.276252 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.853571 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.851698 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.0887416 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-1.01726 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),-0.571201 # DEPENDENCYPART_GRANDPAR
(15,19),(19,29),-0.148536 # DEPENDENCYPART_GRANDPAR
(15,19),(19,31),-0.344595 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.0112048 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.423453 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.210335 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.886162 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.518971 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.672281 # DEPENDENCYPART_GRANDPAR
(15,20),(20,31),-0.346736 # DEPENDENCYPART_GRANDPAR
(15,22),(22,1),-2.79167 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-1.65309 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-1.40955 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-2.04197 # DEPENDENCYPART_GRANDPAR
(15,22),(22,6),-1.86454 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-1.63624 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-1.96497 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-2.25226 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-1.37184 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-1.07041 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-1.76573 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-1.02784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),0.462834 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),-0.773651 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.0995693 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),0.959091 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.532781 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.890143 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.49779 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),0.00216655 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-1.27055 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.666878 # DEPENDENCYPART_GRANDPAR
(15,22),(22,28),-0.220747 # DEPENDENCYPART_GRANDPAR
(15,22),(22,29),0.0401394 # DEPENDENCYPART_GRANDPAR
(15,22),(22,30),-0.716044 # DEPENDENCYPART_GRANDPAR
(15,22),(22,31),-0.204268 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),0.659977 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.507001 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),0.136366 # DEPENDENCYPART_GRANDPAR
(15,23),(23,27),-0.676028 # DEPENDENCYPART_GRANDPAR
(15,23),(23,28),-0.229972 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.498686 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-1.30146 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),-0.636172 # DEPENDENCYPART_GRANDPAR
(15,25),(25,28),-0.182449 # DEPENDENCYPART_GRANDPAR
(15,25),(25,30),-0.673522 # DEPENDENCYPART_GRANDPAR
(15,29),(29,28),-0.407903 # DEPENDENCYPART_GRANDPAR
(15,29),(29,30),-0.661587 # DEPENDENCYPART_GRANDPAR
(15,29),(29,31),-0.431588 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.596762 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.535862 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.57604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.108772 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),0.718615 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.518866 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.429902 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.331562 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-1.26322 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.392071 # DEPENDENCYPART_GRANDPAR
(16,15),(15,29),-0.386681 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.990278 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.228032 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-1.01893 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.94773 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-1.86927 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.30532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.66802 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.105939 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.0369605 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.329456 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.430018 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),0.196254 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.010595 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-1.39223 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-1.26356 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-1.46598 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-1.48695 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-1.21725 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-1.01871 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-2.31184 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.48825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.360427 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),1.54589 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.225935 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.134274 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.696493 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),0.306178 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.187035 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.337611 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),-1.37943 # DEPENDENCYPART_GRANDPAR
(16,19),(19,29),-0.148898 # DEPENDENCYPART_GRANDPAR
(16,19),(19,31),-0.773781 # DEPENDENCYPART_GRANDPAR
(16,24),(24,14),-0.947678 # DEPENDENCYPART_GRANDPAR
(16,24),(24,17),0.667864 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),-0.145804 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.703348 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.0201039 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.739331 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.499957 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-1.54223 # DEPENDENCYPART_GRANDPAR
(16,24),(24,29),0.0572526 # DEPENDENCYPART_GRANDPAR
(16,24),(24,30),-1.41083 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),-0.143964 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.0255552 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.394316 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.889647 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-1.13965 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.865685 # DEPENDENCYPART_GRANDPAR
(17,20),(20,31),-0.156113 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-1.08873 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-1.24729 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-1.2728 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.280541 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.275214 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-2.07444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.0597285 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),0.192778 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.36621 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-1.16674 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.512913 # DEPENDENCYPART_GRANDPAR
(18,15),(15,29),-0.645572 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.641244 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.17644 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.29148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.13052 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-1.6579 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-1.05483 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),0.187123 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-3.2306 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),-2.25011 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-2.3077 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-1.65041 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-1.81582 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-2.25518 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-2.37722 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.33411 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.77847 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.921915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.738593 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.165284 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.131491 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.395483 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),0.0203385 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),-0.275037 # DEPENDENCYPART_GRANDPAR
(18,19),(19,28),-0.0726461 # DEPENDENCYPART_GRANDPAR
(18,19),(19,29),-0.147686 # DEPENDENCYPART_GRANDPAR
(18,19),(19,31),-0.343947 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.801416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.704933 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.114021 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.151276 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.0420839 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),0.090612 # DEPENDENCYPART_GRANDPAR
(18,20),(20,31),-0.33359 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-3.15756 # DEPENDENCYPART_GRANDPAR
(18,22),(22,2),-2.15987 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-1.48938 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-2.22012 # DEPENDENCYPART_GRANDPAR
(18,22),(22,6),-2.20034 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-1.84817 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-1.91587 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-2.48156 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-1.58238 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-1.70596 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-2.14816 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-2.05577 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-1.25468 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.686647 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.910411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),1.24197 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.798737 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.151345 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.02538 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),0.129236 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.870553 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),0.0915387 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),0.294003 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),0.0590778 # DEPENDENCYPART_GRANDPAR
(18,22),(22,30),-0.394793 # DEPENDENCYPART_GRANDPAR
(18,22),(22,31),-0.184927 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.924714 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.0564072 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),0.247036 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),0.0605728 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),0.262961 # DEPENDENCYPART_GRANDPAR
(18,24),(24,14),-1.80844 # DEPENDENCYPART_GRANDPAR
(18,24),(24,17),-0.750075 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),1.04886 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.096461 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.0995851 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.9292 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.479745 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.278118 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.120687 # DEPENDENCYPART_GRANDPAR
(18,24),(24,30),-0.966449 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.0515383 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.903918 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),0.135822 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),0.345879 # DEPENDENCYPART_GRANDPAR
(18,25),(25,30),-0.338693 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.597184 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.284652 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.352767 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.43332 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),-0.257076 # DEPENDENCYPART_GRANDPAR
(19,1),(1,7),-0.313269 # DEPENDENCYPART_GRANDPAR
(19,1),(1,8),-0.323073 # DEPENDENCYPART_GRANDPAR
(19,1),(1,9),-0.328432 # DEPENDENCYPART_GRANDPAR
(19,1),(1,10),-0.462255 # DEPENDENCYPART_GRANDPAR
(19,1),(1,11),-0.169589 # DEPENDENCYPART_GRANDPAR
(19,1),(1,15),-0.065076 # DEPENDENCYPART_GRANDPAR
(19,1),(1,16),-0.103597 # DEPENDENCYPART_GRANDPAR
(19,1),(1,18),0.106524 # DEPENDENCYPART_GRANDPAR
(19,1),(1,19),-2.14573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,1),(1,20),-0.911188 # DEPENDENCYPART_GRANDPAR
(19,1),(1,24),-1.16816 # DEPENDENCYPART_GRANDPAR
(19,1),(1,25),-1.049 # DEPENDENCYPART_GRANDPAR
(19,1),(1,29),-1.37024 # DEPENDENCYPART_GRANDPAR
(19,1),(1,31),-0.908088 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.260689 # DEPENDENCYPART_GRANDPAR
