# _root_ Ať už podnět ke změnám přišel zvenčí nebo ne , určitě vzbuzuje naději , že povede ke zchlazení výbušné atmosféry v zemi .
#goldHeads=8,1,6,3,4,1,6,10,8,0,12,10,12,15,13,15,16,17,20,18,20,21,0,
#predictedHeads=6,3,6,3,4,0,8,6,8,12,12,8,12,15,13,15,16,17,20,18,20,21,0,
(15,12),(15,14),-0.289909 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.152442 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.123768 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.275149 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.204746 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.275656 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.208986 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0731634 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.144205 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.140468 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0782924 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0499871 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0901847 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0512364 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.153703 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0527575 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0103675 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.162969 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.365338 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.142352 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.365965 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.239518 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.0053857 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.118398 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.130838 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.221678 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.130937 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0962706 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.131801 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0185567 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.072064 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0186918 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0580724 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.118974 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0324018 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0846713 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0240097 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.202961 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.142674 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.00968031 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.120846 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0234867 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.202967 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.153673 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0404889 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0222261 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.040815 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.00735461 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0404889 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0217647 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0488817 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0542348 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0223599 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.0542348 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.00517422 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.062978 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.0647268 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0634299 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.130011 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0233465 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.161038 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0253354 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0749683 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.00717108 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.024244 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.00710737 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.00285992 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.00384396 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.00179487 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.043069 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0316492 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.132846 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0149313 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0536242 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.019936 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0575866 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0182284 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0400423 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.00789699 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.185879 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0214807 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0952342 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0920903 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0131661 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0104952 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0200742 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0104952 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0280138 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0224949 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0345278 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.149525 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0570931 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0274539 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.029911 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0322879 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0302826 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0160634 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0344668 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0138674 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0253354 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0749683 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.00717108 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.024244 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.00710737 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.00285992 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.00384396 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.00179487 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.239664 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.195985 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.144632 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.196048 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.21214 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.199217 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.196598 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.00233256 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0485044 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.00231193 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.123866 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.00677802 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.121851 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0143266 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.105159 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0548383 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.117478 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.12885 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.100752 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0370702 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.107131 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.151853 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0543259 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.117479 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.12885 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.0348276 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0668371 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.125952 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.432314 # DEPENDENCYPART_SIBL
(17,18),(17,20),-1.3111 # DEPENDENCYPART_SIBL
(17,18),(17,22),-1.31757 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.679951 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.681806 # DEPENDENCYPART_SIBL
(17,20),(17,22),-1.31757 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.121729 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0166363 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.150508 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0189037 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.120869 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0283962 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0246499 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0281403 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.153701 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.132989 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.064275 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.20511 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.015872 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.172936 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.213113 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0257636 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0228471 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0235709 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.024745 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.00395507 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0629783 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.000544155 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.110083 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.113375 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0212972 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0156895 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0190595 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.149486 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0189695 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.120877 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.00721276 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0959043 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0227734 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.00259767 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0587246 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.000711196 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.111654 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.015894 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.172958 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.213113 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.145615 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.075943 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0510993 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0742039 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0511083 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.338814 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0151254 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0116314 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0151254 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.124036 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.116837 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.00028984 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0133778 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0391844 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.00387483 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.185175 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.026245 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0899461 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0391842 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.00387478 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.114507 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.123838 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0369707 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.0574827 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.245122 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.00305178 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.00882981 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.429306 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.0800009 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.263579 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.15569 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.307712 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.146757 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.285967 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.102139 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.253937 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.180282 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.262976 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.00283766 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0899952 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.168088 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.032621 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.308682 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0923403 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.320131 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.130086 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.220165 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.0713519 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.201057 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.0301376 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.10772 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.451575 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.508787 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.0120995 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.00589025 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.186268 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.0119487 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.0888378 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.235081 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.0706139 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.228291 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.423439 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.276752 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.169408 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.347471 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.492659 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.192823 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.206509 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.261682 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.297786 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.276849 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.354402 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.184798 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.047306 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.151505 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.372251 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.552312 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.118421 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.0496756 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.0929635 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.0472555 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.353641 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.284757 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.637467 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.222737 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),-0.370577 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.0142519 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.157666 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0917341 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.15994 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.357102 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.307671 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.05811 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.196192 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.249497 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.188313 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.223032 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.20983 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.313857 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.583628 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.160223 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.150737 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.0377074 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.4827 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.830078 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.068902 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.0207559 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.0206981 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.31325 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.437337 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.220585 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.242262 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.438227 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.262782 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.274019 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.0714743 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.29078 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.242312 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.124442 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.500488 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.32921 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.332459 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.38022 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.316602 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.0722796 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.340236 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.116854 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.20006 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.539956 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.00410083 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.182756 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.142018 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.128108 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.346992 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.0424049 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.0192313 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.189774 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.0241007 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.329466 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.12141 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.532471 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.0585324 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.302727 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.192083 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.0844846 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.144235 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.254515 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.684915 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.588336 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.443928 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.747181 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.583628 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.0377074 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.0269157 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.172555 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.523355 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.28007 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.0206981 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.31325 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.232697 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.120779 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.0365582 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.0191524 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.0355037 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.536182 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.0652715 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.135591 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.63194 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.721839 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.902403 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.659819 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.679089 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.0849886 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.331008 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.102353 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.365047 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.483978 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.134865 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.000522976 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.123263 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.295703 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.0988529 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.508896 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.0359749 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.270628 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.348936 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),0.11102 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.976149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.207651 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0638783 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.06935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.44236 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0654932 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.00346819 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.113002 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.00260394 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.00245099 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.195692 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.107663 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.397663 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.959373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.546912 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.36332 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.115174 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.190366 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.248592 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.158962 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.0992306 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.0487383 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),0.126025 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.0150822 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.0056489 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.0813944 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.427572 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.0521563 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.493264 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.0876323 # DEPENDENCYPART_GRANDPAR
