# _root_ Namísto prezidenta Borise Jelcina , jehož účast na slavnostním uvítání vojáků se původně očekávala , z tribuny k vojákům promluvil ruský premiér Viktor Černomyrdin .
#goldHeads=20,4,4,1,14,7,14,7,10,8,10,14,14,4,14,20,16,20,18,0,22,24,24,20,0,
#predictedHeads=14,4,4,1,14,7,14,7,10,8,10,14,14,15,0,20,16,17,18,15,22,24,24,20,0,
(14,15),(15,7),-1.33737 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.801117 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.78905 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.15436 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.18816 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.457368 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.607651 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.44144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0613895 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.520299 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.0635991 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.842209 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.669087 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.796205 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.892136 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.532684 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.445901 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.568428 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.234767 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.425374 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.32234 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.524076 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.320059 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.527617 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.235225 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.0923388 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.50543 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.0397603 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.391036 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.589358 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.687759 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.325829 # DEPENDENCYPART_GRANDPAR
(14,18),(18,15),0.529038 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.11006 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.221134 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.38779 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.258747 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.486493 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.574988 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.209567 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.234518 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.177893 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.04443 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.392608 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.590936 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.689336 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.327407 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-0.621472 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-0.98551 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-1.20351 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-1.2873 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-0.966949 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),0.182793 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-0.884855 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.552729 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.698659 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.732775 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.00705499 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.436777 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-1.36019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.787719 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.0570645 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.613665 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.0859429 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.796336 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.621622 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.85048 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.94428 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.581447 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.338301 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.0797967 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.768503 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.861268 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.495846 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.214703 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.187839 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.230202 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.295556 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.689465 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.327535 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.316893 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),0.250819 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.28615 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.437315 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.326553 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.31759 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),-0.172345 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),0.250832 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),-0.358413 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.286137 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.42964 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.555231 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.325214 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.236589 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.177931 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.171566 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.147501 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.180951 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.12808 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.115957 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.104455 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.0597139 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.0408553 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.0652585 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),0.177516 # DEPENDENCYPART_GRANDPAR
(15,2),(2,20),-0.587011 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.18269 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.251915 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.118753 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.101177 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.0625101 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.0385125 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.0579571 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),0.0507874 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),0.179492 # DEPENDENCYPART_GRANDPAR
(15,3),(3,20),-0.586827 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.183443 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.251327 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.175646 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.105471 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.0704347 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.0428078 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.06069 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),0.0354437 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),0.0406599 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),0.175198 # DEPENDENCYPART_GRANDPAR
(15,4),(4,20),-0.58683 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.321022 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.431313 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.399423 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.390606 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.4538 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.43862 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.456446 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.358369 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.190455 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),0.0330806 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-2.03294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,20),-0.543238 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.165925 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.270996 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.19492 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.179652 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.201589 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.0875817 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),0.00524661 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.0502715 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.0523496 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.0597687 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.0503848 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.18354 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-2.07191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),-0.517675 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.753202 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.317172 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.218459 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.270251 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.0391353 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.0453609 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.114387 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.000541761 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.182466 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.0832988 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.143011 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0791102 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.0535526 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.0449485 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.179492 # DEPENDENCYPART_GRANDPAR
(15,10),(10,16),-0.516916 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.752442 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.586827 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.2522 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.176124 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.160856 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.085723 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.126768 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.078338 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.00115936 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.157059 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.044665 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.177337 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.07191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.516925 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.902002 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.375204 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.241495 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.233878 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.88376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.637903 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.127137 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.176266 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.112792 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.102054 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.219173 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.0809915 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.073184 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.126585 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.0261185 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.0589276 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.0763687 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.345195 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.121705 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.94176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.616121 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.852195 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.797331 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-1.08841 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.587117 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-1.03359 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-1.14009 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-1.14553 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-1.06247 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.34252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.0378596 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.275725 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.198638 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.325387 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.533316 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.28959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.355625 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0104062 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.129786 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.145479 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.192064 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.167782 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.155749 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.103403 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.39289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.037697 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0964443 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.131966 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.173717 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.181628 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.175065 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.106962 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-1.02887 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-1.18566 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-1.13671 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-1.13025 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.753349 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.693023 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-1.07812 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-1.03888 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.962521 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.950283 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.368472 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.579043 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.674587 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-1.30176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.296206 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.110516 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.148405 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.120902 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.113741 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.0850252 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.0814164 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.018491 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.55277 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.149936 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.411764 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.407321 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.339218 # DEPENDENCYPART_GRANDPAR
(15,22),(22,16),0.346771 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.14961 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.143988 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.177852 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.140716 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.0883697 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.603375 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),0.152895 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.174322 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.127839 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.104101 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.608279 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),0.158546 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),0.152897 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.0777715 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.17432 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.120183 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.135541 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.608279 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.296618 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.317843 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-1.24928 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-1.3289 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-1.33836 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.670355 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-1.31116 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.431893 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.954916 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-1.04805 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-1.12458 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.402259 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.426107 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.513346 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.94116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.657514 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.615845 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.553091 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-1.85143 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-2.3232 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-2.21626 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-2.26383 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-1.07224 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.407648 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.629007 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.30046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.0355987 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.425149 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.352278 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.805314 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-1.19705 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-1.08986 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-1.14081 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.30046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),1.07539 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.352114 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.8039 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-1.19564 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-1.08844 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-1.1394 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.102168 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-1.15489 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-1.0472 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-1.09477 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-1.30908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),1.07047 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.022875 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-1.05894 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-1.09246 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-1.14342 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.400764 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.780866 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-1.10794 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-1.24419 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.487158 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-2.06604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,1),-0.630048 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-1.15407 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-1.79368 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-1.81912 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-1.21618 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-1.51233 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.705043 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-1.104 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-1.09186 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-1.22393 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.0617362 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.347578 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-1.71646 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.305919 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.42221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.620409 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-1.06574 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-1.80877 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-1.7535 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-2.22246 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-1.95049 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-1.44322 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.605641 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.37724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,19),-1.42342 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-1.82308 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-1.70852 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.37396 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.0559 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.895943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.220372 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.761785 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.0662034 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.530411 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.258434 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.968576 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.691533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),-0.256042 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.815795 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.632517 # DEPENDENCYPART_GRANDPAR
