# _root_ Obávám se , že Ivanu Hlinkovi a Stanislavu Neveselému zbyla už právě jen ta slepá víra v boží zázrak , který se nepochybně sám od sebe nedostaví .
#goldHeads=0,1,4,1,6,7,10,9,7,4,10,16,16,16,16,10,16,19,17,27,27,27,27,21,27,25,19,0,
#predictedHeads=0,1,4,1,6,7,4,7,10,7,10,16,16,16,16,10,16,19,17,27,27,27,27,21,27,25,16,0,
(12,7),(7,10),-0.361027 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.169296 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.64212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.434304 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.484642 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.750463 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.74595 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.785776 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.956802 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.673452 # DEPENDENCYPART_GRANDPAR
(12,7),(7,27),-0.897524 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.570563 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.287525 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.130078 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.263651 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.777299 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.712584 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.735582 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.923435 # DEPENDENCYPART_GRANDPAR
(12,8),(8,24),-0.830533 # DEPENDENCYPART_GRANDPAR
(12,8),(8,27),-0.799774 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.515561 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.654835 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.525632 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.513974 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.321081 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.294899 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.288986 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.042945 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.479283 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.682966 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.697631 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.893837 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.27112 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.72971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.431873 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.981952 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.970294 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.751219 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.48343 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.30601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.134641 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.286664 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.314699 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.323975 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.9483 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.834857 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.913308 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.694234 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.704938 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.444885 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.23419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.07693 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.135825 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.186908 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.278832 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.395539 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.442019 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.2362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.0233779 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0668661 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.329426 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.405542 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.786579 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.310687 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.40391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.0960284 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.174716 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.120805 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.254349 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.24143 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.445286 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.445676 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.420117 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.436394 # DEPENDENCYPART_GRANDPAR
(12,16),(16,27),-0.300948 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.71991 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.567625 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.447992 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.236712 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.130408 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.152781 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.193741 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.115606 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.764138 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.757963 # DEPENDENCYPART_GRANDPAR
(13,5),(5,27),-0.591928 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.447992 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.513449 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.152745 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.510032 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.380615 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.193741 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.115606 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.764138 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.704703 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.757745 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.877009 # DEPENDENCYPART_GRANDPAR
(13,8),(8,24),-0.983555 # DEPENDENCYPART_GRANDPAR
(13,8),(8,27),-0.591928 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.337902 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0429863 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.80397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,1),-0.270986 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.53636 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.348073 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.372975 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.328212 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.289016 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.80413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.144597 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.685403 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.65524 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.66715 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.806001 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.697614 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.613683 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.664277 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.619418 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.410387 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.26755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.302644 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.411194 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.468588 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.584174 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.624099 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.4447 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.31829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.161738 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.414228 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.467562 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.740685 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.48299 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.313713 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.37937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.0897511 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.2172 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.44765 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.511813 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.576968 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.392921 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.711889 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.57748 # DEPENDENCYPART_GRANDPAR
(13,16),(16,27),-0.219245 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-0.802067 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-1.07605 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-0.917574 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-0.506975 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.398757 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.755967 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.639749 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),-0.437738 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.0361827 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.435462 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),0.0672119 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.761775 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.889261 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),0.0255596 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.761228 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.963349 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),-0.455543 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),-0.24065 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),-0.0446546 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-1.33229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,16),-0.523208 # DEPENDENCYPART_GRANDPAR
(14,1),(1,17),-0.591036 # DEPENDENCYPART_GRANDPAR
(14,1),(1,19),-0.544053 # DEPENDENCYPART_GRANDPAR
(14,1),(1,20),-0.723307 # DEPENDENCYPART_GRANDPAR
(14,1),(1,23),-0.691809 # DEPENDENCYPART_GRANDPAR
(14,1),(1,25),-0.6975 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.307374 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.561539 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-1.06866 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-1.19615 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.0120417 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.592737 # DEPENDENCYPART_GRANDPAR
(14,4),(4,20),-0.861175 # DEPENDENCYPART_GRANDPAR
(14,4),(4,27),-1.42079 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.0788196 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.905972 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.671564 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-1.0326 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.126353 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.822276 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.355434 # DEPENDENCYPART_GRANDPAR
(14,8),(8,15),-0.475076 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.549233 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.479094 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.570953 # DEPENDENCYPART_GRANDPAR
(14,8),(8,24),-0.957518 # DEPENDENCYPART_GRANDPAR
(14,8),(8,27),-1.20203 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.519887 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.936416 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.87903 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-1.00652 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.12677 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.878492 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.474358 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.155795 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.34299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,16),-0.496735 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.400069 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.518475 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-1.04895 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.176984 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.0313567 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.530102 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.905945 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.144055 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.930244 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-1.04452 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.294772 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0493442 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.38538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.409337 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.510986 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-1.02859 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-1.15608 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-1.02805 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.27794 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.263172 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.40279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.4077 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.487527 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.690619 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.642432 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.616667 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.405307 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.87793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),-0.0415819 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.0178868 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-1.56613 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.546305 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.530661 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.393968 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.881348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.268772 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.00073356 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.256875 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.00444108 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.248116 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.505881 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.186414 # DEPENDENCYPART_GRANDPAR
(14,16),(16,27),-0.591903 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.28775 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.181091 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.00775921 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.280117 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-1.56613 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.54633 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.530686 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.397207 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.881383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.27007 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.255826 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.241417 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.101689 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.308997 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.248119 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.506479 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.196854 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-0.594725 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.484419 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.227414 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.166874 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.96965 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.703877 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.315908 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.921581 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.485158 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.261595 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.148222 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.703746 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.1357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.685002 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-1.16148 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-1.02011 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.956851 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.214817 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.285537 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.660722 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.15145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.667258 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.621009 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.849692 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.307196 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.943647 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.880389 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.33999 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.197595 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.218282 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.176569 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.14183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.615369 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.429879 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.871523 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.466211 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.0476257 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.0817605 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.2808 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-1.02927 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.589597 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.652055 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.659212 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-1.22951 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.43658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.243055 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.431794 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.156901 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.759561 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.319145 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.743148 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.251072 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-0.53628 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.62163 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.869935 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.654759 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-1.28445 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.0743097 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.381679 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-1.40335 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.0943258 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.445117 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.98173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),0.0682551 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.846324 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.733332 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.501585 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.263606 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.798184 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.963954 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.252938 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.745333 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.728975 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.357982 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.240028 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.2189 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.0740394 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.9184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,5),-1.08898 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-1.71867 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.8159 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.257951 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.520472 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.267885 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0658322 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.86455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,20),-0.140508 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.78975 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.646834 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-1.72462 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.821855 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.693053 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.315342 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.529601 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.467102 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.110851 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.79196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.0832107 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.656516 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.161491 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.408502 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.380078 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.363942 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),0.0682551 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.846324 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),-0.363615 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.662503 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.482141 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),0.0732535 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),0.213115 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-1.50319 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.372716 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.574847 # DEPENDENCYPART_GRANDPAR
