# _root_ Povstání zkomplikovalo plány nacistů na obranu Karpat , připoutalo nemalé nacistické jednotky na Slovensko , rozrušilo komunikační systém v týlu fronty a vytvořilo nebezpečné ohnisko nepokojů .
#goldHeads=22,22,2,3,3,5,6,22,22,12,12,9,9,13,22,22,18,16,18,19,20,0,22,25,23,25,0,
#predictedHeads=2,8,2,3,3,5,6,22,22,12,12,9,12,13,22,22,18,16,18,19,20,0,22,25,23,25,0,
(15,6),(6,16),-0.658912 # DEPENDENCYPART_GRANDPAR
(15,6),(6,22),-0.900772 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.462673 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.166901 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.232925 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.402907 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.377381 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.415819 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.476985 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.0491915 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-2.13468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,1),-0.175575 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.0978118 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),0.060508 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.116394 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.219787 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.131809 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.190146 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.380266 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.149179 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.133063 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.00341274 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.0323822 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.0881312 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-2.04351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.659197 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-1.07037 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-1.01314 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-1.11108 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-1.26659 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-1.39088 # DEPENDENCYPART_GRANDPAR
(15,9),(9,22),-0.874913 # DEPENDENCYPART_GRANDPAR
(15,9),(9,23),-0.967375 # DEPENDENCYPART_GRANDPAR
(15,9),(9,25),-1.37838 # DEPENDENCYPART_GRANDPAR
(15,9),(9,26),-1.49221 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.35398 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.256314 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.355833 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.112676 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0829523 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.114085 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.0457378 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.17366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.658907 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-1.20302 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.98838 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.90073 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-0.967085 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.107312 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0564542 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.97145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.924725 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.901725 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.125235 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0955116 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0168789 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.00171449 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.17366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.658909 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.20302 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-1.05922 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.90073 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.967087 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-1.20164 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.852403 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.973185 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-1.1402 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.1321 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-1.15229 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-1.21427 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.75686 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.928243 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.912582 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.977761 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.883336 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.05356 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.39906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.165107 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.0501779 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.0737392 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.242463 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.366777 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),0.0418261 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.212798 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.557483 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.354256 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),-0.468889 # DEPENDENCYPART_GRANDPAR
(15,16),(16,27),-0.467443 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.283167 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.265736 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.540839 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-1.06297 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-1.10719 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.242541 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.158102 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.299286 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.417436 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.00812752 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.230999 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.598959 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.411079 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.52489 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.251957 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.0210288 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.423087 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.00466211 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.233931 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.606618 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.416731 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.530541 # DEPENDENCYPART_GRANDPAR
(15,23),(23,1),-1.20164 # DEPENDENCYPART_GRANDPAR
(15,23),(23,2),-0.852403 # DEPENDENCYPART_GRANDPAR
(15,23),(23,12),-0.97777 # DEPENDENCYPART_GRANDPAR
(15,23),(23,16),0.198024 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),-0.0120779 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.0476257 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.302403 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.428116 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.558775 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.356787 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),-0.47142 # DEPENDENCYPART_GRANDPAR
(15,23),(23,27),-0.468739 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),0.80136 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),0.342708 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),0.129036 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),0.0198477 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.203069 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.0876491 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.298131 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.238954 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.2497 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.925777 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),0.140376 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),0.323587 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),0.153267 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),0.0408682 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),-0.583034 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),0.673053 # DEPENDENCYPART_GRANDPAR
(16,2),(2,18),0.0098444 # DEPENDENCYPART_GRANDPAR
(16,2),(2,19),-0.550056 # DEPENDENCYPART_GRANDPAR
(16,2),(2,21),-0.548479 # DEPENDENCYPART_GRANDPAR
(16,2),(2,22),-0.282852 # DEPENDENCYPART_GRANDPAR
(16,2),(2,25),-0.688565 # DEPENDENCYPART_GRANDPAR
(16,2),(2,26),-0.779762 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.0362098 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.460572 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),0.131777 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),0.0311756 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.176703 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.495399 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),0.882157 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.335898 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.141123 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),0.310998 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.98163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,22),-0.312709 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),0.0400701 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),0.466752 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),0.210428 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),0.0256059 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),0.175944 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.496158 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),0.881045 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.336771 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.0626355 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.210441 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.461961 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.0971053 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.0852646 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.516043 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.137962 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),0.87007 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.349558 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.154783 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),0.559241 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.2941 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.98417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,22),-0.315285 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),0.214126 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.00409788 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.0899732 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.0428804 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.126806 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.881045 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.336661 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.141886 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.205766 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),0.0902992 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.0326626 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.254984 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.168006 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.211864 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.881887 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.138523 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.876134 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.668095 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.148234 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.0408821 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.588066 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.673068 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-2.07607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.417372 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),0.00984725 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.550055 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-0.640857 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.548476 # DEPENDENCYPART_GRANDPAR
(16,9),(9,22),-0.282851 # DEPENDENCYPART_GRANDPAR
(16,9),(9,23),-0.985492 # DEPENDENCYPART_GRANDPAR
(16,9),(9,25),-0.688562 # DEPENDENCYPART_GRANDPAR
(16,9),(9,26),-0.779759 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.304969 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.430937 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.206745 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.170984 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.53019 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.250606 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.99 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,10),-0.663085 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.626979 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.137155 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.447024 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.232157 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.306601 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.151048 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.407056 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.98409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.444779 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.271639 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.315171 # DEPENDENCYPART_GRANDPAR
(16,12),(12,23),-0.893508 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.50814 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.126549 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.435571 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),-0.562796 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.206146 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.464919 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.250052 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.435752 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.175272 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.406223 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.98422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.444903 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),0.267878 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.315295 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.893636 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.163747 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.335638 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),0.00673182 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.211511 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.16464 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.298632 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.258689 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.521608 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.232076 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0929878 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.508495 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.34088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.715541 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.439598 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-1.09674 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-1.2503 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.458259 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.138648 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.194654 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-1.0871 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.663565 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.300295 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.0431313 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.0135627 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.110078 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.141151 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.122523 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.413327 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.0341423 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.125322 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.220024 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.311463 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.266373 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.189713 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.0722887 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.122784 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.151646 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.442949 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.0719314 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.163112 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.656642 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),0.263141 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.768739 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.189685 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.110043 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.15172 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.0674236 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.158604 # DEPENDENCYPART_GRANDPAR
(16,22),(22,1),-1.01615 # DEPENDENCYPART_GRANDPAR
(16,22),(22,2),-0.854924 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-0.847844 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-1.06078 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-0.726175 # DEPENDENCYPART_GRANDPAR
(16,22),(22,6),-1.01098 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-1.68856 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-1.15661 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-0.778359 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-1.2728 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-0.619649 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.446352 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-1.34724 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.623937 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-1.42445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),-0.18292 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.453354 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.0886545 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.206493 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.12115 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.491678 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.42024 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.0600652 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.151263 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.512219 # DEPENDENCYPART_GRANDPAR
(16,23),(23,1),-0.575635 # DEPENDENCYPART_GRANDPAR
(16,23),(23,2),-0.368177 # DEPENDENCYPART_GRANDPAR
(16,23),(23,12),-0.179545 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-1.46091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,18),0.358346 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.197788 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.323736 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.233848 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.687122 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.322413 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.414416 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.523131 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.170972 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.247834 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.339032 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.346397 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.163112 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.505119 # DEPENDENCYPART_GRANDPAR
(16,26),(26,20),0.110964 # DEPENDENCYPART_GRANDPAR
(16,26),(26,21),0.19714 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),-0.3464 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),0.0632592 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),-0.506668 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-1.98393 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.96382 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.40904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.0735914 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.519409 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.751799 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.156693 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.770596 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.800268 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-1.31962 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.668661 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.287577 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.525974 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.42774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,19),0.422375 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.753792 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.155285 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.772841 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.804293 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-1.32161 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.670655 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.8251 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-1.54958 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.195895 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.365952 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.574937 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.234101 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-1.70628 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-1.06332 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-1.54014 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.493686 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.701376 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.309015 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-1.59291 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.385313 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-2.20457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
