# _root_ Tím , že Schumpeter opouští abstraktní schéma tržní ekonomiky a zkoumá kapitalistický systém , je blíž klasické škole a Marxovi než Marshallovi a Walrasovi .
#goldHeads=15,3,1,10,10,7,5,9,7,3,10,13,11,3,0,15,18,19,16,19,16,23,21,23,0,
#predictedHeads=15,3,1,5,10,7,5,9,7,3,10,13,11,3,0,15,18,19,15,19,16,23,21,23,0,
(14,11),(11,18),-1.11172 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.801935 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-1.28183 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.77502 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-1.44121 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-1.03863 # DEPENDENCYPART_GRANDPAR
(14,11),(11,24),-1.32455 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.437741 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.0763465 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.2306 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0285061 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0318773 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.12854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.746432 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.67604 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.18913 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.16213 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.82855 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.970569 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-1.19025 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-1.25254 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.724646 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.893441 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-1.1544 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.03224 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.18884 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.00464 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.743611 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.848411 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.955202 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.32401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0471344 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.0580308 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.0804581 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.0360967 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.245517 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.0348951 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.404891 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.200594 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.288237 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.331707 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.669173 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.438963 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.388671 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.129981 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.556492 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.0361268 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.715866 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.599212 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.25182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.159774 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.0954718 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.391894 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.558927 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.0415783 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.839409 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.940332 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.899776 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-1.09128 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.661476 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.86634 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.99253 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-1.00554 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-1.02696 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.728687 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.68045 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.82131 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.792003 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-1.1987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.111358 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.164286 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.419681 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.219072 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.331167 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0131379 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.490541 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.361453 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.373886 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.325918 # DEPENDENCYPART_GRANDPAR
(14,23),(23,1),-0.839409 # DEPENDENCYPART_GRANDPAR
(14,23),(23,2),-0.940332 # DEPENDENCYPART_GRANDPAR
(14,23),(23,3),-0.899776 # DEPENDENCYPART_GRANDPAR
(14,23),(23,4),-1.09128 # DEPENDENCYPART_GRANDPAR
(14,23),(23,5),-0.661476 # DEPENDENCYPART_GRANDPAR
(14,23),(23,7),-0.99253 # DEPENDENCYPART_GRANDPAR
(14,23),(23,9),-1.02696 # DEPENDENCYPART_GRANDPAR
(14,23),(23,11),-0.68045 # DEPENDENCYPART_GRANDPAR
(14,23),(23,12),-0.82131 # DEPENDENCYPART_GRANDPAR
(14,23),(23,13),-0.792003 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-1.1987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,15),0.111358 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),-0.164286 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),-0.419681 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),-0.219072 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),0.0122888 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.406994 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),0.0313662 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.566368 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.373886 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.325918 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.480717 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),0.538542 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.26918 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),0.584586 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),0.512909 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.329942 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.699245 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),0.0596553 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.679726 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),0.378206 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),0.215862 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),0.718392 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-2.58371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,19),-0.487577 # DEPENDENCYPART_GRANDPAR
(15,3),(3,23),-0.42961 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),0.314956 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.263853 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),0.383637 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),0.755353 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),0.0130397 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),0.492158 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.318274 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.12037 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),0.0608836 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.385955 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),0.145042 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.411033 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.56554 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),0.0222325 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.90518 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.599702 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.424249 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),0.332105 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.351085 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),0.0608852 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),0.531011 # DEPENDENCYPART_GRANDPAR
(15,5),(5,16),-0.378945 # DEPENDENCYPART_GRANDPAR
(15,5),(5,18),-0.434253 # DEPENDENCYPART_GRANDPAR
(15,5),(5,19),-0.266035 # DEPENDENCYPART_GRANDPAR
(15,5),(5,23),-0.208067 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),0.306518 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.291389 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),0.375199 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.00598685 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.0358285 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.309829 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.125282 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.634026 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.912783 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.236007 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.501837 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-0.199067 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-0.376273 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.28 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.258682 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.527498 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.448586 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.109641 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.0297075 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.00313321 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.0390746 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.439703 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.376552 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),0.296604 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.38075 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),0.199501 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.137977 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),0.0251075 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.00961004 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),0.307206 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.350185 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.292526 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.404675 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.204676 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.0548546 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.380094 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.67248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.512377 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.458181 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.802477 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-1.05327 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-1.32614 # DEPENDENCYPART_GRANDPAR
(15,10),(10,23),-0.454655 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),0.0611266 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.409716 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),0.0310729 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.70874 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.577658 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.329162 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.350732 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.0593457 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.540482 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.19754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.378945 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.0651663 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.434252 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.266034 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.685041 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.338339 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.957915 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.208067 # DEPENDENCYPART_GRANDPAR
(15,11),(11,24),-0.819214 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.0297008 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.00537167 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.342328 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.626335 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.209186 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.363794 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.26353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.332422 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.21284 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.268418 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.385959 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.451397 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),0.134217 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.355658 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),0.26674 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.691282 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.34102 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.245428 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.196731 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.130614 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.307213 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.52139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.519057 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.350487 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.502962 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.444994 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.0517371 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.449162 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.176198 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.151286 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.0630387 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.257832 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.335912 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.197211 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.209962 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.40262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.156883 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.158092 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.0803551 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.259067 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.732657 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.0124135 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.748467 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.0881635 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.18471 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-0.234538 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-1.41697 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.425601 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-1.1576 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-0.964042 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-1.20432 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.716311 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-1.55295 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-1.33207 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.294678 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.805238 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.991616 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.703834 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.742056 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.57936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.0352689 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.324198 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.0316423 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.0292853 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.126143 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.302159 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),0.0667598 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.163458 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.837503 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.0710129 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.173905 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),0.318681 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.0352049 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-1.49438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,18),-0.256853 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.523893 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.417967 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),0.109872 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.279267 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.903929 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.146433 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.0319707 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.0352049 # DEPENDENCYPART_GRANDPAR
(15,23),(23,1),-0.234538 # DEPENDENCYPART_GRANDPAR
(15,23),(23,2),-1.41697 # DEPENDENCYPART_GRANDPAR
(15,23),(23,3),-0.425601 # DEPENDENCYPART_GRANDPAR
(15,23),(23,4),-1.1576 # DEPENDENCYPART_GRANDPAR
(15,23),(23,5),-0.964042 # DEPENDENCYPART_GRANDPAR
(15,23),(23,7),-0.716311 # DEPENDENCYPART_GRANDPAR
(15,23),(23,9),-1.33207 # DEPENDENCYPART_GRANDPAR
(15,23),(23,11),-0.805238 # DEPENDENCYPART_GRANDPAR
(15,23),(23,12),-0.991616 # DEPENDENCYPART_GRANDPAR
(15,23),(23,13),-0.703834 # DEPENDENCYPART_GRANDPAR
(15,23),(23,14),-0.742056 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-1.57936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,16),0.0352689 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),0.324198 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),-0.0316423 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),0.230436 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.29717 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),0.0371622 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.570044 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.163458 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.837503 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.12644 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.745177 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.566964 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.531126 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.221344 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.44821 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.225352 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0361354 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.43379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.651047 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.437574 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.377707 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.554945 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.541545 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.01523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.0787545 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.131447 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.193031 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-1.09871 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.21051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.00512114 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.180453 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.3849 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.565917 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.735832 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.788379 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.886688 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.899377 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-1.18928 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.844612 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-1.1545 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.763581 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.540921 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.81939 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-1.07188 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.463941 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.597175 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.610012 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.21974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.222405 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.0536273 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0437617 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.0910244 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.248208 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.336253 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.580226 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.00655109 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.0912021 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.383782 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.170644 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.715799 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.581617 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.0599958 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.270305 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.0581445 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.025775 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.273873 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),0.230856 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.0576995 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.00667449 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.715799 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.262146 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),0.0944295 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.815822 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.715437 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-1.05447 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-1.23706 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.654013 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-1.07626 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.513191 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.892103 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-1.10285 # DEPENDENCYPART_GRANDPAR
