# _root_ Doposud jsme byli zvyklí na to , že školy organizovaly nejrůznější soutěže , zájezdy nebo přehlídky a peníze na ně byly vždy nějakým způsobem zajištěny .
#goldHeads=3,3,0,3,4,5,8,6,10,17,15,15,15,15,10,15,8,25,18,19,25,25,24,25,17,0,
#predictedHeads=3,3,0,3,4,5,8,6,10,8,12,10,15,15,10,15,15,17,25,19,25,25,24,25,17,0,
(13,25),(25,19),-0.22095 # DEPENDENCYPART_GRANDPAR
(13,25),(25,21),-0.0985379 # DEPENDENCYPART_GRANDPAR
(13,25),(25,22),-0.248603 # DEPENDENCYPART_GRANDPAR
(13,25),(25,23),-0.257604 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),-0.252452 # DEPENDENCYPART_GRANDPAR
(13,25),(25,26),-0.283271 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.0409007 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.62186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,9),-0.815853 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.274485 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.526363 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.65858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.333492 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-1.52369 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.80724 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.847489 # DEPENDENCYPART_GRANDPAR
(14,12),(12,25),-0.720122 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.417813 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-1.22576 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-1.95034 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.671234 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.744053 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.418479 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.599594 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-1.44231 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.212771 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0214048 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.91419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.438878 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.77923 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.856815 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.97713 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.901088 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.93974 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.872843 # DEPENDENCYPART_GRANDPAR
(14,13),(13,25),-0.8123 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.18647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.557481 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.873345 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.0566297 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.35016 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.149507 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.539527 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-1.00793 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.0101529 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.14146 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.348569 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.686474 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.469221 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.383755 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.536319 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.419384 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.61606 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.345351 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.496272 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.439412 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.492948 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.268988 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.458786 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.436605 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.494957 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.643222 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.454236 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.247981 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.386823 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.663668 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.387527 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.307771 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.49696 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.295209 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.338552 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.54977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,17),-0.27984 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.462984 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.435979 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.31267 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.203511 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.54065 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.474582 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.300315 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.419941 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.440643 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.479594 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.524678 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),0.0340972 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.485834 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.467969 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.46022 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.587411 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.433899 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.162438 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.118999 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.57036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,17),-0.363251 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.536034 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.591808 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.631391 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.550614 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.533838 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.834505 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.498832 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.37555 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.855106 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.351211 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.57377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,17),-0.37595 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.8341 # DEPENDENCYPART_GRANDPAR
(15,8),(8,25),-0.790537 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.607261 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.196754 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.330695 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.0976138 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.281999 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.534318 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.639886 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.485046 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.548665 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.347603 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.531567 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.788447 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.453012 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.176267 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.521212 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.27057 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.333549 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.112444 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.54469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.329789 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.27454 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.559649 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.795168 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.734966 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.659802 # DEPENDENCYPART_GRANDPAR
(15,10),(10,24),-1.01854 # DEPENDENCYPART_GRANDPAR
(15,10),(10,25),-0.693745 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.288326 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.091047 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.123563 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.378485 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.21887 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.290482 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.66273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.575941 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.500756 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.795904 # DEPENDENCYPART_GRANDPAR
(15,12),(12,25),-0.752779 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.578875 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.63413 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.536034 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.347963 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.853978 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.513788 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.253275 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.427937 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.637089 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.399756 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.262237 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.68113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.704388 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.472363 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.938195 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.930595 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.821469 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.709208 # DEPENDENCYPART_GRANDPAR
(15,13),(13,25),-0.777905 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.400808 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.279155 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.375573 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.576306 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.809563 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.846917 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.657682 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.946357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),-0.0400265 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.758314 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-1.12409 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-1.0032 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-1.05162 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.937175 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-1.0081 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.849125 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.695924 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.903532 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-1.09637 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.83139 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.682989 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.450529 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0680839 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.0360317 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.267462 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.0617268 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.162915 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.512198 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),0.024722 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-0.598674 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.369567 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.212303 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.302407 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.265213 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.54713 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.245827 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.361745 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.103974 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.630489 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.213624 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.360185 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-0.903853 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-0.652938 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-1.01428 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.796489 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.591302 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.412638 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-1.01254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.199035 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.232615 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.0133014 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.121157 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.230038 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.470045 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.598954 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.309694 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.252957 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.130955 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.522479 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.683154 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.174651 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),0.0121952 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.266801 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.46081 # DEPENDENCYPART_GRANDPAR
(15,25),(25,2),-1.06725 # DEPENDENCYPART_GRANDPAR
(15,25),(25,3),-0.984177 # DEPENDENCYPART_GRANDPAR
(15,25),(25,5),-0.891246 # DEPENDENCYPART_GRANDPAR
(15,25),(25,9),-0.651498 # DEPENDENCYPART_GRANDPAR
(15,25),(25,10),-0.888313 # DEPENDENCYPART_GRANDPAR
(15,25),(25,12),-0.794219 # DEPENDENCYPART_GRANDPAR
(15,25),(25,13),-0.600771 # DEPENDENCYPART_GRANDPAR
(15,25),(25,14),-0.411197 # DEPENDENCYPART_GRANDPAR
(15,25),(25,15),-1.03771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,25),(25,16),0.198987 # DEPENDENCYPART_GRANDPAR
(15,25),(25,17),0.189097 # DEPENDENCYPART_GRANDPAR
(15,25),(25,18),-0.0129911 # DEPENDENCYPART_GRANDPAR
(15,25),(25,19),-0.13986 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),-0.0251122 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),-0.201265 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.376861 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.428724 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.626091 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.733972 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.853591 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.884652 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-3.02868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),-1.79549 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.903234 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.88381 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-1.41236 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-2.21208 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-2.41646 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-1.01114 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-1.13342 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-1.19284 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-1.01174 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-1.08752 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-1.73141 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.412735 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.480034 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.679223 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.441474 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-3.09547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.554322 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-1.86374 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.991724 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-1.12774 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-1.07532 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-2.11864 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.930079 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.56288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,19),-0.478933 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.276068 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.766604 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-1.20413 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.0661014 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.138226 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),0.0739001 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.317863 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.436901 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.0448951 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),0.116361 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.0627564 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.217324 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.0384559 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.0949382 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.0593872 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.024874 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),0.006166 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.201812 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),0.0504094 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.204155 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.027063 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),0.137053 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.048594 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),0.0867211 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-0.022066 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),0.159032 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.57009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,1),-0.234953 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.0616609 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),0.151262 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.202555 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.14336 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),0.0534074 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.0217373 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.236257 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.101458 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.167879 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.0631004 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.194272 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),0.286592 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),0.242485 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),0.00234762 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.38882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,3),-0.000266246 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.311476 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.233667 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.0321654 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.491653 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.354997 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),0.0286532 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),0.178356 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.440816 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),0.0386807 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),-0.091783 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-1.40021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,21),-0.582548 # DEPENDENCYPART_GRANDPAR
(17,8),(8,25),-0.53414 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.259168 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),0.15917 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.00753845 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),0.221167 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.375607 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.10051 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.0207823 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),0.228175 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.090969 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.125983 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.0015824 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.255057 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.0585741 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.288486 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.0725356 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.138603 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.00655833 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.297996 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.139786 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.313692 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.56478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.294645 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-0.932412 # DEPENDENCYPART_GRANDPAR
(17,10),(10,21),-0.757811 # DEPENDENCYPART_GRANDPAR
(17,10),(10,22),-0.784733 # DEPENDENCYPART_GRANDPAR
(17,10),(10,24),-1.2036 # DEPENDENCYPART_GRANDPAR
(17,10),(10,25),-0.711746 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.0378007 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.192 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),0.305671 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.0715332 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.181817 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.38706 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.0849287 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.402782 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.52333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,21),-0.534562 # DEPENDENCYPART_GRANDPAR
(17,12),(12,25),-0.486592 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.307024 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.178488 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.000266246 # DEPENDENCYPART_GRANDPAR
