# _root_ Ne tak kvůli ní samé , jako kvůli ekonomické i politické transformaci , jíž je garantem a která tou dobou ještě nebude zcela u konce .
#goldHeads=2,0,0,3,4,7,0,7,10,12,10,8,17,16,17,15,12,22,20,22,22,17,22,22,24,0,
#predictedHeads=2,0,6,3,3,7,0,7,10,12,10,8,17,17,17,15,12,22,20,22,22,17,25,22,24,0,
(15,16),(16,18),-0.326764 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.327617 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.0053815 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.450199 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-1.0991 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-1.69926 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-1.09952 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.837948 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-2.38271 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.980209 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-1.79792 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-1.6723 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-1.23252 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.0887673 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.65926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0598527 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.377538 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.416314 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.120391 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.147782 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.869179 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.0443226 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.252338 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.339425 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.24354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.224114 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.279291 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.303343 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.101061 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.567934 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.165775 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.296621 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.738828 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),0.0750504 # DEPENDENCYPART_GRANDPAR
(15,20),(20,16),0.497166 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.35279 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.374083 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.0654649 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.46029 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.231085 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.232276 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.199797 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.333587 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.377245 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.190799 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.207603 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.360447 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.424929 # DEPENDENCYPART_GRANDPAR
(15,22),(22,1),-0.82697 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-1.01596 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-0.598652 # DEPENDENCYPART_GRANDPAR
(15,22),(22,5),-0.809854 # DEPENDENCYPART_GRANDPAR
(15,22),(22,7),-0.938759 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-0.582863 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-2.00781 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-0.784006 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-1.41351 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-1.31644 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.816981 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),0.278807 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-1.74164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),0.00179011 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.14347 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.419465 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.548158 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.435151 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.204311 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.214208 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.465797 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.674396 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.959488 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),-0.295656 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.339315 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.145503 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),0.350715 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.366701 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.325715 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.387135 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),0.00980269 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.145249 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.108497 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-0.764208 # DEPENDENCYPART_GRANDPAR
(15,25),(25,18),-0.351707 # DEPENDENCYPART_GRANDPAR
(15,25),(25,19),-0.372572 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),0.0495246 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.228613 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.131723 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.804166 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.84615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,20),-1.33707 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.788024 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-1.64754 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.189858 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-1.15845 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-1.85911 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.625497 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-1.81489 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-1.97673 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.40234 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.519833 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-1.27666 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-2.11358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.131838 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.300156 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.318839 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.543048 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.255612 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.629523 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.628613 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.369366 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.576879 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.631853 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.925763 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-2.02861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.186333 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.574274 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.621519 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.308497 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.726369 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.78276 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.442455 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.432927 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-1.59502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,18),0.315381 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.24928 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.624056 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.256141 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.748817 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.739765 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.744516 # DEPENDENCYPART_GRANDPAR
(16,22),(22,1),-0.683648 # DEPENDENCYPART_GRANDPAR
(16,22),(22,2),-0.674018 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-1.22326 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-1.05112 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-0.213506 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-1.05407 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-1.63729 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-0.648758 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-1.57405 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-1.72382 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-1.16162 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.34927 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.997662 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-1.93741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),0.111269 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.528129 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.270608 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.416862 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.523082 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.600856 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.610799 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.189251 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-1.14053 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.548453 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),0.00024123 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.410947 # DEPENDENCYPART_GRANDPAR
(17,1),(1,13),-0.273268 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.785381 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.582264 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.114497 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.362251 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.535408 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.285166 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.656402 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.829406 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),-0.395132 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),-0.238158 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.361193 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.11738 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.802181 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.253629 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.587917 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.425036 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.733566 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.720399 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.438313 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),-0.186875 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.6916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,22),-0.786477 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.703082 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.402544 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.454395 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.565534 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.348195 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.300346 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),0.216482 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-1.79726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,5),-0.285646 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.450491 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.128719 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.0269331 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.347555 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),0.0345531 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.90201 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.518418 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.293841 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.411996 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.872372 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.681351 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.531691 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.602644 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.41345 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.450419 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.224937 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.151257 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.71991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,21),-0.688388 # DEPENDENCYPART_GRANDPAR
(17,10),(10,23),-0.948148 # DEPENDENCYPART_GRANDPAR
(17,10),(10,24),-0.861137 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.309311 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.362187 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.481497 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.789546 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.566773 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.314062 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.50814 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.225339 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.452336 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.377759 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.343327 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.0215188 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.389001 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.87061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,21),-0.697569 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.818 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.785381 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.114497 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.814225 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.551936 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.20724 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.492974 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.519012 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.667472 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.4914 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.238158 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.0300209 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,21),-0.814375 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.866511 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-1.0816 # DEPENDENCYPART_GRANDPAR
(17,13),(13,24),-0.998502 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.117028 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.663215 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.656462 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.384018 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),0.145765 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.304324 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.785961 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.400255 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),0.0530214 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.173747 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.418608 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.359973 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.35679 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.648283 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.00484533 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.281742 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.85934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.696142 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.981383 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-1.01023 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.987365 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-1.27191 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-1.14035 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-1.26516 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0304517 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.87061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.317099 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.652049 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.927759 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.818 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.132387 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.403935 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.728035 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.503395 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.22117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),-0.131017 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.163117 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.134078 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.524692 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.251544 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.934045 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.588883 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.767948 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.260269 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.0442261 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.256631 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.315725 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.628531 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.182894 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.254942 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.0953432 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.226233 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.129595 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.617705 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.310572 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.429561 # DEPENDENCYPART_GRANDPAR
(17,22),(22,1),-1.40652 # DEPENDENCYPART_GRANDPAR
(17,22),(22,2),-1.31298 # DEPENDENCYPART_GRANDPAR
(17,22),(22,3),-1.03422 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-0.972958 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-1.15469 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-1.12697 # DEPENDENCYPART_GRANDPAR
(17,22),(22,9),-1.11229 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-1.20519 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-1.29824 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-1.38193 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.957493 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.667086 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.978597 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.817252 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-1.0745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.501711 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.10452 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.191596 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.172843 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.390057 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.0452239 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.264571 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.548061 # DEPENDENCYPART_GRANDPAR
(17,23),(23,18),0.103961 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),-0.217616 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.117549 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.322251 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.0954251 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.302865 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.420602 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),0.0569682 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.658923 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.156095 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.451695 # DEPENDENCYPART_GRANDPAR
(17,25),(25,18),0.290843 # DEPENDENCYPART_GRANDPAR
(17,25),(25,19),-0.0132246 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),-0.252391 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.574915 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),0.0208624 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.51627 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-1.05676 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-1.37173 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-1.93023 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.902766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.327093 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0159326 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.995343 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.119627 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.133825 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.478776 # DEPENDENCYPART_GRANDPAR
(18,25),(25,18),-0.902531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,25),(25,19),0.327756 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),0.0293943 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.100317 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.0285086 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.25826 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-1.09962 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-1.10711 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.959906 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-1.31648 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-1.50407 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.857708 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.847065 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-1.18252 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-1.0234 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-1.17196 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-1.09721 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-1.0237 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-1.12469 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-1.04846 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.739249 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.61134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.653989 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.539851 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-1.64307 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.560228 # DEPENDENCYPART_GRANDPAR
(19,15),(15,24),-0.560517 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-0.941946 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-1.07029 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.40473 # DEPENDENCYPART_GRANDPAR
