# _root_ Kdo tomu věří i dnes , vidí - stejně jako dřív - svět jako rejdiště ideologů , a útočných záměrů .
#goldHeads=3,3,7,5,3,3,0,9,7,9,10,9,7,15,13,18,18,15,20,18,0,
#predictedHeads=3,3,6,5,3,0,6,9,7,9,10,9,18,9,14,15,18,15,20,18,0,
(18,3),(18,12),-0.00752854 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.126809 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.181636 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.139939 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.139939 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.00541979 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0655166 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.159707 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.0254439 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.0423273 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.0238856 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.0907581 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0640683 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.112607 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0567891 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.0907581 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.092117 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.112607 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0795945 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.0795945 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0423273 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.020451 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0227569 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.132004 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.0416117 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0273723 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.061787 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.0276119 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0373456 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0273723 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.0231569 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0276119 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.00416525 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.00416525 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.020552 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0141173 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0182121 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0364068 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.0105121 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.160062 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.175422 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.151112 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.0105121 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.119947 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.175422 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.133078 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.133078 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0314293 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0668363 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.15378 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0307131 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0114318 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0802465 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0056925 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0819226 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.14772 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0802465 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.176357 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.176357 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.021114 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0114108 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0243317 # DEPENDENCYPART_SIBL
(18,8),(18,21),0.0501591 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0941485 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0181678 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0622162 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0243107 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0941485 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0368053 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0368053 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0447256 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0143986 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0442816 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.20967 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0664373 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.172077 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.00257377 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.109501 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0150963 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0150963 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0568765 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0444882 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.00817532 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.125276 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0505807 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.0147128 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0545299 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.00221825 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.00221825 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0554665 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.00654723 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.00024139 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.196742 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.14772 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0802465 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.176357 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.176357 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.021114 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0114108 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0243317 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.0501591 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0663601 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0169263 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0169263 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.113002 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0155347 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0567799 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0719944 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0150963 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0150963 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0568765 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0444882 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.00817532 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.125276 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0160931 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.124969 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0329004 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0487111 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0855908 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.124969 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0329004 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0487111 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0855908 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0141173 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0182121 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0364068 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.193283 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.163388 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.243997 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.132333 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0134525 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0200723 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.00831195 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.00581379 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.00259593 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0200723 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.00831195 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.00581379 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.00259593 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.123462 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0567186 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.187416 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.337924 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.012063 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.106266 # DEPENDENCYPART_SIBL
(0,2),(2,3),0.0794287 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.107932 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.00614233 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.15445 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.132352 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.088076 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.240249 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0385093 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.436687 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.00790875 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.0194544 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.193677 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.214281 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.00582476 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.254403 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.345314 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.0894227 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.031132 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.174457 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.0406557 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.190263 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.193537 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.0235189 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.326638 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.170526 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.81346 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.388089 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.220052 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0642581 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.341396 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.249092 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.527821 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0474768 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0555134 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.782266 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0987105 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.0897142 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.138839 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),-0.075806 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.05462 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.52899 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.164041 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.145184 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.00896017 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.0664915 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.0563647 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.218324 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.106059 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.0862281 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.53226 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.133027 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.27636 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.0220805 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.13621 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.0288509 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.446351 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.123523 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),0.384594 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.244519 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.516823 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.0672464 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.0472209 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.0243997 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.458156 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.071904 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.0521962 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.230459 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.0744705 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.847299 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.0331014 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.0530699 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.380238 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.216217 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.0476699 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.166355 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.107173 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.157933 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.226014 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.0231852 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.492787 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.342003 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-1.0787 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.108483 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.827164 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.572884 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.412978 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),0.0812557 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.244519 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.516823 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.0472209 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.458156 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.154051 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.256696 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.0502364 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.401553 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.847299 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.0331014 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.584836 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.330556 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.123899 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.0530699 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.688502 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.431753 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),0.20167 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),-0.125705 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),-0.248342 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.398975 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.0817211 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.119315 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.333419 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.016433 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.329263 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.112799 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.460741 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),0.00330363 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.814817 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.198096 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.606391 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.352111 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.056457 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.621171 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.506412 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),0.221661 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.56735 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.68365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.174657 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.197321 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.155199 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.377231 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.625727 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.744828 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.25108 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.815736 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.55118 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.715729 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.93521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0947272 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.146509 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.127121 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.32389 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.55448 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.648294 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.135333 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.598194 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.760267 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.874857 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.571401 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.66075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.267721 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.131749 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.132552 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.150992 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.600988 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.727012 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.248219 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.682449 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.806775 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-1.02077 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.359574 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.918575 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-1.01886 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.771993 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.550715 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.964173 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-1.20726 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-1.26593 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.63622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.200887 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.660753 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.530436 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.400357 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.971078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.287029 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.157762 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.124832 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.286611 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.28009 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.0551056 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),0.0679568 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),0.1912 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-1.60734 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.0599261 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.850649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.66952 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.145521 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.357975 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.21118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.559888 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.0368395 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.73507 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0113584 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.00836125 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.162213 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.147507 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),0.0169406 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.13071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.535052 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.111918 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.322874 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.200247 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.0744953 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.0195509 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.145568 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),0.104836 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.35476 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),0.282356 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.165857 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.578612 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.0831776 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.0400077 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-1.858 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.344375 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.314705 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.187444 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.0663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.613881 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.0539064 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.15001 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.101808 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.0725787 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.00920047 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.177856 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.0196083 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.32703 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),0.253604 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),0.0801021 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.0623128 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.816373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.756048 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.298604 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.337173 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.147349 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.391523 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.317012 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.062087 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.0914985 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.237211 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),0.579816 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.0384278 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.451183 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.129055 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.127762 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.0186577 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.264023 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.102134 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.0986838 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.0418101 # DEPENDENCYPART_GRANDPAR
