# _root_ V Brémách budou přestupovat na vlak do Ostende , kde se nalodí na parník Bretaň , který je po osmi dnech vyloží v sídle OSN .
#goldHeads=4,1,4,0,4,5,6,7,12,12,12,8,12,13,14,22,22,22,22,21,19,14,22,23,24,0,
#predictedHeads=4,1,4,0,4,5,6,7,12,12,12,6,12,13,14,22,22,22,22,21,19,14,22,23,24,0,
(12,16),(16,23),-0.243762 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.173211 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.0262355 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.473088 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.791292 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.893742 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.00722701 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.542679 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.117763 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.408238 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),-0.50397 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.140716 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.30614 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.109047 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.234475 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.426422 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.535376 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.344576 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.233715 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.130494 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.466065 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.17601 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.535692 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.614661 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-0.61949 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),-1.23233 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-1.04904 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-0.788665 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-0.567634 # DEPENDENCYPART_GRANDPAR
(12,22),(22,6),-0.566274 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-0.451318 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-1.20679 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-0.387625 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.215252 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),0.353125 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-1.56022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),0.493503 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),0.103301 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),0.0132184 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),0.149684 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.402877 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.379446 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.0558735 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.709424 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.505024 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.351999 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.796363 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.905439 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),-0.49678 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.29359 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),-0.393972 # DEPENDENCYPART_GRANDPAR
(12,24),(24,18),-0.23586 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),0.124158 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),-0.471041 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.0393266 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.619567 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.482396 # DEPENDENCYPART_GRANDPAR
(12,25),(25,17),-0.345179 # DEPENDENCYPART_GRANDPAR
(12,25),(25,18),-0.234318 # DEPENDENCYPART_GRANDPAR
(12,25),(25,21),-0.0726562 # DEPENDENCYPART_GRANDPAR
(12,25),(25,23),-0.0339713 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),-0.407703 # DEPENDENCYPART_GRANDPAR
(12,25),(25,26),-0.492002 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.492461 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.330014 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.586355 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.26973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.332305 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.408607 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.321722 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.0960638 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.125865 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),0.18316 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.0447256 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-1.24607 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.330015 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.586356 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.26975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),1.98438 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.0787471 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.408615 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.321714 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.0961099 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.125876 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),0.183152 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.0447718 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.948691 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-1.01244 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-1.18478 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.611589 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.45265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),1.54357 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.326188 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.274275 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.303052 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.284546 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),0.00547425 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.258081 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.269441 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.295699 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-1.0038 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.865514 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-1.93515 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.995272 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.818743 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.621288 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.653298 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-1.33657 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.846079 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-1.45593 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.450088 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.30073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.352244 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.680984 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.61767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.669184 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.830009 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.605889 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.841186 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.04037 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.925288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0352306 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.348361 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.174617 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.00389914 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.422906 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.102948 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.17712 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.00430441 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.310015 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.870181 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.695198 # DEPENDENCYPART_GRANDPAR
(14,18),(18,15),0.558062 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.0165952 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.316554 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.876718 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.7021 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.0359556 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.255192 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.000116748 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.509749 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.327004 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.926277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,17),0.783162 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.12003 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.301863 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.184733 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.183591 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.972928 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.773722 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-1.46782 # DEPENDENCYPART_GRANDPAR
(14,22),(22,2),-2.79403 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-2.58019 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-1.65633 # DEPENDENCYPART_GRANDPAR
(14,22),(22,5),-1.33028 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-1.61079 # DEPENDENCYPART_GRANDPAR
(14,22),(22,7),-1.25132 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-2.32105 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-1.64387 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.841069 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.719705 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-2.31789 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-1.09349 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-1.26184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),0.68629 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.469878 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),1.04952 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.13331 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.0919628 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.378888 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.129021 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.00308144 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.41467 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.247632 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.771873 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.379156 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.191263 # DEPENDENCYPART_GRANDPAR
(14,25),(25,17),0.781812 # DEPENDENCYPART_GRANDPAR
(14,25),(25,18),0.11868 # DEPENDENCYPART_GRANDPAR
(14,25),(25,21),0.205391 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),0.276078 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.373614 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),-0.768872 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.490427 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-1.26428 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.706559 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.45893 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.752867 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.304469 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-1.43486 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.574959 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.65513 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.277669 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.270205 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.16572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.0489476 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.151473 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.48266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.197972 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.513718 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.4446 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0750978 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.464327 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.26542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.922246 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-1.08759 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.472685 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-1.62946 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.447413 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.730628 # DEPENDENCYPART_GRANDPAR
(15,14),(14,25),-2.24617 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-2.00132 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-1.44092 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-1.48038 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.5904 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.00203 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.48843 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.11325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),-0.399738 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.00968918 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.0925277 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.589537 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),0.0863111 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.230278 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.627732 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.675583 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-1.13989 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-1.26668 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.25542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,19),0.002153 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.682122 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-1.14643 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-1.27358 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.66799 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.00473816 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.366036 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.780042 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.899066 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-1.23291 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.00604823 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.263641 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.287417 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.0660116 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.228194 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-1.24264 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-1.3452 # DEPENDENCYPART_GRANDPAR
(15,22),(22,1),-1.09274 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-2.74435 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-1.90933 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-1.36761 # DEPENDENCYPART_GRANDPAR
(15,22),(22,5),-0.970462 # DEPENDENCYPART_GRANDPAR
(15,22),(22,6),-1.74207 # DEPENDENCYPART_GRANDPAR
(15,22),(22,7),-0.902487 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-2.41905 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-1.37275 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-0.777197 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.557216 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-1.51709 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.921071 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-1.16578 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-1.12719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),1.10191 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.260315 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.25036 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),0.07752 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.128142 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.4943 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.047684 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.684378 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.819109 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.477604 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.649449 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.763324 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.324536 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.478163 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.352818 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.264415 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.331701 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.420723 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.55375 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.354366 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.296246 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.206558 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),-0.060795 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),-0.215869 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.329874 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.454472 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.26864 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.261742 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.324516 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.400486 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.546564 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.344293 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.280615 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.181476 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),-0.0581225 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.255103 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),-0.208684 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-2.25481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,19),-0.978718 # DEPENDENCYPART_GRANDPAR
(16,4),(4,22),-0.767375 # DEPENDENCYPART_GRANDPAR
(16,4),(4,23),-1.42971 # DEPENDENCYPART_GRANDPAR
(16,4),(4,25),-1.27749 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.539574 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.351706 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.494782 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.413608 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.529828 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.704238 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.772131 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.592132 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.330415 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.364636 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.613807 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.567388 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-2.34598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,22),-0.723496 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.329034 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.454407 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.268178 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.426782 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.256015 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.262149 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.469877 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.485292 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.449857 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.252195 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.0224331 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0489884 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.253435 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.207016 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-2.25481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,18),-0.696028 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.978718 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.980409 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-1.0443 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.767375 # DEPENDENCYPART_GRANDPAR
(16,12),(12,23),-1.42971 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-1.37765 # DEPENDENCYPART_GRANDPAR
(16,12),(12,25),-1.27743 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.216301 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.170598 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.18275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,5),-0.272644 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.389431 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.069187 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0690243 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.165643 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.524944 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.845728 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.842646 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-1.09408 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.767085 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-1.30696 # DEPENDENCYPART_GRANDPAR
(16,14),(14,25),-1.327 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.389432 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.0691878 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0690765 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.256308 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.38496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.524944 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.845728 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.842646 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-1.09408 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.767085 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-1.30696 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.952838 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.175316 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.229268 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.560722 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.461057 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.67936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,20),-0.285825 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.128894 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.428655 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.326377 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.0915838 # DEPENDENCYPART_GRANDPAR
