# _root_ Federální ministerstvo kontroly však svůj postoj nemění - ani v naléhavé otázce , kdo nahradí škody , pokud se stavba pankráckého hotelu neuskuteční .
#goldHeads=2,7,2,0,6,7,4,10,12,6,12,10,15,15,12,15,18,15,23,23,22,20,18,0,
#predictedHeads=2,7,2,0,6,7,4,9,12,7,12,10,15,15,12,15,18,15,23,23,22,20,18,0,
(20,16),(20,24),-0.00634336 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0557096 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.00921588 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0866202 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.00278449 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0905139 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.142352 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0819176 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0436319 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0886637 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0293787 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.00983396 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.153727 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.00605586 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.21402 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0332042 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.109139 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0180362 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.00289162 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.109503 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.119428 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.0897752 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.00677427 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0045275 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.100921 # DEPENDENCYPART_SIBL
(23,2),(23,3),-0.16831 # DEPENDENCYPART_SIBL
(23,2),(23,4),0.0630099 # DEPENDENCYPART_SIBL
(23,2),(23,6),-0.181697 # DEPENDENCYPART_SIBL
(23,2),(23,9),-0.0309017 # DEPENDENCYPART_SIBL
(23,2),(23,10),0.0216512 # DEPENDENCYPART_SIBL
(23,2),(23,12),-0.173141 # DEPENDENCYPART_SIBL
(23,2),(23,13),-0.110252 # DEPENDENCYPART_SIBL
(23,2),(23,15),0.0463412 # DEPENDENCYPART_SIBL
(23,2),(23,16),-0.17256 # DEPENDENCYPART_SIBL
(23,2),(23,17),-0.110252 # DEPENDENCYPART_SIBL
(23,2),(23,18),0.110773 # DEPENDENCYPART_SIBL
(23,2),(23,19),0.0294554 # DEPENDENCYPART_SIBL
(23,2),(23,20),-0.17122 # DEPENDENCYPART_SIBL
(23,2),(23,21),-0.159499 # DEPENDENCYPART_SIBL
(23,2),(23,22),-0.168318 # DEPENDENCYPART_SIBL
(23,2),(23,24),-0.0424465 # DEPENDENCYPART_SIBL
(23,3),(23,4),0.0770586 # DEPENDENCYPART_SIBL
(23,3),(23,6),-0.199876 # DEPENDENCYPART_SIBL
(23,3),(23,9),-0.0290026 # DEPENDENCYPART_SIBL
(23,3),(23,10),0.0151101 # DEPENDENCYPART_SIBL
(23,3),(23,12),-0.19132 # DEPENDENCYPART_SIBL
(23,3),(23,13),-0.143218 # DEPENDENCYPART_SIBL
(23,3),(23,15),0.00632661 # DEPENDENCYPART_SIBL
(23,3),(23,16),-0.190739 # DEPENDENCYPART_SIBL
(23,3),(23,17),-0.143218 # DEPENDENCYPART_SIBL
(23,3),(23,18),0.112672 # DEPENDENCYPART_SIBL
(23,3),(23,19),0.0190258 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.189399 # DEPENDENCYPART_SIBL
(23,3),(23,21),-0.170633 # DEPENDENCYPART_SIBL
(23,3),(23,22),-0.186497 # DEPENDENCYPART_SIBL
(23,3),(23,24),-0.0311793 # DEPENDENCYPART_SIBL
(23,4),(23,6),0.0035593 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.010128 # DEPENDENCYPART_SIBL
(23,4),(23,10),-0.00923992 # DEPENDENCYPART_SIBL
(23,4),(23,12),0.0115905 # DEPENDENCYPART_SIBL
(23,4),(23,13),-0.113239 # DEPENDENCYPART_SIBL
(23,4),(23,15),-0.000249912 # DEPENDENCYPART_SIBL
(23,4),(23,16),0.0152232 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.113239 # DEPENDENCYPART_SIBL
(23,4),(23,18),0.0401154 # DEPENDENCYPART_SIBL
(23,4),(23,19),0.0579621 # DEPENDENCYPART_SIBL
(23,4),(23,20),0.0132565 # DEPENDENCYPART_SIBL
(23,4),(23,21),-0.0661648 # DEPENDENCYPART_SIBL
(23,4),(23,22),0.0165946 # DEPENDENCYPART_SIBL
(23,4),(23,24),-0.085463 # DEPENDENCYPART_SIBL
(23,6),(23,9),-0.0349578 # DEPENDENCYPART_SIBL
(23,6),(23,10),0.00929039 # DEPENDENCYPART_SIBL
(23,6),(23,12),-0.198117 # DEPENDENCYPART_SIBL
(23,6),(23,13),-0.150659 # DEPENDENCYPART_SIBL
(23,6),(23,15),-0.000492548 # DEPENDENCYPART_SIBL
(23,6),(23,16),-0.197536 # DEPENDENCYPART_SIBL
(23,6),(23,17),-0.150659 # DEPENDENCYPART_SIBL
(23,6),(23,18),0.106717 # DEPENDENCYPART_SIBL
(23,6),(23,19),0.0133664 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.196196 # DEPENDENCYPART_SIBL
(23,6),(23,21),-0.176436 # DEPENDENCYPART_SIBL
(23,6),(23,22),-0.193294 # DEPENDENCYPART_SIBL
(23,6),(23,24),-0.0244232 # DEPENDENCYPART_SIBL
(23,9),(23,10),-0.0897609 # DEPENDENCYPART_SIBL
(23,9),(23,12),-0.0845746 # DEPENDENCYPART_SIBL
(23,9),(23,13),-0.069154 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.0665541 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.0808545 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.069154 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.00904005 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.0234041 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.0828213 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.011836 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.0794832 # DEPENDENCYPART_SIBL
(23,9),(23,24),-0.12832 # DEPENDENCYPART_SIBL
(23,10),(23,12),-0.020035 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.315206 # DEPENDENCYPART_SIBL
(23,10),(23,15),0.0112897 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.0164792 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.315206 # DEPENDENCYPART_SIBL
(23,10),(23,18),0.0805631 # DEPENDENCYPART_SIBL
(23,10),(23,19),-0.0124327 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.0180653 # DEPENDENCYPART_SIBL
(23,10),(23,21),-0.123795 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.0147854 # DEPENDENCYPART_SIBL
(23,10),(23,24),-0.110035 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.137875 # DEPENDENCYPART_SIBL
(23,12),(23,15),0.015453 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.180574 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.137875 # DEPENDENCYPART_SIBL
(23,12),(23,18),0.122707 # DEPENDENCYPART_SIBL
(23,12),(23,19),0.0683361 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.179235 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.16079 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.176332 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.0287318 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.112832 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.0195914 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.178613 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.241827 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.0287887 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.0100643 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.00521994 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.0212054 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.0299837 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0132916 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.0920864 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.0422537 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.0368916 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.0150709 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.068919 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.0117018 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.042377 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.145222 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.112162 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.0184301 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.189554 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.171196 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.186652 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0355128 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.241827 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.0287887 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0100643 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.00521994 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0212054 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0299837 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.00584091 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0114069 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.0505004 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.014745 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0655944 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.02914 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0407806 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0324338 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.177837 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.168562 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.184968 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0237828 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0559258 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.102276 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0306006 # DEPENDENCYPART_SIBL
(0,1),(1,3),-0.703691 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.0290878 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.529943 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.16239 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.383587 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.177268 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.290837 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.286765 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.257778 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.261111 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.388966 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.00205246 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.159972 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.158715 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.384013 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.175943 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.193048 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0913148 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.689446 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.295753 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.318058 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.643806 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.167832 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.268934 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.0144362 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.191616 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.200083 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.425996 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.151823 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),0.744417 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.00868239 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.16337 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.591875 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0440181 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.84907 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.18307 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.0344523 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.307404 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.404902 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.286672 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.251115 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.0528872 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.0223193 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.00295384 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.544584 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.054757 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.341691 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.321306 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.1914 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.293432 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.212256 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),-0.0904756 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.168743 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.605084 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.194694 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.46148 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.507448 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.104037 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.180403 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.766668 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.216529 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.0198486 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),-0.188713 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.255462 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.527672 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.0433655 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.719743 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.382404 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.304813 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0521432 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.253315 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.83237 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.313763 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.446323 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.00355998 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.398064 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.0319441 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),0.321981 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.358512 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.369413 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.586034 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.0866949 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.453874 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.22078 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.239503 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.167019 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.389733 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.518561 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.0278135 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.0727924 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.316121 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.768829 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.275553 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.615578 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.0746474 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.276034 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.0740156 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.350494 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),0.920814 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.374195 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.800877 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.913196 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.0265029 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.301205 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.414197 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.286831 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.261801 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.474274 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.0728839 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.0346543 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.202049 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.655627 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.164684 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.366949 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.2468 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.198179 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.29934 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.220841 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.239081 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.514512 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.348845 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),0.633602 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.0278135 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.216304 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.323227 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.14032 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.0740156 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.350494 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.433881 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.462212 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),0.920814 # DEPENDENCYPART_GRANDPAR
(0,23),(23,2),0.308214 # DEPENDENCYPART_GRANDPAR
(0,23),(23,3),-0.407187 # DEPENDENCYPART_GRANDPAR
(0,23),(23,4),0.293301 # DEPENDENCYPART_GRANDPAR
(0,23),(23,6),-0.254791 # DEPENDENCYPART_GRANDPAR
(0,23),(23,9),0.0411243 # DEPENDENCYPART_GRANDPAR
(0,23),(23,10),-0.200702 # DEPENDENCYPART_GRANDPAR
(0,23),(23,12),-0.157675 # DEPENDENCYPART_GRANDPAR
(0,23),(23,13),-0.366582 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),0.278849 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),-0.01799 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),-0.318322 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),0.157191 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.0572874 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.436167 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.623124 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.548995 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),0.0596963 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.50779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.222948 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.0346978 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.437869 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.432905 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.256546 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.471762 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.14155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.154872 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.423836 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.802316 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.506576 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.93924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.383781 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.327422 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.289087 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.911353 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.226212 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.472038 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.361516 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.832472 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.0445246 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.676822 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.496941 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-1.36793 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.472405 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.13828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),1.19691 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.38141 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.144224 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.801104 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.408287 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.5174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.845316 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.128343 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.104734 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.127334 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.445356 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.222559 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-1.47218 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.393412 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),0.218655 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.569234 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.652566 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.233761 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.477584 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.502336 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-1.43893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.881222 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.269573 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.0734906 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.528851 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.477339 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.522658 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-1.62932 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.784952 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.537337 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.50382 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-1.74254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.578425 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.000944169 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.304497 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.375384 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.724853 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.376746 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.340667 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-1.35766 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.710085 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.0466753 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.66802 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.499091 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.502642 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-1.35913 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.402201 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.446274 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-1.49331 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.385492 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.302865 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.633483 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),0.180378 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),0.0303542 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.113283 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-1.42501 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.202081 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.553655 # DEPENDENCYPART_GRANDPAR
