# _root_ srovnání s citovaností našeho dobrého pracoviště , jako je Ústav Heyrovského , by nedopadlo nijak špatně ) .
#goldHeads=14,1,2,6,6,9,9,9,3,9,10,9,14,0,16,14,14,0,
#predictedHeads=14,1,2,6,6,3,8,6,8,9,10,8,14,0,16,14,12,0,
(2,3),(3,1),-2.02146 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.23811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.0241026 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.665362 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.167041 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.0878908 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.0518532 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.363734 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-1.54093 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.747894 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),0.0974072 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.99927 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.29078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),-0.183304 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.233967 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-2.02146 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.23964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),2.00996 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0466415 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-1.00191 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.0874436 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0498033 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.363238 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-1.53818 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.745139 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.669913 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-2.47315 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.46745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),1.47992 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.384105 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-1.39893 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.160975 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.100069 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.88281 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-1.45715 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.663553 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.0201309 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-1.15375 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.50888 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.456798 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.0512107 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.108732 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.75302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.759192 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.34446 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.874821 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.892306 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.756705 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.9501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.783587 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.541541 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.931879 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-2.12487 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.996296 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.826982 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.100739 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-2.16159 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.98579 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.27778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.827945 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.277272 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0777703 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0961501 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.165501 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.69356 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.0226324 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.907172 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-2.41712 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-1.14269 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.60062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.650294 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.252926 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.804463 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.190397 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.366884 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.503687 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.213122 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.238525 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-1.09488 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.409931 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.391594 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.368296 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-2.15856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,5),-0.340674 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.253399 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.122672 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.0245168 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.41832 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),0.297887 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.00633316 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.849742 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.345407 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.32891 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.368751 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.883599 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-2.14388 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-1.04752 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.63929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,5),-0.0673962 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.769394 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.375424 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.183554 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.150317 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.56816 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.197434 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.889389 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.338697 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.295493 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.212379 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.850524 # DEPENDENCYPART_GRANDPAR
(3,10),(10,4),0.827974 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),1.0888 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.0197247 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.196794 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.580462 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.907153 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.468918 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.451153 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.504121 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.985788 # DEPENDENCYPART_GRANDPAR
(3,11),(11,4),0.82798 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),1.0888 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.212542 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.0990602 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.196787 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.58046 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.907151 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.468916 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.451151 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.504116 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-2.41712 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-1.14269 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-1.60062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,6),0.804463 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.272126 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.180817 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.422263 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.297493 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-1.09488 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.409931 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.391594 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.368296 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.980599 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0954129 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.188083 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.3673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-1.08516 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.893622 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-1.03613 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-1.86638 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.235358 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.27264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-1.12647 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.830619 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.23347 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.96701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.560254 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.00120039 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.286595 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.289522 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.709585 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.3955 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-1.32529 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.228526 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.585121 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.488479 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.626855 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.0723458 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.360686 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.73809 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.13442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.593124 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.628963 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.996934 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.666104 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.283488 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.33151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.650182 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-1.52574 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.524524 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.881254 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.738974 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.13439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.593095 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.369468 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.62895 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-1.61124 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-1.54065 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.903053 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.996229 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.268021 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.757768 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.166452 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-2.64351 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.11217 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-2.09139 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.0270141 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.335021 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.991097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0699608 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.103762 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.547113 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.478934 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.154173 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.916035 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.647278 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.323828 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.533152 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.91862 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.351633 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.53821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.405315 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.288378 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.460359 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.392782 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.078758 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.670162 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.582016 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.260405 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.532867 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.881373 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-2.37026 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.01699 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.81814 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.204739 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.02055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.661929 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.304187 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.195261 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.125414 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.27504 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.713074 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.57857 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.230252 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.381869 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.853672 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),0.00143413 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),1.21396 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.67394 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.110491 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.628436 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.72656 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.704312 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.381433 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.667024 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.955262 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),0.00143484 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),1.21397 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.481907 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.131986 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.110484 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.628434 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.726558 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.704309 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.381431 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.667019 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-2.32085 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.994527 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-1.76874 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.995841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.64077 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.297532 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.260074 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.473765 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.402324 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.330812 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.199973 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.584091 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.244224 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.413324 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.821534 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.219562 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.0926212 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.215301 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.0531478 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-2.06246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),-0.796379 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.198366 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.134412 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.396301 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.0097751 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.85569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,1),-0.0366005 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.126786 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0132337 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.213733 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.0592484 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.06245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.565339 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.796374 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-1.06302 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-1.13945 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.907488 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.272077 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.339541 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.174632 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.272785 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.025309 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.123292 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.119435 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0423631 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.23477 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.06245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.565339 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.796374 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.06302 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.13945 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.00635 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.963194 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.975565 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.820716 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.1452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.138256 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.125463 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.20153 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.3551 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.34487 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.317511 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.269394 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.101023 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.309945 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.06685 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.08606 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.16235 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.04349 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.01988 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.25839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.319613 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0204632 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0533417 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.235451 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.298867 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.129074 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.039158 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.0865952 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.257089 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.717095 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.559868 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.13177 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.221905 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.500022 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.275196 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.366364 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.316879 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.0133395 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.01755 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.717095 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.559871 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.0615515 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.00136543 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.219897 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.498021 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.273195 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.364363 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.314878 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.0113351 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.11779 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-1.02123 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.2133 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-1.07082 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.29756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,9),-0.0751734 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.403732 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.485504 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.321137 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.409961 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.359538 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.0846972 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.469215 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.996896 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-1.05632 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-1.09241 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.949928 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.28785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.230681 # DEPENDENCYPART_GRANDPAR
