# _root_ Obecně ve světě platí , že takovéto osoby požívají zvláštní důstojnosti a nedotknutelnosti , uvedl Dobal .
#goldHeads=4,4,2,15,6,4,8,9,6,12,12,9,12,4,0,15,0,
#predictedHeads=4,4,2,0,6,4,8,9,6,11,12,9,12,6,0,15,0,
(4,12),(12,4),-1.38799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.577769 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),0.503533 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.571402 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.147981 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.0494815 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-1.78457 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.808687 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.836878 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.151103 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.694213 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.613305 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.163169 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-1.47982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.801628 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.396875 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.516998 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.198869 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.138558 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-1.81935 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.849727 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.0111421 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-1.05017 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-1.16019 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.863598 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.302189 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.459909 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.681568 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0713109 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.09274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.506045 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.569298 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.466105 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.0717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,1),-0.360445 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.283695 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.386121 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.15267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.778477 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.923668 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.22763 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.943628 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.23772 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.47919 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.20715 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.992335 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.911057 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.635846 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.0506156 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.436533 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.167283 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.436838 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.68142 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.304784 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.439373 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.397564 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.05822 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.29734 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.36549 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.830474 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.50796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.0929776 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.264084 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.251854 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.312631 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.46409 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.273001 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.446425 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.45761 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.419791 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.64187 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.564813 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.597748 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.361691 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.202584 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.674167 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.712391 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.240501 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.51825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.461048 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.273815 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.174485 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.284568 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.413388 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.28101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.119875 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.0878796 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),0.027248 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.580904 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.525978 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.126731 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.317332 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.479021 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.452092 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.409192 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.449615 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.173744 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.875928 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.916892 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.913289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.00775077 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.484872 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.197114 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.429309 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.127056 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.296037 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.0652985 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.849971 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.12647 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.800795 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.927107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0155837 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.2314 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.259414 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.490454 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.132944 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.570731 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.781271 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.06579 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.860274 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.852718 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.440015 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.785017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.129859 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.396553 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0214122 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0440693 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.146788 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0368232 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.253752 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.069891 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.124996 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.372197 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.0809718 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.277566 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.713099 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.301559 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.05084 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.382452 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.327188 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.0120257 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.221601 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),0.0165813 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.415168 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.213795 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.57144 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.334591 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.410857 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.736556 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-1.02709 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-1.0396 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.968929 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.67055 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.981474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),-0.135429 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.0752076 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.629125 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.432774 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.359407 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.228007 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.285995 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.302519 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.0671564 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.43688 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-1.05524 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.828229 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-1.06453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),-0.231938 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.108251 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.420335 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.602999 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.546448 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.211515 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.628972 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.0900263 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.304724 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.546648 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.792057 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-1.07714 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.863693 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.45097 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.843524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.0803017 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.331945 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.558076 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.242613 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.100864 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.365347 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.18604 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.309117 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.0824533 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.399989 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.40279 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-1.01043 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.989669 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.613166 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.31165 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.586627 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.52327 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.97294 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.3323 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.268869 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.35582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.698706 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.867542 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.641202 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-1.00328 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.24734 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.748667 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.4927 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-1.08493 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.795933 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.436416 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.5008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.847939 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.051 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.759395 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.15525 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.312035 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.884852 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-2.05359 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.917707 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.859679 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.54937 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.95854 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.8883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.21823 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.00131151 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.485353 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.250967 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.853373 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.04011 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.989173 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.54997 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.63098 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.55479 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.990269 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.773775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.0398523 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.139473 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.416547 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.0971991 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.785182 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.178987 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-1.32359 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.475724 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.570317 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.898667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.149395 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.237269 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.46312 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.257498 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.831755 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.00358559 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-1.22327 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.523451 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.888655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.0746689 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0299523 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.852434 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-1.23416 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.544396 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.04233 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-1.01764 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.74335 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-1.85251 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-1.76972 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-1.01373 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.02198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.191867 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.304448 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.231023 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.497659 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.778358 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.177018 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-1.19118 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.470053 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.53363 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-1.66881 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-1.6047 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.990363 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.960142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),-0.137245 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.20301 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.13126 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.443044 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.614883 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.811925 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-1.44586 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.624051 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.670173 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-1.04023 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.989729 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-1.63124 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-1.55498 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-1.00904 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.7786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),-0.053488 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.232428 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.10795 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.359822 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.424324 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.729906 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.515126 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.48602 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.580904 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.313379 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.589131 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.315039 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.671018 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.277206 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.304066 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.402843 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.798946 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.254322 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.432727 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.640446 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.683863 # DEPENDENCYPART_GRANDPAR
(8,5),(5,9),-0.959094 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.387511 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.556596 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.238233 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.324415 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.648287 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.55185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-1.06052 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-1.39978 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-1.41635 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.400075 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.0533 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.91807 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.299013 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.501458 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.448554 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.24764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.766171 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.21543 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-1.11213 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.247141 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.832622 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.62299 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.684773 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.11099 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.50375 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.18667 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.49069 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.901348 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.09116 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.32609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.320794 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.115304 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.265762 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.192547 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.255156 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-1.01012 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.299294 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.638438 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),0.0521865 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.31155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.0969484 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0483694 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.335993 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.259482 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0338983 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.911582 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.367382 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),0.00804036 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.981285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),-0.320037 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.772568 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-1.01205 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.881004 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.714429 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.13849 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.75868 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.44457 # DEPENDENCYPART_GRANDPAR
