# _root_ Situaci ztěžuje skutečnost , že výrobní družstva invalidů musejí být zisková , aby se udržela .
#goldHeads=2,0,2,5,3,7,9,7,5,9,10,13,9,15,13,0,
#predictedHeads=2,0,2,5,3,7,9,7,5,9,10,13,9,15,13,0,
(4,2),(2,12),-0.979675 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.31347 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.174092 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.198154 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.36109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.781049 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.31499 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.25538 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.48029 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.10049 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.16538 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.45179 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-1.26002 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.16737 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.00997 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.886217 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.974385 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.44765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.360626 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.441951 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.661951 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.138109 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.265181 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.44258 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.594902 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.222596 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.48312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.258017 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.479393 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.702145 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.15474 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.57706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.108619 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.334286 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.464395 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.356658 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.455301 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.480596 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.425897 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.502151 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.434599 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.14157 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.935797 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.09939 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.5938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0561862 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.404383 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.234442 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.460137 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.445327 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.415012 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.424924 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.392625 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.389104 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.440192 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-1.1106 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.924783 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-1.06841 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.6078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,6),-0.470069 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.296794 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.522488 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.312534 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.297155 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.476873 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.456145 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.423526 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.489482 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.961654 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.29376 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.472132 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.2673 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.605799 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.661125 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.541975 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.891917 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-1.59448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),-0.126406 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.383026 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.469282 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.858344 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.679345 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.482161 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.697248 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-1.14129 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.935796 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-1.0991 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-1.58636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,6),-0.405129 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.242211 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.467905 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.19098 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.545895 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.336808 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.421084 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.632403 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.467042 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.319988 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.292698 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.4924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,1),-0.137074 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.280903 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.40306 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.24788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.18795 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),0.185468 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.341551 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),0.0951502 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.474769 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.161767 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.405836 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.708318 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.728063 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.311037 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.49285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.533698 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.179366 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.706384 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.0421548 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.375259 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.826799 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.613424 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.592674 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.594826 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.459466 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.616898 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.51313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.47599 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.343138 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.107247 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.443625 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.769075 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.549978 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.657796 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.645433 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.732559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.424438 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.101558 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.13916 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.790571 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.907306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.183373 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.288588 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.298359 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0108134 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.176068 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.352541 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.30409 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.254503 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.12261 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.13916 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.904998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.187009 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.699359 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.296315 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0128572 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.180299 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.763268 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.917145 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.764805 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.429333 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.786683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.160468 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.668583 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.138578 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.443015 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0716554 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.102159 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.118566 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),0.182072 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.264881 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.740153 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.912686 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.74169 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.436702 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.125459 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.638096 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.10809 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.608874 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.19094 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.129355 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.0400865 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.135667 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.289299 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-1.12164 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.818004 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-1.0427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,9),0.49624 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.0977392 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.506033 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.121926 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),0.0103069 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.445321 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.073 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.284232 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.229107 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.699944 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.354471 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.254457 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),0.204885 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.360198 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.76535 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.919721 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.766887 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.430268 # DEPENDENCYPART_GRANDPAR
(5,15),(15,6),0.186564 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),0.691267 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.161261 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.375302 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.115812 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.133258 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.129074 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.205404 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.265782 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.932192 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-1.15895 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-1.36221 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0472447 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.27699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-1.11041 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-1.13047 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.751839 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.43377 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.843223 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-1.33949 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.686814 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.654829 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-1.11528 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.691297 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.2503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.891568 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.00145 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.16868 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.786391 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.808991 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.450594 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-1.37768 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.89176 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.35832 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.656757 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.46557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.225094 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.508779 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.130253 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.734368 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.278413 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.117032 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.716993 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.4517 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.89176 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.656757 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.46492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.160422 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.508397 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.129871 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.735231 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-1.36566 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.400428 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.555398 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.174635 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.935873 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.64458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.444684 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-1.18773 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-1.18795 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-1.12098 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.829317 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-1.30195 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-1.1788 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.595832 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-1.02181 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.073789 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.932473 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.89761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-1.28014 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-1.28357 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-1.1482 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-1.42139 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-1.39438 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-1.23316 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.206107 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-1.07361 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.542235 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.473144 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.72363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.523237 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-1.38019 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-1.37994 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-1.42893 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.862931 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-1.49441 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.762657 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.254797 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.60649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.406589 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-2.22747 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-2.09297 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.778689 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.0779403 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.15146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.457563 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.459891 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.149927 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-2.16104 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.14519 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-2.02032 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.68066 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.82208 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.0142405 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.50496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.689644 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.488486 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.114433 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.166899 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.433812 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.58453 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.963112 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-2.13008 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.13413 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.98936 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.68139 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),0.0241149 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.55887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.635731 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.407027 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0420029 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.166642 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.478862 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.594687 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.960166 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-2.18965 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),0.00771823 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.714606 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.2255 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.397395 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.329099 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.479942 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-1.21849 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-1.78665 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.855849 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.149167 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.180853 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.107188 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.45366 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.7707 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-1.11169 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-1.28076 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.88953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.321787 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.422259 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.524313 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.212485 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.518783 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-1.01941 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-2.16075 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-1.14519 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-2.02004 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-1.67902 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.0144632 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-1.50293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.691679 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.240572 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.473837 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.118745 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.328035 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-1.03068 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.950216 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.235807 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-1.02513 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.0535774 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-1.56437 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.610347 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.34588 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.0824204 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.858936 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.127915 # DEPENDENCYPART_GRANDPAR
