# _root_ Je také patrné , že vyvratitelné jsou jen teorie , ne ( spolehlivé ) experimenty .
#goldHeads=0,1,1,5,1,7,5,9,10,7,15,13,15,13,10,0,
#predictedHeads=0,1,1,5,1,7,5,9,7,7,15,13,15,13,10,0,
(3,5),(5,3),-1.71584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.899265 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0277782 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.133201 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.141587 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.336326 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.040607 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.0648835 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.034095 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.455914 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-1.17161 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.315954 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.41458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.986488 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.361757 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0262796 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.0448498 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.306625 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.108125 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.0411259 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),0.0440833 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.35819 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),0.0730664 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.421751 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.189263 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.181149 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0843466 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.19407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.903151 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-1.00907 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.874989 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-1.15047 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-1.51904 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-1.01487 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-1.1238 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.980651 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-1.42773 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.943825 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-1.65677 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-1.18008 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.298278 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.421919 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.11345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.622987 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.257772 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.405007 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.10474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.627732 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.677345 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.811438 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.653272 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.896434 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.38973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.214728 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.116771 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.560249 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.698004 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.455004 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.466782 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.418682 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.823108 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.676394 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.858982 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.4252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.175269 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.190162 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.744305 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.863444 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.791449 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.00722 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.50159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0176359 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.122533 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.511389 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.492298 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.433357 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.460244 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.422371 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.544991 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.318522 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.600734 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.617474 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.681855 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.365095 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0209565 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.502267 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.502564 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.44233 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.631634 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.149253 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.470245 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.246153 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.307268 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.278489 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.521076 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.862686 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.75232 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.716194 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.179237 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.465814 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.410092 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.339881 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.343607 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.188775 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.595418 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.345501 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.672861 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.460093 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.30344 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.147535 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.17815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),0.3675 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),0.181808 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.217574 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.232318 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.132034 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.0809426 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.219959 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.408407 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.174991 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.427592 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.588478 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.378441 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.595606 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.021251 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.40492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,1),-0.243698 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.521198 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0604065 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.40915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),0.0422031 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.351367 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.47716 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.472689 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.57127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.100982 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.0921729 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.521687 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.875403 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.01667 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.859856 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.957092 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.407243 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.790665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.592727 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0571968 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.687885 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.684841 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.760535 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.161457 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.814699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.691851 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0856612 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.2839 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0606063 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.341414 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.122134 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.0627826 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.154967 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),0.0879085 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.380429 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.796391 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.466361 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.774904 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.253763 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.125317 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.107704 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.527671 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.79263 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.13809 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.552939 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.952152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.582464 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0815792 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.330109 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.00455126 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.219235 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.277264 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.165222 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.426687 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.910859 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.908028 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-1.08157 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.579814 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.10083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.165509 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.569857 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.311628 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.311903 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.189395 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.205033 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.267635 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.0763858 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.337355 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.597496 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.80465 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-1.0163 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.926928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.426876 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.668116 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.115447 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.0622736 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.0337772 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.0468074 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.274409 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.0940112 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.266746 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.478659 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.796626 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.176172 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.245836 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.0167029 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.0164904 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.488871 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.384818 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.545902 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.787548 # DEPENDENCYPART_GRANDPAR
(5,15),(15,6),0.579722 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.0815965 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.200302 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.025181 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.0539778 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.0235554 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.19494 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.0970217 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.625544 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.841078 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-1.41881 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.478524 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.0412422 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.786683 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.695307 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.408188 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0532597 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-0.892021 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-1.10476 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.767682 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-1.49128 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0358441 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.22495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-1.01117 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.529444 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-1.38815 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-1.7489 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.556842 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.506846 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-1.21465 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.581113 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.19813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-1.0368 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.550658 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.23365 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.857093 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.751414 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.77069 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-1.52958 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.18688 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.951765 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.73823 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.05712 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.517513 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.55145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0907947 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.432515 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.145651 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.128711 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.123931 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.736513 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.0916668 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.729668 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.334902 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.993732 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.97249 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.25215 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.645421 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.4087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),0.0124496 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.322338 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.123091 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.235992 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.688037 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.26613 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.748385 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.314202 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.610981 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.229038 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.171472 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.28081 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-2.3712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.444429 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),0.0834378 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.552344 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.681969 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.454625 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.674788 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.593993 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.276243 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.701018 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.280226 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.58764 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.0480066 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.245309 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.062696 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.248511 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.278974 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.220821 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.02786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,1),-0.778017 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.325713 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.464435 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.268629 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.202821 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.43951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.47185 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.840091 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.441821 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.0897118 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.101798 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.301129 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.000280559 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0315593 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.55073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.563808 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),0.0384787 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.709566 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.545772 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.667231 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.318592 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.247602 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.404104 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.264682 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.303543 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.02697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),0.524622 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.789732 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.109326 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.39289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,10),-0.00187146 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.0941122 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.0361168 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.164098 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.425387 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.03035 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.759045 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.822309 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.131704 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.259906 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.230578 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0466474 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.198534 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.185599 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.0994087 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.654449 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.06472 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.684322 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.23853 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.941856 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.995585 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.339882 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.71302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.0354225 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.909587 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.115729 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0680247 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.065712 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.163169 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.38082 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.155181 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.792588 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.38455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,9),0.911576 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.364017 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.101627 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0846444 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.033317 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.175164 # DEPENDENCYPART_GRANDPAR
