# _root_ Ale také na úseku průmyslové a stavební výroby , kde dosud dominovalo Polsko , dochází i v České republice k významnému pokroku .
#goldHeads=0,4,15,3,6,8,6,4,12,12,12,8,12,12,1,19,15,19,17,15,22,20,0,
#predictedHeads=0,4,1,3,6,8,6,4,12,12,12,8,12,12,1,19,15,19,17,15,22,20,0,
(15,10),(15,11),0.0507038 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.134816 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.124206 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.12024 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0807661 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.00357738 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0534895 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0600488 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0745497 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.0548174 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0892297 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.10574 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0488192 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0192934 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.121141 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0906699 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0240745 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0517012 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0643296 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0106382 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0503733 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0351487 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.142068 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0170095 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0968314 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0825584 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0251768 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0178943 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0308397 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0118899 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0170861 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.00861963 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0216035 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.130801 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0210605 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.00629241 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0350404 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.07126 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0472117 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0342592 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0363135 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0001828 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.046784 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0105857 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0261421 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0201385 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.00274335 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0253874 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.00905404 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.00068813 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0465344 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0614461 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0259224 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0426679 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0614251 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0210735 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.0884181 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0400105 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0370547 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0778719 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0402627 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0427582 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0327923 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.11635 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0645086 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.345884 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.111512 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.1388 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0139137 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0270655 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.132211 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.131683 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0125015 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0347938 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.020573 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.110797 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.137501 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.112718 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.0857697 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0556695 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.038834 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0514514 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.136342 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0928507 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0903364 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.028474 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0514514 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0906244 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0467572 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.0505006 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0986365 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.0803516 # DEPENDENCYPART_SIBL
(16,1),(16,21),0.0527731 # DEPENDENCYPART_SIBL
(16,1),(16,22),0.11868 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.0788389 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0493234 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0546032 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.09363 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.136691 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0911229 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.123286 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0442303 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.09363 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.11765 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.661215 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0821683 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0812867 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.629033 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.0846511 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.0967408 # DEPENDENCYPART_SIBL
(16,3),(16,23),0.0672774 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.0495279 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.352218 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0726241 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0541669 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.036294 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0602125 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.352218 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0365808 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.133267 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.816642 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0988771 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.105524 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.833145 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.116261 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.009405 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.38579 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.103923 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0346216 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0209479 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0381033 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.38579 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0197596 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0369995 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0562604 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.418678 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.108043 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.0586944 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.456671 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.0176832 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.211467 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0282469 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0108056 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0880916 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0795761 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0153957 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.174439 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0696774 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0596611 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.179231 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.0720196 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.0821251 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.00401764 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0236854 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0277471 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0631279 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.146999 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0274645 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.161654 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0824588 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0602757 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.147084 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0850594 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0785611 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.12961 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.00684616 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0255761 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.19009 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0071287 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.135093 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.046658 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0222335 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.102027 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.0492587 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.040519 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.122059 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0265569 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.171237 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.093257 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0066146 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0425009 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0151619 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0194192 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0401676 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.000304257 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.019281 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.378015 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0205834 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0192162 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0384634 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.354317 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0903099 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0408974 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.392309 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0377049 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0153957 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.174439 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0696774 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0596611 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.179231 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0720196 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0821251 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.00401764 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.00657476 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.043646 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0186595 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0235766 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0413128 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.00380182 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0237022 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0206753 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0510194 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0320457 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0196595 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.0516032 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0775586 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.112281 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0353397 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.240502 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.112163 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0929501 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0283409 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0177682 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0181547 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.154378 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0231655 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.0285539 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0266702 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.111765 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0918589 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.149499 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.138453 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.000349814 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00256285 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.000517553 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0279536 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.166351 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00984723 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0426737 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0100849 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0600124 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.000462794 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.724347 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.232641 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.723014 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.162357 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.447118 # DEPENDENCYPART_SIBL
(17,19),(17,22),-1.41153 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.337092 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.722625 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.161272 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.316209 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0434951 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.171426 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.245902 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.321539 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0332163 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.00142184 # DEPENDENCYPART_SIBL
(19,6),(19,22),0.00532281 # DEPENDENCYPART_SIBL
(19,6),(19,23),0.0115151 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.12225 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0343249 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0279826 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0526682 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0465704 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0470643 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.140339 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.148715 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.142106 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.117569 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.116511 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0808281 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0667598 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0124289 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.155851 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0556723 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.00739169 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0995457 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0425874 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.160026 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.211971 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0203306 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.00881618 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0138353 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.704564 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.179432 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.393746 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.129661 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0141652 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.328626 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0196553 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0276346 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0498431 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.142281 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0382642 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.145645 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.132751 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.118006 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.183588 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0573489 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.00668211 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.149903 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.115198 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.00745315 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.00597387 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0137208 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.129312 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.113601 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0368798 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.136584 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.299101 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.544401 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.0272081 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.782055 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.518365 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.337745 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.101175 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.597581 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.400267 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.89423 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.336945 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.623494 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),-0.125078 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.100209 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.48332 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.579576 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.602069 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0346346 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.541613 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.259897 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.260122 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.0323085 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.396107 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.202839 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.309173 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.646698 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.8011 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.577305 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.424486 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.293494 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.150022 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.672766 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.307661 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.487008 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.967127 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.525846 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.610238 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.579035 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.695249 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.173293 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.33787 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.0392764 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.335254 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.642099 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.123659 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.881333 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.554238 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.343167 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.106884 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.681039 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.00457611 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.443036 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.967855 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.26906 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.329338 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.0963591 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.222035 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.0121223 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.216606 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.52857 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.112973 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.767487 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.430066 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.425641 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.511852 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.0666227 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.0596677 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.464472 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.688303 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.361303 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.384638 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.272249 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.487304 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),-0.121808 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),-0.138138 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.272525 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.76657 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.227307 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.382419 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.328702 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.967855 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.26906 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.329338 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.381218 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.443225 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.249733 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.0577897 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),-0.266902 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.0255108 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.261505 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.561138 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.15392 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.474966 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.463718 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.556454 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.111489 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.300383 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.233608 # DEPENDENCYPART_GRANDPAR
