# _root_ Během SNP působily na území Slovenska vojenské mise Spojenců , a to sovětská , britská a americká .
#goldHeads=3,1,0,3,4,5,8,3,8,16,12,16,16,16,16,8,16,0,
#predictedHeads=3,1,0,3,4,5,8,3,8,11,3,11,16,16,16,11,16,0,
(0,16),(16,9),-0.427044 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.110606 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.112632 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.468382 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.472163 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.0801792 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.523788 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.411027 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.123696 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.739854 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.29276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.430964 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0594009 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.3672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.433023 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.223645 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.937588 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.214412 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-1.41873 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-1.46396 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.716647 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.261332 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.145122 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-1.27507 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-1.27085 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.184063 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),0.130769 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-1.54094 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.597675 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.29882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,3),0.414269 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.15688 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.304285 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-1.12256 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-1.57722 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.821705 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.281493 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),0.301341 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.977262 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.204224 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.985509 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),0.286988 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-1.23727 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.83438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-1.24463 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-2.27085 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.06669 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.52441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.0182398 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.643964 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.018544 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.955877 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.991445 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.793611 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),0.111674 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.132324 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),0.0566568 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-1.26245 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.0836641 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.100514 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-1.45087 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.747464 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.529914 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.0202026 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.987949 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.956252 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.171938 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.367396 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.3571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.624413 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.0242927 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.24374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.407553 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.263569 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.336869 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.684592 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.499816 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.0421973 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.154335 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.15299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.60033 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.398519 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.631713 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.412002 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.236941 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.170732 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.079035 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.0255368 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.107189 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.19062 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),0.154111 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.454624 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.153095 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.245755 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.16368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.603568 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.299832 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.610652 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.421829 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.227115 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.161778 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.036564 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.046598 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.116142 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.211681 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),0.11164 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.475685 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.226399 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.472343 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.0688735 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.639415 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.264548 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.393404 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.0163052 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.15386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.614007 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.254422 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.723017 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.225905 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.161756 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),0.0365352 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.000932123 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.0519186 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.116165 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.217002 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),0.111611 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.481005 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.301288 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.274111 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.706677 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.569721 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.161793 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.0366131 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.000923778 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.0457854 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.210869 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),0.111689 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.474872 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.80547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,6),-0.614157 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.18836 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.224033 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.429866 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.657826 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.936358 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.68509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.490609 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.0266866 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.582029 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.244001 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.244132 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.402772 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.240079 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.122365 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.0294792 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.102571 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.193444 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.0956525 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.472347 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.397267 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.198083 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.387377 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.202325 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.560141 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),0.0718095 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.52685 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.226375 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.45525 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),0.0291874 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),0.0677199 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.00892536 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.271234 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.433037 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.564303 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.553287 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.951667 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-1.80547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),0.445964 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.0381793 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.614157 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),0.18836 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),0.224033 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.429866 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),0.406287 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),0.140092 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.0215531 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.474151 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.506683 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.0720055 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.777903 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.519912 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.657826 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.936358 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-1.68509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),0.490609 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),-0.0266866 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),-0.582029 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),0.244001 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.244132 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.402772 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),0.240079 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),0.0163238 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.14119 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.413275 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.0378416 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.597998 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.472347 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.397267 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.00892967 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.422039 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.565021 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.874013 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.412594 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.491382 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.11939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0413114 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-1.1464 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.448243 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.71309 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.353444 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.0499221 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-1.15782 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.2318 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-1.1972 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),0.0273908 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-1.44905 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.418358 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.85872 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.496259 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.11062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),1.83881 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-1.16431 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.41601 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.680857 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.372198 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.00905757 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-1.17573 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.250554 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-1.21511 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.0134737 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-1.46696 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.535323 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.24008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),1.35725 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.0215392 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.328615 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.596093 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-1.24557 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.495135 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.10969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),0.506218 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-1.46248 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.677956 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.370767 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.0105063 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-1.20522 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-1.17961 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.249122 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-1.21899 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.012025 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-1.47084 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.603609 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-1.92263 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.699921 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-1.44642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),1.13904 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),-0.17308 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-1.90755 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.65573 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.917365 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.176351 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.0550428 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-1.52798 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-1.9061 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.0547065 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-1.95239 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-1.5913 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.582864 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.400756 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-1.41272 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.52396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,1),-0.408997 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.234405 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.471598 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.28034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),0.225013 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-1.30989 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-1.24115 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.727715 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.723278 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.788722 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.579447 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-1.7534 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.904955 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.937934 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-2.08135 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-1.22091 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.56935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.0594733 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.40301 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.52562 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-1.04296 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.08303 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.67059 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-2.13225 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.07398 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.880001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.434387 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.472122 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.0479891 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.0156588 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.186268 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.872198 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.166018 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-1.04166 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.335481 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-1.1821 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.07918 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.05515 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.16671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),1.33731 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0994985 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.615563 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.106536 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-2.13171 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.07344 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),1.63054 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.385624 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.047904 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.0134069 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.188544 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.193788 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.878956 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.16827 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-1.04842 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.337756 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-1.18885 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.875941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),1.62412 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.394399 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.16094 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.016648 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.185244 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.190569 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.869613 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-1.03907 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.334457 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-1.17951 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-2.22421 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),1.33378 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.374345 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.133958 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.380586 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-1.25191 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.85683 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-2.40692 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-1.23903 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.29666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),1.21638 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.496709 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.259354 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.260632 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.334036 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.00909658 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.470064 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.025541 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.637402 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.420484 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.787931 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.398013 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-1.0791 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.383902 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.447736 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.0168729 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.202204 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.0125341 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-1.18093 # DEPENDENCYPART_GRANDPAR
