# _root_ Dříve byly ty slabší lacinější , ale když slyšíte , kolik teď stojí připravit špičkový šestnáctkový motor . . .
#goldHeads=2,7,2,3,2,7,0,7,8,13,13,13,9,13,17,17,14,0,0,0,
#predictedHeads=2,7,2,3,2,7,0,13,8,8,13,13,7,13,17,17,14,0,0,0,
(0,8),(8,18),-0.591311 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.414745 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),0.1286 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.0802656 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.703827 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.0540349 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.158193 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.077591 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.154841 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.405545 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.0463466 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.311155 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.103243 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.0456313 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.546497 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.330273 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.150586 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.283826 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),-0.057604 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.596796 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.120848 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.271666 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.189825 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.00172522 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.482479 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.142096 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.409389 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.0595288 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.113669 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.282871 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.262818 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.251512 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.27186 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.569577 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.837785 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.130636 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.686429 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.0688933 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.17292 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.092318 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.153745 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.409049 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.0500515 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.476354 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.33375 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.325469 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.0284141 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.582812 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.377218 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.484856 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.214664 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.490681 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.314115 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),0.22923 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.0787332 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.399843 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.0406449 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.463734 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.332376 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.354147 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.0234885 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.0741873 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.333701 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.441339 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.147855 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.462771 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.286205 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.25714 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.501069 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-1.02569 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.786921 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.56912 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.501069 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-1.02569 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.786921 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.10767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.309722 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.294043 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.357188 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.0930076 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.015271 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.137596 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.416013 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.0669073 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.402165 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),0.155456 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),0.108529 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.14547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.286084 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.21932 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.282151 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.0183582 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.0355268 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.175742 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.148801 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),0.0444585 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.350966 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.42879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),0.089571 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.0997934 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.55865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.66155 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.463961 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.129058 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.0701745 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.179365 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.588147 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.039077 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.94465 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.0779886 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),0.117567 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.313205 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0889545 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.134668 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.293006 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-1.03361 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.0779892 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.75091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.116738 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.52637 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0903044 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.13501 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.293348 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-2.02049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,4),0.309828 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.114954 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-1.30521 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.387307 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.85051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.064396 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.360527 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.165583 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.277767 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.295723 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.889377 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.00509497 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.441202 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-1.25739 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.443943 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-1.88188 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.761216 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.335413 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.242736 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.337658 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-1.47567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,5),0.215468 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.743724 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.0391861 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.456358 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.0869661 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.356458 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.817711 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.0109251 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.351495 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.258818 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.35374 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.219494 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-1.90008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.0199028 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.240962 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.0448481 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.314197 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.061807 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.0141717 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.128404 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.517523 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-1.25418 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.439864 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-2.09902 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-1.05685 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.345348 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.379604 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-2.02049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.0155711 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.309828 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.114954 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.311907 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.0490698 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.0834146 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.830509 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.485357 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.619256 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-1.65249 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.862368 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-2.11636 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.967265 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.515656 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.471691 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.0839749 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.290018 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.91167 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-1.16533 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.342828 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.976353 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.289667 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-1.16533 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.342828 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.976353 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.693418 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.98033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.113894 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.9189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.531306 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.694883 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.935456 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.321751 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.550155 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.1768 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.21769 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.955807 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-1.60879 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-1.67544 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.405086 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.51778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.256302 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.185452 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.21217 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.0229471 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.63991 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.405086 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.27221 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.51778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.0385619 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.186466 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.212164 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.0229533 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.38657 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),-0.0309259 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.194503 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.725824 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.506885 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-1.48992 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.61097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.183626 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.347237 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0177451 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0772309 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.515901 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.232857 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.442081 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.625962 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.712011 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.508379 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-1.15098 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.881052 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.947701 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-1.05103 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-1.50197 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.381142 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.141176 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.240556 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.468816 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.293577 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.453249 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.572958 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.664925 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.915589 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.982238 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-1.08557 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.495529 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-1.34445 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.3951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.00301833 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.161798 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.361379 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.405362 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.287024 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.279149 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.52402 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.753972 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.822286 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.643336 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-1.15858 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-1.04053 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.455096 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-1.38657 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.5584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),-0.0309259 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.194503 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.232133 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.522621 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.293815 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.505071 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.493447 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.541286 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.82595 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.920955 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.641311 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-1.28812 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-1.07156 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.500375 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-1.34449 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-1.39439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),5.62328e-05 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.16476 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.38245 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),0.410103 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),0.291866 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.515424 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),0.100219 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.181412 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.34824 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.826147 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.647982 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.651909 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-1.16124 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.976689 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-1.04334 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-1.14667 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.904191 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.643971 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0557546 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.862985 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.77009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-1.29701 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.459847 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.160572 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.292226 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.429213 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.569309 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.848921 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.510261 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.4717 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.07078 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-2.19345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0252985 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.120514 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0150194 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.58451 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-2.3981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.925022 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.234089 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.526438 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.58244 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.12006 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-2.45026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.977209 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.214917 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.0127466 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.0610963 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.00735788 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.0832772 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.372095 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),0.00151952 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.383455 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.473722 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.370639 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.374045 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.411674 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.59967 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),-0.963005 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.4671 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.30117 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.154508 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0418975 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.0578058 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.27277 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),0.0949311 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.381215 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.384621 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.422251 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.459657 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-1.40132 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.876078 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-2.29248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),-0.820642 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.443096 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.411055 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.360109 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.107077 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.333633 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.0963631 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.107871 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.0321486 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.545887 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.497031 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.544926 # DEPENDENCYPART_GRANDPAR
